# z, u, v, w, u_mag
0.000000000000000000e+00 3.921424377004000927e+00 1.363954862129358903e+00 -1.689944486303640234e-02 4.151894459367219348e+00
1.041666700000000034e+01 5.624695287940534527e+00 1.947647181856359877e+00 1.602184692947263012e-02 5.952376275635849368e+00
2.083333299999999966e+01 6.459198739044830440e+00 2.199036866250044131e+00 -1.434546472713980197e-02 6.823284933370683980e+00
3.125000000000000000e+01 6.817352678710200564e+00 2.298346532596720060e+00 1.236251425577780325e-02 7.194362178926999363e+00
4.166666699999999679e+01 7.093336030574916684e+00 2.361798057322308075e+00 -1.047978965249827220e-02 7.476203309983945999e+00
5.208333300000000321e+01 7.314936881500369914e+00 2.402886139488661588e+00 9.081885810410970580e-03 7.699496467973146352e+00
6.250000000000000000e+01 7.500109068891005926e+00 2.435245060091963065e+00 -7.853701570816993757e-03 7.885563786349824689e+00
7.291666700000000390e+01 7.671417558010935167e+00 2.460427248441122039e+00 6.839998065028316844e-03 8.056326481703900200e+00
8.333333299999999610e+01 7.822930503847096873e+00 2.478355508032363375e+00 -5.954765918389556996e-03 8.206127171294196998e+00
9.375000000000000000e+01 7.967347105690286035e+00 2.492243190325982294e+00 5.208646267951837737e-03 8.348049062641734963e+00
1.041666670000000039e+02 8.099537055599210333e+00 2.498952334869643188e+00 -4.572469626173501951e-03 8.476277732262767373e+00
1.145833329999999961e+02 8.225469046587033262e+00 2.504139985609650676e+00 4.026813115653037241e-03 8.598201807303336608e+00
1.250000000000000000e+02 8.341487228732884063e+00 2.500224726268210240e+00 -3.555561985696329731e-03 8.708130999874645894e+00
1.354166669999999897e+02 8.453246410568610258e+00 2.496283757708845474e+00 3.137927937376532288e-03 8.814126010182961934e+00
1.458333330000000103e+02 8.558943758354031317e+00 2.490268120491591741e+00 -2.762088697372725322e-03 8.913863427254096194e+00
1.562500000000000000e+02 8.663338338687768925e+00 2.481115033217994537e+00 2.431532203711591136e-03 9.011624098406819883e+00
1.666666669999999897e+02 8.759661855196581470e+00 2.469258343279546963e+00 -2.149632231802793818e-03 9.101039347467979823e+00
1.770833330000000103e+02 8.857223871770232293e+00 2.457989822657045131e+00 1.909640299710505104e-03 9.191960200613802812e+00
1.875000000000000000e+02 8.947350496352866500e+00 2.444241590129269781e+00 -1.701675197168137652e-03 9.275203542305797910e+00
1.979166669999999897e+02 9.038079717762673937e+00 2.427252022990773472e+00 1.521928548733988452e-03 9.358335305171124219e+00
2.083333330000000103e+02 9.122374884296428732e+00 2.409172332266407590e+00 -1.363026291618247600e-03 9.435138404604403561e+00
2.187500000000000000e+02 9.206090504821805354e+00 2.389631164573473132e+00 1.224413448331234267e-03 9.511174532351894584e+00
2.291666669999999897e+02 9.282047381550627918e+00 2.370362948804951131e+00 -1.108014803327827050e-03 9.579928252868857186e+00
2.395833330000000103e+02 9.358169122863936096e+00 2.347817481220830338e+00 1.004035217894777869e-03 9.648190362204552173e+00
2.500000000000000000e+02 9.433940006070576700e+00 2.325635147781852208e+00 -9.086702486560441997e-04 9.716367824677021758e+00
2.604166670000000181e+02 9.506940495714417239e+00 2.300520181215269133e+00 8.228871545547686251e-04 9.781324622482205911e+00
2.708333329999999819e+02 9.575423744054376129e+00 2.273342768866470021e+00 -7.458448045544161008e-04 9.841586649480980498e+00
2.812500000000000000e+02 9.641730035630148521e+00 2.248245951531874454e+00 6.711667587549145341e-04 9.900382234490587408e+00
2.916666670000000181e+02 9.706900042547491836e+00 2.220154787168165722e+00 -6.004752001677719515e-04 9.957559745016078878e+00
3.020833329999999819e+02 9.769910727186983834e+00 2.190756758478118016e+00 5.371625290469571670e-04 1.001252071561225065e+01
