# z, u, v, w, u_mag
0.000000000000000000e+00 4.587556116924858429e+00 1.047443768642920103e+00 -1.836721958873574131e-02 4.705650531983754270e+00
1.041666700000000034e+01 6.687337887783348478e+00 1.513609392334134274e+00 1.762951306250453917e-02 6.856516040794740086e+00
2.083333299999999966e+01 7.645625411994291021e+00 1.711997720995313221e+00 -1.603620368558934112e-02 7.834971684508800216e+00
3.125000000000000000e+01 8.033808363427864307e+00 1.787405760147511069e+00 1.392269321845641603e-02 8.230254553358507863e+00
4.166666699999999679e+01 8.321808454271033995e+00 1.837048175673258177e+00 -1.187912392024118718e-02 8.522170091174338324e+00
5.208333300000000321e+01 8.526159994520989827e+00 1.869020695278034383e+00 1.037977566462577883e-02 8.728616749021037791e+00
6.250000000000000000e+01 8.692636134758060962e+00 1.893398794843225152e+00 -9.078323690246015848e-03 8.896457968403849392e+00
7.291666700000000390e+01 8.831385600211127951e+00 1.914483382192057270e+00 8.006079400954855402e-03 9.036519370731928902e+00
8.333333299999999610e+01 8.947308101912398115e+00 1.931695498164443414e+00 -7.093702436469621203e-03 9.153459460159874439e+00
9.375000000000000000e+01 9.051345456092706243e+00 1.949341523844819957e+00 6.336130052295816696e-03 9.258878284579605378e+00
1.041666670000000039e+02 9.141053770325484606e+00 1.963296318313707767e+00 -5.687205516270553082e-03 9.349514897030353211e+00
1.145833329999999961e+02 9.218445556590589618e+00 1.977104184937375164e+00 5.117914857380203610e-03 9.428080697097058760e+00
1.250000000000000000e+02 9.283868501876664681e+00 1.988663458439653642e+00 -4.620228261052452753e-03 9.494473026849885144e+00
1.354166669999999897e+02 9.342484081092752746e+00 2.002536497185622988e+00 4.170223514130970248e-03 9.554694062019784440e+00
1.458333330000000103e+02 9.391725202907865722e+00 2.016414044424711616e+00 -3.780040078815157228e-03 9.605750474283153650e+00
1.562500000000000000e+02 9.437281492549692175e+00 2.031543599971983305e+00 3.451310013937130498e-03 9.653468976474149699e+00
1.666666669999999897e+02 9.474779681464463366e+00 2.045815018848206268e+00 -3.160150399742797048e-03 9.693132573641365823e+00
1.770833330000000103e+02 9.509036249223083104e+00 2.057668733632805225e+00 2.890466843704864175e-03 9.729120174055164938e+00
1.875000000000000000e+02 9.537375908191489060e+00 2.069104113553084101e+00 -2.653764679817897584e-03 9.759238601926929491e+00
1.979166669999999897e+02 9.561473627405620235e+00 2.080879776865795616e+00 2.440725862196166818e-03 9.785287146041497408e+00
2.083333330000000103e+02 9.580831463973751738e+00 2.092079743727623509e+00 -2.248627188130686381e-03 9.806586269008654710e+00
2.187500000000000000e+02 9.597066980018540860e+00 2.102455303857651892e+00 2.070970595618712006e-03 9.824663720077170481e+00
2.291666669999999897e+02 9.610966248875211448e+00 2.110272479548885194e+00 -1.908842479852149773e-03 9.839914929441182068e+00
2.395833330000000103e+02 9.619643504382137777e+00 2.115459492371292605e+00 1.757736467349419558e-03 9.849503190765652505e+00
2.500000000000000000e+02 9.627049761260014549e+00 2.121414883279769015e+00 -1.619049628498876216e-03 9.858016577085834342e+00
2.604166670000000181e+02 9.631835762012013191e+00 2.123421139166129290e+00 1.486635369527664367e-03 9.863122208039188266e+00
2.708333329999999819e+02 9.635022395294042141e+00 2.127531993393156018e+00 -1.370978558748095228e-03 9.867119682070924824e+00
2.812500000000000000e+02 9.635442371958067298e+00 2.130007155760994753e+00 1.265238690330162952e-03 9.868063730425888025e+00
2.916666670000000181e+02 9.634911389505434798e+00 2.132382336815926038e+00 -1.165584168097950164e-03 9.868058232123104290e+00
3.020833329999999819e+02 9.633221602307383336e+00 2.133166443884345842e+00 1.076332036225502789e-03 9.866577860381301690e+00
3.125000000000000000e+02 9.630567432671385930e+00 2.132398873575513498e+00 -9.954265447366774169e-04 9.863820508410057641e+00
3.229166670000000181e+02 9.626742816240446032e+00 2.132067694381868606e+00 9.227870079709969090e-04 9.860014744157318489e+00
3.333333329999999819e+02 9.622738819461117643e+00 2.130441719767406816e+00 -8.537758741666199268e-04 9.855753905096388934e+00
3.437500000000000000e+02 9.616936564847552660e+00 2.127605664205180602e+00 7.894413322731779316e-04 9.849475893562937401e+00
3.541666670000000181e+02 9.612889654302181341e+00 2.124295519253055264e+00 -7.322583373515232979e-04 9.844809774450229867e+00
3.645833329999999819e+02 9.608810127063371453e+00 2.120357586198707178e+00 6.771476079100889264e-04 9.839977073643764172e+00
3.750000000000000000e+02 9.605320470668308630e+00 2.114464532159636256e+00 -6.292289126867642865e-04 9.835300808716008092e+00
3.854166670000000181e+02 9.603505469203364342e+00 2.108950908770462540e+00 5.866659066000862307e-04 9.832344154717102214e+00
3.958333329999999819e+02 9.601513637144668323e+00 2.103100102064218380e+00 -5.436873010045403581e-04 9.829145154039258259e+00
4.062500000000000000e+02 9.600289922118619756e+00 2.096583391463774593e+00 4.988390928560336793e-04 9.826557319577112537e+00
4.166666670000000181e+02 9.599259430374287305e+00 2.089988349711898508e+00 -4.585070782325794108e-04 9.824145414426126877e+00
4.270833329999999819e+02 9.597780544298560201e+00 2.083302331037601096e+00 4.228204634892666815e-04 9.821279965350738550e+00
4.375000000000000000e+02 9.598510739470459185e+00 2.075569250147715206e+00 -3.950290659051264373e-04 9.820356219808752840e+00
4.479166670000000181e+02 9.600270710916328554e+00 2.066158639025417632e+00 3.732130260517041486e-04 9.820092127051823994e+00
4.583333329999999819e+02 9.601473397695277967e+00 2.055349279412585162e+00 -3.541133460727929026e-04 9.818999551503615919e+00
4.687500000000000000e+02 9.602835084433985813e+00 2.045791365618492730e+00 3.355420469186488506e-04 9.818335097309722315e+00
4.791666670000000181e+02 9.605271902168727394e+00 2.034744740513100947e+00 -3.177079022702256278e-04 9.818423222421005292e+00
4.895833329999999819e+02 9.609273094057520836e+00 2.023523318343327659e+00 3.016536721260558006e-04 9.820019150034889677e+00
5.000000000000000000e+02 9.614099889130363508e+00 2.012203617342851913e+00 -2.872569512286238659e-04 9.822417225832991150e+00
5.104166670000000181e+02 9.620383983357594815e+00 2.000325307347586623e+00 2.707348025757901283e-04 9.826143159742580124e+00
5.208333330000000387e+02 9.629691935710457784e+00 1.987887529094860772e+00 -2.575872421272177291e-04 9.832734292726977188e+00
5.312500000000000000e+02 9.638083296154002610e+00 1.975342367546118805e+00 2.452894291451604230e-04 9.838426050583112925e+00
5.416666669999999613e+02 9.650223214813676620e+00 1.961985040361211796e+00 -2.357824441691667788e-04 9.847649133164898316e+00
5.520833330000000387e+02 9.662784152591569864e+00 1.948676008655524372e+00 2.280864640201790358e-04 9.857318896044088063e+00
5.625000000000000000e+02 9.677972025893332386e+00 1.934556015285780584e+00 -2.260897222053601411e-04 9.869430052509052587e+00
5.729166669999999613e+02 9.694119423237108180e+00 1.919935964423865826e+00 2.193958629902108910e-04 9.882413953463277778e+00
