# z uT vT wT
5.000000000000000000e+00 3.336396204185060072e-05 -2.214677963964490172e-04 9.230305563110826261e-04
1.500000000000000000e+01 3.279250080623222555e-04 3.846167060603288609e-03 3.594766449323654779e-03
2.500000000000000000e+01 3.315302902973054191e-04 4.962779078106049034e-03 4.537027850245601256e-03
3.500000000000000000e+01 2.109155307496468916e-04 4.488574789196842808e-03 3.924780462510409421e-03
4.500000000000000000e+01 8.325862812969572584e-05 3.478597634420942802e-03 2.998686085451296619e-03
5.500000000000000000e+01 -4.245698356361229811e-05 2.486565539514868587e-03 2.129478633091930629e-03
6.500000000000000000e+01 -1.759748254621468439e-04 1.663330808244179891e-03 1.504235404765518879e-03
7.500000000000000000e+01 -3.481637905748196597e-04 7.259714503244058632e-04 8.314958895848999047e-04
8.500000000000000000e+01 -5.701702128887869460e-04 -3.748602843493821198e-04 8.782102959117194538e-05
9.500000000000000000e+01 -8.588046418510869411e-04 -1.626220614136747152e-03 -7.176846438953225944e-04
1.050000000000000000e+02 -1.221190009046494492e-03 -2.971916035511397870e-03 -1.535665405244210011e-03
1.150000000000000000e+02 -1.592467675120641871e-03 -4.132427848470099016e-03 -2.084964386622532081e-03
1.250000000000000000e+02 -1.948086179117719053e-03 -5.010788347105809767e-03 -2.318702918141115395e-03
1.350000000000000000e+02 -2.312246463062818131e-03 -5.772409288737926844e-03 -2.440453028543635751e-03
1.450000000000000000e+02 -2.668683832177899326e-03 -6.438949134667455373e-03 -2.498510951851407817e-03
1.550000000000000000e+02 -2.963990136818418688e-03 -6.896793576811289725e-03 -2.614308463063457020e-03
1.650000000000000000e+02 -3.127486393653638834e-03 -7.060652901393137809e-03 -2.819462000516173919e-03
1.750000000000000000e+02 -3.200120372225938314e-03 -6.904938581919501522e-03 -2.765592504107124844e-03
1.850000000000000000e+02 -3.289192950161614129e-03 -6.541859126779618616e-03 -2.496543480849271364e-03
1.950000000000000000e+02 -3.534210613500799944e-03 -6.134158819539041463e-03 -2.210846677021091784e-03
2.050000000000000000e+02 -3.993195601925332225e-03 -5.758242338999062550e-03 -1.920911199805077621e-03
2.150000000000000000e+02 -4.354976741218152814e-03 -5.333383064333866060e-03 -1.698422504799373522e-03
2.250000000000000000e+02 -4.616798377721797499e-03 -4.908049515330100906e-03 -1.509879811865423842e-03
2.350000000000000000e+02 -4.966863824740027321e-03 -4.583246696600220237e-03 -1.434977845666317612e-03
2.450000000000000000e+02 -5.508973758591870218e-03 -4.433723807461817552e-03 -1.451076122314714275e-03
