# z uT vT wT
5.000000000000000000e+00 1.759251997005243642e-03 6.962515801427373967e-04 2.906318524690012541e-03
1.500000000000000000e+01 3.610345879949321355e-03 1.167300363420848731e-02 1.134429519401378150e-02
2.500000000000000000e+01 4.362046880638199148e-03 1.579977347068200685e-02 1.620928594737874873e-02
3.500000000000000000e+01 4.748028786652478024e-03 1.647643492539403731e-02 1.781612914807299136e-02
4.500000000000000000e+01 5.123477445449718323e-03 1.588651674436250896e-02 1.891176374784274070e-02
5.500000000000000000e+01 5.419542444112614155e-03 1.514119003082468363e-02 1.957086674949572516e-02
6.500000000000000000e+01 5.661223453942307304e-03 1.472425327890098529e-02 2.013351975155694765e-02
7.500000000000000000e+01 5.855888236512580419e-03 1.426045275438826525e-02 2.049142735462052695e-02
8.500000000000000000e+01 6.005909146080303483e-03 1.376462522284364193e-02 2.071478997326497984e-02
9.500000000000000000e+01 6.119091267577566988e-03 1.329830348903683797e-02 2.090653787284105919e-02
1.050000000000000000e+02 6.205017852101808555e-03 1.290457426177838741e-02 2.110817223641628382e-02
1.150000000000000000e+02 6.172254961139294303e-03 1.244780603974902922e-02 2.099662907957903710e-02
1.250000000000000000e+02 6.014169041562390447e-03 1.190097616271686837e-02 2.053985784716965204e-02
1.350000000000000000e+02 5.870507661604583254e-03 1.142084649284435226e-02 2.023777205098262200e-02
1.450000000000000000e+02 5.790307997935616700e-03 1.107472414070702522e-02 2.021322148546175063e-02
1.550000000000000000e+02 5.654447571220756405e-03 1.068970483817452237e-02 1.992385594305744190e-02
1.650000000000000000e+02 5.432824233859602850e-03 1.021890499168483582e-02 1.926317278541003417e-02
1.750000000000000000e+02 5.235341720687594798e-03 9.811034740367510082e-03 1.867564430555366389e-02
1.850000000000000000e+02 5.102190858568235107e-03 9.534599421265135127e-03 1.827400574029949820e-02
1.950000000000000000e+02 4.977008328498599629e-03 9.243226823671331013e-03 1.776079026626071686e-02
2.050000000000000000e+02 4.860220205021389787e-03 8.892334679819818496e-03 1.708703954254707502e-02
2.150000000000000000e+02 4.796672226416896605e-03 8.616387555123693198e-03 1.650742422065746770e-02
2.250000000000000000e+02 4.782516936202285511e-03 8.463430456646801187e-03 1.608909295638638257e-02
2.350000000000000000e+02 4.789159279281736924e-03 8.359436557510974489e-03 1.573580085415831123e-02
2.450000000000000000e+02 4.807686513250727760e-03 8.251790689806096091e-03 1.540090762203431309e-02
2.550000000000000000e+02 4.736484999071055059e-03 8.092253616667927432e-03 1.479945183757906853e-02
2.650000000000000000e+02 4.542376303721171356e-03 7.874128674982531009e-03 1.385778172288209924e-02
2.750000000000000000e+02 4.331390999421457118e-03 7.646957671422857650e-03 1.288437009540292430e-02
2.850000000000000000e+02 4.132255135555483981e-03 7.415914882320598540e-03 1.196427931201815217e-02
2.950000000000000000e+02 3.858452449678210962e-03 7.131617431333663916e-03 1.091810978164986165e-02
3.050000000000000000e+02 3.466048917837339770e-03 6.746836014801661612e-03 9.695764373813701292e-03
3.150000000000000000e+02 3.008515945894147531e-03 6.326644243699533834e-03 8.517799440806052627e-03
3.250000000000000000e+02 2.497116200934731273e-03 5.900289685644283938e-03 7.375846939377002538e-03
3.350000000000000000e+02 1.874952814368022929e-03 5.425076468140084887e-03 6.080788718315707428e-03
3.450000000000000000e+02 9.128480244963949964e-04 4.606305918866736814e-03 3.667477162482601742e-03
3.550000000000000000e+02 -8.198822073248597216e-04 2.784693424910872957e-03 -1.817544023866222405e-04
3.650000000000000000e+02 -2.803865138619735051e-03 6.637498430708616481e-04 -2.892418023468992273e-03
3.750000000000000000e+02 -4.636929025826441383e-03 -9.527513921620975540e-04 -3.813885155222703979e-03
