# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 1.564696531202756369e-01 -2.602816222472722953e-03 2.479066564252675980e-04 1.052661005196931648e-01 -1.119402534112825338e-04 2.685223037090778836e-03 1.322104883385298024e-01
1.500000000000000000e+01 1.688885688499270898e-01 -2.429988002971451323e-03 1.958005463147607147e-03 1.284707162150822146e-01 -1.116262128474311078e-03 1.815149479564529683e-02 1.577553899303273111e-01
2.500000000000000000e+01 1.752605889055812716e-01 -7.067983716055468079e-04 3.585702277312468201e-03 1.377358429178911492e-01 1.580018225795203155e-03 3.661718146511400845e-02 1.748068066442932111e-01
3.500000000000000000e+01 1.849475646490371661e-01 -1.859181481810899615e-04 5.319303399191825481e-03 1.491720632051443118e-01 5.488630133181066420e-03 5.409270740222654056e-02 1.941061676282040127e-01
4.500000000000000000e+01 1.899618880682473754e-01 -3.355355599431008706e-04 7.342819985343740190e-03 1.545159404108635282e-01 6.911779779190928633e-03 6.947719350433574637e-02 2.069775109917233180e-01
5.500000000000000000e+01 1.877716997245763020e-01 -4.769831791480162427e-04 9.544682701334980188e-03 1.524299237740764368e-01 7.929146491547266196e-03 8.277517284564753219e-02 2.114883981721501494e-01
6.500000000000000000e+01 1.776096473981357837e-01 -5.608278421061111503e-04 1.177184168059139738e-02 1.432762037335738037e-01 8.507081725475387768e-03 9.456711538244695625e-02 2.077264832570782649e-01
7.500000000000000000e+01 1.623867155093372261e-01 -4.451971841892721107e-04 1.395984193103356683e-02 1.299963704087289118e-01 8.654970142890325985e-03 1.053734056319882983e-01 1.988782457750272181e-01
8.500000000000000000e+01 1.456873729573844312e-01 -3.006457914701916238e-04 1.603258757804956053e-02 1.154857585825362770e-01 8.473765787859313670e-03 1.153713614286606265e-01 1.882722464842906673e-01
9.500000000000000000e+01 1.306821411237867880e-01 -1.576875251775125585e-04 1.808631575464110519e-02 1.016873353211088515e-01 7.971636237687242110e-03 1.246320497321035253e-01 1.785007630884995755e-01
