# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 4.930706127670379801e-02 1.207605976899546333e-03 2.237021079194449942e-04 4.191323847098758770e-02 2.833471642838756785e-03 3.272957434177143406e-03 4.724662859093426565e-02
1.500000000000000000e+01 5.422154978832965239e-02 5.934987588217351638e-03 1.652918258701730142e-03 1.356018596047560698e-01 2.715710263726476767e-02 1.905641393259550204e-02 1.044399116628406121e-01
2.500000000000000000e+01 5.109429823712243607e-02 7.979267508882168999e-03 2.731803987470652218e-03 1.572553027522502200e-01 4.181543677854582947e-02 3.137444665058878451e-02 1.198620238199807203e-01
3.500000000000000000e+01 4.863367156735978053e-02 9.957470556253723154e-03 3.272910974569092062e-03 1.492246825208726480e-01 4.054575454049117594e-02 3.445081864558954127e-02 1.161545863669109918e-01
4.500000000000000000e+01 4.612146080817090821e-02 1.140626702773278600e-02 3.529763946889498665e-03 1.353945685149350875e-01 3.254325340423355750e-02 3.109888704347398697e-02 1.063074581832900017e-01
5.500000000000000000e+01 4.242909422922105239e-02 1.243967272334471283e-02 3.018734447995382458e-03 1.162849325744714502e-01 2.175501538206718946e-02 2.501788606532484235e-02 9.186595643450867765e-02
6.500000000000000000e+01 3.597169042504783087e-02 1.156104570171160965e-02 2.039038091834326997e-03 9.242247666818370622e-02 1.206868463365780471e-02 1.949035701532586540e-02 7.394226205427870124e-02
7.500000000000000000e+01 2.742280545613540871e-02 8.905217161785435737e-03 1.062666216755052146e-03 6.269235433869080332e-02 5.718031935022978469e-03 1.570993300161640377e-02 5.291254639822130790e-02
8.500000000000000000e+01 1.797981532948763478e-02 4.877455602920710044e-03 -1.793690555751986822e-04 3.224720283215818523e-02 2.815126409185894629e-03 1.302045506149745492e-02 3.162373661157164006e-02
9.500000000000000000e+01 1.060960850861803785e-02 1.338692173451954022e-03 -7.314643550062306047e-04 1.260822375056548303e-02 2.082698672216695950e-03 1.051548064081443690e-02 1.686665644999897976e-02
1.050000000000000000e+02 8.375560098969515518e-03 1.418130004100438986e-04 -3.984373204508920795e-04 6.573491848949323917e-03 1.933865293259435288e-03 8.038149969058270769e-03 1.149360095848855554e-02
1.150000000000000000e+02 7.971369657032842046e-03 -2.107888792363347280e-04 -2.752027698055725842e-04 5.419507949240618891e-03 1.732378293430546484e-03 6.101610525499963356e-03 9.746244065886712146e-03
1.250000000000000000e+02 7.424220947967852258e-03 -2.840847786182721648e-04 -1.061549493331625913e-04 4.703937749790769451e-03 1.524650626390701251e-03 4.955994688226020468e-03 8.542076692992320655e-03
1.350000000000000000e+02 5.040800137092674681e-03 -3.481321692824887091e-04 2.098071662719618553e-05 4.074744519789742433e-03 1.246599304666637983e-03 4.329951460761518635e-03 6.722748058821967007e-03
1.450000000000000000e+02 2.476608505408391721e-03 -1.447786900162378074e-04 -2.764897070347287396e-05 3.714471055416056298e-03 1.021497988492598005e-03 3.763848509962278762e-03 4.977464035393363607e-03
1.550000000000000000e+02 2.484561055758700756e-03 -1.681146345816722271e-04 7.181725558897791351e-06 3.542524764903872900e-03 8.949350673076320387e-04 3.126452671383562511e-03 4.576769246023067866e-03
1.650000000000000000e+02 4.276720163128457271e-03 -1.032783322531514092e-03 1.056842455222903240e-04 3.804177267035721826e-03 7.766255894377020698e-04 2.533529384850408562e-03 5.307213407507293396e-03
1.750000000000000000e+02 5.613081453595437920e-03 -1.798514420011750395e-03 8.805833550938965562e-05 3.947564759395857589e-03 6.448484022945316207e-04 2.043340291972434337e-03 5.801993252481865357e-03
1.850000000000000000e+02 5.667713341317734063e-03 -1.928019398829076102e-03 1.356923689939614722e-04 3.750464751378642259e-03 5.521926116732056447e-04 1.682948197450031018e-03 5.550563145073203128e-03
1.950000000000000000e+02 4.924031653116637750e-03 -1.781790583673448442e-03 1.038841502152484128e-04 3.433284530290291701e-03 4.842563012694048969e-04 1.424955355732107068e-03 4.891135769569517934e-03
2.050000000000000000e+02 3.710308322904461685e-03 -1.245460054563333552e-03 2.417638844804126735e-05 3.006889736934139582e-03 4.256415654387560245e-04 1.230622017186757452e-03 3.973910038512679793e-03
2.150000000000000000e+02 3.559090037443234274e-03 -1.015455087036147997e-03 4.575125730425853003e-06 2.945698777753928601e-03 3.668725644823039650e-04 1.080282345304638082e-03 3.792535580250900370e-03
2.250000000000000000e+02 3.546556710936172533e-03 -1.170973620425024573e-03 3.940877618383198291e-05 3.059798269350337899e-03 2.886020970492440200e-04 9.574874711781337575e-04 3.781921225732321878e-03
2.350000000000000000e+02 3.117525499953785733e-03 -1.152696768533789055e-03 5.812493456490361581e-05 2.773170898074871563e-03 2.001458149654634022e-04 8.519287713116306194e-04 3.371312584670144337e-03
2.450000000000000000e+02 2.655470837183982781e-03 -9.229100517814697218e-04 6.529549960805011179e-05 2.385797568954930309e-03 1.664984353084469535e-04 7.653144740048585960e-04 2.903291440071885735e-03
2.550000000000000000e+02 2.452118497102378451e-03 -6.931563461466585391e-04 8.389817504159172406e-05 2.277587947195080804e-03 1.349681349288848640e-04 6.965844656084018609e-04 2.713145454952930503e-03
2.650000000000000000e+02 2.466928176993388004e-03 -5.131672000255502967e-04 7.124745536796988461e-05 2.119834245642872490e-03 9.174752558837506917e-05 6.457700508573197039e-04 2.616266236746790045e-03
2.750000000000000000e+02 2.332082259164212738e-03 -6.074766020308820921e-04 3.100334143538470687e-05 1.955408356663581974e-03 6.912392564736417357e-05 6.076947320895046724e-04 2.447592673958649476e-03
2.850000000000000000e+02 2.051641473100480548e-03 -9.143873947645234914e-04 2.654550326873419947e-05 2.018732545672474298e-03 6.185050509491553101e-05 5.751227672182312881e-04 2.322748392995593446e-03
2.950000000000000000e+02 2.028659675588576333e-03 -1.164487237736140960e-03 4.688992598439382882e-05 2.346383595027822216e-03 6.034034873229359342e-05 5.456749735118731183e-04 2.460359122064135779e-03
3.050000000000000000e+02 2.242260165293702597e-03 -1.158160597368906386e-03 6.183539096426765385e-05 2.694602679697569430e-03 5.701625726272337640e-05 5.207021191975131367e-04 2.728782482094392527e-03
3.150000000000000000e+02 2.182061057554723904e-03 -1.017271155418431744e-03 5.805751771051091193e-05 2.914037600231831216e-03 4.557933336272786270e-05 5.006077121631844623e-04 2.798353184974869574e-03
3.250000000000000000e+02 1.848624498369978416e-03 -7.395044197630595839e-04 4.428597780485377572e-05 2.777105620113074803e-03 3.590173719178070392e-05 4.855507710843523592e-04 2.555640444783702572e-03
3.350000000000000000e+02 1.565695023021801456e-03 -3.474173340682763897e-04 2.039139146361066774e-05 2.144609704166349374e-03 2.318746061729819296e-05 4.746249917678640020e-04 2.092464859478007470e-03
3.450000000000000000e+02 1.553152295895498559e-03 -1.968168370663547827e-04 -1.605216233886027862e-05 1.429795682206734010e-03 -4.456238926288356869e-06 4.655340537348285766e-04 1.724241015918530654e-03
