# z u v w uhoriz
5.000000000000000000e+00 5.701245795804951166e-01 -8.300863190492236754e+00 -2.102131464093619026e-08 8.320418964421850916e+00
1.500000000000000000e+01 5.682714474074582744e-01 -8.512148004738955720e+00 -3.270426521947833464e-08 8.531095831868256596e+00
2.500000000000000000e+01 5.602335500347980224e-01 -8.800715652159771807e+00 -3.948954702582570643e-08 8.818529220950315661e+00
3.500000000000000000e+01 5.488787538135899702e-01 -8.980955896887801160e+00 -4.260698159891840482e-08 8.997712859845647060e+00
4.500000000000000000e+01 5.281078771334486444e-01 -9.131909834370786072e+00 -4.361843069488469246e-08 9.147167602759243010e+00
5.500000000000000000e+01 4.979238437852169241e-01 -9.253685237496702243e+00 -4.308890787310139508e-08 9.267071739706899791e+00
6.500000000000000000e+01 4.647779701644519368e-01 -9.350711373482173627e+00 -4.186259041428678314e-08 9.362255163779668266e+00
7.500000000000000000e+01 4.287438390782275510e-01 -9.422828110487468933e+00 -4.011822268976187851e-08 9.432577106991512750e+00
8.500000000000000000e+01 3.871043487884379131e-01 -9.482384290115856373e+00 -3.829708776681070830e-08 9.490282482744488490e+00
9.500000000000000000e+01 3.397161383875403895e-01 -9.529328906058914583e+00 -3.639118512595960358e-08 9.535382344433333657e+00
1.050000000000000000e+02 2.326282369310422316e-01 -9.569016971476104416e+00 -3.463535100069929998e-08 9.571844216085809265e+00
1.150000000000000000e+02 6.575132429995388106e-02 -9.601574407203441908e+00 -3.293959177268831074e-08 9.601799536217745512e+00
1.250000000000000000e+02 -1.278811644380687396e-01 -9.627591976025895448e+00 -3.144881319850658752e-08 9.628441247110368195e+00
1.350000000000000000e+02 -3.480738395773018690e-01 -9.647057246286442123e+00 -3.006005458661359722e-08 9.653334600588847181e+00
1.450000000000000000e+02 -5.033638348349148695e-01 -9.644229201962197351e+00 -2.886029343735245153e-08 9.657356369638645077e+00
1.550000000000000000e+02 -5.937522931530889725e-01 -9.619048047615690322e+00 -2.775329976668601886e-08 9.637355816195839253e+00
1.650000000000000000e+02 -7.625377228713564604e-01 -9.552194921834747277e+00 -2.676808621763744899e-08 9.582582720933190856e+00
