# z uT vT wT
5.000000000000000000e+00 8.536446783524517128e-05 4.292817151424926946e-04 1.930805674836423135e-04
1.500000000000000000e+01 2.792442355570823017e-04 2.452111004977918993e-03 8.970404787507179874e-04
2.500000000000000000e+01 2.357884174936419116e-04 2.325978746228977295e-03 9.799282085775609576e-04
3.500000000000000000e+01 6.406677430092672684e-05 1.068499909380683484e-03 4.136502746212836115e-04
4.500000000000000000e+01 -1.504521911228208595e-04 -1.343035078058888690e-04 -8.797648145409615373e-05
5.500000000000000000e+01 -5.236656392149230529e-04 -1.403612034507636377e-03 -5.511200283487530278e-04
6.500000000000000000e+01 -1.184674859533731660e-03 -2.774931404084282106e-03 -7.773697293600544253e-04
7.500000000000000000e+01 -1.714943846084146344e-03 -3.039548290604045591e-03 -6.657434527325893723e-04
8.500000000000000000e+01 -1.646294371828664616e-03 -2.058122053135480727e-03 -7.442493600735767450e-04
9.500000000000000000e+01 -1.786241410201327160e-03 -8.625879477877019456e-05 -2.486376863321334446e-04
1.050000000000000000e+02 -3.149923546304222131e-03 8.657163337572843865e-04 -8.520036552045395233e-06
1.150000000000000000e+02 -3.733837046366129953e-03 7.334160051284617553e-04 -8.018442836323362750e-05
1.250000000000000000e+02 -3.642593666875220803e-03 6.196837131809405149e-04 -5.360451524085999090e-05
1.350000000000000000e+02 -2.713418821143859499e-03 6.693546723761421109e-04 -5.113477292797797083e-05
1.450000000000000000e+02 -9.086257075443437883e-04 7.672787934692294840e-04 -7.060462073903972231e-05
1.550000000000000000e+02 -8.367428744018046713e-04 1.000364012309214526e-03 -3.345070067283856989e-05
1.650000000000000000e+02 -1.958645176855674380e-03 1.265780070754087688e-03 -1.405161709116823908e-05
1.750000000000000000e+02 -2.271943067150839803e-03 1.274479967399116346e-03 -2.578164158680277851e-05
1.850000000000000000e+02 -2.190988010794510301e-03 1.186296087824985660e-03 -1.657793143573163140e-05
1.950000000000000000e+02 -1.934164512091679109e-03 1.102894987028850459e-03 -1.448691278261303686e-05
2.050000000000000000e+02 -1.582451749544812845e-03 1.045812611102632170e-03 -1.352107192286485497e-05
2.150000000000000000e+02 -1.493627891672755790e-03 1.015377502392473793e-03 -8.313712204950769421e-06
2.250000000000000000e+02 -1.479363189193136667e-03 1.018116645969871460e-03 -5.912822278635036781e-06
2.350000000000000000e+02 -1.393538612731345635e-03 1.017467691152743742e-03 -5.143302537376411856e-06
2.450000000000000000e+02 -1.330591189855900424e-03 9.891182001643744268e-04 -5.761719160081858405e-06
2.550000000000000000e+02 -1.251604725441705966e-03 9.460056742916694633e-04 -6.702887172578744017e-06
2.650000000000000000e+02 -1.162958533512016644e-03 9.116038044604317337e-04 -5.702752781597576217e-06
2.750000000000000000e+02 -1.016287177406437897e-03 8.977014532478877788e-04 -2.676529870688011251e-06
2.850000000000000000e+02 -8.762801923632588998e-04 8.795483522589325970e-04 -1.737602320885224439e-06
2.950000000000000000e+02 -8.505886669887623933e-04 8.467842439461143421e-04 -4.366157416197282780e-06
3.050000000000000000e+02 -8.499280520759774395e-04 8.374297150281334850e-04 -6.014330613650809444e-06
3.150000000000000000e+02 -8.149579690676001962e-04 8.381433393273373484e-04 -5.638443967785901753e-06
3.250000000000000000e+02 -7.893635682892385409e-04 8.213471032057678744e-04 -3.007331657208406897e-06
3.350000000000000000e+02 -8.118321379876928482e-04 8.152443035400720002e-04 8.252823033527048685e-07
3.450000000000000000e+02 -8.510417125848786625e-04 8.384236524534496989e-04 4.694359714100572964e-06
3.550000000000000000e+02 -8.502405649049307127e-04 8.648743048990865153e-04 7.158918195292762764e-06
3.650000000000000000e+02 -8.388100290600242984e-04 8.818538217939117171e-04 7.225771231608234728e-06
3.750000000000000000e+02 -8.636243128326798017e-04 9.108297629163680364e-04 6.752466064693834197e-06
3.850000000000000000e+02 -9.053176378047150677e-04 9.144774519019441619e-04 4.345787259598501214e-06
3.950000000000000000e+02 -8.620537156326830985e-04 8.464246303459085257e-04 6.866958521214898456e-07
4.050000000000000000e+02 -7.655259193684646859e-04 7.743842845615566415e-04 -4.321197796732448415e-07
4.150000000000000000e+02 -7.547042664869244629e-04 7.950866943584535169e-04 -9.629961114803124763e-07
4.250000000000000000e+02 -7.515156772344257826e-04 8.132957629045125788e-04 -2.021693524673446533e-06
4.350000000000000000e+02 -7.065723138885095147e-04 7.744272697376581574e-04 -1.585946021152259363e-06
4.450000000000000000e+02 -7.028380370527058559e-04 7.735109483923777998e-04 1.767155504148738296e-06
4.550000000000000000e+02 -7.285249415848410546e-04 8.360019449404939695e-04 5.173655356785846207e-06
4.650000000000000000e+02 -7.293715249052285833e-04 8.679186040601754356e-04 3.536888704337878550e-06
4.750000000000000000e+02 -6.917013259655937878e-04 8.122230742871311806e-04 -6.526462973187104650e-07
4.850000000000000000e+02 -6.241705152435440742e-04 7.129454929964096311e-04 -3.549181615753893367e-06
4.950000000000000000e+02 -5.366369747302601051e-04 6.522502888923190816e-04 -2.713138898751674170e-06
5.050000000000000000e+02 -4.935699294648767180e-04 6.479329085110282788e-04 7.754791745823751481e-07
5.150000000000000000e+02 -5.044460715077341700e-04 6.418517671279619884e-04 1.773022967443551126e-06
5.250000000000000000e+02 -4.769374016156805222e-04 5.669362851882701155e-04 2.004774477799832366e-06
5.350000000000000000e+02 -4.426942105813794692e-04 4.897798441519602211e-04 3.848302630480567187e-06
5.450000000000000000e+02 -4.797688912100051451e-04 4.802934215846994597e-04 5.654737407697689287e-06
5.550000000000000000e+02 -5.077517931181994501e-04 4.601163690150623193e-04 5.838494378373122061e-06
5.650000000000000000e+02 -4.701698236386503285e-04 3.984589496438591810e-04 4.095926560323634169e-06
5.750000000000000000e+02 -4.167766309923450667e-04 3.719105192159381833e-04 3.355498179074216347e-06
5.850000000000000000e+02 -4.006414250326370986e-04 3.792612505662364196e-04 2.859853102925265180e-06
5.950000000000000000e+02 -4.216203635784160635e-04 3.987244272059436751e-04 1.369696777952993008e-06
6.050000000000000000e+02 -3.573682283935470739e-04 3.812699590163935314e-04 6.006667377435127760e-07
6.150000000000000000e+02 -2.314485330273965643e-04 3.455330682184439960e-04 6.777977332623700732e-07
6.250000000000000000e+02 -2.365479544648773161e-04 3.966296280646589424e-04 7.429531254364458219e-07
6.350000000000000000e+02 -3.351394573512350402e-04 4.438769463625359202e-04 -1.519687895879799423e-07
6.450000000000000000e+02 -3.771940007588106243e-04 4.450079302815905069e-04 -5.997222756569350039e-07
6.550000000000000000e+02 -3.547831100329937380e-04 4.207968770037990376e-04 2.651668415473474101e-07
6.650000000000000000e+02 -3.422922033621634348e-04 4.002633863304398470e-04 1.370041186326469916e-06
6.750000000000000000e+02 -3.461641202371985491e-04 3.867141892832407987e-04 8.658934911371055614e-07
6.850000000000000000e+02 -3.475728407976210192e-04 3.547520501741138407e-04 -1.134535058474569492e-06
6.950000000000000000e+02 -3.297469728559761812e-04 3.137781423593042122e-04 -2.604342962436046616e-06
7.050000000000000000e+02 -3.010719973772904893e-04 3.186117643024267434e-04 -2.002481724031418228e-06
7.150000000000000000e+02 -2.645592457783319169e-04 3.637106220788683970e-04 -2.182894691875172497e-07
7.250000000000000000e+02 -1.971175529198875996e-04 4.021735223330751485e-04 8.079351124796581589e-07
7.350000000000000000e+02 -1.729991696305043197e-04 4.082698526929052748e-04 1.107827322746663157e-06
7.450000000000000000e+02 -2.154013714523104182e-04 4.040981148714324948e-04 9.012936632157197493e-07
7.550000000000000000e+02 -2.441495368674407316e-04 4.323412393760017540e-04 9.023662336814420757e-07
7.650000000000000000e+02 -2.593739635660537407e-04 4.780800142067039319e-04 1.314595926352022576e-06
7.750000000000000000e+02 -3.106450971586729439e-04 4.955363527181091488e-04 -1.722817646236752540e-07
7.850000000000000000e+02 -3.366599912825779441e-04 4.748666529903471816e-04 -1.544814943992604147e-06
7.950000000000000000e+02 -3.994849347311281375e-04 5.227654960878974459e-04 -1.479538924085332627e-07
8.050000000000000000e+02 -5.820520461015623497e-04 6.764988158131928116e-04 1.500165423022930333e-06
8.150000000000000000e+02 -6.720979172786775745e-04 7.247355559282716306e-04 3.511460690052609309e-06
8.250000000000000000e+02 -6.402349333880243652e-04 6.671968969678536161e-04 4.459636501159189462e-06
8.350000000000000000e+02 -6.267238625501609988e-04 6.128036253324579963e-04 2.410545341585687373e-06
8.450000000000000000e+02 -6.448391863906200849e-04 5.978919876950635664e-04 1.071233001523451722e-06
8.550000000000000000e+02 -6.523675191479740097e-04 6.192124814331370153e-04 1.456909569304308087e-06
8.650000000000000000e+02 -6.162556709851360658e-04 6.761457978313928146e-04 2.421840914066057366e-06
8.750000000000000000e+02 -5.359452206751592635e-04 7.182250169999431898e-04 3.325897066802127860e-06
8.850000000000000000e+02 -4.678881636079795575e-04 7.552392488185544076e-04 6.096864093970706639e-06
8.950000000000000000e+02 -5.893663477135021103e-04 9.010810405290975217e-04 6.334128356636440228e-06
9.050000000000000000e+02 -9.859777237817212662e-04 1.123421798176515432e-03 1.341839143646685533e-06
9.150000000000000000e+02 -1.239949331150902662e-03 1.168010634189727785e-03 1.405703137208546068e-06
9.250000000000000000e+02 -1.116670202011113729e-03 1.007495690628359150e-03 1.820124903832965179e-06
9.350000000000000000e+02 -9.785142080900185134e-04 9.458284157329156609e-04 -2.699190678769754521e-06
9.450000000000000000e+02 -9.901624513236630641e-04 1.196067884471592848e-03 -1.782736372067015244e-06
9.550000000000000000e+02 -2.639772505811753133e-04 1.468639952555392302e-03 4.316156565638685876e-06
