# z uT vT wT
5.000000000000000000e+00 1.094325692814321479e-03 1.588306343687394566e-03 2.308238866436424560e-03
1.500000000000000000e+01 2.313396883115027402e-03 1.364206271595719451e-02 9.287830303964262138e-03
2.500000000000000000e+01 2.763081897924816663e-03 1.799725970474492023e-02 1.388176317242963836e-02
3.500000000000000000e+01 2.797204554392944496e-03 1.862650756838630725e-02 1.542072762041547286e-02
4.500000000000000000e+01 2.822720037961075606e-03 1.799669005386233742e-02 1.585139430563179547e-02
5.500000000000000000e+01 2.987523394806812851e-03 1.720604649623935084e-02 1.617754883031866445e-02
6.500000000000000000e+01 3.177827391694885983e-03 1.680421824977077622e-02 1.683363252228226720e-02
7.500000000000000000e+01 3.473596064251581721e-03 1.641674658936445597e-02 1.735471318170031529e-02
8.500000000000000000e+01 3.862245069421220336e-03 1.604251156661434460e-02 1.769543461507069870e-02
9.500000000000000000e+01 4.215233678186631507e-03 1.565905006585659523e-02 1.781729722747522546e-02
1.050000000000000000e+02 4.383284429246431246e-03 1.515082456792880838e-02 1.770996039271946834e-02
1.150000000000000000e+02 4.354996814014208337e-03 1.430465004931410523e-02 1.695547872125955854e-02
1.250000000000000000e+02 4.300766052122813148e-03 1.309801959988287669e-02 1.555193963480722662e-02
1.350000000000000000e+02 4.327617304789350625e-03 1.207645767768884132e-02 1.447027194164785154e-02
1.450000000000000000e+02 4.388075147348330547e-03 1.133963847355363465e-02 1.389791817400363311e-02
1.550000000000000000e+02 4.369736085348146018e-03 1.061876755170485485e-02 1.339058375150696881e-02
1.650000000000000000e+02 4.326695223753627799e-03 1.007763882547940346e-02 1.290929524783865009e-02
1.750000000000000000e+02 4.344052997866286285e-03 9.764746455578364459e-03 1.251099166625568686e-02
1.850000000000000000e+02 4.384074880052915915e-03 9.620535199014988020e-03 1.219310248046351179e-02
1.950000000000000000e+02 4.435907740006130376e-03 9.513372650333019181e-03 1.193515809625757956e-02
2.050000000000000000e+02 4.522476184779140006e-03 9.426536859848705374e-03 1.173637137363092720e-02
2.150000000000000000e+02 4.733089268762870686e-03 9.517857404863504928e-03 1.196940352995941488e-02
2.250000000000000000e+02 5.069049022009774162e-03 9.864389710696494160e-03 1.266716663429942429e-02
2.350000000000000000e+02 5.139463653436570842e-03 9.816346545032340540e-03 1.251498088466262287e-02
2.450000000000000000e+02 4.758387779989154201e-03 9.104382017809668076e-03 1.117585919805447713e-02
2.550000000000000000e+02 4.248137572804463503e-03 8.415080192012602128e-03 9.790781368433290957e-03
2.650000000000000000e+02 3.835960424049142392e-03 8.010849633889144741e-03 8.669193812813722963e-03
2.750000000000000000e+02 3.419096218636818226e-03 7.453670327272655070e-03 7.214686060739398422e-03
2.850000000000000000e+02 2.828315941624764789e-03 6.543184816496911381e-03 5.323045419663297376e-03
2.950000000000000000e+02 2.164407581264771695e-03 5.557719410756021237e-03 3.638225837759594909e-03
3.050000000000000000e+02 1.562390332555262931e-03 4.786996104566669519e-03 2.419997955748264071e-03
3.150000000000000000e+02 9.426997024535025598e-04 4.163411872285403305e-03 1.525582867526980094e-03
3.250000000000000000e+02 1.834085751374738363e-04 3.492748581596183486e-03 8.101731543533522263e-04
3.350000000000000000e+02 -7.516739687217339171e-04 2.682644527330589439e-03 6.025941426266442842e-05
3.450000000000000000e+02 -2.126481128332910649e-03 1.448950148471378702e-03 -1.975150059374326805e-03
