# z u v w uhoriz
5.000000000000000000e+00 1.129097317832846586e-01 -7.592956107098948415e+00 -2.680891539189832661e-08 7.593795562948912448e+00
1.500000000000000000e+01 1.029727558835332735e-01 -7.678627945446227621e+00 -4.194551094085341330e-08 7.679318362526846187e+00
2.500000000000000000e+01 8.895742769239911585e-02 -7.809551298511900441e+00 -5.103688845035401082e-08 7.810057932437540984e+00
3.500000000000000000e+01 8.017120690927402593e-02 -7.920848254595340698e+00 -5.572864559709765000e-08 7.921253972367212626e+00
4.500000000000000000e+01 7.147933217144181173e-02 -8.005019719267261635e+00 -5.781293000486764072e-08 8.005338843595902532e+00
5.500000000000000000e+01 6.285134138349485200e-02 -8.062259034475541597e+00 -5.805919056009363931e-08 8.062504017369306553e+00
6.500000000000000000e+01 5.377245466550888142e-02 -8.113220490664177831e+00 -5.740607759315668475e-08 8.113398684091261970e+00
7.500000000000000000e+01 4.424939484169480852e-02 -8.157966951187260563e+00 -5.610687554730836416e-08 8.158086956242096122e+00
8.500000000000000000e+01 3.430651025967823564e-02 -8.198018545444643479e+00 -5.463860200691501415e-08 8.198090326905438374e+00
9.500000000000000000e+01 2.393435345455033683e-02 -8.233394513737515297e+00 -5.299556835502799826e-08 8.233429302065957245e+00
1.050000000000000000e+02 1.355128474150079677e-02 -8.265221445578884385e+00 -5.142907504464607191e-08 8.265232554609413640e+00
1.150000000000000000e+02 3.156102728153816796e-03 -8.293522679694754984e+00 -4.983166006967664233e-08 8.293523280222688143e+00
1.250000000000000000e+02 -7.169341391186067128e-03 -8.319506307728856243e+00 -4.836404751498204324e-08 8.319509396821198166e+00
1.350000000000000000e+02 -1.742042117731555997e-02 -8.343162225374532781e+00 -4.690674624981315356e-08 8.343180412168402782e+00
1.450000000000000000e+02 -2.777008460910204354e-02 -8.364323061921076885e+00 -4.557657442771337128e-08 8.364369161017702226e+00
1.550000000000000000e+02 -3.821948574240805613e-02 -8.383005829069020365e+00 -4.427343308041002007e-08 8.383092953039206208e+00
1.650000000000000000e+02 -4.843520459775779025e-02 -8.400020294071097737e+00 -4.307487897692026932e-08 8.400159933587616479e+00
1.750000000000000000e+02 -5.841178077847869465e-02 -8.415377096457314465e+00 -4.191526525825815215e-08 8.415579814351001886e+00
1.850000000000000000e+02 -6.843108845554003727e-02 -8.430066846153552618e+00 -4.085155277566970371e-08 8.430344586343105462e+00
1.950000000000000000e+02 -7.850564400046237956e-02 -8.444071089124216556e+00 -3.984315814659780427e-08 8.444436019908218682e+00
2.050000000000000000e+02 -8.886079228324703094e-02 -8.456525187405659949e+00 -3.895042645412090379e-08 8.456992047154326286e+00
2.150000000000000000e+02 -9.948953760916064148e-02 -8.467457362553469480e+00 -3.813420704662052701e-08 8.468041825283732393e+00
2.250000000000000000e+02 -1.102643879201505722e-01 -8.478557314567030545e+00 -3.746700535510403010e-08 8.479274283312310700e+00
2.350000000000000000e+02 -1.211923962220069206e-01 -8.489808860939236368e+00 -3.690844705272020636e-08 8.490673830278984369e+00
2.450000000000000000e+02 -1.326784762154688269e-01 -8.500115927855325992e+00 -3.652933643390917445e-08 8.501151355259514375e+00
2.550000000000000000e+02 -1.447197696229508279e-01 -8.509494460377574399e+00 -3.617894833098010859e-08 8.510724985741012105e+00
2.650000000000000000e+02 -1.570266486944365547e-01 -8.518828291131296027e+00 -3.579203447644845394e-08 8.520275395911752980e+00
2.750000000000000000e+02 -1.696064447557697474e-01 -8.528109141942660898e+00 -3.529684203051737711e-08 8.529795535825503094e+00
2.850000000000000000e+02 -1.840497719197938253e-01 -8.536914122152898798e+00 -3.482528800007289941e-08 8.538897882487956892e+00
2.950000000000000000e+02 -2.003587035175277975e-01 -8.545248677916012170e+00 -3.469336074697333627e-08 8.547597240014329856e+00
3.050000000000000000e+02 -2.175295045573185093e-01 -8.552811898053541029e+00 -3.391855295844574876e-08 8.555577739044814223e+00
3.150000000000000000e+02 -2.355515464398205971e-01 -8.559601436471940161e+00 -3.303869535925921187e-08 8.562841892869602844e+00
3.250000000000000000e+02 -2.535893487570911042e-01 -8.566382712489835072e+00 -3.140741919788608292e-08 8.570135374347813695e+00
3.350000000000000000e+02 -2.716597742542401495e-01 -8.573145431455461818e+00 -3.100969880288116373e-08 8.577448433061752198e+00
3.450000000000000000e+02 -2.897872794873906921e-01 -8.579869889647525838e+00 -3.064891107799694456e-08 8.584762314160650831e+00
3.550000000000000000e+02 -3.109496677782256913e-01 -8.584434327194419012e+00 -3.040330119655867824e-08 8.590064168200681749e+00
3.650000000000000000e+02 -3.351224363614389579e-01 -8.586863240467836889e+00 -3.023188229816123328e-08 8.593400220974851678e+00
3.750000000000000000e+02 -3.593188765725325862e-01 -8.589290717861210567e+00 -3.006830937640260608e-08 8.596803190197976008e+00
3.850000000000000000e+02 -3.835857898886705919e-01 -8.591690316044017450e+00 -2.990581041916689549e-08 8.600248865295064604e+00
3.950000000000000000e+02 -4.079887348981787176e-01 -8.594007148335441215e+00 -2.971945635725369107e-08 8.603686051538868895e+00
4.050000000000000000e+02 -4.452490733943722523e-01 -8.588056857520076193e+00 -2.953662892648047757e-08 8.599591113846992485e+00
4.150000000000000000e+02 -4.953509128192961075e-01 -8.573847615598877425e+00 -2.935799582596224728e-08 8.588145053638850612e+00
4.250000000000000000e+02 -5.455664810132730969e-01 -8.559573064306734480e+00 -2.924251700868075836e-08 8.576941985836828763e+00
4.350000000000000000e+02 -5.960012426497830473e-01 -8.545158502734031103e+00 -2.914102159850856982e-08 8.565918007901300868e+00
4.450000000000000000e+02 -6.467990422669467332e-01 -8.530526727369586837e+00 -2.914498028338215913e-08 8.555012287977401542e+00
4.550000000000000000e+02 -7.515178279514521664e-01 -8.480136963693722052e+00 -2.916384473572711923e-08 8.513371950568908275e+00
4.650000000000000000e+02 -9.102296803857518048e-01 -8.393896487154341557e+00 -2.927380311155497834e-08 8.443104660497649405e+00
4.750000000000000000e+02 -1.069395885553038328e+00 -8.307337995556883570e+00 -2.932612465972118030e-08 8.375886349065442715e+00
4.850000000000000000e+02 -1.228853893117642038e+00 -8.220494085252351368e+00 -2.933392063564741897e-08 8.311835230338681768e+00
4.950000000000000000e+02 -1.388458364543207813e+00 -8.133342626281773846e+00 -2.918461247134029629e-08 8.251004721036226286e+00
5.050000000000000000e+02 -1.582016498544079663e+00 -7.984142326143372159e+00 -2.895016776596944719e-08 8.139367597410732458e+00
5.150000000000000000e+02 -1.809615857354253121e+00 -7.772805256808356766e+00 -2.851283986487187165e-08 7.980677359187978048e+00
5.250000000000000000e+02 -2.037468802399522882e+00 -7.561036956940544229e+00 -2.812359083033281844e-08 7.830744471949782515e+00
5.350000000000000000e+02 -2.265405023355514746e+00 -7.349157794537317656e+00 -2.753482940565272064e-08 7.690395322013882762e+00
5.450000000000000000e+02 -2.493298144894589008e+00 -7.137309765320170030e+00 -2.715318057581223272e-08 7.560272900198078183e+00
5.550000000000000000e+02 -2.726222656271738654e+00 -6.906351061058567886e+00 -2.666060713976287162e-08 7.424956225470567439e+00
5.650000000000000000e+02 -2.964239965787478504e+00 -6.656207582088241814e+00 -2.675793446255522219e-08 7.286413243195910994e+00
5.750000000000000000e+02 -3.202348118077311234e+00 -6.405931606222414310e+00 -2.643232386606036958e-08 7.161773049528487256e+00
5.850000000000000000e+02 -3.440482027763485995e+00 -6.155652740456058147e+00 -2.542827675648580986e-08 7.051877568736409252e+00
5.950000000000000000e+02 -3.678443204846336023e+00 -5.905451179760068392e+00 -2.330067238835487470e-08 6.957391612365209532e+00
6.050000000000000000e+02 -3.877537085525241789e+00 -5.668313724235758855e+00 -2.110426021987719824e-08 6.867683330351148641e+00
6.150000000000000000e+02 -4.037751661737870812e+00 -5.444261151783900132e+00 -2.112748198637527915e-08 6.778157417078057634e+00
6.250000000000000000e+02 -4.197837060372090257e+00 -5.220256151086806184e+00 -1.670913180864161203e-08 6.698724525489388348e+00
6.350000000000000000e+02 -4.357955189057492795e+00 -4.996227261119797092e+00 -1.129628152249797372e-08 6.629785839270357251e+00
6.450000000000000000e+02 -4.518083193283251475e+00 -4.772200931816042768e+00 -1.114014743208105011e-09 6.571679958355739259e+00
6.550000000000000000e+02 -4.671160624456030419e+00 -4.553991311586607971e+00 9.085540366892384836e-10 6.523693619834913804e+00
6.650000000000000000e+02 -4.817186715865953595e+00 -4.341596758649735932e+00 3.080082197047100308e-09 6.484963397755866055e+00
6.750000000000000000e+02 -4.963199138960629142e+00 -4.129211069364540521e+00 4.270098635159462832e-09 6.456293809016298901e+00
6.850000000000000000e+02 -5.109230234514606117e+00 -3.916812052941717415e+00 4.903085627852151553e-09 6.437829622423048015e+00
6.950000000000000000e+02 -5.255226920219397968e+00 -3.704440134968873366e+00 5.230674191657155796e-09 6.429641257221654804e+00
7.050000000000000000e+02 -5.386487559022879346e+00 -3.504425566192477692e+00 5.380662203432632644e-09 6.426137780385021259e+00
7.150000000000000000e+02 -5.503006515672630883e+00 -3.316773583423389127e+00 5.424317801438108773e-09 6.425267909996489557e+00
7.250000000000000000e+02 -5.619490808343945432e+00 -3.129150479805622442e+00 5.396299268356239842e-09 6.431971678290401506e+00
7.350000000000000000e+02 -5.735995500579187834e+00 -2.941516792002708325e+00 5.319626909057772471e-09 6.446252044428497641e+00
7.450000000000000000e+02 -5.852492243512060988e+00 -2.753879259901682808e+00 5.205056691323657884e-09 6.468038067179681327e+00
7.550000000000000000e+02 -5.962419562270677709e+00 -2.566936184692744760e+00 5.062511124435091551e-09 6.491502785398231445e+00
7.650000000000000000e+02 -6.065777537569576161e+00 -2.380689346258030081e+00 4.893894459656888747e-09 6.516236559446727306e+00
7.750000000000000000e+02 -6.169128837437268587e+00 -2.194445213166538178e+00 4.711914189335519577e-09 6.547804243140569191e+00
7.850000000000000000e+02 -6.272499057374452569e+00 -2.008199622209358992e+00 4.515298337005326966e-09 6.586130134411648740e+00
7.950000000000000000e+02 -6.375830803446368655e+00 -1.821955338041129524e+00 4.315530747038472258e-09 6.631043634903342365e+00
8.050000000000000000e+02 -6.458222912485505063e+00 -1.638255270190859036e+00 4.115386502188137476e-09 6.662771459209815283e+00
8.150000000000000000e+02 -6.519665929144963457e+00 -1.457104899981135349e+00 3.916493786002184520e-09 6.680508851667116055e+00
8.250000000000000000e+02 -6.581072487618728317e+00 -1.275959381562350003e+00 3.732185429254595107e-09 6.703624947048360205e+00
8.350000000000000000e+02 -6.642497666522230837e+00 -1.094812045923774013e+00 3.540770575837272364e-09 6.732116210052607741e+00
8.450000000000000000e+02 -6.703925407521953872e+00 -9.136642289777080483e-01 3.365244509903142406e-09 6.765899658798659289e+00
8.550000000000000000e+02 -6.765479862092715457e+00 -7.324960454604377835e-01 3.164022789393044872e-09 6.805017870733128582e+00
8.650000000000000000e+02 -6.827163157646730873e+00 -5.513064233959490412e-01 2.973481381500536546e-09 6.849386509287274549e+00
8.750000000000000000e+02 -6.888847507864065633e+00 -3.701158019573747016e-01 2.753067938419385867e-09 6.898782913924999427e+00
