Tom Lund and Greg Poulos.  130X130X136 dynamic Smagorinsky model with Sullivans surface layer correction.  Revised 08/18/03.
 1001
  0.0000000E+00  0.4067400E+02  0.8178807E+02  0.1228666E+03  0.1639217E+03  0.2049420E+03  0.2459263E+03  0.2868163E+03  0.3274981E+03  0.3674915E+03
  0.4048997E+03  0.4415477E+03  0.4777330E+03  0.5138512E+03  0.5498204E+03  0.5855391E+03  0.6217504E+03  0.6573366E+03  0.6924958E+03  0.7276014E+03
  0.7607128E+03  0.7936219E+03  0.8257981E+03  0.8594846E+03  0.8936599E+03  0.9286522E+03  0.9634007E+03  0.9982613E+03  0.1033051E+04  0.1067364E+04
  0.1102107E+04  0.1137111E+04  0.1172318E+04  0.1208006E+04  0.1243560E+04  0.1278921E+04  0.1315153E+04  0.1352314E+04  0.1388465E+04  0.1424343E+04
  0.1461470E+04  0.1498429E+04  0.1535719E+04  0.1572899E+04  0.1609792E+04  0.1647129E+04  0.1684984E+04  0.1722687E+04  0.1760692E+04  0.1798127E+04
  0.1835536E+04  0.1873024E+04  0.1910783E+04  0.1948724E+04  0.1986913E+04  0.2024664E+04  0.2062407E+04  0.2100341E+04  0.2137442E+04  0.2174289E+04
  0.2211575E+04  0.2249324E+04  0.2287017E+04  0.2324776E+04  0.2362532E+04  0.2400706E+04  0.2438831E+04  0.2476627E+04  0.2514425E+04  0.2552652E+04
  0.2590588E+04  0.2629106E+04  0.2667080E+04  0.2704515E+04  0.2742093E+04  0.2779881E+04  0.2817632E+04  0.2855575E+04  0.2893585E+04  0.2931416E+04
  0.2968677E+04  0.3005700E+04  0.3043398E+04  0.3081096E+04  0.3118823E+04  0.3156706E+04  0.3194888E+04  0.3232940E+04  0.3270601E+04  0.3308111E+04
  0.3345238E+04  0.3382511E+04  0.3419492E+04  0.3457273E+04  0.3495282E+04  0.3533391E+04  0.3571308E+04  0.3609291E+04  0.3647459E+04  0.3685638E+04
  0.3723577E+04  0.3762307E+04  0.3800934E+04  0.3838941E+04  0.3876749E+04  0.3915058E+04  0.3952904E+04  0.3990794E+04  0.4028449E+04  0.4066124E+04
  0.4104059E+04  0.4142410E+04  0.4180929E+04  0.4219319E+04  0.4257895E+04  0.4296518E+04  0.4335181E+04  0.4374119E+04  0.4412918E+04  0.4451718E+04
  0.4490820E+04  0.4529788E+04  0.4568581E+04  0.4607537E+04  0.4646510E+04  0.4685258E+04  0.4724550E+04  0.4763680E+04  0.4802634E+04  0.4841984E+04
  0.4881062E+04  0.4920356E+04  0.4959640E+04  0.4998819E+04  0.5037928E+04  0.5077013E+04  0.5116412E+04  0.5155766E+04  0.5195330E+04  0.5234999E+04
  0.5274100E+04  0.5313215E+04  0.5352422E+04  0.5391356E+04  0.5430710E+04  0.5469960E+04  0.5509324E+04  0.5548569E+04  0.5587996E+04  0.5627120E+04
  0.5666391E+04  0.5705613E+04  0.5745208E+04  0.5784579E+04  0.5824001E+04  0.5863300E+04  0.5902936E+04  0.5942259E+04  0.5981608E+04  0.6020371E+04
  0.6059534E+04  0.6098862E+04  0.6138040E+04  0.6176924E+04  0.6216372E+04  0.6255749E+04  0.6294169E+04  0.6332517E+04  0.6371696E+04  0.6410495E+04
  0.6449557E+04  0.6488845E+04  0.6527653E+04  0.6566475E+04  0.6605443E+04  0.6644634E+04  0.6683719E+04  0.6722631E+04  0.6761152E+04  0.6799505E+04
  0.6838340E+04  0.6877531E+04  0.6916903E+04  0.6955889E+04  0.6994732E+04  0.7033416E+04  0.7072285E+04  0.7110871E+04  0.7149537E+04  0.7188331E+04
  0.7227066E+04  0.7265775E+04  0.7304822E+04  0.7343915E+04  0.7383306E+04  0.7422550E+04  0.7461766E+04  0.7500907E+04  0.7540064E+04  0.7579002E+04
  0.7617676E+04  0.7656270E+04  0.7695052E+04  0.7733820E+04  0.7772359E+04  0.7811357E+04  0.7850255E+04  0.7889082E+04  0.7927593E+04  0.7965775E+04
  0.8004103E+04  0.8042587E+04  0.8081351E+04  0.8120426E+04  0.8159343E+04  0.8197984E+04  0.8237017E+04  0.8275970E+04  0.8314706E+04  0.8353306E+04
  0.8391646E+04  0.8430539E+04  0.8469718E+04  0.8508408E+04  0.8546747E+04  0.8585208E+04  0.8623784E+04  0.8662241E+04  0.8700848E+04  0.8739482E+04
  0.8778427E+04  0.8817240E+04  0.8855840E+04  0.8894352E+04  0.8933115E+04  0.8972010E+04  0.9011369E+04  0.9050696E+04  0.9089815E+04  0.9129070E+04
  0.9168249E+04  0.9207284E+04  0.9246076E+04  0.9284748E+04  0.9323582E+04  0.9362626E+04  0.9401069E+04  0.9439852E+04  0.9478967E+04  0.9518286E+04
  0.9557715E+04  0.9597126E+04  0.9636646E+04  0.9676009E+04  0.9715444E+04  0.9754902E+04  0.9794611E+04  0.9834129E+04  0.9873588E+04  0.9912658E+04
  0.9951639E+04  0.9990913E+04  0.1002999E+05  0.1006923E+05  0.1010808E+05  0.1014711E+05  0.1018610E+05  0.1022491E+05  0.1026317E+05  0.1030136E+05
  0.1034017E+05  0.1037927E+05  0.1041838E+05  0.1045734E+05  0.1049586E+05  0.1053467E+05  0.1057392E+05  0.1061274E+05  0.1065170E+05  0.1069080E+05
  0.1072980E+05  0.1076867E+05  0.1080779E+05  0.1084717E+05  0.1088648E+05  0.1092593E+05  0.1096503E+05  0.1100462E+05  0.1104418E+05  0.1108398E+05
  0.1112383E+05  0.1116358E+05  0.1120331E+05  0.1124274E+05  0.1128224E+05  0.1132154E+05  0.1136080E+05  0.1140010E+05  0.1143921E+05  0.1147824E+05
