# f, Suu, Svv, Sww
0.000000000000000000e+00 8.066321237986642800e-02 2.432596622814907697e-02 5.513648902726758262e-03
2.856734752178260420e-04 4.222641091211252196e+00 2.282288007890020065e+00 1.884480740977365065e-01
5.713469504356520840e-04 1.086353279130688465e+00 7.400782495801360161e-01 1.794045108665672794e-01
8.570204256534780718e-04 9.024829478382316861e-01 5.763955767498596394e-01 1.478962243899577811e-01
1.142693900871304168e-03 6.607092991334414522e-01 3.342848054797332713e-01 1.551851060927712245e-01
1.428367376089130156e-03 1.050495565586403002e+00 7.394688348381801557e-01 2.703996659971987793e-01
1.714040851306956144e-03 9.369540209537399189e-01 3.662231388455299830e-01 2.187165548338849408e-01
1.999714326524782131e-03 1.435917064020092226e+00 3.728700118017054255e-01 1.864954500004644966e-01
2.285387801742608336e-03 9.129275603404219952e-01 3.785442390984053440e-01 1.329892677831158998e-01
2.571061276960434107e-03 6.628161872587373660e-01 3.691273463219633122e-01 1.679928683825512858e-01
2.856734752178260311e-03 1.032414286222632205e+00 2.611695402105837505e-01 2.046279730485791870e-01
3.142408227396086082e-03 1.847899825529815132e+00 2.759843071277724991e-01 1.863183756973995076e-01
3.428081702613912287e-03 1.060571455762129967e+00 5.015896921810036879e-01 2.232297774958747483e-01
3.713755177831738492e-03 1.015824119572292572e+00 4.095602399538750271e-01 1.496951466167414924e-01
3.999428653049564263e-03 7.123387734630471924e-01 1.512107330156381435e-01 1.393514634054840995e-01
4.285102128267390467e-03 9.077977113284353416e-01 3.278334971958387634e-01 2.434367493729702736e-01
4.570775603485216672e-03 1.044906182420550111e+00 4.677275786018214587e-01 1.820355746505203098e-01
4.856449078703042009e-03 1.714631999466762036e+00 4.427467525800260484e-01 3.926353527744970151e-01
5.142122553920868214e-03 1.743920788869536942e+00 2.900096091343773441e-01 3.513695528602245877e-01
5.427796029138694418e-03 9.772490499622024096e-01 5.406605010349864182e-01 3.038706954230624979e-01
5.713469504356520623e-03 1.201744844852717042e+00 3.747171159076211344e-01 1.888794847720611236e-01
5.999142979574346828e-03 1.631511672479598829e+00 4.882577642289976372e-01 1.749052419078690190e-01
6.284816454792172165e-03 2.076254905552207930e+00 3.285075455254329868e-01 2.137504725306232645e-01
