# f, Suu, Svv, Sww
0.000000000000000000e+00 1.494407370773914723e-01 6.970627368101513233e-02 9.289541835682028903e-03
2.856734752178260420e-04 8.097051227398488038e+00 4.713068814404997475e+00 3.288023367837281108e-01
5.713469504356520840e-04 4.806423879629893925e+00 1.894802546370211616e+00 3.644935981159561633e-01
8.570204256534780718e-04 3.329778374328663748e+00 9.289453271196558282e-01 3.089270956023469905e-01
1.142693900871304168e-03 4.765468942949014242e+00 1.938714055603315112e+00 3.441587276297197739e-01
1.428367376089130156e-03 1.041132895861848162e+01 7.557082107628379397e+00 5.888076742997592206e-01
1.714040851306956144e-03 1.138754080125765000e+01 1.025907118170353804e+01 5.121454326337835372e-01
1.999714326524782131e-03 1.005251286243489695e+01 4.480311416777997380e+00 3.273517179603276928e-01
2.285387801742608336e-03 3.846149725510734640e+00 1.647530311702794181e+00 2.476398114796929117e-01
2.571061276960434107e-03 5.035155428405349021e+00 2.026233938732151074e+00 2.992326459510559755e-01
2.856734752178260311e-03 4.933671625146344830e+00 2.491692365572613532e+00 5.294902812057151742e-01
3.142408227396086082e-03 4.397300527979390417e+00 1.945806511679490258e+00 3.436818806435286699e-01
3.428081702613912287e-03 4.286596925712109929e+00 2.589058119311143269e+00 4.862610903136635465e-01
3.713755177831738492e-03 4.700575387453214127e+00 2.776496809022339196e+00 2.278698792236481530e-01
3.999428653049564263e-03 6.089822658321225823e+00 4.105497100423384005e+00 3.799894660349287245e-01
4.285102128267390467e-03 2.931686514645994279e+00 1.669244268536127729e+00 3.399506995250772823e-01
4.570775603485216672e-03 3.446086725825876940e+00 1.651093139834539647e+00 3.401164092447019893e-01
4.856449078703042009e-03 4.030948970196234882e+00 2.037534920398097249e+00 2.413030628777144138e-01
5.142122553920868214e-03 3.918932700544226044e+00 1.200309668127969243e+00 2.705076491957751350e-01
5.427796029138694418e-03 1.943219202349664165e+00 1.182371286077179562e+00 1.982355845711287479e-01
5.713469504356520623e-03 2.158822148653170903e+00 1.281117207873668784e+00 1.709392622089407621e-01
5.999142979574346828e-03 3.969236315762646239e+00 1.442494931362577226e+00 2.693709077085907899e-01
6.284816454792172165e-03 2.708876253063403627e+00 1.698184533983344568e+00 2.411581969264504355e-01
6.570489930009998369e-03 2.408182636016245937e+00 1.866474433119838183e+00 3.861494815945450965e-01
6.856163405227824574e-03 3.630905039182250604e+00 2.449165178117544972e+00 2.245265635434203211e-01
7.141836880445650779e-03 2.845802128481219828e+00 1.880619969194413876e+00 2.095843246744658050e-01
7.427510355663476983e-03 3.065415066166311320e+00 2.392589897109568042e+00 3.211248831734400122e-01
7.713183830881302321e-03 3.300316248358972082e+00 1.839228075496522452e+00 2.523584077086913902e-01
7.998857306099128525e-03 2.895186955413267427e+00 1.615406214522308925e+00 1.797588964103485620e-01
8.284530781316953862e-03 2.294281762536201974e+00 1.696522813095999282e+00 3.997080083527732586e-01
8.570204256534780934e-03 3.591633232424063404e+00 2.712605901177088441e+00 2.632084299212122946e-01
8.855877731752606272e-03 2.221168642889045142e+00 2.003436612610965728e+00 2.988383108521511233e-01
9.141551206970433344e-03 2.210990161483048499e+00 1.294350340941223587e+00 2.269138553190780672e-01
9.427224682188258681e-03 2.478924175599351631e+00 1.832824935767849439e+00 2.433939014030008230e-01
9.712898157406084018e-03 3.199887328716858104e+00 1.919625437713305738e+00 2.978703621932289325e-01
9.998571632623911090e-03 3.296500302827811257e+00 2.000682152609962738e+00 3.096771855069695434e-01
1.028424510784173643e-02 2.041921272810908405e+00 1.389725247985206913e+00 2.334521165987497315e-01
1.056991858305956350e-02 3.244243946412954660e+00 1.758170806777063833e+00 3.584129186027598113e-01
1.085559205827738884e-02 3.836373271746583047e+00 1.733310960745122253e+00 4.139409512674220859e-01
1.114126553349521417e-02 3.710934346173980103e+00 1.292755224137067893e+00 3.487490771937148404e-01
1.142693900871304125e-02 3.183906088407578494e+00 1.471350746763591566e+00 4.144982867874880683e-01
1.171261248393086658e-02 2.499862607558839045e+00 1.432295995801757371e+00 3.142355505640492819e-01
1.199828595914869366e-02 2.355308391185227279e+00 1.495637981488405988e+00 3.045863213771163314e-01
1.228395943436651899e-02 5.463779104101165629e+00 2.143634311261243042e+00 4.132497028604477651e-01
1.256963290958434433e-02 2.796179369975142937e+00 1.213099692271569330e+00 2.623118925963481285e-01
1.285530638480217140e-02 3.155305912762834897e+00 2.019491085717066259e+00 3.370315105904421182e-01
1.314097986001999674e-02 2.381800613475873352e+00 1.412116012563999323e+00 2.507168514112212976e-01
1.342665333523782381e-02 2.350717892915398011e+00 1.599637366253137127e+00 2.783484093309824825e-01
1.371232681045564915e-02 1.509223212298489436e+00 1.634425435874011567e+00 2.705834947047248695e-01
1.399800028567347449e-02 2.791265904265818776e+00 1.453387734274429910e+00 2.809116861951890254e-01
1.428367376089130156e-02 1.326828943288271390e+00 1.488171745270094215e+00 3.717570098083309293e-01
1.456934723610912689e-02 2.027746450470607975e+00 1.616360294316109281e+00 3.824231138072491931e-01
1.485502071132695397e-02 1.499881282391146264e+00 1.584209112052396895e+00 2.596494701447396025e-01
1.514069418654477930e-02 1.850879034693014624e+00 1.326530952261860241e+00 2.311048055047493777e-01
1.542636766176260464e-02 2.190464203880752247e+00 1.463137350819550653e+00 3.176359000284982859e-01
1.571204113698042998e-02 1.398463159854409721e+00 1.498013484809348483e+00 3.542014501842186691e-01
1.599771461219825705e-02 2.974074585292236783e+00 1.173687465785351769e+00 3.865062864573344803e-01
