# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 1.007457938716174839e+00 1.328476505283565645e-01 -9.807531884302335412e-02 4.594990908407564079e-01 -1.839692104503833081e-02 9.409159641956749143e-02 7.805243129882493136e-01
1.041666700000000034e+01 1.136907301660384784e+00 1.415410003714446530e-01 -9.852000454818066189e-02 4.533044758660486062e-01 -1.743579769578771158e-02 7.404372034024808702e-02 8.321277489333407384e-01
2.083333299999999966e+01 1.128276978699786381e+00 1.210255015198054701e-01 -1.529545055921721908e-01 4.558378693736309661e-01 -2.532622543259424944e-02 1.413906808691168526e-01 8.627527644712670307e-01
3.125000000000000000e+01 9.820867039604943560e-01 8.843152285207804553e-02 -1.467430164300652096e-01 4.175239428070996461e-01 -2.238460506393363109e-02 1.656913538527759466e-01 7.826510003101849744e-01
4.166666699999999679e+01 9.203386373665147779e-01 6.486999597640256965e-02 -1.535977164459109146e-01 3.859321397025677336e-01 -2.080111753785085504e-02 1.683745907719438051e-01 7.373226839205131444e-01
5.208333300000000321e+01 8.684261127924124413e-01 4.884240018833124058e-02 -1.468977689336449233e-01 3.534430072387316768e-01 -1.855106437331662667e-02 1.663255105683535962e-01 6.940973152997488294e-01
6.250000000000000000e+01 8.256964805124472617e-01 3.941454742775987036e-02 -1.494384947739894887e-01 3.284940388630633867e-01 -1.650200596852306745e-02 1.623210067436781090e-01 6.582557630595944342e-01
7.291666700000000390e+01 7.943929266927154398e-01 3.256268708131019457e-02 -1.438060673122152355e-01 3.041231082782078765e-01 -1.482480942475531034e-02 1.556859667268419289e-01 6.271010008488826504e-01
8.333333299999999610e+01 7.646894962448241850e-01 2.821887400677289617e-02 -1.449581956367224644e-01 2.842722375137630153e-01 -1.278104585916129202e-02 1.528401876305403861e-01 6.009009606945637794e-01
9.375000000000000000e+01 7.410543801593253432e-01 2.371340059806325770e-02 -1.402202695827710621e-01 2.655011676397162623e-01 -1.159257318694844122e-02 1.473970415688731772e-01 5.769762946839573914e-01
1.041666670000000039e+02 7.140898169335607726e-01 2.043328052426412675e-02 -1.410301995048350021e-01 2.491226893199242065e-01 -9.883410501058181516e-03 1.462546575466498744e-01 5.547335819000673851e-01
1.145833329999999961e+02 6.910082412683522524e-01 1.751895606077120970e-02 -1.367816194746628022e-01 2.341164407159878613e-01 -8.817297368756322334e-03 1.422194655465271740e-01 5.336720737654336855e-01
