# z, u, v, w, u_mag
0.000000000000000000e+00 4.599225060697642142e+00 1.007165496872737265e+00 -1.872007476668539547e-02 4.708248500051734453e+00
1.041666700000000034e+01 6.717981413921322087e+00 1.456375848569091414e+00 1.796694386878498403e-02 6.874054676910829720e+00
2.083333299999999966e+01 7.699265531179372068e+00 1.649147493791018659e+00 -1.635356411469008828e-02 7.873921806504254661e+00
3.125000000000000000e+01 8.091310754717557785e+00 1.721954483287372994e+00 1.424084833185095336e-02 8.272523180607153748e+00
4.166666699999999679e+01 8.372614498767417146e+00 1.769806672568835504e+00 -1.219865456174766202e-02 8.557630396927216054e+00
5.208333300000000321e+01 8.576328253077459607e+00 1.804177110338426759e+00 1.069237243034580100e-02 8.764050186804727360e+00
6.250000000000000000e+01 8.736815250094053908e+00 1.831984515640600275e+00 -9.387490010244059144e-03 8.926824525260460774e+00
7.291666700000000390e+01 8.868737044923248547e+00 1.856373235881183748e+00 8.338804131372286321e-03 9.060942991683829106e+00
8.333333299999999610e+01 8.975287135512290959e+00 1.878744189547540966e+00 -7.447881238036436861e-03 9.169815394302439415e+00
9.375000000000000000e+01 9.068592035271384688e+00 1.900186530780209049e+00 6.688356332107647274e-03 9.265533718467413138e+00
1.041666670000000039e+02 9.142885651272347758e+00 1.919970917775549069e+00 -6.043790962750456019e-03 9.342306079590567691e+00
1.145833329999999961e+02 9.205276993254832618e+00 1.940198280233426997e+00 5.486518027036558012e-03 9.407524859974994769e+00
1.250000000000000000e+02 9.255684586073170905e+00 1.959868659326533313e+00 -5.001444733426558056e-03 9.460909434781218152e+00
1.354166669999999897e+02 9.298331785654937676e+00 1.977517960268501129e+00 4.563317416208947409e-03 9.506291185481922312e+00
1.458333330000000103e+02 9.332347470621712660e+00 1.993172639943118218e+00 -4.169624064738047635e-03 9.542822636453122342e+00
1.562500000000000000e+02 9.360457881448439821e+00 2.009461653204746234e+00 3.806715607595409761e-03 9.573720404166515152e+00
1.666666669999999897e+02 9.382891238361322550e+00 2.023563348319375343e+00 -3.478597017570196539e-03 9.598618062836774101e+00
1.770833330000000103e+02 9.400511830652266809e+00 2.037291638271900407e+00 3.173141539427857833e-03 9.618741599940870302e+00
1.875000000000000000e+02 9.414708194213096348e+00 2.049964486169611799e+00 -2.904075303473176595e-03 9.635304520895704883e+00
1.979166669999999897e+02 9.427485108564876981e+00 2.061091561877625988e+00 2.661563674412614766e-03 9.650159635082564691e+00
2.083333330000000103e+02 9.438408246210148178e+00 2.071555365709171870e+00 -2.443270024898837756e-03 9.663068758158280147e+00
2.187500000000000000e+02 9.445808172306032091e+00 2.081623940713845933e+00 2.245056119843860144e-03 9.672458596387654595e+00
2.291666669999999897e+02 9.451449839280543941e+00 2.090531292133442243e+00 -2.067344621190085954e-03 9.679887882705001445e+00
