# z, u, v, w, u_mag
0.000000000000000000e+00 3.936634634559316392e+00 1.358465746708123811e+00 -1.685638001467881786e-02 4.164469422211960925e+00
1.041666700000000034e+01 5.641890843609402850e+00 1.938559962926112545e+00 1.598179105847353024e-02 5.965668649758310238e+00
2.083333299999999966e+01 6.477081175553070835e+00 2.188035065813071611e+00 -1.431341067664074727e-02 6.836686542299329261e+00
3.125000000000000000e+01 6.843190179357384828e+00 2.285572887417698595e+00 1.233299276968141678e-02 7.214793646201039579e+00
4.166666699999999679e+01 7.123788908396467612e+00 2.348778151223265720e+00 -1.043328402555933516e-02 7.501015669125873586e+00
5.208333300000000321e+01 7.348003139780993287e+00 2.388504373843328032e+00 9.008386840033867290e-03 7.726460019771894672e+00
6.250000000000000000e+01 7.533232741650386366e+00 2.416917582635460526e+00 -7.764965263541688013e-03 7.911456657014015903e+00
7.291666700000000390e+01 7.705047791686743253e+00 2.435573146723454485e+00 6.759831521970932622e-03 8.080830633080942960e+00
8.333333299999999610e+01 7.854502945123824631e+00 2.447197189589301658e+00 -5.905151903330695812e-03 8.226908621743140415e+00
9.375000000000000000e+01 7.999029955026540684e+00 2.457375027942846124e+00 5.187149191055857173e-03 8.367986565230953744e+00
1.041666670000000039e+02 8.130288027919442939e+00 2.464163602403454778e+00 -4.564242800653189186e-03 8.495510962187768911e+00
1.145833329999999961e+02 8.253960340212511682e+00 2.467690973763598361e+00 4.015906435178722561e-03 8.614950735047756325e+00
1.250000000000000000e+02 8.371906424985050776e+00 2.466541946942725883e+00 -3.534251675563753348e-03 8.727694933696348301e+00
1.354166669999999897e+02 8.487292733792592969e+00 2.463118580163541793e+00 3.119483386761059095e-03 8.837482719655637808e+00
1.458333330000000103e+02 8.593996422961428294e+00 2.457241074832846817e+00 -2.761721498424216797e-03 8.938390002949365254e+00
1.562500000000000000e+02 8.699728762613686328e+00 2.447389901258633316e+00 2.441632896805533918e-03 9.037422410920152416e+00
1.666666669999999897e+02 8.797081634343237866e+00 2.434653203664615795e+00 -2.155195783000656874e-03 9.127770053429388852e+00
1.770833330000000103e+02 8.892929598478257702e+00 2.421678888362226889e+00 1.913987860939834638e-03 9.216763485366188391e+00
1.875000000000000000e+02 8.982464191878039017e+00 2.405039859967100124e+00 -1.709039558983678877e-03 9.298864586992220183e+00
