# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 7.118748891181688743e-01 1.404224069396073360e-01 -7.415062464094868133e-02 3.387014339558900855e-01 -2.109659293329292987e-02 7.529026215006756617e-02 5.629332926120632630e-01
1.041666700000000034e+01 7.022030214737473575e-01 1.449069222852309158e-01 -7.274348961326532192e-02 3.137512965529703490e-01 -2.109057020912902258e-02 6.103152811097255909e-02 5.384929230688451085e-01
2.083333299999999966e+01 6.532170144841824566e-01 1.209103097001694715e-01 -1.067230196216646110e-01 3.115820366167147970e-01 -2.809913922778581666e-02 1.133896854615006611e-01 5.390943682811989435e-01
3.125000000000000000e+01 5.373658962031291342e-01 9.099029332051647434e-02 -1.044719148212190363e-01 2.774370020595263164e-01 -2.479352124577277258e-02 1.379924694445533728e-01 4.763976838536043701e-01
4.166666699999999679e+01 4.846559837069316368e-01 7.272657692306526422e-02 -1.053740532625242476e-01 2.591503916654833706e-01 -2.245300453470775587e-02 1.423594088215971443e-01 4.430828920970060758e-01
5.208333300000000321e+01 4.381477747482864782e-01 5.769470449519999850e-02 -1.024088248971830040e-01 2.393449646661575392e-01 -1.957945712573360905e-02 1.444919123415689677e-01 4.109923258780064925e-01
6.250000000000000000e+01 4.103480923697723215e-01 4.734826722341078931e-02 -1.005671957071491013e-01 2.259225203133519155e-01 -1.682988873903161486e-02 1.426888517567330705e-01 3.894797322199286538e-01
7.291666700000000390e+01 3.855190705028173070e-01 3.939712839674284345e-02 -9.730230416789413528e-02 2.150420167848918485e-01 -1.441739969947740570e-02 1.400194738187603705e-01 3.702902805532347630e-01
8.333333299999999610e+01 3.668556262095215570e-01 3.257693667974666252e-02 -9.503292306642821541e-02 2.052306093032726098e-01 -1.186461980705780760e-02 1.381398699884382741e-01 3.551130527506162204e-01
9.375000000000000000e+01 3.494730479942242951e-01 2.644084017002929290e-02 -9.194838775276423237e-02 1.982543781178077724e-01 -9.652491286606890153e-03 1.343396868377494946e-01 3.410335564748907533e-01
1.041666670000000039e+02 3.357483772776387876e-01 2.088304097792647446e-02 -8.967086192024639746e-02 1.914976745667196778e-01 -7.482642748978111588e-03 1.324083537701479241e-01 3.298272028072531947e-01
1.145833329999999961e+02 3.237500810095074177e-01 1.591615963118873586e-02 -8.682312344957927863e-02 1.845529681814052636e-01 -5.410732268223534223e-03 1.290339945990655879e-01 3.186685218949891207e-01
1.250000000000000000e+02 3.115534529966910715e-01 1.328321647251645872e-02 -8.434009839631356753e-02 1.785124547401020501e-01 -3.584425084954621053e-03 1.263339835470042027e-01 3.081999456418986760e-01
1.354166669999999897e+02 3.026128794137328826e-01 1.028202463195291259e-02 -8.193483987749705655e-02 1.729425906187878337e-01 -1.954948987679204237e-03 1.230860283301122293e-01 2.993207491813164589e-01
1.458333330000000103e+02 2.938752611322479336e-01 6.435628528248049998e-03 -7.947001795719020600e-02 1.673700592931355036e-01 -2.612185957741578368e-04 1.201883439059538705e-01 2.907168321656686816e-01
1.562500000000000000e+02 2.839703024990650193e-01 4.307548711685957148e-03 -7.699379311924373082e-02 1.622366154390436077e-01 1.146451206022688213e-03 1.169458109334694240e-01 2.815763644357890394e-01
1.666666669999999897e+02 2.752404735822384096e-01 2.543814010364564386e-03 -7.474726780610591037e-02 1.576649342851829116e-01 2.579857387135347287e-03 1.132941647901769683e-01 2.730997863287991656e-01
1.770833330000000103e+02 2.651617847229401637e-01 8.671223779337765150e-04 -7.208277889551371886e-02 1.533564414105133833e-01 4.079477914312288830e-03 1.098493712069462114e-01 2.641837986701999208e-01
