# z, u, v, w, u_mag
0.000000000000000000e+00 4.555730480323477494e+00 1.025631434987942736e+00 -1.810346857943816862e-02 4.669788837341408261e+00
1.041666700000000034e+01 6.637228859408390136e+00 1.485914334458291908e+00 1.738243613493742692e-02 6.801547654070962068e+00
2.083333299999999966e+01 7.591220232095853504e+00 1.686546188785429612e+00 -1.580986751020208025e-02 7.776330279186884908e+00
3.125000000000000000e+01 7.970257888446115935e+00 1.762869552719893207e+00 1.373193844638950778e-02 8.162898286416282900e+00
4.166666699999999679e+01 8.248526465298155586e+00 1.808580281117768251e+00 -1.173574886495936526e-02 8.444482767450800509e+00
5.208333300000000321e+01 8.448816396744126322e+00 1.839230792335609266e+00 1.026706336302181388e-02 8.646697278496453976e+00
6.250000000000000000e+01 8.609630517171545705e+00 1.862428973695752887e+00 -8.991873819794569955e-03 8.808771774661197540e+00
7.291666700000000390e+01 8.741417625687846638e+00 1.882352051400510762e+00 7.947891428919967582e-03 8.941794815420227138e+00
8.333333299999999610e+01 8.848369967946839054e+00 1.900391614351188307e+00 -7.058964723999906939e-03 9.050148573727552659e+00
9.375000000000000000e+01 8.942840447167549556e+00 1.918418991004294583e+00 6.312757446742798574e-03 9.146297969093746261e+00
1.041666670000000039e+02 9.022556457421011089e+00 1.933924007818780266e+00 -5.681036813463231222e-03 9.227492583012283589e+00
1.145833329999999961e+02 9.093680913960923817e+00 1.946882709478506168e+00 5.123377759188586268e-03 9.299753281587808118e+00
1.250000000000000000e+02 9.152962677335347408e+00 1.961199470000916545e+00 -4.627950098702314150e-03 9.360718484803815187e+00
1.354166669999999897e+02 9.206167116843280596e+00 1.973926825431603804e+00 4.179925046583414343e-03 9.415408518337290644e+00
1.458333330000000103e+02 9.252523080820122203e+00 1.986354035948143970e+00 -3.778574475435174992e-03 9.463339790732531398e+00
1.562500000000000000e+02 9.295513510733135476e+00 2.000237440163893599e+00 3.425905511292684762e-03 9.508287594624189154e+00
1.666666669999999897e+02 9.331283712295114441e+00 2.013153352116781036e+00 -3.121688609289625764e-03 9.545975690489836296e+00
1.770833330000000103e+02 9.363927809787627510e+00 2.024645594233313695e+00 2.848955051075784031e-03 9.580310116364049833e+00
1.875000000000000000e+02 9.392093350940101004e+00 2.036572449088297265e+00 -2.610642237986711325e-03 9.610361682507670977e+00
1.979166669999999897e+02 9.417572359754542433e+00 2.048373138976722352e+00 2.394632175603847706e-03 9.637764647570376653e+00
2.083333330000000103e+02 9.439185299011839447e+00 2.058754193108792041e+00 -2.199141931601104362e-03 9.661091696746774815e+00
2.187500000000000000e+02 9.458433842700635807e+00 2.069342700928791245e+00 2.019171392939329238e-03 9.682156477132824790e+00
2.291666669999999897e+02 9.475523394524936194e+00 2.079545607008661090e+00 -1.851154861472451788e-03 9.701033808754235821e+00
2.395833330000000103e+02 9.490582818489198047e+00 2.089520080923572110e+00 1.702671103329808470e-03 9.717883478529371288e+00
2.500000000000000000e+02 9.503773303975810549e+00 2.098177056256960160e+00 -1.567554350380607640e-03 9.732628444053181838e+00
2.604166670000000181e+02 9.515767186642632325e+00 2.106220322049870308e+00 1.439767835340377165e-03 9.746075685542972877e+00
2.708333329999999819e+02 9.525712321689351114e+00 2.112455527686504020e+00 -1.326333148514977295e-03 9.757134074675679614e+00
2.812500000000000000e+02 9.533592548591505178e+00 2.118150850902431159e+00 1.222554213020017469e-03 9.766061202162157784e+00
2.916666670000000181e+02 9.540574623040148694e+00 2.123123455146448624e+00 -1.125056698592628336e-03 9.773956139114972075e+00
3.020833329999999819e+02 9.547364996688443739e+00 2.126689493023136812e+00 1.033600800932321304e-03 9.781359192262462088e+00
3.125000000000000000e+02 9.553520712309991225e+00 2.131082523573667675e+00 -9.491220255690607007e-04 9.788323228400752640e+00
3.229166670000000181e+02 9.557397415095486792e+00 2.133885409976327363e+00 8.689409114088838138e-04 9.792717347500746072e+00
3.333333329999999819e+02 9.561880035702003511e+00 2.136319627828132450e+00 -7.973727991023308237e-04 9.797622773163071841e+00
3.437500000000000000e+02 9.565185490351797881e+00 2.137605139739650273e+00 7.313516557616930869e-04 9.801129002984971805e+00
3.541666670000000181e+02 9.569655431684054747e+00 2.138303732821453362e+00 -6.708148557954812926e-04 9.805643700693538634e+00
3.645833329999999819e+02 9.573569065656998944e+00 2.137557337102053978e+00 6.162115720185446996e-04 9.809300505337786191e+00
3.750000000000000000e+02 9.578236670923947926e+00 2.135172108654362688e+00 -5.696787312156770949e-04 9.813336740494623456e+00
3.854166670000000181e+02 9.581980987235404257e+00 2.132110166216751423e+00 5.244250932719960508e-04 9.816325874564642007e+00
3.958333329999999819e+02 9.585704449665087168e+00 2.128613869445101336e+00 -4.760534294059454706e-04 9.819201954749171790e+00
4.062500000000000000e+02 9.590853432346943208e+00 2.125211722978404882e+00 4.320357902592345087e-04 9.823491976629334488e+00
4.166666670000000181e+02 9.596522203846904020e+00 2.121685171103986800e+00 -3.958312643144183598e-04 9.828264675459832844e+00
4.270833329999999819e+02 9.602526159078204060e+00 2.116931280736052745e+00 3.647283478531012854e-04 9.833102603764833916e+00
4.375000000000000000e+02 9.608466715427626426e+00 2.113172508789074477e+00 -3.356403439641697062e-04 9.838095892297296530e+00
4.479166670000000181e+02 9.614479470730016075e+00 2.107860540385512849e+00 3.064171953795416644e-04 9.842829453195596656e+00
4.583333329999999819e+02 9.620988801914696964e+00 2.101309508457237296e+00 -2.797294613058933779e-04 9.847787937153672289e+00
4.687500000000000000e+02 9.628034413634262378e+00 2.095303887487049099e+00 2.542570745179032160e-04 9.853392568840980914e+00
4.791666670000000181e+02 9.635357690592330826e+00 2.087787928957337336e+00 -2.343906232007606470e-04 9.858954118814819978e+00
4.895833329999999819e+02 9.643319601367705829e+00 2.079558115867890855e+00 2.151359016528375497e-04 9.864997462629075287e+00
5.000000000000000000e+02 9.651252895561770018e+00 2.071199365337605958e+00 -1.964224765893722937e-04 9.870995355264135185e+00
5.104166670000000181e+02 9.660608415780624014e+00 2.062753135372611180e+00 1.836631082365611050e-04 9.878375650595247137e+00
5.208333330000000387e+02 9.669663715894952105e+00 2.053758836610032557e+00 -1.730115964436543816e-04 9.885358959966106696e+00
5.312500000000000000e+02 9.678580450548047054e+00 2.044405103161857973e+00 1.623833949237567763e-04 9.892143943045585530e+00
5.416666669999999613e+02 9.688956908123200762e+00 2.034505277126361200e+00 -1.509663498139651933e-04 9.900257456900510178e+00
5.520833330000000387e+02 9.700966819764246907e+00 2.025224214217447027e+00 1.395759888900191515e-04 9.910110512779409575e+00
5.625000000000000000e+02 9.711593183380369254e+00 2.015357127419244332e+00 -1.310162773469564299e-04 9.918503240292098511e+00
5.729166669999999613e+02 9.723671618131282557e+00 2.003948433203819324e+00 1.202832573084272507e-04 9.928020904221542153e+00
5.833333330000000387e+02 9.737243923228810161e+00 1.991987212183793376e+00 -1.122110703026631460e-04 9.938910015014295496e+00
5.937500000000000000e+02 9.751920024930578634e+00 1.979750311345077396e+00 1.063801650377212225e-04 9.950846972958116154e+00
6.041666669999999613e+02 9.768112592359035062e+00 1.967948394193917983e+00 -1.022962483430013396e-04 9.964378781925047335e+00
6.145833330000000387e+02 9.786709193666926154e+00 1.954948301465965654e+00 9.455145605640186796e-05 9.980055095626946482e+00
6.250000000000000000e+02 9.806668850913043300e+00 1.940190474252288411e+00 -9.199385539719495577e-05 9.996754125030300031e+00
6.354166669999999613e+02 9.828746537394573934e+00 1.922963651190067846e+00 8.398899863276640149e-05 1.001509099844820305e+01
6.458333330000000387e+02 9.851025116075382115e+00 1.904511146285276402e+00 -8.042520906984244216e-05 1.003343702578239416e+01
6.562500000000000000e+02 9.876090677225263903e+00 1.887278121927719265e+00 7.163644768741855265e-05 1.005479914167431588e+01
6.666666669999999613e+02 9.902150912837877073e+00 1.868997699520030809e+00 -6.610540045175135370e-05 1.007699087554400386e+01
6.770833330000000387e+02 9.928986693621396853e+00 1.848896255355135132e+00 5.474390581219331302e-05 1.009966307003228181e+01
6.875000000000000000e+02 9.959262840111197335e+00 1.824017135249146326e+00 -5.663401665646251859e-05 1.012491752219787955e+01
6.979166669999999613e+02 9.987246896270555396e+00 1.794001181005959511e+00 4.200695438664636981e-05 1.014709519055977083e+01
7.083333330000000387e+02 1.001458353191388717e+01 1.760614107228650305e+00 -4.292547872337599716e-05 1.016816823985991824e+01
