# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 9.703703492410035158e-01 1.327775497620570511e-01 -9.586564953296965175e-02 4.380963684133060143e-01 -1.862742350153998028e-02 9.282675838026774318e-02 7.506467380172886505e-01
1.041666700000000034e+01 1.073290558930036331e+00 1.456172447204939491e-01 -9.760922837809864194e-02 4.222887710112741000e-01 -1.818860186445004148e-02 7.365121758858775292e-02 7.846152737649491060e-01
2.083333299999999966e+01 1.035067699515526352e+00 1.328980218774992450e-01 -1.488388977114732947e-01 4.248792375919900333e-01 -2.708092903943694688e-02 1.411679507268830402e-01 8.005574439171997403e-01
3.125000000000000000e+01 8.758419644859958275e-01 1.060368611122588373e-01 -1.431584937304981320e-01 3.856910690782598961e-01 -2.526045154902100548e-02 1.667556616481617737e-01 7.141443476062088180e-01
4.166666699999999679e+01 7.984318025363342786e-01 8.766697694116323825e-02 -1.484706589109336949e-01 3.581371312677383290e-01 -2.476322886591503236e-02 1.712218507076090079e-01 6.638953922558408216e-01
5.208333300000000321e+01 7.308816626822300933e-01 6.991328106175583035e-02 -1.425806792117297606e-01 3.297558918369233316e-01 -2.311690719091724286e-02 1.707337672549724683e-01 6.156856608870630021e-01
6.250000000000000000e+01 6.821692754240430423e-01 6.063121638264669377e-02 -1.436357975780251928e-01 3.070612548545973430e-01 -2.220058207533138345e-02 1.684658143825877308e-01 5.788481723306140303e-01
7.291666700000000390e+01 6.443171965361280673e-01 5.310930841306562428e-02 -1.384139448972294129e-01 2.854751606586506951e-01 -2.098042253076850411e-02 1.636145718278549932e-01 5.467034645113169056e-01
8.333333299999999610e+01 6.127423490799988048e-01 4.682297916281017575e-02 -1.380647569483610393e-01 2.668942932069681695e-01 -1.998440646645503749e-02 1.612629178130913221e-01 5.204497800500291760e-01
9.375000000000000000e+01 5.879507052964514369e-01 4.291091569083892165e-02 -1.334773189799601245e-01 2.508292253367173097e-01 -1.892181317674020147e-02 1.564588014027278595e-01 4.976193660179482614e-01
