# f, Suu, Svv, Sww
0.000000000000000000e+00 3.394966446384665298e-02 9.818081580410802089e-03 4.515660867857780765e-03
2.856734752178260420e-04 5.446272559016991366e+00 3.886013372252667963e+00 1.314610789432837379e-01
5.713469504356520840e-04 1.212724571832539899e+00 1.384399477893757613e+00 1.722908569120725486e-01
8.570204256534780718e-04 3.297326069475228216e+00 6.904099218867205678e-01 1.105955053493508505e-01
1.142693900871304168e-03 1.727190642489602190e+00 5.088137643901093909e-01 1.474625612517890816e-01
1.428367376089130156e-03 1.576004716235694936e+00 4.801173333477424809e-01 1.914386355577701593e-01
1.714040851306956144e-03 1.097578739440817408e+00 3.096327543487460421e-01 1.304905558294718326e-01
1.999714326524782131e-03 9.881693105826028223e-01 3.779195826016216175e-01 1.035838378146969885e-01
2.285387801742608336e-03 1.067667320931084296e+00 2.864141724967025904e-01 1.934174512303604709e-01
2.571061276960434107e-03 1.346041693946446571e+00 2.642911716977274783e-01 2.013038355295552195e-01
2.856734752178260311e-03 1.224235476176439574e+00 3.806771870362880561e-01 2.149938669395176638e-01
3.142408227396086082e-03 1.325053493558630002e+00 3.954961089928848428e-01 2.003427919103634713e-01
3.428081702613912287e-03 1.217612709401620474e+00 2.089867088066628964e-01 2.846101625558709602e-01
3.713755177831738492e-03 1.788923539974589971e+00 4.256853838717266081e-01 2.545960745306474760e-01
3.999428653049564263e-03 1.231013704655052443e+00 3.444110454957953760e-01 1.874735136650052258e-01
4.285102128267390467e-03 1.348880501266132237e+00 4.826844811229573651e-01 2.015053606886000603e-01
4.570775603485216672e-03 1.172322624639391186e+00 4.939166338991360927e-01 1.389049411818060742e-01
4.856449078703042009e-03 1.250568478071697909e+00 4.850445729560386443e-01 1.539328471433779044e-01
5.142122553920868214e-03 1.471401431648716063e+00 3.960105248724510307e-01 1.864867230381026808e-01
5.427796029138694418e-03 7.828657508890959349e-01 3.832435151979893817e-01 2.060590269358668902e-01
5.713469504356520623e-03 1.625064443039315742e+00 2.149847261826005052e-01 2.656209927305270835e-01
5.999142979574346828e-03 9.293518480208535770e-01 5.620758985212570558e-01 2.475923876721293493e-01
6.284816454792172165e-03 1.380322258559172344e+00 5.796160302492542327e-01 2.479814184014841050e-01
6.570489930009998369e-03 9.916592337985888905e-01 4.251042788602777400e-01 1.860694904805751948e-01
6.856163405227824574e-03 1.947751562141589510e+00 3.659383025209593243e-01 1.944822557974640320e-01
7.141836880445650779e-03 6.069772148311218807e+00 6.288912196568035018e-01 2.026146310197379230e-01
7.427510355663476983e-03 3.146718984749965031e+00 7.317186370574089160e-01 2.459340921467690899e-01
7.713183830881302321e-03 6.276727573921331071e+00 7.191849228094320257e-01 2.426520929013279981e-01
7.998857306099128525e-03 1.552523468416550756e+00 4.128036640822111969e-01 1.648329447645448254e-01
8.284530781316953862e-03 1.356522015465322140e+00 4.693573807209265869e-01 1.458845838997493427e-01
8.570204256534780934e-03 1.203309798588813484e+00 9.024144340395127140e-01 1.721680087506717860e-01
8.855877731752606272e-03 1.780667029173071292e+00 6.968443358431535284e-01 1.852900543135476974e-01
9.141551206970433344e-03 9.691166377480233685e-01 4.697036596372399231e-01 1.588461017427714450e-01
9.427224682188258681e-03 1.087386410800599501e+00 4.349601962776092345e-01 1.549060618590865357e-01
9.712898157406084018e-03 1.134263847441545403e+00 7.583418919332814978e-01 1.329550787000665091e-01
9.998571632623911090e-03 1.855761144278439190e+00 1.046118937727410714e+00 3.089788749491260145e-01
1.028424510784173643e-02 6.572020102168674160e-01 4.176637026906988570e-01 1.317395177297556730e-01
1.056991858305956350e-02 1.302510222111447735e+00 4.001374109854799466e-01 2.402408658571418831e-01
1.085559205827738884e-02 1.297080318673501154e+00 2.543418759878254276e-01 2.977617189950236276e-01
1.114126553349521417e-02 1.651615732769701417e+00 4.132277127492465230e-01 2.297273155149778534e-01
1.142693900871304125e-02 1.200126123238610454e+00 3.415825196061785807e-01 1.743743083044276831e-01
1.171261248393086658e-02 1.355964797400087907e+00 2.639861829366944024e-01 2.107483778442118538e-01
1.199828595914869366e-02 1.487983752988578434e+00 3.260928975193829737e-01 2.995641003879601638e-01
1.228395943436651899e-02 1.136313223947385431e+00 7.004658995690428158e-01 3.225268815724288696e-01
1.256963290958434433e-02 1.502253520012404531e+00 3.265482777466049980e-01 3.059506388247374420e-01
1.285530638480217140e-02 1.296882022766496112e+00 2.999409675110952800e-01 2.219885751878344360e-01
1.314097986001999674e-02 9.294212337306899663e-01 1.975118356334978897e-01 1.669843458055431662e-01
1.342665333523782381e-02 1.381278973131577326e+00 3.381386131843318044e-01 2.232580292318925574e-01
1.371232681045564915e-02 9.563198011306018875e-01 5.455421076338570208e-01 3.073759855440640898e-01
1.399800028567347449e-02 1.403946255729467296e+00 3.193659976715392812e-01 1.282590538237805555e-01
1.428367376089130156e-02 1.545346601142689735e+00 3.665924502553667974e-01 2.026378808139674692e-01
1.456934723610912689e-02 1.838472446767227098e+00 3.623563655940097994e-01 2.998117880647768185e-01
