# f, Suu, Svv, Sww
0.000000000000000000e+00 2.990787975039017610e-01 1.009129720108756512e-01 1.326233920028728648e-02
2.856734752178260420e-04 1.299491713555232941e+01 4.053426531867987848e+00 2.736235506067686840e-01
5.713469504356520840e-04 5.642354723499689584e+00 3.658296600999246362e+00 2.271904611529572682e-01
8.570204256534780718e-04 5.999852428286984285e+00 2.042640522903303335e+00 3.386968837585068171e-01
1.142693900871304168e-03 3.738303886335348825e+00 1.941464378254972312e+00 1.913695737181119183e-01
1.428367376089130156e-03 4.323242562391396149e+00 1.900795838642017621e+00 2.480252585747532712e-01
1.714040851306956144e-03 1.205312629238237498e+01 6.297154307278130858e+00 2.735714680291945755e-01
1.999714326524782131e-03 7.290919347715176357e+00 6.146833030527919739e+00 2.425185328385532357e-01
2.285387801742608336e-03 7.398569651117199442e+00 3.686208573048121995e+00 1.507024653183729745e-01
2.571061276960434107e-03 6.545311112513584995e+00 2.526060907784803966e+00 2.410492331610808447e-01
2.856734752178260311e-03 6.264724106998149189e+00 2.593913894054644675e+00 1.921548970062426642e-01
3.142408227396086082e-03 9.591264947767582427e+00 3.968961626675122645e+00 4.409361062340401705e-01
3.428081702613912287e-03 6.590658224320964820e+00 2.056604558818429851e+00 3.025495791879175833e-01
3.713755177831738492e-03 5.936631496578857359e+00 2.185352291180511219e+00 2.684482864707482541e-01
3.999428653049564263e-03 4.001651779995214930e+00 1.609525143830936811e+00 1.439746750569190492e-01
4.285102128267390467e-03 5.301170546282540030e+00 3.085098691482427213e+00 2.232486660944983659e-01
4.570775603485216672e-03 3.653208299557586525e+00 3.543636962389372869e+00 1.545446244550446047e-01
4.856449078703042009e-03 4.150933331602188581e+00 1.862085479506265795e+00 2.271106889961133912e-01
5.142122553920868214e-03 4.055987332729774408e+00 1.956386266994742273e+00 2.197018832907421670e-01
5.427796029138694418e-03 4.432000401250132171e+00 3.209601658895993470e+00 1.360835623416796203e-01
5.713469504356520623e-03 3.776483881324162795e+00 1.561713220467660035e+00 1.755011515257383359e-01
5.999142979574346828e-03 3.422890690022344362e+00 1.232656393711320408e+00 1.819141443032932792e-01
6.284816454792172165e-03 2.353732860810363814e+00 1.524450152392250901e+00 1.441791953658184411e-01
6.570489930009998369e-03 4.021538615466903721e+00 2.263907799758525741e+00 2.096417101375473990e-01
6.856163405227824574e-03 4.920276607519957324e+00 2.060587632066936514e+00 2.293954404498728117e-01
7.141836880445650779e-03 3.636643284516675845e+00 1.792667565019468556e+00 2.251673318607126384e-01
7.427510355663476983e-03 4.409559332494818129e+00 2.546097424812282295e+00 1.551632850522505491e-01
7.713183830881302321e-03 2.638378809127902791e+00 2.055933571542544414e+00 2.540202902733139645e-01
7.998857306099128525e-03 3.045774639669207584e+00 2.110057590705193498e+00 2.442498828462671412e-01
8.284530781316953862e-03 1.799781519261349993e+00 1.320728163263004795e+00 2.939036695257494780e-01
8.570204256534780934e-03 3.726605341275483152e+00 2.001471829538880698e+00 3.457965139616213657e-01
8.855877731752606272e-03 3.239205808444803214e+00 1.692574836809289218e+00 1.810691667262656346e-01
9.141551206970433344e-03 4.307628167634740102e+00 3.196119689930498886e+00 1.992899736253700427e-01
9.427224682188258681e-03 3.630305752918836504e+00 3.548674426420075356e+00 2.266015308530103523e-01
9.712898157406084018e-03 3.463317977523888036e+00 2.011312281235828614e+00 1.493767535544679448e-01
9.998571632623911090e-03 4.346933497437207805e+00 1.348885282890897042e+00 2.888092658380287392e-01
1.028424510784173643e-02 3.865133453362580518e+00 2.034719127392457860e+00 2.501556094541725894e-01
1.056991858305956350e-02 3.169541759346303778e+00 1.547131410531272566e+00 2.466840429618578912e-01
1.085559205827738884e-02 3.280423054107465042e+00 2.095504811145086244e+00 2.268963357710199191e-01
1.114126553349521417e-02 2.989245024026166764e+00 1.518338457440660205e+00 1.722309749747618912e-01
1.142693900871304125e-02 4.154181996950421230e+00 2.047420845596514383e+00 2.706816131354383148e-01
1.171261248393086658e-02 4.244965380622371498e+00 1.434356381395059499e+00 2.370033362972423785e-01
1.199828595914869366e-02 4.317096902384498947e+00 2.074299095282405414e+00 2.119645845518589033e-01
1.228395943436651899e-02 6.897159879504962454e+00 2.265215992232084030e+00 4.109828923440028148e-01
1.256963290958434433e-02 2.967525531594079169e+00 1.524218353386983971e+00 2.522654483158325300e-01
1.285530638480217140e-02 3.857538142912609658e+00 1.850251491741274901e+00 3.351693091097512345e-01
1.314097986001999674e-02 2.757231222090335443e+00 2.069400564371006279e+00 2.544871140267969123e-01
1.342665333523782381e-02 2.766455460638897801e+00 1.238399748089253460e+00 2.173357576968298621e-01
1.371232681045564915e-02 3.794838640643213523e+00 1.672170454967177422e+00 3.456883431476511226e-01
1.399800028567347449e-02 3.740266978393028907e+00 2.752569102046796612e+00 4.806202599640698736e-01
1.428367376089130156e-02 2.552514800190462285e+00 1.373445862133308770e+00 1.993064570690267212e-01
1.456934723610912689e-02 2.984140072889762241e+00 1.024828427347072690e+00 2.387826382913648959e-01
1.485502071132695397e-02 2.396663274911737140e+00 1.135281573687593859e+00 2.288456633857212097e-01
1.514069418654477930e-02 2.447821836927661643e+00 1.532258104049601277e+00 2.954139652693401619e-01
1.542636766176260464e-02 2.769311726883448177e+00 1.586294292183313415e+00 1.731602560940157243e-01
1.571204113698042998e-02 2.481268117727946976e+00 9.806061333159958870e-01 2.240700357040194546e-01
1.599771461219825705e-02 2.409285930270288034e+00 1.247711324228996110e+00 2.379242655298842712e-01
1.628338808741608412e-02 2.473207288188390862e+00 9.809568049895569519e-01 1.826328240442729456e-01
1.656906156263390772e-02 3.256162643064063111e+00 8.184316935585232988e-01 2.289523505481734500e-01
