# f, Suu, Svv, Sww
0.000000000000000000e+00 5.419079176493781652e-02 2.955385391643674739e-02 8.679519182024853646e-03
2.856734752178260420e-04 3.622937744072472377e+00 4.008340070514720743e+00 2.811054869251660704e-01
5.713469504356520840e-04 3.556028675749649093e+00 1.929282907337654951e+00 2.143785772656944255e-01
8.570204256534780718e-04 6.320064565849227156e-01 7.013480546885854094e-01 2.847339843211539323e-01
1.142693900871304168e-03 1.497383364288476626e+00 6.373067224424602273e-01 3.197984996604301688e-01
1.428367376089130156e-03 2.945110136824284908e+00 1.356430145657107955e+00 2.182714191056839281e-01
1.714040851306956144e-03 4.028007287723472274e+00 1.649758996556693003e+00 4.089393815802335186e-01
1.999714326524782131e-03 2.282588739949153123e+00 1.070869394616885906e+00 3.347859935206159432e-01
2.285387801742608336e-03 2.727749808791063213e+00 1.217344382511982737e+00 2.452690093090053314e-01
2.571061276960434107e-03 1.232700348914335997e+00 7.066994853037183999e-01 2.735566496001077819e-01
2.856734752178260311e-03 2.136618026735291664e+00 7.613929124436116247e-01 2.728944969599845227e-01
3.142408227396086082e-03 2.252235170324057734e+00 7.595647240191676364e-01 2.330831524515316888e-01
3.428081702613912287e-03 3.467821888601814617e+00 8.539940382185925438e-01 2.525247075138299380e-01
3.713755177831738492e-03 2.733022042717709876e+00 7.241962896126545868e-01 3.611113513115614682e-01
3.999428653049564263e-03 2.245108217092020464e+00 7.397106424498265387e-01 2.977895572833306193e-01
4.285102128267390467e-03 1.673054387871074189e+00 1.446490047661492140e+00 2.323568436798017500e-01
4.570775603485216672e-03 1.895018978775524943e+00 1.228916800405281284e+00 2.864888433762293740e-01
4.856449078703042009e-03 2.162602642381503237e+00 1.718355821791607729e+00 2.044691959781021751e-01
5.142122553920868214e-03 3.384698097517116810e+00 1.402156862482766719e+00 1.861504024207015218e-01
5.427796029138694418e-03 1.982975119277893716e+00 5.302540478057234941e-01 2.938027592537448829e-01
5.713469504356520623e-03 1.674112818170967465e+00 9.700151708739090939e-01 3.733066618976172979e-01
5.999142979574346828e-03 3.731681651909916297e+00 1.885159078405499677e+00 3.422361067584847039e-01
6.284816454792172165e-03 4.280311779784451431e+00 3.456293309428692506e+00 4.781269402782860611e-01
6.570489930009998369e-03 2.612602338886856668e+00 1.371094724345114590e+00 5.400408740150871578e-01
6.856163405227824574e-03 3.441376305815250003e+00 1.942919538224760156e+00 4.713204083884410811e-01
7.141836880445650779e-03 6.678943151813991008e+00 7.997705471840043101e-01 3.901793420682414526e-01
7.427510355663476983e-03 2.839202816212635483e+00 1.298733397833079506e+00 3.105845632542383883e-01
7.713183830881302321e-03 2.500302251803505627e+00 1.462534732560599071e+00 2.908535052944954957e-01
7.998857306099128525e-03 1.971615946155874211e+00 9.742204857432688048e-01 3.185206629054762595e-01
8.284530781316953862e-03 2.078049124899420619e+00 1.115221846389486515e+00 3.438155379554178603e-01
8.570204256534780934e-03 1.805676573366158388e+00 7.496738665186225559e-01 3.599026874086654337e-01
8.855877731752606272e-03 2.198297558478837566e+00 1.401089213229465447e+00 2.328510046009757972e-01
9.141551206970433344e-03 2.071241821965816854e+00 9.708292688543779247e-01 2.317241842844350308e-01
9.427224682188258681e-03 2.376743103405979607e+00 6.738296492541733240e-01 1.617179300135459241e-01
9.712898157406084018e-03 2.440468283129610505e+00 8.538245479841373164e-01 2.381801448931317455e-01
9.998571632623911090e-03 1.391463556882907460e+00 8.261497426293874513e-01 2.943574367332681962e-01
1.028424510784173643e-02 1.454984523393581419e+00 7.215858023876777771e-01 2.970584701835680685e-01
1.056991858305956350e-02 2.363391782954966214e+00 7.992196372989417430e-01 4.250822675142413298e-01
1.085559205827738884e-02 2.677042309947408327e+00 1.073314813643449606e+00 2.108288626271302979e-01
1.114126553349521417e-02 1.473215542233863085e+00 6.418780593853831151e-01 3.146882301907434898e-01
1.142693900871304125e-02 1.055647166226318046e+00 8.742108958261511908e-01 2.195578703356071415e-01
1.171261248393086658e-02 1.296308398843340592e+00 7.287029710890701173e-01 3.570425301082367220e-01
1.199828595914869366e-02 2.268258379933184798e+00 1.403833749005920728e+00 3.323495543968323918e-01
1.228395943436651899e-02 2.749618333959904515e+00 6.343199045178884443e-01 4.455961883689638636e-01
1.256963290958434433e-02 2.048087983697132852e+00 8.437044907694575269e-01 3.215086517903505969e-01
1.285530638480217140e-02 2.126419273166850310e+00 7.011811468274093961e-01 3.036496748677091073e-01
1.314097986001999674e-02 1.591058597323013801e+00 7.494469039002041866e-01 3.697082295653677519e-01
1.342665333523782381e-02 2.616629127994784199e+00 1.281874623765083321e+00 4.385094144476123224e-01
1.371232681045564915e-02 2.699249191080816068e+00 7.138488861451430800e-01 2.968415210641620616e-01
1.399800028567347449e-02 2.084919526871540807e+00 6.472692082867281815e-01 2.646571169530628764e-01
1.428367376089130156e-02 1.539772223415512009e+00 1.501548666717911651e+00 3.435309523529423981e-01
1.456934723610912689e-02 2.198839942887353072e+00 1.229407559255501603e+00 3.903245715081440359e-01
1.485502071132695397e-02 1.407617088969438601e+00 1.144138049766574072e+00 4.349637403414952086e-01
1.514069418654477930e-02 2.339309630256552364e+00 1.581050826644760710e+00 4.121251406016675500e-01
1.542636766176260464e-02 1.947802971599150501e+00 9.631251646382867904e-01 4.486477758063831534e-01
1.571204113698042998e-02 2.299791394789726162e+00 1.422191604618537220e+00 3.380164232895351284e-01
1.599771461219825705e-02 1.607326697600529375e+00 7.557087849929571277e-01 4.249778449263527658e-01
1.628338808741608412e-02 1.140110089193386189e+00 6.538862461465362319e-01 2.972248491830351558e-01
1.656906156263390772e-02 8.823076013158632769e-01 6.908471416810670895e-01 3.619532378160312813e-01
1.685473503785173480e-02 8.475013943691249718e-01 8.513536252328526288e-01 3.116491169751625656e-01
1.714040851306956187e-02 1.496378497445365108e+00 1.042674215195099618e+00 4.284274916343195350e-01
1.742608198828738894e-02 1.380923273844464561e+00 7.915198635678081240e-01 2.841688321451112942e-01
1.771175546350521254e-02 1.946095339838216365e+00 1.192370429335255944e+00 5.231824473961447231e-01
1.799742893872303962e-02 8.085138366912564267e-01 1.350735304420146221e+00 3.266781557369647926e-01
1.828310241394086669e-02 1.591935205740838910e+00 1.293956744602202669e+00 3.880951346679216707e-01
1.856877588915869029e-02 2.310993208557500012e+00 1.902085118977251854e+00 6.957372964995087727e-01
