# z, u, v, w, u_mag
0.000000000000000000e+00 1.094623577667509284e+00 7.626974327197397763e-01 -1.775860378370322859e-02 1.334250170946680525e+00
6.250000000000000000e+00 2.573741553888704292e+00 1.705142486138629954e+00 1.568833341008128712e-02 3.087377950308911156e+00
1.250000000000000000e+01 3.381488492021423653e+00 2.145892741674697568e+00 -1.317608067199211447e-02 4.004933668557738358e+00
1.875000000000000000e+01 3.841897978913471956e+00 2.355982535287822532e+00 1.099312754321639211e-02 4.506767648305583407e+00
2.500000000000000000e+01 4.164397475617244382e+00 2.499291807939933108e+00 -8.869109093775940159e-03 4.856824532269932604e+00
3.125000000000000000e+01 4.453133623411611453e+00 2.615787311097732104e+00 7.450002432529337706e-03 5.164571407909389400e+00
3.750000000000000000e+01 4.699660090609905083e+00 2.700092700943176549e+00 -6.152443911841118732e-03 5.420087030069185907e+00
4.375000000000000000e+01 4.944626170005329335e+00 2.778191297484422506e+00 5.188865851799081760e-03 5.671657762140499770e+00
5.000000000000000000e+01 5.167868271516798728e+00 2.834810301547110001e+00 -4.362683444721546927e-03 5.894321924574062344e+00
5.625000000000000000e+01 5.400203071821724876e+00 2.874802185395420651e+00 3.679174145960064680e-03 6.117736048440590046e+00
6.250000000000000000e+01 5.621075596314155653e+00 2.907309189306385822e+00 -3.058803153568718201e-03 6.328423732492999498e+00
6.875000000000000000e+01 5.833506863607205162e+00 2.926036878086689441e+00 2.502867055964244723e-03 6.526216392674944800e+00
7.500000000000000000e+01 6.049014431693919391e+00 2.934169386050111683e+00 -1.988027003288821322e-03 6.723089284928943421e+00
8.125000000000000000e+01 6.266101941958805988e+00 2.928613579948533108e+00 1.507110320916489003e-03 6.916705380385982593e+00
8.750000000000000000e+01 6.478443785397566046e+00 2.915277799735328301e+00 -1.064859809907907047e-03 7.104159321419559525e+00
9.375000000000000000e+01 6.694426824432907708e+00 2.905632446128013857e+00 6.886137096860814148e-04 7.297811376972385133e+00
1.000000000000000000e+02 6.921393895003578045e+00 2.876684657700235181e+00 -3.876114671624782972e-04 7.495399136796076611e+00
1.062500000000000000e+02 7.125393817428694376e+00 2.844414787932105337e+00 8.801630493967071522e-05 7.672153058105969592e+00
