# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 2.148696839827419214e-01 4.259687548490649622e-02 -1.021075829760667922e-03 9.344754400541763206e-02 -1.605098973426543479e-03 1.159777585037555410e-02 1.599575019192675529e-01
1.041666700000000034e+01 5.090524235507729589e-01 1.092209295438065775e-01 -4.304673063499063479e-02 1.931064872237157615e-01 -1.081239475994771881e-02 2.563620286504628490e-02 3.638975568197675425e-01
2.083333299999999966e+01 6.423269264834702286e-01 1.373757455514555137e-01 -1.036618647345210475e-01 2.859148777649599960e-01 -2.884896379310809486e-02 7.927541873289316310e-02 5.037586114906617007e-01
3.125000000000000000e+01 4.786061118207836085e-01 9.256788586793503193e-02 -9.297515119502938741e-02 2.480497966067005122e-01 -2.271910814932064787e-02 1.263852781119262914e-01 4.265205932697052615e-01
4.166666699999999679e+01 4.446241511932714774e-01 7.534483266345770591e-02 -9.467797564488251993e-02 2.383513087663483299e-01 -2.129235771607155756e-02 1.264755368954739445e-01 4.047254984275469036e-01
5.208333300000000321e+01 3.903517313884197204e-01 5.630917069401197850e-02 -9.055342408210656502e-02 2.138638697922602416e-01 -1.775893706380628906e-02 1.317974213672607753e-01 3.680065112739703825e-01
6.250000000000000000e+01 3.653353800854129418e-01 4.579544505345467531e-02 -8.874548871108885184e-02 2.006502164536201893e-01 -1.529764591018626177e-02 1.268790240272010539e-01 3.464323102831171064e-01
7.291666700000000390e+01 3.374472322061505825e-01 3.692200535144305601e-02 -8.585297594320666359e-02 1.878262509365338784e-01 -1.265732477825710911e-02 1.248206086602793585e-01 3.250470459014818680e-01
8.333333299999999610e+01 3.180373747340966006e-01 3.013092112216110910e-02 -8.317011079360166204e-02 1.784323382184738183e-01 -1.049934672751569667e-02 1.208881827218383637e-01 3.086789478372043982e-01
9.375000000000000000e+01 2.996949775228691104e-01 2.374900423510559536e-02 -8.042315284187870339e-02 1.703704520054163674e-01 -7.989493813065601246e-03 1.183684401685536347e-01 2.942169348484195424e-01
1.041666670000000039e+02 2.837639394238352097e-01 1.900799008356918521e-02 -7.772702283611296337e-02 1.643812562594639537e-01 -6.139179749366611982e-03 1.152522785870726124e-01 2.816987371351858949e-01
1.145833329999999961e+02 2.704634270499524651e-01 1.548084461509695135e-02 -7.475302584716746190e-02 1.592852753950358691e-01 -4.123292120300835889e-03 1.123103520760994900e-01 2.710295272605439121e-01
1.250000000000000000e+02 2.583036454775907709e-01 1.287607903164061755e-02 -7.228720966089141609e-02 1.544901682984716473e-01 -2.579880209891755993e-03 1.092145949528617599e-01 2.610042043644620890e-01
1.354166669999999897e+02 2.471456306689736038e-01 9.907847889071709491e-03 -6.939787709499614654e-02 1.492137461327409098e-01 -5.331007591860537596e-04 1.054135815935394599e-01 2.508864791976269659e-01
1.458333330000000103e+02 2.374113926084950033e-01 7.834963158972807484e-03 -6.688548168665006677e-02 1.429666995209656621e-01 7.826525544408521710e-04 1.024187341193231460e-01 2.413984131243919196e-01
1.562500000000000000e+02 2.291208475301726721e-01 4.892903966025063424e-03 -6.428105299486594482e-02 1.371891757722540905e-01 2.319529432352585453e-03 9.891818225106623064e-02 2.326141027767465175e-01
1.666666669999999897e+02 2.208933353281377909e-01 1.202276318132413811e-03 -6.169670971699035833e-02 1.337372161208375820e-01 3.594650838032583447e-03 9.571985686578714236e-02 2.251752041573812646e-01
1.770833330000000103e+02 2.122382401921251716e-01 -1.854340796605379645e-03 -5.901150423918877924e-02 1.297186465601148642e-01 4.732474738866974083e-03 9.221093698912248560e-02 2.170839118706812398e-01
1.875000000000000000e+02 2.028460951072401375e-01 -4.378901704387152052e-03 -5.673330160321149451e-02 1.255354027929529437e-01 5.836769182756702465e-03 8.918013484346330733e-02 2.087808163718282151e-01
1.979166669999999897e+02 1.939828840848977221e-01 -5.161767977079462742e-03 -5.410228915232825897e-02 1.211498388143139454e-01 6.857990044056543576e-03 8.573712591884172229e-02 2.004349244090267157e-01
2.083333330000000103e+02 1.862374109450975479e-01 -6.925376700381842381e-03 -5.169278990766202481e-02 1.168361971697201435e-01 7.825463694093330938e-03 8.253564572274078859e-02 1.928046269187792539e-01
2.187500000000000000e+02 1.788560070237009969e-01 -8.463282585687547863e-03 -4.928706919958039667e-02 1.133777864843552030e-01 8.629016158078319301e-03 7.935646751120924158e-02 1.857951305096327277e-01
2.291666669999999897e+02 1.721699298084563012e-01 -1.001017008933177514e-02 -4.699341871760883554e-02 1.096762769393515163e-01 9.243149536966852042e-03 7.654952714223502153e-02 1.791978669450214057e-01
2.395833330000000103e+02 1.656382018547076784e-01 -1.175400947887937121e-02 -4.471407860842565446e-02 1.056962019522263707e-01 9.866132189479527234e-03 7.334504066288391466e-02 1.723397222349090097e-01
2.500000000000000000e+02 1.588006204667816723e-01 -1.272100149847351855e-02 -4.230600411793179749e-02 1.024996667700712877e-01 1.031715144927993280e-02 7.030479364496948491e-02 1.658025404409112225e-01
2.604166670000000181e+02 1.521455866752294273e-01 -1.369786391290695599e-02 -4.006241495329208868e-02 9.913682730750597583e-02 1.063595447044312324e-02 6.747720854004143898e-02 1.593798112613884488e-01
2.708333329999999819e+02 1.472101367823795692e-01 -1.417295852192193215e-02 -3.799284333013421694e-02 9.610348607351265615e-02 1.097822432636741743e-02 6.472297115608238727e-02 1.540182970059872924e-01
2.812500000000000000e+02 1.405657284792711792e-01 -1.478764395721890272e-02 -3.557505197883513437e-02 9.344461360448656773e-02 1.126969294619174604e-02 6.189700649913936620e-02 1.479536742914485670e-01
2.916666670000000181e+02 1.336131668138416662e-01 -1.559539512702237847e-02 -3.341847184766981449e-02 9.043858989329861542e-02 1.137255431497634188e-02 5.892528019626845637e-02 1.414885184517043759e-01
3.020833329999999819e+02 1.278471275635185700e-01 -1.558534830834847236e-02 -3.133206297964643422e-02 8.762392557220462230e-02 1.159044890418615102e-02 5.639457273885658400e-02 1.359328129372898708e-01
3.125000000000000000e+02 1.209249440550598242e-01 -1.547649584060244859e-02 -2.918114108019490352e-02 8.447146799540296291e-02 1.156088285739176498e-02 5.336270870242521003e-02 1.293795603764439917e-01
3.229166670000000181e+02 1.146378182443504451e-01 -1.599177149389327188e-02 -2.715907859698449625e-02 8.160126116048524447e-02 1.160140838994734233e-02 5.089649728447089017e-02 1.235677883446532899e-01
3.333333329999999819e+02 1.096139058493590529e-01 -1.631709957216915391e-02 -2.512047658314669682e-02 7.895358412656887370e-02 1.158148722708752208e-02 4.804396938023847846e-02 1.183057296780831991e-01
3.437500000000000000e+02 1.044941635379661865e-01 -1.643585550261788403e-02 -2.312977949670386862e-02 7.572881592288499553e-02 1.147972047811062803e-02 4.508784573890074060e-02 1.126554125998759648e-01
3.541666670000000181e+02 9.983273377279494598e-02 -1.675518895515459503e-02 -2.099257661488222043e-02 7.333771587617547716e-02 1.126774528540006037e-02 4.190555700739805045e-02 1.075380033281842507e-01
3.645833329999999819e+02 9.447310913583432945e-02 -1.680145661014868438e-02 -1.921776389783301509e-02 7.058297149129760806e-02 1.099390808824617614e-02 3.907377605918772867e-02 1.020649283431598331e-01
3.750000000000000000e+02 8.851137068559888910e-02 -1.681505209135656168e-02 -1.725226706375780975e-02 6.734728054217217763e-02 1.073245486701375657e-02 3.630711097989348241e-02 9.608288110383227110e-02
3.854166670000000181e+02 8.288189801014755886e-02 -1.723602668595988416e-02 -1.529676274533627381e-02 6.485404367128741465e-02 1.038190141820967936e-02 3.365229555301817860e-02 9.069411861722657953e-02
3.958333329999999819e+02 7.694015494273387379e-02 -1.721617928225415220e-02 -1.356340606035065510e-02 6.333061030041210737e-02 9.902274886108373281e-03 3.127272284099547744e-02 8.577174404207071889e-02
4.062500000000000000e+02 7.168846189327054974e-02 -1.681635882506973476e-02 -1.177598104008383516e-02 6.162107569112380834e-02 9.394930216053320321e-03 2.898281837176460221e-02 8.114617797807947841e-02
4.166666670000000181e+02 6.657481211312603342e-02 -1.665692879599038265e-02 -1.017447284918653744e-02 6.055851350050202309e-02 8.967346264687847332e-03 2.693889809887839090e-02 7.703611185625322544e-02
4.270833329999999819e+02 6.089712442499036621e-02 -1.660781063522515436e-02 -8.512070286838082853e-03 5.976643159250683013e-02 8.270743475204719863e-03 2.509757566085031588e-02 7.288056583917376652e-02
4.375000000000000000e+02 5.460379214555052124e-02 -1.601073034597558578e-02 -7.050268464449560568e-03 5.869710928643125103e-02 7.616466769545499928e-03 2.342959134207502764e-02 6.836524638702839995e-02
4.479166670000000181e+02 4.792447091530480791e-02 -1.568214470942066660e-02 -5.639858776068006063e-03 5.927825792703356883e-02 6.833787783057283099e-03 2.213199282823575739e-02 6.466736083528706880e-02
4.583333329999999819e+02 4.127329520815459230e-02 -1.424683970447311772e-02 -4.368744053584580275e-03 6.069739277045023418e-02 5.966626547787591377e-03 2.114626487624785001e-02 6.155847642742633824e-02
4.687500000000000000e+02 3.406423690933835235e-02 -1.093474194582182146e-02 -3.243150416194537800e-03 6.287740473278485842e-02 5.064898723066621304e-03 2.079513260822955789e-02 5.886838712517638433e-02
4.791666670000000181e+02 2.760490813583690167e-02 -5.439314579553023409e-03 -2.342711818529537478e-03 6.528797725039345301e-02 4.083813419174013581e-03 2.094619971507368991e-02 5.691954255065202750e-02
4.895833329999999819e+02 2.385256011460871670e-02 2.735688866021527936e-03 -1.662657767873188756e-03 6.690526268017771283e-02 3.039325141657801214e-03 2.162410683101118059e-02 5.619096481289880679e-02
5.000000000000000000e+02 2.377877965806635130e-02 1.227993115582752884e-02 -1.269727417283938098e-03 6.277658837848944240e-02 2.143155184269281144e-03 2.266081132420642158e-02 5.460808968038111111e-02
5.104166670000000181e+02 2.751710789475501906e-02 1.868459982137841285e-02 -1.053204122238308961e-03 5.047675505181033889e-02 1.389819582158578759e-03 2.349958296295604973e-02 5.074672295476070211e-02
5.208333330000000387e+02 3.052313400714350838e-02 1.780678793127307008e-02 -9.352554573890113935e-04 3.431952928236116362e-02 9.083262207660267604e-04 2.367847384084406648e-02 4.426056856517436577e-02
5.312500000000000000e+02 2.918446732254612042e-02 1.111234611772867441e-02 -8.507196881424974096e-04 1.998638669559114553e-02 6.006243740710990892e-04 2.316751333173648619e-02 3.616918367493687780e-02
5.416666669999999613e+02 2.369838377642043831e-02 3.546612816967658656e-03 -7.602132156799112483e-04 1.139396786206618890e-02 4.231321781981811463e-04 2.200218650897077868e-02 2.854726907372870381e-02
5.520833330000000387e+02 1.660058054686061949e-02 -1.176120900993191196e-03 -6.621827335384141301e-04 8.017461426096625030e-03 3.174449762676599803e-04 2.059897073341251938e-02 2.260850635318488108e-02
5.625000000000000000e+02 1.104979747683534387e-02 -2.888969810230807705e-03 -5.598888120107295202e-04 7.000018044662427615e-03 2.398474226694650025e-04 1.929574360471618399e-02 1.867277956310697817e-02
5.729166669999999613e+02 8.034044703825661549e-03 -3.023243398987870197e-03 -4.518174241215639061e-04 6.385238953869842166e-03 1.958210077081880317e-04 1.831344448020203255e-02 1.636636406894876813e-02
5.833333330000000387e+02 6.601058159937003671e-03 -2.838506753623301973e-03 -3.692341169841131744e-04 5.907067033284888954e-03 1.578014720326427391e-04 1.758145709901339990e-02 1.504479114611764583e-02
5.937500000000000000e+02 5.794954111005972373e-03 -2.593246620267602044e-03 -3.163416099999297854e-04 5.497283118657533829e-03 1.472832230146302606e-04 1.688608499547302605e-02 1.408916111256826656e-02
