# z, Tu, Tv, Tw
1.291666666999999961e+03 -5.349718922700254572e-28 -1.029135148862917783e-25 -6.336843381975310271e-11
1.302083333000000039e+03 6.633891456816762813e-27 2.358295014529642697e-25 -6.332523663823696598e-11
1.312500000000000000e+03 -2.896146818820342341e-27 -2.845384134291392049e-25 -6.324035395243232326e-11
1.322916666999999961e+03 4.106698072604580367e-28 8.837433551882976482e-26 -6.313018299708119144e-11
1.333333333000000039e+03 -1.751381790606145658e-27 5.875500507492617120e-26 -6.301837341473653658e-11
1.343750000000000000e+03 1.325500683334577359e-27 4.382830813409514144e-27 -6.292745145861319589e-11
1.354166666999999961e+03 -7.895758789988752719e-28 -2.896062115525573103e-26 -6.287257324031136517e-11
1.364583333000000039e+03 -7.616237917394898254e-29 -1.286106592679351184e-26 -6.286003246342668028e-11
1.375000000000000000e+03 -2.819984439646441047e-27 -1.897079927863395140e-25 -6.288811827962730876e-11
1.385416666999999961e+03 -3.656358888980983162e-27 1.366074973229603218e-25 -6.294775627653249853e-11
1.395833333000000039e+03 -1.247397186989829226e-27 2.360454948545126729e-26 -6.302415384072898352e-11
1.406250000000000000e+03 1.356946781501415935e-27 -8.307783849965066016e-26 -6.309991870941656153e-11
1.416666666999999961e+03 2.189015480020816914e-27 4.024394704562970624e-26 -6.315881126840422121e-11
1.427083333000000039e+03 2.499170710873800200e-27 2.130465739263477675e-25 -6.318920812109872344e-11
1.437500000000000000e+03 -1.905118270532838817e-28 -1.421818211488469538e-25 -6.318612033135782565e-11
1.447916666999999961e+03 -2.411502800832944291e-27 -5.605579341634120951e-26 -6.315137668429767523e-11
1.458333333000000039e+03 -4.470498723450302610e-27 -3.232757712059173707e-26 -6.309208509995519372e-11
1.468750000000000000e+03 -9.046311876676090686e-28 -4.601591189253795358e-26 -6.301907837959252733e-11
1.479166666999999961e+03 1.768887138182696506e-27 1.560850199450729288e-25 -6.294575576739526632e-11
1.489583333000000039e+03 2.681318087572941318e-27 -8.467364857227564771e-26 -6.288681000686281613e-11
1.500000000000000000e+03 1.584745704753625393e-28 8.609242875892887662e-27 -6.285643128091161317e-11
1.510416666999999961e+03 -4.485568851303510300e-28 2.909840518134243995e-26 -6.286380033204707371e-11
1.520833333000000039e+03 -1.402315983738696349e-27 -6.558660813884767027e-26 -6.290727919881287834e-11
1.531250000000000000e+03 -2.924804766869136213e-27 5.954076930566304289e-26 -6.297393426379031378e-11
1.541666666999999961e+03 -3.453882721547777486e-27 1.950321595484579978e-26 -6.304713253683667952e-11
1.552083333000000039e+03 -5.804293271060093284e-28 4.236237644671356828e-26 -6.311438870544996275e-11
1.562500000000000000e+03 1.027945067572044664e-27 -3.986701738410292104e-28 -6.316825697630138729e-11
1.572916666999999961e+03 -2.644154517012146278e-28 -1.237560311029040041e-25 -6.320322250498912168e-11
1.583333333000000039e+03 -1.223186161914146682e-27 1.197648118554429535e-25 -6.321594117775267896e-11
1.593750000000000000e+03 -3.211666591672597944e-28 -1.525466809800809944e-25 -6.320790778148333718e-11
1.604166666999999961e+03 -3.925997710523643406e-28 6.065306473756445994e-26 -6.318598188629625471e-11
1.614583333000000039e+03 3.719886360025132251e-29 -2.431196316856653687e-26 -6.315930309913587399e-11
1.625000000000000000e+03 -5.413952254533808859e-28 9.555590436212702930e-26 -6.313436739015895493e-11
1.635416666999999961e+03 -5.178194750881227033e-28 -1.269770150569961187e-25 -6.311313480156028481e-11
1.645833333000000039e+03 -3.330251204288155091e-28 8.895490601809399017e-26 -6.309616140332582951e-11
1.656250000000000000e+03 -2.322281997055571261e-29 1.424408720585476769e-25 -6.308468361887969248e-11
1.666666666999999961e+03 -2.668153783851017271e-29 -1.060183141544518716e-25 -6.307959794018216661e-11
1.677083333000000039e+03 -4.069287450767529365e-28 5.099561858944508912e-27 -6.307870184065900039e-11
1.687500000000000000e+03 -4.313515283892587569e-28 2.599671170065573982e-26 -6.307577692671905044e-11
1.697916666999999961e+03 -3.184490951281440465e-28 -2.719568683749348470e-26 -6.306260873952887744e-11
1.708333333000000039e+03 -5.007376439851676484e-28 -3.875387491925241023e-26 -6.303372791839400018e-11
1.718750000000000000e+03 2.018761857622773384e-29 2.434796206882515173e-27 -6.298800831443479055e-11
1.729166666999999961e+03 -1.010086789600741152e-28 6.729719117582699790e-26 -6.292936034894154178e-11
1.739583333000000039e+03 -4.379160337304737999e-28 -3.225882627970644518e-26 -6.286604087860513895e-11
1.750000000000000000e+03 -8.046812998915947697e-30 -2.778268066994138062e-27 -6.280892366062962449e-11
1.760416666999999961e+03 -4.813970583561888639e-29 -1.090667857316200560e-26 -6.276675764576176007e-11
1.770833333000000039e+03 -4.204106861538847470e-28 -8.545574232690767384e-26 -6.274454650072978540e-11
1.781250000000000000e+03 -6.714147828569178641e-28 2.805703464155710394e-25 -6.274461919374113670e-11
1.791666666999999961e+03 -1.802768456072880302e-28 -2.170428753714919648e-25 -6.276878978853098515e-11
1.802083333000000039e+03 1.639008752937072324e-28 -2.230520094436325590e-28 -6.281645965780116550e-11
1.812500000000000000e+03 -6.606856988583627365e-28 -3.998588434103427024e-26 -6.287808053812567903e-11
1.822916666999999961e+03 5.689237962391327829e-29 -7.060019615364523578e-27 -6.293522393332068686e-11
1.833333333000000039e+03 -1.787239518706571446e-28 2.908104100592398144e-26 -6.296485324488780096e-11
1.843750000000000000e+03 -4.761736885148018551e-28 2.643406304575485417e-26 -6.295001553489721101e-11
1.854166666999999961e+03 -4.476569126238890308e-28 -5.171136142987402402e-27 -6.288431481020663631e-11
1.864583333000000039e+03 1.221139165624947306e-28 1.823958396970044170e-26 -6.277553785783157447e-11
1.875000000000000000e+03 -9.811464972362480272e-29 5.366010189719235606e-26 -6.263814072756112074e-11
1.885416666999999961e+03 -1.188669569313512158e-28 -7.868653735676548141e-27 -6.248867541738135237e-11
1.895833333000000039e+03 -4.557037256228106901e-28 -1.161140998527762781e-26 -6.233480041770804823e-11
1.906250000000000000e+03 -3.416366220592409596e-28 1.207561227480486051e-25 -6.218681642802235047e-11
1.916666666999999961e+03 6.930141230118797517e-28 -1.386801869448918578e-25 -6.205658424168194380e-11
1.927083333000000039e+03 -2.135864162580645483e-27 -4.083207025534059459e-26 -6.198048290961523117e-11
1.937500000000000000e+03 1.439956010332341407e-29 6.413733476609698924e-27 -6.199806620761949103e-11
1.947916666999999961e+03 -3.069788573007394672e-28 -5.065426431170059069e-26 -6.218096669721553342e-11
1.958333333000000039e+03 -2.434443276487791027e-27 3.849680041976060260e-26 -6.259039094467315878e-11
1.968750000000000000e+03 -2.585850415809550829e-27 8.325917413644191943e-26 -6.336211147904038930e-11
1.979166666999999961e+03 9.031665265296135482e-28 -6.690639134978694789e-26 -6.504773035806830772e-11
1.989583333000000039e+03 9.828961496678964816e-27 9.599791438843395753e-26 -6.707658320254498388e-11
2.000000000000000000e+03 8.950248634871296060e-28 -1.519291233754492668e-25 -5.391790424566813584e-11
