# f, Suu, Svv, Sww
0.000000000000000000e+00 1.357877950080814244e+00 2.463833682693192251e-01 1.720739734033094673e-02
2.499687539057617557e-04 4.052510700910758601e+01 1.296212153661109134e+01 4.038748132114691192e-01
4.999375078115235113e-04 8.291597295330470274e+01 4.069688315156341218e+01 2.469618960724811185e-01
7.499062617172853754e-04 9.335118171990291103e+01 7.722605635276121916e+01 3.599078926865581507e-01
9.998750156230470226e-04 3.038099182777171592e+01 1.542482083571140627e+01 4.693314506855228441e-01
1.249843769528808995e-03 5.106384051190057960e+01 2.053444078441038556e+01 4.191393309344542129e-01
1.499812523434570751e-03 3.448396832607457441e+01 8.556410508337668475e+00 3.924256554938113095e-01
1.749781277340332506e-03 3.400079235549706169e+01 9.432091845173308897e+00 3.777636768695680214e-01
1.999750031246094045e-03 4.430451245524975690e+01 8.503193309002661238e+00 3.552898707035343495e-01
2.249718785151856235e-03 2.745557858399941153e+01 7.330483581497434287e+00 3.615629079217939079e-01
2.499687539057617990e-03 3.731583041775159870e+01 1.026864841582761301e+01 3.116349637558460950e-01
2.749656292963379746e-03 3.357433478992495424e+01 8.766210125306509227e+00 4.987888288945321325e-01
2.999625046869141502e-03 2.390415816673381855e+01 6.739586441014663087e+00 5.218398347885843114e-01
3.249593800774903257e-03 2.097509730934964267e+01 3.673010648455468985e+00 3.690032281823749649e-01
3.499562554680665013e-03 1.961192914084143624e+01 5.253292160839783342e+00 2.940391249657987038e-01
3.749531308586426769e-03 1.766726977129038545e+01 5.853438985528457650e+00 4.675923879928829408e-01
3.999500062492188091e-03 2.328534451583173848e+01 3.278344212381129719e+00 4.325871717213628509e-01
4.249468816397950280e-03 3.145495754501684615e+01 5.258774362849274020e+00 5.500219047995309474e-01
4.499437570303712469e-03 1.117255530783279838e+01 3.732389423874876044e+00 2.340990743143570585e-01
4.749406324209473791e-03 1.721928905081610139e+01 6.385440926716942300e+00 4.495084673633453765e-01
4.999375078115235981e-03 1.741211866428538357e+01 4.328913844580352333e+00 3.933389372870387257e-01
5.249343832020997302e-03 1.611764539452189737e+01 3.969670246909487332e+00 3.857000606073733850e-01
5.499312585926759492e-03 1.496686547703099102e+01 3.778411938968547545e+00 3.343625224435563537e-01
5.749281339832520814e-03 1.338406037161153783e+01 2.816617065760678607e+00 3.651026085499583518e-01
5.999250093738283003e-03 1.104811835427763000e+01 2.772150414381453487e+00 3.135669133250710283e-01
6.249218847644044325e-03 2.016114968735750779e+01 3.759993318663392259e+00 5.677533876736481355e-01
6.499187601549806514e-03 1.512044333102288540e+01 3.505701989656126560e+00 4.364047993717822815e-01
6.749156355455567836e-03 1.694970146837529512e+01 4.685197255520957782e+00 3.168043774272468194e-01
6.999125109361330026e-03 1.486653847179780641e+01 4.208459585971592531e+00 4.864554568564570802e-01
7.249093863267091348e-03 1.720919935367726694e+01 3.510270615166545483e+00 3.947959962175136006e-01
7.499062617172853537e-03 9.108558746931935346e+00 2.503691958927945826e+00 4.848468777465890778e-01
7.749031371078614859e-03 1.040517407633229219e+01 4.257153305500747109e+00 3.762454039694473895e-01
7.999000124984376181e-03 1.238017957011110859e+01 2.774388953303141836e+00 3.595119758325334147e-01
8.248968878890138370e-03 9.098091342587981245e+00 2.852797870882939346e+00 3.682129519206223667e-01
8.498937632795900560e-03 1.059439637234729226e+01 1.932678815199479594e+00 3.810419919593632798e-01
8.748906386701662749e-03 8.855995935036068190e+00 2.279268547100428588e+00 2.669783501875216958e-01
8.998875140607424938e-03 1.106306675518887062e+01 2.013423137043290900e+00 2.800736355994726257e-01
9.248843894513185393e-03 1.623539140926219204e+01 3.001861343442319363e+00 3.125072081193013829e-01
9.498812648418947582e-03 1.198496665872484890e+01 2.683455299712377062e+00 6.251781940935405846e-01
9.748781402324709772e-03 9.089999808770652834e+00 2.152749582924966987e+00 2.625037411953956012e-01
9.998750156230471961e-03 1.087592665105994172e+01 3.033275049696976033e+00 3.404866289634060905e-01
1.024871891013623242e-02 9.787407625561261426e+00 3.511655884898563507e+00 5.130697420174783474e-01
1.049868766404199460e-02 1.194577348058320432e+01 2.541326579394157292e+00 3.914654968849016203e-01
1.074865641794775679e-02 8.630806782389543130e+00 2.716173866976882678e+00 4.481699315681308970e-01
1.099862517185351898e-02 1.045740176299035085e+01 3.098856092459486788e+00 5.496319493768890840e-01
1.124859392575927944e-02 9.422420293978891692e+00 1.906249366161638648e+00 3.301364786082642833e-01
1.149856267966504163e-02 5.958268764697296049e+00 2.576514321835246424e+00 2.978927264355274995e-01
1.174853143357080382e-02 9.497469804212347100e+00 2.843067537583043425e+00 2.922357666406876775e-01
1.199850018747656601e-02 8.009359719300070068e+00 3.256893675984829262e+00 3.707455476886600820e-01
1.224846894138232646e-02 9.849357074937437062e+00 3.847699799597972703e+00 3.730259949625571725e-01
1.249843769528808865e-02 6.971788280480206268e+00 3.063155861786812650e+00 2.618705056042015533e-01
1.274840644919385084e-02 1.306668372005858991e+01 2.665871621686677351e+00 4.571364891552610055e-01
1.299837520309961303e-02 1.040685096316914482e+01 2.257287291409494578e+00 3.038606707323808775e-01
1.324834395700537348e-02 9.585758044613445605e+00 2.196786402676160321e+00 3.583256878684188407e-01
1.349831271091113567e-02 7.900139841434389076e+00 2.676796515670698984e+00 2.879180693762571908e-01
1.374828146481689786e-02 7.914735051936746757e+00 3.097192479145058464e+00 3.712465693273919731e-01
1.399825021872266005e-02 9.113518599715238366e+00 2.235086654706220699e+00 6.807390350208386565e-01
1.424821897262842224e-02 7.123054508059082579e+00 3.109536636577234336e+00 2.912329092357198168e-01
1.449818772653418270e-02 7.980514961709809008e+00 2.012805252799767075e+00 2.899479169241235832e-01
1.474815648043994488e-02 7.215264700230055617e+00 2.961827448653884698e+00 3.382542768219451990e-01
1.499812523434570707e-02 7.684112824384644824e+00 2.048777734143442331e+00 3.493989038507285816e-01
1.524809398825146926e-02 5.460412632321419046e+00 2.115283393518667676e+00 4.160314400748011399e-01
1.549806274215722972e-02 5.363024399314330282e+00 2.767181051320312779e+00 2.923411393188725116e-01
1.574803149606299191e-02 8.997328630344213707e+00 3.290917031554153382e+00 4.573012207621953706e-01
1.599800024996875236e-02 6.310202571828094520e+00 3.529684210452994186e+00 3.887768210536787228e-01
1.624796900387451629e-02 9.831213834869195978e+00 2.658954156854601347e+00 2.724455154844127036e-01
1.649793775778027674e-02 6.405253808773254676e+00 3.151267998331797493e+00 3.807132593452861591e-01
1.674790651168604066e-02 5.977128452072545173e+00 2.737877572707943408e+00 4.368060664481913657e-01
1.699787526559180112e-02 6.026402088032769555e+00 2.742053341872916050e+00 4.135366410276015703e-01
1.724784401949756157e-02 9.298762185376874712e+00 2.772328968832067808e+00 2.081798539597788100e-01
1.749781277340332550e-02 7.789153018964581676e+00 3.078349434463675482e+00 4.526068229320617253e-01
1.774778152730908595e-02 9.717419345975944367e+00 2.354084257538389124e+00 4.300692618368217590e-01
1.799775028121484988e-02 8.319931087809939285e+00 3.477716630304988232e+00 3.408251944596330518e-01
1.824771903512061033e-02 7.053545460571651660e+00 2.658440815860682260e+00 2.740540713721055233e-01
1.849768778902637079e-02 4.985646149933066873e+00 3.714060240638020538e+00 2.799133330247244866e-01
1.874765654293213471e-02 6.583552395232874943e+00 1.843552563161535263e+00 2.582579310134462403e-01
1.899762529683789516e-02 8.517497800257720186e+00 1.916403825740238043e+00 1.452023210849066881e-01
1.924759405074365562e-02 6.345942707574412367e+00 2.201100856076546819e+00 3.244000820714317834e-01
1.949756280464941954e-02 7.841029390262075793e+00 2.886356079898991123e+00 3.968187102366927399e-01
1.974753155855518000e-02 6.380849243650899894e+00 2.389274679261746304e+00 3.175897336584801445e-01
1.999750031246094392e-02 4.265089195152494739e+00 2.565819521615314347e+00 3.515951653755875483e-01
2.024746906636670438e-02 5.470243493664238343e+00 3.316612439684990754e+00 3.168142325582295471e-01
2.049743782027246483e-02 4.870038987889302895e+00 2.738799591605568295e+00 3.005307243939672190e-01
2.074740657417822876e-02 7.704892875818901032e+00 2.164677572471549016e+00 3.584548505440230404e-01
2.099737532808398921e-02 6.009125018433255860e+00 2.950471495494139340e+00 2.907476483762725383e-01
2.124734408198974966e-02 4.528784265935025921e+00 2.261086805662089638e+00 4.719882060678197155e-01
2.149731283589551359e-02 4.349070238251965037e+00 2.117483719537246234e+00 3.395980392619401544e-01
2.174728158980127404e-02 5.031754731232644495e+00 2.277484806126105710e+00 3.646839743851053584e-01
2.199725034370703797e-02 6.531449097823464278e+00 2.200924709217153108e+00 4.932227933328131586e-01
2.224721909761279842e-02 6.155096397295070965e+00 2.503083239765645729e+00 3.510436674480347796e-01
2.249718785151855888e-02 4.866267571182643081e+00 2.618712472261766067e+00 3.523540305944569684e-01
2.274715660542432280e-02 4.227856047546008966e+00 2.093893716941696237e+00 3.714399460709276735e-01
2.299712535933008326e-02 4.887314916035559342e+00 2.948518748548442758e+00 2.935600868031677524e-01
2.324709411323584718e-02 9.027706783223802489e+00 2.443312741285479373e+00 6.340772331811996843e-01
2.349706286714160763e-02 5.076856342442497727e+00 2.070311387251699831e+00 5.311117685870040406e-01
2.374703162104736809e-02 4.264974698361971406e+00 2.607848582070669163e+00 2.758159369510315151e-01
2.399700037495313201e-02 4.497901228779380034e+00 1.433990876878881826e+00 3.376913786185044009e-01
2.424696912885889247e-02 6.155777481025154430e+00 1.938188112872420099e+00 3.194559765797251871e-01
2.449693788276465292e-02 6.418970271502272062e+00 1.927958303147588204e+00 5.183409506563125824e-01
2.474690663667041685e-02 4.717360889395879830e+00 2.712073939418894852e+00 5.131221931703158212e-01
2.499687539057617730e-02 6.452972572801924045e+00 2.602832262228263804e+00 3.404231312639299789e-01
2.524684414448194122e-02 6.771727579076328496e+00 1.352450727382134010e+00 1.888396058971884561e-01
2.549681289838770168e-02 3.984820184850959457e+00 2.371939651175223318e+00 3.697987751328041806e-01
2.574678165229346213e-02 6.626791495944501342e+00 2.367031640235774503e+00 2.927982668673364541e-01
2.599675040619922606e-02 3.812107052083375081e+00 2.382031198211725265e+00 2.026969423654774727e-01
2.624671916010498651e-02 5.056753329390224927e+00 1.681413919351147479e+00 4.510348318388539557e-01
2.649668791401074697e-02 5.632682266582142105e+00 1.749170163690513924e+00 3.939370291052686768e-01
2.674665666791651089e-02 5.077989436256354239e+00 1.750751708062830758e+00 2.571347674067435141e-01
2.699662542182227135e-02 4.474239099981749845e+00 2.658138566450514162e+00 3.775931799585835469e-01
2.724659417572803527e-02 5.033637432735700301e+00 1.406708431558294059e+00 3.842024312436022049e-01
2.749656292963379572e-02 6.554049503212890038e+00 2.076097482373039593e+00 3.192917255262623377e-01
2.774653168353955618e-02 4.334576510704208019e+00 2.028852813866656390e+00 4.319096318136757540e-01
2.799650043744532010e-02 4.888810110800589470e+00 1.438568023798430184e+00 3.001370561898121236e-01
2.824646919135108056e-02 5.273534371992649739e+00 2.776819113338125700e+00 4.902514990675574946e-01
2.849643794525684448e-02 4.912035930613351198e+00 1.566180856365085639e+00 3.946086422706585051e-01
2.874640669916260494e-02 5.150211414288076384e+00 1.871996892615745312e+00 4.033588653926269973e-01
2.899637545306836539e-02 4.434392801378589155e+00 3.524737264681121029e+00 2.269210055367157641e-01
2.924634420697412932e-02 3.688036428464287475e+00 2.173581224727838102e+00 3.168348479761978753e-01
2.949631296087988977e-02 5.101865220957861879e+00 2.665624474652711573e+00 3.727488370685028696e-01
2.974628171478565022e-02 3.932254170570324447e+00 1.541803637969282770e+00 3.503253371332405997e-01
2.999625046869141415e-02 6.323734880140873926e+00 1.164648234208462307e+00 4.025804267450671103e-01
3.024621922259717460e-02 4.014286391489132022e+00 2.398076998256049919e+00 3.423482220002889154e-01
3.049618797650293853e-02 4.520401485748426040e+00 1.527202639596668909e+00 3.502341603000637127e-01
3.074615673040869898e-02 3.816285685463058464e+00 9.726141547063937853e-01 2.403608136263178929e-01
3.099612548431445944e-02 2.748928050646840759e+00 2.340085647376240363e+00 3.701458903627483088e-01
3.124609423822022336e-02 6.208757289006329394e+00 1.274369968424958977e+00 3.943368815608164768e-01
3.149606299212598381e-02 5.021133123672091969e+00 1.714957684930307202e+00 4.459054439915220436e-01
3.174603174603174427e-02 2.270349840183156775e+00 2.804471558220482663e+00 3.120087985976232603e-01
3.199600049993750472e-02 4.857431911828457238e+00 2.443498814626008819e+00 5.124329352177932062e-01
3.224596925384327212e-02 6.946406567936435295e+00 1.945903169449716641e+00 4.580726218908009462e-01
3.249593800774903257e-02 6.555353935788352793e+00 1.703155469624068941e+00 6.055964432047620249e-01
3.274590676165479303e-02 3.837010915835035618e+00 1.035354231457079832e+00 3.827123093654757890e-01
3.299587551556055348e-02 2.209894847609033874e+00 2.557798992353637502e+00 3.984772803233227467e-01
3.324584426946631394e-02 3.958123921231606612e+00 1.878050404689621589e+00 3.018318917483490682e-01
3.349581302337208133e-02 3.805813737953290588e+00 1.474010305293561141e+00 3.193743402655707109e-01
3.374578177727784178e-02 3.430213996554106526e+00 1.907649421641405940e+00 2.967772316596736237e-01
3.399575053118360224e-02 4.882818813909214128e+00 1.748846113370981392e+00 2.461762663904704107e-01
3.424571928508936269e-02 3.109343038621299016e+00 1.785317488503778360e+00 3.961328708365388640e-01
3.449568803899512315e-02 3.752333625824084251e+00 1.896889837178225235e+00 3.165505323032182794e-01
3.474565679290089054e-02 2.353928279877251395e+00 1.356373786805808335e+00 2.050823473328796664e-01
3.499562554680665100e-02 2.770308593558035604e+00 2.065683923125082089e+00 4.545485124261351428e-01
3.524559430071241145e-02 3.230193206183562538e+00 2.024114679883005863e+00 2.260706141824493920e-01
3.549556305461817191e-02 3.795657760412013637e+00 2.077682315950696079e+00 3.992257400226307817e-01
3.574553180852393236e-02 4.748797819698467038e+00 1.219443895415513346e+00 5.170079831615723709e-01
3.599550056242969975e-02 3.976469611023680351e+00 2.270430233907614337e+00 4.346527166103332784e-01
3.624546931633546021e-02 3.182485512872896383e+00 1.247609973218849255e+00 2.948909102092345247e-01
3.649543807024122066e-02 3.658886479114093149e+00 1.629252409407019320e+00 3.998716153544287777e-01
3.674540682414698112e-02 3.087185288051053078e+00 2.197398213350528984e+00 4.231455271339691904e-01
3.699537557805274157e-02 1.470196572667761492e+00 1.332855942839688446e+00 3.388576570079451233e-01
3.724534433195850203e-02 3.806609481997143440e+00 1.377376177148549097e+00 4.067640911949592653e-01
3.749531308586426942e-02 3.597656527941640814e+00 1.454117483262106880e+00 2.788014157241666680e-01
3.774528183977002987e-02 4.240194886411364550e+00 1.340689447626827402e+00 3.847046793259251696e-01
3.799525059367579033e-02 3.585903441542180659e+00 1.896193527820263292e+00 6.807824170852376788e-01
3.824521934758155078e-02 2.410894037357840247e+00 1.455803694417054261e+00 5.677933703159044887e-01
3.849518810148731124e-02 2.496251679146943570e+00 1.843762550726172567e+00 3.911711708287829437e-01
3.874515685539307863e-02 3.833849871143329757e+00 1.506287424064802538e+00 2.537463138058781431e-01
3.899512560929883909e-02 2.930636164535577404e+00 2.549702379078782055e+00 2.786038882077480072e-01
3.924509436320459954e-02 3.110418296490411461e+00 1.884943999074746301e+00 2.626605189565542897e-01
3.949506311711036000e-02 5.196068077543831265e+00 2.018838730066622400e+00 5.283434312075074857e-01
3.974503187101612045e-02 3.436368822700464065e+00 1.508735558253661235e+00 2.368988600065708439e-01
3.999500062492188784e-02 2.678633271824777395e+00 1.998402775476783688e+00 2.942455706221132061e-01
4.024496937882764830e-02 2.328560186875486604e+00 1.563399732879378723e+00 4.452721031436088217e-01
4.049493813273340875e-02 2.506273176395768409e+00 2.305592362515713312e+00 3.711179717222815033e-01
4.074490688663916921e-02 2.597232675553349246e+00 2.283024048517254379e+00 3.658444275940312962e-01
4.099487564054492966e-02 2.608675725413420743e+00 1.169020949785697150e+00 2.894446790739991782e-01
4.124484439445069706e-02 2.265039980026716027e+00 1.242334778903406267e+00 3.983839110870885936e-01
4.149481314835645751e-02 2.428413861701854692e+00 1.323961197541003942e+00 4.560538355790626497e-01
4.174478190226221797e-02 2.501967148640492855e+00 1.455417965314332207e+00 3.250182379662513443e-01
4.199475065616797842e-02 3.036928263877389345e+00 1.473167464403721150e+00 3.905940311070946747e-01
4.224471941007373887e-02 2.357362410304616240e+00 2.063748736202144940e+00 3.185116747468507148e-01
4.249468816397949933e-02 3.722145092413441603e+00 1.004072977924328036e+00 2.576629259090729152e-01
4.274465691788526672e-02 1.962834808777134565e+00 1.317787529558032800e+00 5.844949293995292949e-01
4.299462567179102718e-02 3.265179013960362031e+00 1.200376940282352090e+00 5.545314052750489608e-01
4.324459442569678763e-02 2.723182545266002119e+00 1.613327585276656650e+00 2.702194619127135655e-01
4.349456317960254809e-02 1.874918117932491857e+00 1.995354205043966545e+00 3.223338380409039861e-01
4.374453193350830854e-02 2.917165421108388390e+00 1.229667854983375053e+00 3.919242968044411857e-01
4.399450068741407593e-02 2.884208110189421248e+00 1.601675697694347589e+00 4.791381699279864681e-01
4.424446944131983639e-02 3.013803671137295748e+00 1.062970922965801313e+00 3.990563090740396057e-01
4.449443819522559684e-02 2.611285774271972837e+00 1.260050492658192800e+00 3.618086070897856832e-01
4.474440694913135730e-02 2.515583096461347701e+00 6.080981629470334493e-01 3.833845982300678745e-01
4.499437570303711775e-02 3.209247381667521992e+00 1.737342045842193095e+00 3.090393730736278322e-01
4.524434445694288515e-02 2.193973307763025460e+00 1.518369098053262922e+00 2.906981713869495332e-01
4.549431321084864560e-02 3.322502789070557849e+00 1.891076012811367058e+00 3.391647429949372627e-01
4.574428196475440606e-02 2.004414612609182633e+00 1.112802083461250202e+00 5.049065601084272714e-01
4.599425071866016651e-02 1.877090562587768963e+00 1.323901213850956715e+00 5.117776337605743908e-01
4.624421947256592696e-02 2.565724649508702715e+00 9.964576320327203085e-01 1.930926368832635298e-01
4.649418822647169436e-02 3.560947303097532046e+00 1.305636939908240146e+00 4.358890191189509489e-01
4.674415698037745481e-02 1.806164693043820213e+00 1.404028172271268637e+00 2.467280418459217584e-01
4.699412573428321527e-02 1.685211929010779652e+00 1.435319198333675494e+00 3.601017035909499509e-01
4.724409448818897572e-02 2.517810081247975784e+00 1.635842559019634157e+00 3.397668315949197715e-01
4.749406324209473618e-02 1.990620210474492335e+00 1.865944884954302552e+00 2.862872815201609189e-01
4.774403199600049663e-02 1.890303555912667299e+00 1.888305617079697463e+00 3.152071780534667078e-01
4.799400074990626403e-02 2.190092082042706334e+00 1.684448445637574787e+00 4.224130338810666019e-01
4.824396950381202448e-02 1.820058589820394257e+00 1.785875157973233041e+00 3.847954484624291349e-01
