# f, Suu, Svv, Sww
0.000000000000000000e+00 1.641770423804829182e+00 1.072164933444537394e-01 4.929136214528433840e-02
2.499687539057617557e-04 4.873585772283419715e+01 1.186323916496401054e+01 2.030260108760333360e+00
4.999375078115235113e-04 1.133614320967511304e+02 5.734332543713929198e+01 2.353252687377955343e+00
7.499062617172853754e-04 1.548264977900121551e+02 1.000503524979415033e+02 2.437048968659228265e+00
9.998750156230470226e-04 3.414861291635625662e+01 1.325631241770227575e+01 1.168518662230803251e+00
1.249843769528808995e-03 7.813489626393260323e+01 2.211327152678246222e+01 2.650083044956597078e+00
1.499812523434570751e-03 3.184024334317907190e+01 6.524521667267086933e+00 1.333882644729496691e+00
1.749781277340332506e-03 3.609210465234245646e+01 6.389811620200198661e+00 1.918304652997018245e+00
1.999750031246094045e-03 6.171593766259908875e+01 1.043773455227600699e+01 2.041230349396077060e+00
2.249718785151856235e-03 1.579337890016837243e+01 8.621953470501589223e+00 1.820995632953883669e+00
2.499687539057617990e-03 2.795521400985471416e+01 7.249173594255198694e+00 1.517516512289337260e+00
2.749656292963379746e-03 2.005605836709398204e+01 7.337809927056737180e+00 1.644206130644098707e+00
2.999625046869141502e-03 1.316583276558993632e+01 5.276767288767559627e+00 1.223907099650902719e+00
3.249593800774903257e-03 1.344101319083573109e+01 3.193690851640196282e+00 9.845981909604790694e-01
3.499562554680665013e-03 1.205651441274179803e+01 3.696980926174579185e+00 1.274501309607561694e+00
3.749531308586426769e-03 8.246050085515435057e+00 4.034139166607535465e+00 1.450110879013918996e+00
3.999500062492188091e-03 9.228067624101649713e+00 4.378356553842788657e+00 1.375127107254864978e+00
4.249468816397950280e-03 1.108608819707290394e+01 4.418027234691601635e+00 1.283804300224493655e+00
4.499437570303712469e-03 1.090925763134720583e+01 3.156209408958774887e+00 1.276611990513836004e+00
4.749406324209473791e-03 1.097948059238209240e+01 3.468046035440297103e+00 1.790654849555192385e+00
4.999375078115235981e-03 1.232410034024465517e+01 3.649351109229627355e+00 9.882190652348481485e-01
5.249343832020997302e-03 1.031776000014397532e+01 3.052024552682441882e+00 1.821475136377959103e+00
5.499312585926759492e-03 1.040361838641650039e+01 2.976784014531991485e+00 1.198499704500271434e+00
5.749281339832520814e-03 8.878348299887409922e+00 2.517128218892838110e+00 1.614439575893314327e+00
5.999250093738283003e-03 5.186343442339290455e+00 2.655188629624098517e+00 1.097983752237956967e+00
6.249218847644044325e-03 7.715573817274381518e+00 3.252882756317866608e+00 1.392242744007466948e+00
6.499187601549806514e-03 7.379052001765812108e+00 2.765668326245785735e+00 1.280584495558986680e+00
6.749156355455567836e-03 1.214741544766065573e+01 3.661618237055806802e+00 1.348240583307441343e+00
6.999125109361330026e-03 5.931158587874609367e+00 3.743751756999342373e+00 1.304283058301369369e+00
7.249093863267091348e-03 7.250276941248586127e+00 1.977636947182383809e+00 9.914333355629533218e-01
7.499062617172853537e-03 5.857409695168860786e+00 1.838988921863076165e+00 1.313873202309535415e+00
7.749031371078614859e-03 4.716015666064203415e+00 3.596777567211021598e+00 7.344409647434240185e-01
