# z uu uv uw vv vw ww TKE
4.000000000000000000e+01 2.780546399725813411e-01 1.376741229859965165e-01 4.401965745666256910e-03 9.271262587281570156e-01 8.222889482364341765e-03 1.252984987291921350e-02 4.685172397856945947e-01
1.200000000000000000e+02 2.330873932582440966e-01 -1.068358071263874991e-02 1.438194961967669168e-02 3.064185071048088349e-01 -5.596291503330567962e-03 4.266953390303867416e-02 7.502136175788283456e-02
2.000000000000000000e+02 1.240949255224261943e-01 -2.619741759468525479e-03 1.615930850550440293e-02 2.825257111412048938e-01 -1.689358404883092510e-02 5.303621913971123120e-02 4.901658426844776595e-02
2.800000000000000000e+02 2.693077199306999070e-01 -6.418365794469269026e-02 -6.559085865477007858e-03 3.748912523199763869e-01 3.481915302958156488e-02 5.916759377453429530e-02 1.082854516166903980e-01
3.600000000000000000e+02 2.557241162844106630e-01 1.980444255440351117e-02 3.164705864771692051e-02 6.588279017112682601e-01 3.109378249116257625e-02 6.692380384761383028e-02 2.519639116220745989e-01
4.400000000000000000e+02 3.107216479355047190e-01 7.249779411607042146e-02 5.280771823175925417e-02 6.113877204541960930e-01 -1.612307523766746270e-02 7.467904373235552395e-02 2.379599233953565152e-01
5.200000000000000000e+02 3.518356720178744679e-01 -5.384075052453463073e-02 6.735230670803683817e-02 4.716024199760419644e-01 -4.401584487077972452e-02 1.094464732071144530e-01 1.790878565645020182e-01
6.000000000000000000e+02 3.395855647038842906e-01 -1.663371544455830714e-02 8.861305288692543358e-02 4.743393015935598589e-01 -6.625401028205241127e-02 1.323723899227824408e-01 1.789192892026956472e-01
6.800000000000000000e+02 2.551142008594405319e-01 3.022725712940524043e-02 6.787435447214516804e-02 3.349042981294044763e-01 -4.135018843218587342e-02 1.268161400331871136e-01 9.666323887930847181e-02
7.600000000000000000e+02 1.740089065548422465e-01 3.114181688834343625e-02 2.817708333214598987e-02 3.009604829939883652e-01 -2.832734630480154489e-02 1.284430934149166648e-01 6.867697006518978797e-02
8.400000000000000000e+02 1.848013971065612104e-01 6.790653726051243400e-02 7.632378694968107793e-03 2.989454673841784871e-01 -1.493468632657315651e-02 1.366870713349470634e-01 7.110165215610338152e-02
9.200000000000000000e+02 2.240816467373065168e-01 4.640335307727361247e-02 1.285059532893242755e-02 1.968446047003855337e-01 8.121916227183263162e-04 1.300133751560726691e-01 5.293193026181388511e-02
1.000000000000000000e+03 1.892705748457775838e-01 4.076630952559747584e-03 -4.942564222263512268e-03 1.023650291910556537e-01 -1.852869549432632421e-02 1.122077620847294344e-01 2.944626578790000490e-02
1.080000000000000000e+03 7.183445009557053174e-02 -5.041237991427247218e-03 1.167072995279367156e-02 7.750033795176630713e-02 -2.188056716190782749e-02 9.969549332552052334e-02 1.055284099629495362e-02
1.160000000000000000e+03 5.207871998257558588e-02 -1.489468254037842367e-02 2.087353310336105897e-02 4.811772450153853353e-02 -2.483660082844346695e-02 9.348041105139712204e-02 6.883047868283824824e-03
1.240000000000000000e+03 5.595207426616409518e-02 -1.039321852636654157e-02 1.961151581719492928e-02 4.214527930402153094e-02 -1.760372212746144638e-02 8.847928494120464726e-02 6.367721523003605499e-03
1.320000000000000000e+03 6.130985155731184105e-02 -1.049798600883562749e-02 8.722941053879695525e-03 4.069002760281742459e-02 -2.080667143771932487e-02 8.499080636506126107e-02 6.319006705440497959e-03
1.400000000000000000e+03 7.114401187614667610e-02 -1.246778014049475594e-02 6.287059403480590308e-03 2.561499310145576996e-02 -1.933798013688524386e-02 8.335220441895255239e-02 6.332594139459890234e-03
1.480000000000000000e+03 7.150509165013628488e-02 -2.102895541542603754e-03 -5.672138637779079728e-03 3.766880807641808521e-02 -2.758800643812608228e-02 8.358358304002608263e-02 6.759066293800673232e-03
1.560000000000000000e+03 4.997562239760788144e-02 1.424815895114787696e-03 -1.798177171928967699e-02 4.001764692528703149e-02 -2.911002866232213770e-02 8.447869110617298172e-02 5.617812075238705696e-03
1.640000000000000000e+03 4.589738151010133022e-02 1.009980841941887034e-03 -2.548433933431431056e-02 3.580064720559089642e-02 -1.687379722601485901e-02 8.372549173757445895e-02 5.199106968260812020e-03
1.720000000000000000e+03 4.950519920475777297e-02 -3.135405772748891748e-03 -3.009227215259443686e-02 3.516078168818108363e-02 -7.004673093112034031e-03 8.208030474730179660e-02 5.212110872318306831e-03
1.800000000000000000e+03 7.213391027035374881e-02 -2.626396781875484088e-02 -3.196338283862764501e-02 6.912491703121960429e-02 1.099922983104899060e-03 7.847775709000373578e-02 8.070156761671035475e-03
1.880000000000000000e+03 7.065104875223716940e-02 -4.050062302054886765e-02 -2.803381056104314178e-02 1.252199453415221986e-01 6.273680518838167970e-03 7.352301101932096072e-02 1.303861927523599501e-02
1.960000000000000000e+03 6.705989850848219358e-02 -5.799411886472177063e-02 -2.186297435973130754e-02 1.798368972733919435e-01 6.480773625998931947e-03 6.724396545145967796e-02 2.068004524926278162e-02
2.040000000000000000e+03 8.315876256819713930e-02 -7.651066845640194791e-02 -1.483461769003038312e-02 2.215082829483138449e-01 3.385225100537458086e-03 6.041833126366884243e-02 2.981583697963523932e-02
2.120000000000000000e+03 8.004381942495668312e-02 -8.236649797320079458e-02 -1.142533943785254899e-02 2.595794049357748046e-01 3.212280347885012547e-03 5.362031686971011069e-02 3.833180943807706909e-02
2.200000000000000000e+03 5.088154992486861733e-02 -6.873604615043127364e-02 -1.026951010129312399e-02 2.830699733300771626e-01 2.820044646459187246e-03 4.517829022080776386e-02 4.237930991556151938e-02
2.280000000000000000e+03 5.325035365790854736e-02 -4.877136796626270476e-02 -5.693323484688568061e-03 2.747258610438588766e-01 2.955987876198467278e-03 3.399815737737541671e-02 3.973288679801939560e-02
2.360000000000000000e+03 8.849877517130490256e-02 -4.415360520227789437e-02 1.101510577323412373e-03 2.487048942927094219e-01 5.404073836688879327e-03 2.234594503698513965e-02 3.509274945578245292e-02
2.440000000000000000e+03 9.310984978097235076e-02 -3.856457749733908924e-02 3.133865683250026436e-03 2.701776885639188830e-01 4.162184621511895964e-03 1.168582516329209550e-02 4.090099301686211247e-02
2.520000000000000000e+03 1.471866633461942075e-01 6.117850138643537994e-02 1.919763854139176816e-03 3.648655419795365229e-01 -4.105205167877859517e-04 1.932762538083601959e-03 7.739725658101773154e-02
