# z u v w uhoriz
4.000000000000000000e+01 1.556493946713840559e+00 -7.724726486861558605e+00 3.238815923421522083e-10 7.879979232395053934e+00
1.200000000000000000e+02 -2.522919905691932418e-02 -9.639879443512077373e+00 -1.479874873475790197e-10 9.639912458001461459e+00
2.000000000000000000e+02 -1.465999844012727316e+00 -8.859328876160747157e+00 1.070222979051369928e-10 8.979803097987227645e+00
2.800000000000000000e+02 -1.951575169597280945e+00 -8.191816467414790637e+00 6.917538827109413712e-12 8.421074912289808978e+00
3.600000000000000000e+02 -1.876055160751818107e+00 -8.255820775379117293e+00 2.877584686737192197e-11 8.466295508743183262e+00
4.400000000000000000e+02 -1.456592534426520702e+00 -8.633809709664641119e+00 2.695793630412598419e-11 8.755817032924255727e+00
5.200000000000000000e+02 -1.082734351584025090e+00 -8.583221107646540560e+00 2.473078043208289435e-11 8.651242584672399261e+00
6.000000000000000000e+02 -9.051838434739484240e-01 -7.988178497049806204e+00 2.030358375639437064e-11 8.039300559825784731e+00
6.800000000000000000e+02 -8.557323374580709796e-01 -7.157544859657616776e+00 2.439162074216686077e-11 7.208517618164127505e+00
7.600000000000000000e+02 -8.090444927213232829e-01 -6.413258913410197160e+00 1.124991694568149404e-11 6.464088712389244762e+00
8.400000000000000000e+02 -7.195265003758923861e-01 -5.900234071624995913e+00 2.158361940527913466e-11 5.943944858821256894e+00
9.200000000000000000e+02 -5.755422018422393649e-01 -5.576181597870461637e+00 1.332175503467891783e-11 5.605805030370802022e+00
1.000000000000000000e+03 -4.233112853920316665e-01 -5.273290042547347234e+00 1.778431405718646407e-11 5.290253332040844469e+00
1.080000000000000000e+03 -2.743027853932830107e-01 -4.972488117731816537e+00 1.384847269827146697e-11 4.980048202483447817e+00
1.160000000000000000e+03 -1.438530459539279216e-01 -4.706152563858043258e+00 1.719955739104774652e-11 4.708350629799978648e+00
1.240000000000000000e+03 -1.117733555337072499e-01 -4.610832062644540486e+00 1.369300048979151385e-11 4.612186638994368870e+00
1.320000000000000000e+03 -8.002245876687741344e-02 -4.515416238364100998e+00 1.771518516896665266e-11 4.516125263939133383e+00
1.400000000000000000e+03 -4.622497038560628019e-02 -4.419941006109914028e+00 1.377818713498728606e-11 4.420182716288894476e+00
1.480000000000000000e+03 -9.517997818641238178e-04 -4.372088534854860598e+00 1.587044889445559886e-11 4.372088638457841903e+00
1.560000000000000000e+03 4.508317108044084670e-02 -4.323841178590821954e+00 1.393361849861447782e-11 4.324076205386803373e+00
1.640000000000000000e+03 9.110284810785594656e-02 -4.275141417672443822e+00 1.529619427052413148e-11 4.276112003915673476e+00
1.720000000000000000e+03 8.805922399533602785e-02 -4.202890403244749606e+00 1.526203188800531973e-11 4.203812813222952194e+00
1.800000000000000000e+03 -1.126940586290923751e-01 -4.038542612816105937e+00 1.152320519447458354e-11 4.040114650153116216e+00
1.880000000000000000e+03 -3.443506437927539854e-01 -3.870008037221184249e+00 1.613346374285231086e-11 3.885297874556987718e+00
1.960000000000000000e+03 -5.760370994519719012e-01 -3.698831702778598629e+00 1.237761284986120838e-11 3.743417516845411352e+00
2.040000000000000000e+03 -8.066717663156754980e-01 -3.524372831351259006e+00 1.194407327321800364e-11 3.615511470447541065e+00
2.120000000000000000e+03 -1.069688674227600611e+00 -3.317274827840806850e+00 1.083472114110639918e-11 3.485476458563026458e+00
2.200000000000000000e+03 -1.447538233173316202e+00 -2.965617734685289886e+00 9.233168794276162637e-12 3.300038709587879371e+00
2.280000000000000000e+03 -1.835107482542243318e+00 -2.591933060856476789e+00 7.245880076150285783e-12 3.175804853016531482e+00
2.360000000000000000e+03 -2.222499596981371450e+00 -2.219638231687458330e+00 6.789804417710084057e-12 3.141066433259727120e+00
2.440000000000000000e+03 -2.609683270359465013e+00 -1.847019796674823189e+00 4.192815576002856903e-12 3.197175143920454321e+00
2.520000000000000000e+03 -2.997005986793265908e+00 -1.475127518492825418e+00 8.089029958799603182e-13 3.340366159673139546e+00
