# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 7.109813374832150146e-01 1.437762318925728533e-01 -7.412097431462739971e-02 3.396819884992081096e-01 -2.126844444928742764e-02 7.528964676979299497e-02 5.629764863761080873e-01
1.041666700000000034e+01 7.004003051401318514e-01 1.480900417846516548e-01 -7.192996032020125552e-02 3.119023566835274486e-01 -2.124549414538996414e-02 6.084034269089279995e-02 5.365715022572760118e-01
2.083333299999999966e+01 6.589215436924705793e-01 1.271716259923281744e-01 -1.063494557937368773e-01 3.122124075659679088e-01 -2.876436435572766320e-02 1.128684996370156179e-01 5.420012254477271085e-01
3.125000000000000000e+01 5.394473847366990649e-01 9.749199409189944487e-02 -1.035615326847783846e-01 2.808489354100707769e-01 -2.547918089098752392e-02 1.371548079214249261e-01 4.787255640340973839e-01
4.166666699999999679e+01 4.841214588608893643e-01 7.882963406628917813e-02 -1.046266898655546784e-01 2.603196445312946361e-01 -2.321752615458909028e-02 1.418731709191818624e-01 4.431571371556829453e-01
5.208333300000000321e+01 4.374120534599083010e-01 6.314834894665663501e-02 -1.013073075371423160e-01 2.407933416646333147e-01 -2.007533622272609369e-02 1.435187335861425884e-01 4.108620643553421159e-01
6.250000000000000000e+01 4.066997417364177636e-01 5.223133287266731178e-02 -9.954118943527749674e-02 2.269319942292814529e-01 -1.759254144980352055e-02 1.418106010794245031e-01 3.877211685225618876e-01
7.291666700000000390e+01 3.827477221742369706e-01 4.271337702130062475e-02 -9.638459405894848897e-02 2.142306106130813514e-01 -1.492580703988619951e-02 1.386077613595154689e-01 3.677930470734169233e-01
8.333333299999999610e+01 3.616839438594023348e-01 3.620328599840871853e-02 -9.405762832019026742e-02 2.027063636222952714e-01 -1.253696493000882629e-02 1.361227081708022146e-01 3.502565078262498965e-01
9.375000000000000000e+01 3.437759367506194041e-01 2.952254408392868124e-02 -9.096087047349134258e-02 1.936212732216403831e-01 -1.039133330968158679e-02 1.325455290262487762e-01 3.349713694992543234e-01
1.041666670000000039e+02 3.272645389068514765e-01 2.366667819024466726e-02 -8.862124294113253586e-02 1.853369084038292702e-01 -8.039454148020163532e-03 1.297828558220029127e-01 3.211921515663418436e-01
1.145833329999999961e+02 3.163445767243349138e-01 1.924162870971674391e-02 -8.573027858926753064e-02 1.786238539080978738e-01 -6.460537694382155645e-03 1.258646844383697061e-01 3.104165575354012607e-01
1.250000000000000000e+02 3.044472251549279473e-01 1.490326241853984907e-02 -8.322625604215182216e-02 1.721953700738530491e-01 -4.607144090021932266e-03 1.230744855624178041e-01 2.998585403955993933e-01
1.354166669999999897e+02 2.941346628935223029e-01 1.222874625368896954e-02 -8.043695383010608657e-02 1.676609150075652199e-01 -3.206407439243519689e-03 1.195099783039764857e-01 2.906527781025319834e-01
1.458333330000000103e+02 2.823591806253926140e-01 8.965275080381217288e-03 -7.796280827594363749e-02 1.628721086045173683e-01 -1.631643846303513275e-03 1.169268844937819823e-01 2.810790868618459615e-01
1.562500000000000000e+02 2.704790482266915541e-01 6.898462283183338928e-03 -7.524992752453986411e-02 1.584219716195808536e-01 -3.326550716572864472e-04 1.139173222262919033e-01 2.714091710362821486e-01
1.666666669999999897e+02 2.604717970265085225e-01 4.239447916449047213e-03 -7.287631090341380180e-02 1.536691896341719210e-01 9.664253789665256181e-04 1.115229866042044132e-01 2.628319866324424492e-01
1.770833330000000103e+02 2.521023167933948428e-01 3.264720044904494654e-03 -7.029891713794389485e-02 1.477396838112661759e-01 2.252158058789261851e-03 1.080238580625595968e-01 2.539329293336103355e-01
1.875000000000000000e+02 2.436376583300264020e-01 1.812435618015186380e-03 -6.803256701451304567e-02 1.425393221640980368e-01 3.304747229008079667e-03 1.051736669965883941e-01 2.456753237453563887e-01
1.979166669999999897e+02 2.355383551850561974e-01 -4.318646520628978283e-04 -6.536474060278814335e-02 1.377316342934242488e-01 4.514076066103783584e-03 1.013311853924254435e-01 2.373005874354529587e-01
2.083333330000000103e+02 2.268539700447260443e-01 -1.498902599160173823e-03 -6.302336599168942288e-02 1.331516864717674220e-01 5.404010178517296321e-03 9.818414164977673497e-02 2.290948990831351006e-01
