# z, Tu, Tv, Tw
0.000000000000000000e+00 -1.126556243721998143e-05 5.157874740325156941e-06 7.251759091192683596e-03
1.041666700000000034e+01 -2.374837581099987035e-05 -2.666654365136726971e-06 2.069075774492336664e-03
2.083333299999999966e+01 -2.850601304684994463e-05 -9.618075596795652208e-06 1.487451224104044661e-03
3.125000000000000000e+01 -1.689052099901105288e-05 -1.066325072291779049e-05 6.114149173389023337e-04
4.166666699999999679e+01 -1.400881394848298731e-05 -8.126271342291486945e-06 3.933472532485637213e-04
5.208333300000000321e+01 -1.065092111028770542e-05 -7.450835065308301701e-06 2.652541677526245407e-04
6.250000000000000000e+01 -8.917248865917620920e-06 -6.895696031846200739e-06 1.939092349171619252e-04
7.291666700000000390e+01 -7.346571101960778656e-06 -6.313216949091751811e-06 1.460942779216472176e-04
8.333333299999999610e+01 -6.309413412009417363e-06 -5.851849475086330056e-06 1.141313119428555208e-04
9.375000000000000000e+01 -5.389437561689950479e-06 -5.368637486793528810e-06 9.031149620294143016e-05
1.041666670000000039e+02 -4.703290529268690058e-06 -4.978106554065106009e-06 7.266538680350477682e-05
1.145833329999999961e+02 -4.132278789003828850e-06 -4.577970602373545683e-06 5.934010408840443792e-05
1.250000000000000000e+02 -3.664796434330771900e-06 -4.269234307688374961e-06 4.955519739976956066e-05
1.354166669999999897e+02 -3.259142263006914704e-06 -3.940726412472201292e-06 4.211685041948728676e-05
1.458333330000000103e+02 -2.947195490263674870e-06 -3.577915006940260453e-06 3.612452635276658364e-05
1.562500000000000000e+02 -2.684969258821294788e-06 -3.317005320848272995e-06 3.104524644303760625e-05
1.666666669999999897e+02 -2.480378768370349973e-06 -3.065797082063081660e-06 2.678273904089149496e-05
1.770833330000000103e+02 -2.264934653526038308e-06 -2.801927131884351173e-06 2.340639494013203626e-05
1.875000000000000000e+02 -2.074274236199405868e-06 -2.576899960503519278e-06 2.058791335491499952e-05
1.979166669999999897e+02 -1.908362309848054239e-06 -2.390880501718062596e-06 1.809652205207735976e-05
2.083333330000000103e+02 -1.758765454986662562e-06 -2.225034078390505941e-06 1.600532225893889446e-05
2.187500000000000000e+02 -1.615520470154759233e-06 -2.053214358526424921e-06 1.416042986382666815e-05
2.291666669999999897e+02 -1.483212354501535587e-06 -1.871669679079425039e-06 1.245326864889173134e-05
2.395833330000000103e+02 -1.357677609758778812e-06 -1.720723776061627740e-06 1.077577022833447067e-05
2.500000000000000000e+02 -1.266224565303017045e-06 -1.608014683154177894e-06 9.310736434029442322e-06
2.604166670000000181e+02 -1.193282716259745467e-06 -1.503151449727741723e-06 8.200413869443398554e-06
2.708333329999999819e+02 -1.143809795254100587e-06 -1.364119156214222915e-06 7.376200035623966836e-06
2.812500000000000000e+02 -1.082220760144722477e-06 -1.260469131059130504e-06 6.663093134015931495e-06
2.916666670000000181e+02 -1.024287184639309312e-06 -1.166794466544410980e-06 6.025909695889175692e-06
3.020833329999999819e+02 -9.554176518575822833e-07 -1.074761060152483351e-06 5.441851988288715680e-06
3.125000000000000000e+02 -8.882836162329638110e-07 -9.901686836351636090e-07 4.832863507682759168e-06
3.229166670000000181e+02 -8.394454250018578511e-07 -9.185235719981576330e-07 4.277920465363548407e-06
3.333333329999999819e+02 -7.903955354903484184e-07 -8.499628059710583500e-07 3.804719907772528854e-06
3.437500000000000000e+02 -7.304713848571268206e-07 -8.000732470699313739e-07 3.313268466699454254e-06
3.541666670000000181e+02 -6.751508596322290444e-07 -7.437833318655898179e-07 2.793278778719085123e-06
3.645833329999999819e+02 -6.480940815469958869e-07 -6.736067857270272703e-07 2.314335657571612646e-06
3.750000000000000000e+02 -6.019160764390776194e-07 -6.145572420424013241e-07 1.886178904329413192e-06
3.854166670000000181e+02 -5.527484722716545693e-07 -5.852500352077020582e-07 1.545766499436991083e-06
3.958333329999999819e+02 -5.162434067529074064e-07 -5.349351672373177098e-07 1.248565255521875272e-06
4.062500000000000000e+02 -4.750775135389360097e-07 -4.971368859620016223e-07 7.761748844113003822e-07
4.166666670000000181e+02 -4.367730717802857277e-07 -4.765008508514627425e-07 2.064993650543030463e-07
4.270833329999999819e+02 -4.061827023977460877e-07 -4.483620088037962605e-07 -3.269453893775409037e-07
4.375000000000000000e+02 -3.711859931353777823e-07 -4.331281906296305197e-07 -8.109871299674693321e-07
4.479166670000000181e+02 -3.279162554645290230e-07 -4.171256140844996380e-07 -1.258117578719688420e-06
4.583333329999999819e+02 -2.978934746774463947e-07 -3.920130156089547557e-07 -1.743524722801757568e-06
4.687500000000000000e+02 -2.704852780136764114e-07 -3.600376837092331797e-07 -2.283140582599741508e-06
4.791666670000000181e+02 -2.476137498553959937e-07 -3.451845065409591915e-07 -2.854233711944670988e-06
4.895833329999999819e+02 -2.125184823373310820e-07 -3.436284745316495307e-07 -3.538744296656900158e-06
5.000000000000000000e+02 -1.721075927615205481e-07 -3.427681640216028890e-07 -4.356060709085605579e-06
5.104166670000000181e+02 -1.386311209563916283e-07 -3.462788347136641223e-07 -5.284696482012588747e-06
5.208333330000000387e+02 -1.090277322724181399e-07 -3.425453574419484920e-07 -6.316724673447218200e-06
5.312500000000000000e+02 -6.519263690084251181e-08 -3.537502251538795988e-07 -7.389434022071409847e-06
5.416666669999999613e+02 -2.698482141481474430e-08 -3.717000083565215167e-07 -8.507775164247157650e-06
5.520833330000000387e+02 7.437333348960530341e-09 -3.673640116257509566e-07 -9.787411298633297518e-06
5.625000000000000000e+02 4.483401072058061570e-08 -3.569799302842757667e-07 -1.115948037804404087e-05
5.729166669999999613e+02 8.361321400717491607e-08 -3.741733928462231746e-07 -1.271642463209806896e-05
5.833333330000000387e+02 1.045174669130273142e-07 -4.166406888103533615e-07 -1.448597669045028846e-05
5.937500000000000000e+02 1.309664514716879035e-07 -4.586924459685153275e-07 -1.654880986734991118e-05
6.041666669999999613e+02 1.643596028449010013e-07 -5.063423000295205260e-07 -1.907854385879165649e-05
6.145833330000000387e+02 2.237136632123429898e-07 -5.898838527669692051e-07 -2.210432088674180013e-05
