# z, Tu, Tv, Tw
6.250000000000000000e+02 2.997555137808361126e-07 -6.536428670302024876e-07 -2.545352318551767016e-05
6.354166669999999613e+02 3.632650792746486723e-07 -7.348359984146108445e-07 -2.930989636614657069e-05
6.458333330000000387e+02 4.163314882445425619e-07 -8.454986142303827399e-07 -3.412881280009871993e-05
6.562500000000000000e+02 4.899313078714311193e-07 -9.820738119194181190e-07 -3.993308248251091198e-05
6.666666669999999613e+02 6.010423513336438881e-07 -1.146360014635909086e-06 -4.711268844786401649e-05
6.770833330000000387e+02 7.119373710126805599e-07 -1.400863955632630074e-06 -5.607301064597929328e-05
6.875000000000000000e+02 8.101940454855963519e-07 -1.696408693547887226e-06 -6.710262173034091220e-05
6.979166669999999613e+02 9.064356758526883117e-07 -2.044526175406116987e-06 -8.116904704892564980e-05
7.083333330000000387e+02 1.030344388802499961e-06 -2.502700590711247220e-06 -9.884012979474389091e-05
7.187500000000000000e+02 1.156557193458331549e-06 -3.025562694505290596e-06 -1.198869190682661233e-04
7.291666669999999613e+02 1.188325371340105266e-06 -3.596493733046778481e-06 -1.460845113916630039e-04
7.395833330000000387e+02 1.226408060740146957e-06 -4.283178869605808370e-06 -1.797168324115656056e-04
7.500000000000000000e+02 1.212960488026315937e-06 -5.062073906869920829e-06 -2.209747325184644264e-04
7.604166669999999613e+02 1.014311908333089110e-06 -5.738885371051372333e-06 -2.689810301020720447e-04
7.708333330000000387e+02 5.959737065923616977e-07 -6.394992406974464347e-06 -3.239724455056720203e-04
7.812500000000000000e+02 -4.535443629468074770e-08 -6.753905559001440151e-06 -3.859249356054378507e-04
7.916666669999999613e+02 -7.134365173758558681e-07 -6.768234925736198060e-06 -4.505459569882654916e-04
8.020833330000000387e+02 -1.229253167823234577e-06 -6.184335213860009453e-06 -5.088168264673742893e-04
8.125000000000000000e+02 -1.730785625732332894e-06 -5.164243017486367289e-06 -5.525451607644464493e-04
8.229166669999999613e+02 -2.091965687533943507e-06 -3.932060231893871603e-06 -5.759138019585114798e-04
8.333333330000000387e+02 -2.186725881000801222e-06 -2.666963315210630473e-06 -5.738933547693016255e-04
8.437500000000000000e+02 -1.930887136241395431e-06 -1.608388062978470255e-06 -5.461139019441958514e-04
8.541666669999999613e+02 -1.424026751018911698e-06 -1.018344367839957004e-06 -4.972622702754524605e-04
8.645833330000000387e+02 -8.989865402283177052e-07 -6.738545403160754994e-07 -4.331665559416830085e-04
8.750000000000000000e+02 -5.651473221299522463e-07 -4.460401716651152319e-07 -3.614732489029466068e-04
8.854166669999999613e+02 -3.382994308285800719e-07 -3.594838959071462215e-07 -2.909470521716590332e-04
8.958333330000000387e+02 -1.405748602008739377e-07 -2.822144543180620306e-07 -2.285968536541010661e-04
9.062500000000000000e+02 2.680427947244139703e-08 -1.947707346258716443e-07 -1.768975348149105624e-04
9.166666669999999613e+02 1.156096449677748667e-07 -1.246372900849639421e-07 -1.353008986901472924e-04
9.270833330000000387e+02 1.418950515471456579e-07 -9.170741330542843857e-08 -1.035965508647059983e-04
9.375000000000000000e+02 1.434260864288866601e-07 -6.600335415822848011e-08 -8.115740745840796543e-05
9.479166669999999613e+02 1.267338962169278328e-07 -4.577192396251057663e-08 -6.620009433605446737e-05
9.583333330000000387e+02 9.320731702254000389e-08 -2.407787976858364428e-08 -5.675343071212284507e-05
9.687500000000000000e+02 5.761047980558193566e-08 -1.213735318345496981e-08 -5.077319770720860618e-05
9.791666669999999613e+02 3.146075790095829224e-08 -4.359695298080834583e-09 -4.691815950114806849e-05
9.895833330000000387e+02 1.216148103071270658e-08 3.078863348664780759e-10 -4.439115914994722447e-05
1.000000000000000000e+03 -4.568884040437221875e-09 3.949804312365477766e-09 -4.249449619599604484e-05
1.010416666999999961e+03 -1.733161346400859085e-08 5.475972118172663311e-09 -4.094604866068320717e-05
1.020833333000000039e+03 -2.404068476393110251e-08 7.375863348725562455e-09 -3.969025588548236671e-05
1.031250000000000000e+03 -2.969088629231191154e-08 8.764117785479743748e-09 -3.867903355576304033e-05
1.041666666999999961e+03 -3.687232564855534194e-08 1.147674174304359505e-08 -3.784300784256656541e-05
1.052083333000000039e+03 -4.436857637864041889e-08 1.400528907290805304e-08 -3.707627202402720033e-05
1.062500000000000000e+03 -4.968166624279401421e-08 1.696430590061887550e-08 -3.635941116513906769e-05
1.072916666999999961e+03 -5.005632511801980317e-08 1.622791160316303583e-08 -3.578112921630585642e-05
1.083333333000000039e+03 -4.353398196883719347e-08 1.380859175822586236e-08 -3.534759570185527430e-05
1.093750000000000000e+03 -3.563069806678320058e-08 1.129888516808457173e-08 -3.494534536632649166e-05
1.104166666999999961e+03 -3.262538496225742579e-08 9.549884524489076493e-09 -3.453266733031963933e-05
1.114583333000000039e+03 -3.138934016102122786e-08 6.609045666039158120e-09 -3.415246739444346204e-05
1.125000000000000000e+03 -2.898689800005713899e-08 1.235253183656510694e-09 -3.385296914738371028e-05
1.135416666999999961e+03 -2.314633435430619719e-08 -3.594821094171008087e-09 -3.365151158971151871e-05
1.145833333000000039e+03 -1.579497311911828455e-08 -6.334269012420526742e-09 -3.361142819762083479e-05
1.156250000000000000e+03 -1.072060245748958808e-08 -7.236068932770619339e-09 -3.368816041865164935e-05
1.166666666999999961e+03 -8.559388091088573534e-09 -6.617334085023576962e-09 -3.374448802530823560e-05
1.177083333000000039e+03 -6.511973312238579311e-09 -4.237115684030340892e-09 -3.368044320051340136e-05
1.187500000000000000e+03 -6.619298291698540648e-09 -1.535855726721879419e-09 -3.348507658790505354e-05
1.197916666999999961e+03 -1.076942353349944799e-08 -2.334353811870815494e-09 -3.318171659203678699e-05
1.208333333000000039e+03 -1.344453633474242122e-08 -5.841813928272740221e-09 -3.284595574080872781e-05
1.218750000000000000e+03 -1.142646661487142600e-08 -8.055394549560430470e-09 -3.249393872737993606e-05
1.229166666999999961e+03 -6.005735015805997145e-09 -1.061172369267795167e-08 -3.215446961812471957e-05
1.239583333000000039e+03 2.431889728406742195e-10 -1.369057062532052835e-08 -3.190967312069165442e-05
1.250000000000000000e+03 8.663545791189401341e-09 -1.836056165822833762e-08 -3.178922716225928921e-05
1.260416666999999961e+03 1.388721070728560488e-08 -2.123908354175729587e-08 -3.170539191772161949e-05
1.270833333000000039e+03 1.406288888876048912e-08 -2.033764762552665808e-08 -3.162830517100905761e-05
1.281250000000000000e+03 1.166409520191504223e-08 -1.675175218084647788e-08 -3.161697696114813973e-05
1.291666666999999961e+03 1.086118103954792057e-08 -1.334462562094456829e-08 -3.163043517583165657e-05
1.302083333000000039e+03 1.125798781961198087e-08 -1.051869624096496066e-08 -3.161043021242128761e-05
1.312500000000000000e+03 1.335401910463513912e-08 -7.474976262590485305e-09 -3.165653110006896946e-05
1.322916666999999961e+03 1.533394328304337679e-08 -3.400330896104216158e-09 -3.172443016095577504e-05
1.333333333000000039e+03 1.529057763669162639e-08 -1.010606929493424937e-09 -3.173813694202778587e-05
1.343750000000000000e+03 1.666591512385459471e-08 8.222371060021158429e-10 -3.169938761215578086e-05
1.354166666999999961e+03 1.941171088057729385e-08 8.143126765329514579e-10 -3.161766637000239656e-05
1.364583333000000039e+03 1.903196059887955604e-08 4.841445514162774978e-10 -3.147437908904709037e-05
1.375000000000000000e+03 1.608123675182030232e-08 2.311913299843215307e-09 -3.128889403405103091e-05
1.385416666999999961e+03 8.738657940682633300e-09 5.517299520753837708e-09 -3.107788053857371037e-05
1.395833333000000039e+03 -2.580422295106365972e-09 7.799473814756979598e-09 -3.082386136393751926e-05
1.406250000000000000e+03 -1.337237127001729168e-08 9.652953310421098115e-09 -3.054234524431622875e-05
1.416666666999999961e+03 -2.106003976431162079e-08 1.217891719502260227e-08 -3.035450459415550594e-05
1.427083333000000039e+03 -2.440550156571879016e-08 1.443245460806576283e-08 -3.028390812518650437e-05
1.437500000000000000e+03 -2.360882688700968692e-08 1.548108556126652892e-08 -3.029967384004585387e-05
1.447916666999999961e+03 -1.749302485993144346e-08 1.416167913232655249e-08 -3.038122749699463052e-05
1.458333333000000039e+03 -1.075117731001352926e-08 1.176460351197283963e-08 -3.046705084921675908e-05
1.468750000000000000e+03 -7.192760382712780512e-09 1.170898330771183344e-08 -3.049442942634551958e-05
1.479166666999999961e+03 -7.297340876981817028e-09 1.237412504988808559e-08 -3.041845183586083969e-05
1.489583333000000039e+03 -1.141516377837908292e-08 1.007968234384224956e-08 -3.024994543542553285e-05
1.500000000000000000e+03 -1.825748908385976870e-08 6.212831725458565431e-09 -3.010388826596506443e-05
1.510416666999999961e+03 -2.243734938386790337e-08 1.639934038537951802e-09 -3.004872811320026378e-05
1.520833333000000039e+03 -2.481348548121810930e-08 -2.405467775266842346e-09 -3.007948741831379400e-05
1.531250000000000000e+03 -2.360010566169437277e-08 -6.915739598016414503e-09 -3.008889351714936930e-05
1.541666666999999961e+03 -1.597730175362382281e-08 -1.039503022202017604e-08 -3.005595563561256999e-05
1.552083333000000039e+03 -3.492476716047850756e-09 -1.410915309987545801e-08 -3.002276846814991838e-05
1.562500000000000000e+03 6.228824020540099022e-09 -1.741756553591063975e-08 -3.004393945847168577e-05
1.572916666999999961e+03 1.254698869380837559e-08 -2.237524956844250741e-08 -3.005370187829954829e-05
1.583333333000000039e+03 1.249794572681534063e-08 -2.490685229147108647e-08 -3.003084105136752637e-05
1.593750000000000000e+03 8.720658904827682082e-09 -2.589473866886870264e-08 -2.998823239304003455e-05
1.604166666999999961e+03 4.536093978979522731e-09 -2.275525929640895672e-08 -2.997421744307569250e-05
1.614583333000000039e+03 3.349000443539829487e-09 -1.826584388252668417e-08 -2.996731552868818526e-05
1.625000000000000000e+03 4.006442142904253559e-09 -1.393268616614218296e-08 -2.992244441363640388e-05
1.635416666999999961e+03 5.034859593860389215e-09 -1.215288024344803347e-08 -2.982354755197788197e-05
1.645833333000000039e+03 6.706980989758789997e-09 -9.401926569263325190e-09 -2.967808990120985853e-05
1.656250000000000000e+03 8.483606876634414660e-09 -5.591037742471016815e-09 -2.951418072886756314e-05
1.666666666999999961e+03 7.411486904763886030e-09 9.116782638648878586e-11 -2.931438598900018631e-05
1.677083333000000039e+03 5.481495048589395891e-09 2.559919636106231351e-09 -2.910409727864754761e-05
1.687500000000000000e+03 3.867058992792787498e-09 3.469629031862176046e-09 -2.892390914539420891e-05
1.697916666999999961e+03 1.960635686563498406e-09 1.510707667227616919e-09 -2.880143364615674127e-05
1.708333333000000039e+03 -1.930733582275894640e-09 3.473238617711884678e-10 -2.878294674100712375e-05
1.718750000000000000e+03 -7.175974807132298931e-09 -6.878882349367543757e-10 -2.887034615436741397e-05
1.729166666999999961e+03 -1.387937075336851897e-08 -4.955055899674234339e-10 -2.901396927906938936e-05
1.739583333000000039e+03 -1.963650759135914322e-08 6.297417941089396121e-10 -2.913456472290712511e-05
1.750000000000000000e+03 -2.546439640185886629e-08 4.254651487324203693e-09 -2.920964376762472648e-05
1.760416666999999961e+03 -2.956079370927789719e-08 6.574619418170044967e-09 -2.933684129077866100e-05
1.770833333000000039e+03 -3.291653621161105214e-08 1.108044835728081772e-08 -2.964127106104057311e-05
1.781250000000000000e+03 -3.095821173436972635e-08 1.058767720960389605e-08 -3.017920461018798142e-05
1.791666666999999961e+03 -3.046087745212268978e-08 1.166313674983030194e-08 -3.091225722533424492e-05
1.802083333000000039e+03 -2.641127203750151494e-08 1.025444681854694495e-08 -3.174719040139399834e-05
1.812500000000000000e+03 -1.855957482236653252e-08 9.955814109150760218e-09 -3.256675888279076812e-05
1.822916666999999961e+03 -3.092000601337942988e-09 4.840995066979274431e-09 -3.338006520932313911e-05
1.833333333000000039e+03 5.826527786410665645e-09 3.014816043869786111e-09 -3.417783729864933413e-05
1.843750000000000000e+03 4.807903668292194971e-09 -6.712311897993336287e-10 -3.492027617330146995e-05
1.854166666999999961e+03 -7.860194567217248836e-09 4.836490029719452228e-09 -3.553194848294005892e-05
1.864583333000000039e+03 -2.043004067029596045e-08 7.003753824806145998e-09 -3.563129705268922774e-05
1.875000000000000000e+03 -4.041974151675813918e-08 6.133083850991220938e-09 -3.490555547666579570e-05
1.885416666999999961e+03 -5.548041769027895388e-08 8.761490116656888858e-12 -3.352475228803999453e-05
1.895833333000000039e+03 -7.145854736092761041e-08 -1.056747589718325472e-09 -3.080136062108969038e-05
1.906250000000000000e+03 -6.555013635882484018e-08 -4.570193800182085909e-09 -2.580004557429496550e-05
1.916666666999999961e+03 -5.607541199676605782e-08 -4.373781476475611859e-09 -1.837248739060557610e-05
1.927083333000000039e+03 -3.037323081628967857e-08 6.884687856880575366e-11 -1.060398925752888899e-05
1.937500000000000000e+03 -6.409537523317291515e-09 1.648547170127928721e-09 -5.332033923556518716e-06
1.947916666999999961e+03 1.083380373869811953e-08 2.278662406595286808e-09 -2.641154523712142638e-06
1.958333333000000039e+03 2.244100677741498259e-08 -3.041021245258881862e-09 -1.227315621541719609e-06
1.968750000000000000e+03 3.529801146017740593e-08 -5.892045655706462202e-09 -1.548800106184589204e-08
1.979166666999999961e+03 7.805151374033392410e-08 -4.311283150273096778e-09 3.026975643774454759e-06
1.989583333000000039e+03 2.265614688120770257e-07 -1.456144558963733797e-08 1.519021723281366376e-05
2.000000000000000000e+03 2.735642378492341078e-07 2.609742293796121868e-09 2.518880512615444999e-05
