# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 3.661215465203669361e-01 4.332543504630007036e-02 -2.892689788297801972e-03 1.587755304428173087e-01 -1.630894001657702324e-03 1.402332507973476881e-02 2.694602010214595111e-01
1.041666700000000034e+01 8.377201010196761999e-01 1.034647008367390736e-01 -6.098629016157741667e-02 2.909122443979310635e-01 -9.012806053329425887e-03 3.114865693186175122e-02 5.798905011747345073e-01
2.083333299999999966e+01 1.130210069607733292e+00 1.199254984880692571e-01 -1.515278173308862442e-01 4.098345252255543580e-01 -2.479536319830408231e-02 9.910510603373196004e-02 8.195748504335098605e-01
3.125000000000000000e+01 8.741056204335722057e-01 7.166104223423717945e-02 -1.355721751619456406e-01 3.555228785829434579e-01 -2.081739220820444380e-02 1.559571978577266316e-01 6.927928484371210782e-01
4.166666699999999679e+01 8.319037328315513902e-01 4.733651033250003970e-02 -1.429872912282532382e-01 3.386486730417542224e-01 -2.107886791259350190e-02 1.575697458958161268e-01 6.640610758845608697e-01
5.208333300000000321e+01 7.403796533281766790e-01 2.767020844523226941e-02 -1.371245912835047653e-01 3.066389324232092206e-01 -1.839416501214595143e-02 1.647657546500758130e-01 6.058921702007308285e-01
6.250000000000000000e+01 7.034164364502855094e-01 1.795318371762804829e-02 -1.385990313788005579e-01 2.889620952395329789e-01 -1.767444723683707711e-02 1.603942851729602270e-01 5.763864084313893299e-01
7.291666700000000390e+01 6.532170347462729065e-01 1.121174322760346183e-02 -1.348897449528308201e-01 2.686186282705931294e-01 -1.611690634282356843e-02 1.589048871681063291e-01 5.403702750924861409e-01
8.333333299999999610e+01 6.199221277056384816e-01 7.196403049254863730e-03 -1.349609520557480957e-01 2.538436279248271754e-01 -1.537330759034051531e-02 1.559344510003873030e-01 5.148501033154264661e-01
9.375000000000000000e+01 5.812945587789567492e-01 4.636497469156195504e-03 -1.321061699162680014e-01 2.396623003616849268e-01 -1.427193691999808361e-02 1.549496034632837638e-01 4.879532313019627199e-01
1.041666670000000039e+02 5.531104079560662523e-01 4.076356592814901932e-03 -1.317127079597369688e-01 2.267707166496514548e-01 -1.341469027675193382e-02 1.534180128102804741e-01 4.666495687079990629e-01
1.145833329999999961e+02 5.223769954969231799e-01 4.036964469606585913e-03 -1.290981910183870984e-01 2.163526883561736891e-01 -1.254283582233734796e-02 1.526102443531691666e-01 4.456699641031330317e-01
1.250000000000000000e+02 4.975780209349162653e-01 3.469680848826421637e-03 -1.281231464842948198e-01 2.077869798028497694e-01 -1.176150091334894794e-02 1.520420484187519627e-01 4.287035245782589987e-01
1.354166669999999897e+02 4.736717200516183945e-01 4.176027154240402259e-03 -1.258711389287562876e-01 1.985746066007633981e-01 -1.095478652242775318e-02 1.519407533613219008e-01 4.120935400068518328e-01
1.458333330000000103e+02 4.538636869192305134e-01 5.409056633249939225e-03 -1.244901298136151246e-01 1.911570812196657643e-01 -1.022580763484806643e-02 1.514933059141810867e-01 3.982570370265386961e-01
1.562500000000000000e+02 4.334701579761480739e-01 7.125684896254836156e-03 -1.222416855435263794e-01 1.839327272561252780e-01 -9.628927000932274022e-03 1.516427182584963174e-01 3.845228017453848346e-01
1.666666669999999897e+02 4.150847867070180941e-01 8.038912105474731867e-03 -1.207964724988054711e-01 1.769002266438738091e-01 -9.004700493131642322e-03 1.517246309516269154e-01 3.718548221512594232e-01
1.770833330000000103e+02 3.976900505245471451e-01 8.401922405978609273e-03 -1.185515982696036946e-01 1.700390409716046602e-01 -8.260764163002382726e-03 1.519005928098146607e-01 3.598148421529832053e-01
1.875000000000000000e+02 3.829282052821664228e-01 1.013798266425149260e-02 -1.168973591034344894e-01 1.650705085684790185e-01 -7.758586144739005978e-03 1.517875966860956494e-01 3.498931552683705593e-01
1.979166669999999897e+02 3.690997810352642516e-01 1.049899728508841938e-02 -1.146866279936441246e-01 1.585008288847052360e-01 -7.189936015859972260e-03 1.515500355051881132e-01 3.395753227125787865e-01
2.083333330000000103e+02 3.568921281688300362e-01 1.011759393459401440e-02 -1.129306418356569308e-01 1.534068036725493578e-01 -6.621053967654199832e-03 1.518355691184839484e-01 3.310672504799316851e-01
2.187500000000000000e+02 3.466148698659815008e-01 9.692873920436228391e-03 -1.107910985111208585e-01 1.487752242797086288e-01 -6.113727644326922769e-03 1.518783143816745396e-01 3.236342042636823346e-01
2.291666669999999897e+02 3.378607330988624424e-01 9.334453455166086613e-03 -1.089696926338561273e-01 1.449195317431538899e-01 -5.691762144138682276e-03 1.521521972413511781e-01 3.174662310416837552e-01
2.395833330000000103e+02 3.283424789082194928e-01 9.007364144610565185e-03 -1.068161708810491800e-01 1.413792820371608527e-01 -5.222953344518434411e-03 1.520097364853704447e-01 3.108657487153753674e-01
2.500000000000000000e+02 3.213424873847686158e-01 9.282754571904182697e-03 -1.049138643097491802e-01 1.374491303063467007e-01 -4.972723677764340384e-03 1.515509362256624026e-01 3.051712769583888596e-01
2.604166670000000181e+02 3.145373892682782890e-01 9.522506319566250224e-03 -1.026662840219967621e-01 1.336707386730412450e-01 -4.452318649220358276e-03 1.509689653963833533e-01 2.995885466688514298e-01
2.708333329999999819e+02 3.075506012358689145e-01 9.874739447590635127e-03 -1.007725521323118018e-01 1.307246170418305542e-01 -4.256817919523596568e-03 1.501645431611336734e-01 2.942198807194165711e-01
2.812500000000000000e+02 3.000537943654660866e-01 9.314219450059481320e-03 -9.860840607400812863e-02 1.278860130496485281e-01 -3.825646186439083610e-03 1.492528575021976056e-01 2.885963324586561241e-01
2.916666670000000181e+02 2.933530687538026815e-01 8.652298438692076696e-03 -9.660172892991157612e-02 1.252927188256580671e-01 -3.500123633223268475e-03 1.482740337824092480e-01 2.834599106809350122e-01
3.020833329999999819e+02 2.869838927379782523e-01 7.626626759394085874e-03 -9.434133478471629086e-02 1.230506979078382218e-01 -3.102772984407768577e-03 1.471270264542502981e-01 2.785808085500334208e-01
3.125000000000000000e+02 2.813066302850086298e-01 7.229635749176730082e-03 -9.231090667286155627e-02 1.214027376293232846e-01 -2.838729453546304151e-03 1.457543996284449417e-01 2.742318837713884072e-01
3.229166670000000181e+02 2.737625781712925699e-01 7.126051346755635924e-03 -9.011504274883969101e-02 1.196923344232354997e-01 -2.447931621292392945e-03 1.441722392621424542e-01 2.688135759283352688e-01
3.333333329999999819e+02 2.673458912855477543e-01 6.775285250435680688e-03 -8.812632026707158117e-02 1.175969150142567865e-01 -2.217028531716405942e-03 1.425082798902682635e-01 2.637255430950363744e-01
3.437500000000000000e+02 2.605683039246410870e-01 6.581875520535865332e-03 -8.597551360191565961e-02 1.161845506617935758e-01 -1.796541954188158197e-03 1.407014514950425677e-01 2.587271530407386222e-01
3.541666670000000181e+02 2.548874849666370457e-01 6.152203058448658425e-03 -8.388546043190420187e-02 1.153599561831382542e-01 -1.503151202797742454e-03 1.389722918953958941e-01 2.546098665225856039e-01
3.645833329999999819e+02 2.488175037565240333e-01 5.394064944283577176e-03 -8.176941987303565362e-02 1.139009828397992141e-01 -1.072364510562343401e-03 1.367837345827182804e-01 2.497511105895207639e-01
3.750000000000000000e+02 2.439698670863585939e-01 4.625016038282218564e-03 -7.972162468414220604e-02 1.129474058311848023e-01 -7.216053758385866526e-04 1.348203994865186939e-01 2.458688362020310381e-01
3.854166670000000181e+02 2.382193353238274969e-01 3.939214541099174925e-03 -7.760331662238979800e-02 1.116455367345491195e-01 -2.574162510369494236e-04 1.324836025967038311e-01 2.411742373275402307e-01
3.958333329999999819e+02 2.333962086993351670e-01 3.296966527941929456e-03 -7.549414833456764840e-02 1.104335262644227517e-01 6.294469015873472640e-05 1.298694919890209520e-01 2.368496134763894423e-01
4.062500000000000000e+02 2.287443441872658856e-01 2.626883100439577658e-03 -7.337986484882060012e-02 1.086348047821631413e-01 5.114789792196555544e-04 1.274108187260001024e-01 2.323949838477145646e-01
