# z, u, v, w, u_mag
0.000000000000000000e+00 5.094839914374298395e+00 1.084826529421247576e+00 2.590266503355156957e-03 5.209054526640915839e+00
1.041666700000000034e+01 6.468490892918659974e+00 1.360083732128484657e+00 -1.670626343951439954e-03 6.609932297774657961e+00
2.083333299999999966e+01 7.919103969158776124e+00 1.634576326718343076e+00 5.712954377376062379e-04 8.086040302187022633e+00
3.125000000000000000e+01 8.149085635962377339e+00 1.680111618528852269e+00 -8.057072182593900695e-04 8.320479096910711192e+00
4.166666699999999679e+01 8.444418958133375952e+00 1.721591501734150320e+00 1.115618868016314286e-03 8.618125671161397605e+00
5.208333300000000321e+01 8.600510331564599653e+00 1.740907318001024828e+00 -1.004135118414783805e-03 8.774938020379762449e+00
6.250000000000000000e+01 8.759689385575027742e+00 1.765793526160533533e+00 9.459406466352199110e-04 8.935893117287715626e+00
7.291666700000000390e+01 8.868713890625729235e+00 1.782929875742946368e+00 -8.257916765918463329e-04 9.046155299215596912e+00
8.333333299999999610e+01 8.975052679986328386e+00 1.802644673755295468e+00 7.360816130859990439e-04 9.154294018118724452e+00
9.375000000000000000e+01 9.055547650772544088e+00 1.818653407800284283e+00 -6.656871117297787337e-04 9.236365297900201554e+00
1.041666670000000039e+02 9.130631054204599195e+00 1.835867135036272524e+00 5.933737397552732180e-04 9.313368452799668518e+00
1.145833329999999961e+02 9.186537385108731968e+00 1.850686526399192955e+00 -5.269264894345184564e-04 9.371099723332765308e+00
1.250000000000000000e+02 9.240289443629730926e+00 1.863627711829445754e+00 4.662891256737783981e-04 9.426349105978371057e+00
1.354166669999999897e+02 9.281776543823070824e+00 1.876500663190830087e+00 -4.245735887125994782e-04 9.469563386380730918e+00
1.458333330000000103e+02 9.320754092874739882e+00 1.888670011941196991e+00 3.931497000920156364e-04 9.510180409877294849e+00
1.562500000000000000e+02 9.351287172867191799e+00 1.900121765767703641e+00 -3.677896228439721292e-04 9.542380973815909329e+00
1.666666669999999897e+02 9.380112067769864836e+00 1.910347305635780035e+00 3.404284929177900138e-04 9.572665738861003248e+00
1.770833330000000103e+02 9.405797133346782246e+00 1.919363968776303553e+00 -3.203831676044346564e-04 9.599634256624396400e+00
1.875000000000000000e+02 9.431164138912761175e+00 1.928359198566978350e+00 2.974383261267865672e-04 9.626288293121161743e+00
1.979166669999999897e+02 9.452539169559948107e+00 1.935525770066752083e+00 -2.629832351520070238e-04 9.648666064685716748e+00
2.083333330000000103e+02 9.473112905750680213e+00 1.940882172209655199e+00 2.264288864298690223e-04 9.669896161943592361e+00
2.187500000000000000e+02 9.490554311946544530e+00 1.946124071104938125e+00 -1.956615754394206103e-04 9.688034892919443308e+00
2.291666669999999897e+02 9.506546414600867578e+00 1.950055917772832492e+00 1.620132162543378915e-04 9.704490859475820130e+00
2.395833330000000103e+02 9.520548090988903311e+00 1.953530584700830630e+00 -1.375764024822235599e-04 9.718905170703193264e+00
2.500000000000000000e+02 9.533815610667014440e+00 1.956374361581165511e+00 1.176299253023961003e-04 9.732473516772957467e+00
2.604166670000000181e+02 9.544713989812020571e+00 1.959067697123307861e+00 -9.816214454108178062e-05 9.743690850948686588e+00
2.708333329999999819e+02 9.555812224657366016e+00 1.959989943495684006e+00 8.133781659129780625e-05 9.754747964869785903e+00
2.812500000000000000e+02 9.565476193123521043e+00 1.960546930144362765e+00 -6.457810723687950954e-05 9.764326862138611673e+00
2.916666670000000181e+02 9.574983945344289538e+00 1.961812605776178442e+00 4.831212221812842059e-05 9.773895142476067832e+00
3.020833329999999819e+02 9.584460435611477536e+00 1.963832515281222157e+00 -3.630102951576449704e-05 9.783584209848417146e+00
3.125000000000000000e+02 9.594982877698541301e+00 1.965495496263352626e+00 2.507755669210241334e-05 9.794226307870804504e+00
3.229166670000000181e+02 9.603476854607780666e+00 1.966724697625706897e+00 -1.262814765192667566e-05 9.802794179895737869e+00
3.333333329999999819e+02 9.613154991585334486e+00 1.966976243421481030e+00 1.387238400371051457e-06 9.812326147984911984e+00
3.437500000000000000e+02 9.620523241455558150e+00 1.967062264967298191e+00 1.204714327442165754e-05 9.819562179333148677e+00
3.541666670000000181e+02 9.629408975743361410e+00 1.967942805074202495e+00 -3.028719595744591451e-05 9.828444236352336105e+00
3.645833329999999819e+02 9.638619943108290400e+00 1.968532064522301450e+00 4.953624322994847209e-05 9.837586741634918752e+00
3.750000000000000000e+02 9.649366091784905564e+00 1.969110712249525275e+00 -6.635322712775543912e-05 9.848231464318194739e+00
3.854166670000000181e+02 9.658801179809341164e+00 1.968879940601269363e+00 7.456707439465895071e-05 9.857430114241166663e+00
3.958333329999999819e+02 9.668447154331822446e+00 1.968494011590313564e+00 -7.503747880194849471e-05 9.866804906118527896e+00
4.062500000000000000e+02 9.678630485036810782e+00 1.966500259570433506e+00 7.664809823770597655e-05 9.876386552917489681e+00
4.166666670000000181e+02 9.687808037621394419e+00 1.966083260213163486e+00 -8.009676135394012541e-05 9.885297565895909244e+00
4.270833329999999819e+02 9.697849965846653930e+00 1.964864576514299577e+00 8.065397833060065620e-05 9.894897006569483011e+00
4.375000000000000000e+02 9.707518613618757897e+00 1.963267291962361716e+00 -8.185284001637971253e-05 9.904056547705277325e+00
4.479166670000000181e+02 9.716901452703018194e+00 1.960580731080533434e+00 8.562711772516994307e-05 9.912721657141307929e+00
4.583333329999999819e+02 9.726572651395867908e+00 1.958165648272773840e+00 -8.866218786835121889e-05 9.921725064565061203e+00
4.687500000000000000e+02 9.735628256112104140e+00 1.954212712746915326e+00 9.271335583417704299e-05 9.929824010347104490e+00
4.791666670000000181e+02 9.744575776914906839e+00 1.949076565627185564e+00 -9.648498639944234412e-05 9.937588064516619468e+00
4.895833329999999819e+02 9.753803302899674676e+00 1.942865303527401499e+00 9.943416284653048751e-05 9.945421281634800437e+00
5.000000000000000000e+02 9.763889566115183882e+00 1.936111100259718443e+00 -1.044559809775058259e-04 9.953997471506253802e+00
5.104166670000000181e+02 9.775068050498054717e+00 1.928368326495175866e+00 1.074996037612285077e-04 9.963461236239833596e+00
5.208333330000000387e+02 9.786059419975424944e+00 1.920355090688742550e+00 -1.104509112813757324e-04 9.972698865293352810e+00
5.312500000000000000e+02 9.796985661977041460e+00 1.911823465823234036e+00 1.131494893920632753e-04 9.981783259431097122e+00
5.416666669999999613e+02 9.808425105147627221e+00 1.902285948671416760e+00 -1.156005659089829278e-04 9.991190864314745568e+00
5.520833330000000387e+02 9.820591721866868795e+00 1.892973593350505412e+00 1.171291952748959673e-04 1.000136844668976543e+01
5.625000000000000000e+02 9.833099530915193398e+00 1.882675153774701959e+00 -1.183791990760637794e-04 1.001170875193334986e+01
5.729166669999999613e+02 9.846642040029134790e+00 1.871337746523558998e+00 1.179591730817135936e-04 1.002288703118753865e+01
5.833333330000000387e+02 9.860364957736235780e+00 1.859176764390589431e+00 -1.182097620491786216e-04 1.003410859792618126e+01
5.937500000000000000e+02 9.874412245244279518e+00 1.847870352596698629e+00 1.166190720007744859e-04 1.004582709599543300e+01
6.041666669999999613e+02 9.890743083013820325e+00 1.834444278731280464e+00 -1.176296269156548545e-04 1.005942267527279022e+01
6.145833330000000387e+02 9.908917015882455104e+00 1.820935745491298663e+00 1.173557087240609552e-04 1.007484210450095219e+01
6.250000000000000000e+02 9.927935710870196218e+00 1.805419093327466973e+00 -1.145819861452183609e-04 1.009076040716714751e+01
6.354166669999999613e+02 9.947903918073995655e+00 1.789886285328449178e+00 1.040897475565223803e-04 1.010764489327130633e+01
6.458333330000000387e+02 9.970192093945218659e+00 1.773674772353168505e+00 -9.714235284861256429e-05 1.012672961017950968e+01
6.562500000000000000e+02 9.992895162353532257e+00 1.756773876747395935e+00 8.828314578850016343e-05 1.014614252746355838e+01
6.666666669999999613e+02 1.001553405016991860e+01 1.738486437529194406e+00 -8.406700702821781753e-05 1.016529672024645059e+01
6.770833330000000387e+02 1.004108136538495444e+01 1.718531937877784133e+00 7.664068461770096128e-05 1.018708334184327491e+01
6.875000000000000000e+02 1.006777670081229203e+01 1.694805726732858897e+00 -7.882665540806985094e-05 1.020943162742172383e+01
6.979166669999999613e+02 1.009642845034781011e+01 1.666967518789091329e+00 7.325878900638889228e-05 1.023311527185428460e+01
7.083333330000000387e+02 1.012579943997903520e+01 1.636067391858777809e+00 -8.325544367798932846e-05 1.025712098087542401e+01
7.187500000000000000e+02 1.015645635555322279e+01 1.600188211081314149e+00 7.890003126016472464e-05 1.028174148767446283e+01
7.291666669999999613e+02 1.018658390800590752e+01 1.556676704392651267e+00 -9.495891376058952706e-05 1.030484032316177512e+01
7.395833330000000387e+02 1.021528947028533629e+01 1.505591722509541652e+00 8.747757746331885121e-05 1.032564503574784176e+01
7.500000000000000000e+02 1.024411048493681342e+01 1.446684029454895271e+00 -1.141942017510708308e-04 1.034575731020752976e+01
7.604166669999999613e+02 1.026832671295829513e+01 1.377220222388365167e+00 9.172582882361449727e-05 1.036027359838638517e+01
7.708333330000000387e+02 1.028851108406973758e+01 1.295346212335381386e+00 -1.228499051982329278e-04 1.036973394798196146e+01
7.812500000000000000e+02 1.030298681083044876e+01 1.201248928272701244e+00 9.167437354654286313e-05 1.037277861617737784e+01
7.916666669999999613e+02 1.030642413857914086e+01 1.093404820758651974e+00 -1.350395369138584177e-04 1.036426131688026864e+01
8.020833330000000387e+02 1.029729865560756608e+01 9.753245657035780614e-01 1.003583909853996862e-04 1.034338521091204832e+01
