# f, Suu, Svv, Sww
0.000000000000000000e+00 1.180272767916610954e+00 2.964254898645045655e-01 1.310771808978233866e-01
3.447681434235476861e-04 4.342883503810891455e+01 8.436800599602527484e+00 3.214666242188676470e+00
6.895362868470953721e-04 6.841602871546737674e+01 6.048663288992383258e+00 3.039057203853499534e+00
1.034304430270642896e-03 5.441373360959719463e+01 1.478211289790201377e+01 4.531591442819380866e+00
1.379072573694190744e-03 8.227177456382379717e+01 1.873738784890950626e+01 4.381606554046436841e+00
1.723840717117738376e-03 6.341012572452336826e+01 1.243641290934952437e+01 6.881633915222752584e+00
2.068608860541285791e-03 3.001814817618557285e+01 4.790630809604422780e+00 2.304565296628525495e+00
2.413377003964833640e-03 3.393292193175017957e+01 5.163836448745484198e+00 2.502725038917732903e+00
2.758145147388381489e-03 1.024519081637897244e+01 3.687227414238070988e+00 1.168970666727353391e+00
3.102913290811928904e-03 1.017110750917787421e+01 3.731314267938696805e+00 7.239847995283245075e-01
3.447681434235476752e-03 8.235929049772561683e+00 4.387972184398146958e+00 1.331140783492129609e+00
3.792449577659024167e-03 9.220078655899548892e+00 2.775187699771912264e+00 1.562511603332539689e+00
4.137217721082571582e-03 8.863078789614000641e+00 3.379497367096521376e+00 1.095588656560231522e+00
4.481985864506119431e-03 3.990166052328419255e+00 2.674373185354049109e+00 1.136352581891978852e+00
4.826754007929667280e-03 4.598969773215397794e+00 3.036576669248680194e+00 9.686430129000636047e-01
5.171522151353215128e-03 3.904240194022660315e+00 3.433373235260969825e+00 9.354594566421060575e-01
5.516290294776762977e-03 2.709909819920397478e+00 3.141017233517123142e+00 9.658688926707141853e-01
5.861058438200309958e-03 3.868396504690250648e+00 3.945588750906082964e+00 1.423526210097082689e+00
6.205826581623857807e-03 6.276164011717360935e+00 3.367132404146463198e+00 1.543760128487225991e+00
6.550594725047405656e-03 4.998390218844742883e+00 1.901296170905091287e+00 1.262283291417029663e+00
6.895362868470953505e-03 3.739608581624373151e+00 3.625649797043648093e+00 2.033556229053210984e+00
7.240131011894501353e-03 2.584537833033353493e+00 2.909383821794690572e+00 1.429419968124315821e+00
7.584899155318048335e-03 4.075675865951725818e+00 2.069478589612465669e+00 1.957460391230036123e+00
7.929667298741597051e-03 5.013332616492743199e+00 1.602192077255243152e+00 1.156819959249778096e+00
8.274435442165143165e-03 3.163162619101117734e+00 2.112003396446421544e+00 7.412501221869836066e-01
8.619203585588691013e-03 3.023681828399304550e+00 1.857668409455525138e+00 9.063164036326727402e-01
8.963971729012238862e-03 1.455284740392205789e+00 1.953005711429768754e+00 7.933999673390436103e-01
9.308739872435786711e-03 3.171513895814782380e+00 2.625313131127763544e+00 1.129867518544461547e+00
9.653508015859334560e-03 3.845468682213220912e+00 1.373990877231547225e+00 9.057057068245507603e-01
9.998276159282882408e-03 4.108760295818500552e+00 1.530164726084243476e+00 1.320350803474549695e+00
1.034304430270643026e-02 2.643820732104669169e+00 1.945595168611242265e+00 9.161344387656268351e-01
1.068781244612997811e-02 4.570074496758302018e+00 1.586267372722317770e+00 1.021553527063101097e+00
1.103258058955352595e-02 2.565499505416977577e+00 1.725252979430803357e+00 1.082872921029894853e+00
1.137734873297707207e-02 1.948813200640834520e+00 1.410200786668071249e+00 6.756835735190652725e-01
