# f, Suu, Svv, Sww
0.000000000000000000e+00 9.213859441492020519e-01 1.392034905747190909e-01 1.788980890051340700e-01
3.447681434235476861e-04 2.978455593290708947e+01 4.316526429984673285e+00 4.709706378429668661e+00
6.895362868470953721e-04 4.344830843756186312e+01 3.904707856837108526e+00 5.946725730684423006e+00
1.034304430270642896e-03 4.760325716677419194e+01 1.247239214068290636e+01 1.155071830426097890e+01
1.379072573694190744e-03 6.422839819813647466e+01 7.811213740323058374e+00 1.223475504776024891e+01
1.723840717117738376e-03 4.464353319202515280e+01 5.523200327089790029e+00 1.481893091964913189e+01
2.068608860541285791e-03 1.652161002067702356e+01 3.007883971565631143e+00 4.767627657242988093e+00
2.413377003964833640e-03 2.010028028116540710e+01 4.297917616441825572e+00 5.597876051272750786e+00
2.758145147388381489e-03 7.511097750663698669e+00 2.552379874934480597e+00 2.280948729217858517e+00
3.102913290811928904e-03 8.321060893111546619e+00 1.973459340925739269e+00 2.180096307567078728e+00
3.447681434235476752e-03 6.664687616249518776e+00 2.922992999214620191e+00 3.932014284645211077e+00
3.792449577659024167e-03 3.718587753611216407e+00 2.450440652270007291e+00 1.683986877471932653e+00
4.137217721082571582e-03 7.141569247665606746e+00 4.107212744928061987e+00 2.193109967513640957e+00
4.481985864506119431e-03 2.825260270014693820e+00 1.636773417397871411e+00 1.596950635358688420e+00
4.826754007929667280e-03 3.860575053917242538e+00 1.864682786282388927e+00 1.805705255206524917e+00
5.171522151353215128e-03 4.138758670741221835e+00 3.142442655866811041e+00 1.802199644540271484e+00
5.516290294776762977e-03 3.100110823176787989e+00 2.379614075958516484e+00 2.232468624402712098e+00
5.861058438200309958e-03 2.432301619796791492e+00 3.029241241918132932e+00 2.236481295302789718e+00
6.205826581623857807e-03 3.373825758869759106e+00 2.074702039211869575e+00 2.087303086180621214e+00
6.550594725047405656e-03 2.079180106209468804e+00 1.749515009188707060e+00 1.399082324949108669e+00
6.895362868470953505e-03 2.409151680518438088e+00 2.149350315362832831e+00 1.202800646277952801e+00
7.240131011894501353e-03 2.615878532757275998e+00 1.862660741028093536e+00 1.586411254604491283e+00
7.584899155318048335e-03 1.537183269287620391e+00 1.051683680184731351e+00 1.523895533992097651e+00
7.929667298741597051e-03 3.296210331513869551e+00 1.296326485751291946e+00 1.447000834001582525e+00
8.274435442165143165e-03 3.759782423010975094e+00 3.357137242270435529e+00 1.028539345504924318e+00
8.619203585588691013e-03 1.606832437607977671e+00 1.453626434680755475e+00 6.127031187102848220e-01
