,step,time,z,<u>,<v>,<w>,<hvelmag>,<temperature0>,<velocity_mueff0>,<u'u'>,<u'v'>,<u'w'>,<v'u'>,<v'v'>,<v'w'>,<w'u'>,<w'v'>,<w'w'>,<temperature0'u'>,<temperature0'v'>,<temperature0'w'>,<u'u'u'>,<u'u'v'>,<u'u'w'>,<u'v'u'>,<u'v'v'>,<u'v'w'>,<u'w'u'>,<u'w'v'>,<u'w'w'>,<v'u'u'>,<v'u'v'>,<v'u'w'>,<v'v'u'>,<v'v'v'>,<v'v'w'>,<v'w'u'>,<v'w'v'>,<v'w'w'>,<w'u'u'>,<w'u'v'>,<w'u'w'>,<w'v'u'>,<w'v'v'>,<w'v'w'>,<w'w'u'>,<w'w'v'>,<w'w'w'>
104,122401.0,30600.0,326.56000000003,8.027955222222243,-0.012872666190763875,2.070345347222216e-08,8.02802094444446,267.26512222223175,5.3733043194444415e-15,0.001787725786111115,-7.470380733973239e-05,0.00014385225708701368,-7.470380733973239e-05,0.0007936363874999994,-6.233591137008338e-05,0.00014385225708701368,-6.233591137008338e-05,0.0034157528749999993,-0.0004390399162610286,0.00019709300501472195,4.186439454305568e-05,-8.504602134917646e-06,0.014363978638888858,0.014343388638888913,0.0005993698982224418,-6.661981241250003e-07,-2.1315384848055642e-07,-0.0011541397485833316,-1.265893520402777e-06,-6.147266140277877e-07,1.7913727412638887e-06,-0.0005982451824986135,-0.0005977923184986092,-0.0063814656388888995,-7.839567732443067e-07,-1.0160809061055542e-05,0.0004967297733604162,-4.277743244363892e-06,-3.4431766439958312e-06,-2.161656232152777e-06,0.001150712011190283,0.0011513618387125057,0.0005006796316527784,-3.285995095000034e-07,5.059647615138896e-07,-0.027408600000000005,5.341829205047225e-05,8.836336535138928e-06
105,122401.0,30600.0,329.6899999999698,8.028208499999979,-0.013269402106263897,2.0485182222222243e-08,8.028276083333335,267.297927777793,5.363445361111111e-15,0.0017663532944444428,-8.719350319145838e-05,0.00012373500914166635,-8.719350319145838e-05,0.0008101688388888882,-5.69343936569444e-05,0.00012373500914166635,-5.69343936569444e-05,0.0033025020277777763,-0.0004584723984847221,0.00020711228487194387,4.413651066875011e-05,-9.643408528694325e-06,0.014193631208333337,0.014171355569444448,0.0006990596452126638,-1.5244319122666594e-06,-7.644653039569462e-07,-0.0009934352525374996,-1.8883525085972197e-06,-1.351976510152781e-06,2.2365616911402783e-06,-0.0006983479811555554,-0.0006975883177000018,-0.006514438875000011,-6.644195323722228e-07,-1.0407944574402768e-05,0.0004550025474811107,-2.6790941461527743e-06,-1.7692052855000003e-06,-2.19556795953889e-06,0.000989351975069449,0.0009898864325416682,0.00045750071989166685,-1.8053657723611207e-07,7.293545984722229e-07,-0.026500642777777788,5.249206783777781e-05,8.030834007222203e-06
106,122401.0,30600.0,332.81000000003047,8.028031333333335,-0.013628819289805532,2.036368486111118e-08,8.028099722222256,267.32871944442735,5.3595795138888866e-15,0.0017680463861111128,-0.00010287328502930565,0.0001018599870597223,-0.00010287328502930565,0.0008334737166666681,-5.287184816486122e-05,0.0001018599870597223,-5.287184816486122e-05,0.0031864990416666655,-0.0004921391444375007,0.00021328234456944437,4.4034339844166655e-05,-1.0758246430874954e-05,0.01420781936111114,0.014183929569444434,0.0008255004652073623,-1.3233494085000103e-06,-1.9028986381111197e-07,-0.0008172136122847226,-9.487446833333368e-07,-6.013494607499995e-07,2.0318888315916625e-06,-0.0008247917724652777,-0.000823658418913887,-0.006701143902777767,-1.0502677357777698e-07,-1.0258245433777786e-05,0.0004246322774986107,-4.5390824316667184e-07,5.065303323749986e-07,-2.10187140309306e-06,0.0008141634269166696,0.000814511357027781,0.00042536592032361146,2.797486767458351e-07,1.240189972569447e-06,-0.025569175555555584,5.144459480344428e-05,7.3409443114902955e-06
107,122401.0,30600.0,335.9399999999693,8.027451194444428,-0.013814378846615245,2.0344074444444484e-08,8.027521444444439,267.35939305554336,5.344754805555537e-15,0.0018079960541666673,-0.00012147271124111131,7.995724169722226e-05,-0.00012147271124111131,0.0008606065722222209,-5.033747498402768e-05,7.995724169722226e-05,-5.033747498402768e-05,0.0030656928472222217,-0.0005388952156430542,0.0002095173279993057,4.151377731777783e-05,-1.1310513865472204e-05,0.014528588597222197,0.014503368347222228,0.0009762605291958338,-2.6874274590277684e-07,1.2617884486805573e-06,-0.0006401499215833324,5.975154861388887e-07,7.874414825875095e-07,1.0443565356111168e-06,-0.0009754838709224965,-0.0009739543660782486,-0.006918518416666663,3.921350721861116e-07,-1.0216256996805566e-05,0.0004064469233559716,1.6885660111861154e-06,2.686065640212502e-06,-1.8241602105000005e-06,0.0006389239361250022,0.0006391133935277742,0.0004056221203986114,8.63411414680554e-07,1.860905561972225e-06,-0.02459847555555557,4.951441931634731e-05,6.412645372777795e-06
108,122401.0,30600.0,339.0600000000309,8.026790486111091,-0.013876512510138892,2.039014958333326e-08,8.026861430555515,267.3895375000118,5.323326333333327e-15,0.001858523273611112,-0.0001291336754180557,6.126432400848613e-05,-0.0001291336754180557,0.0008787367486111106,-4.7445457237041805e-05,6.126432400848613e-05,-4.7445457237041805e-05,0.0029396268333333406,-0.0005777525643305577,0.00018967017087611102,3.709309925383323e-05,-1.0445079539513907e-05,0.014934683805555569,0.014908668777777774,0.0010386000464111115,3.6592122336111055e-07,2.136484874272222e-06,-0.0004894599369694461,1.5148247605139041e-06,1.6285814429166751e-06,-5.595422556013905e-07,-0.0010387932061861115,-0.0010370230316694453,-0.007063289194444429,1.1406961245652743e-06,-9.7798972477778e-06,0.00038483467805277774,3.308514396222208e-06,4.2811422251380415e-06,-1.3838646388194434e-06,0.000489591579291667,0.0004897059359166663,0.0003829727993727773,1.4469552500694452e-06,2.4195794692208355e-06,-0.023585900277777808,4.6902601753749876e-05,5.331168215000029e-06
109,122401.0,30600.0,342.18999999996885,8.026131791666652,-0.013902158998249991,2.0420912916666645e-08,8.026204083333264,267.4200000000162,5.308081361111134e-15,0.0018954094166666632,-0.00010960044262388894,4.601490810499978e-05,-0.00010960044262388894,0.0008949796111111122,-4.6128503770041724e-05,4.601490810499978e-05,-4.6128503770041724e-05,0.002809145513888888,-0.0005979191615254161,0.00016061378591555558,3.1807436586069484e-05,-8.196138406430559e-06,0.015232158847222226,0.01520554443055555,0.0008812022541736092,-1.1241778727773968e-08,1.6529884005555547e-06,-0.0003673141123749988,1.5929064257361154e-06,1.6172330021805559e-06,-1.1637552182083317e-06,-0.0008823771450305555,-0.0008807126942083316,-0.007192949097222217,1.836378977684724e-06,-9.328245956527788e-06,0.00037483086133749925,3.9298849282930546e-06,4.830058817458324e-06,-8.878924804583356e-07,0.000368019591493056,0.00036804394649166887,0.0003728786300069443,1.9776832400833297e-06,2.877858794504168e-06,-0.022538113194444456,4.420220256444438e-05,4.40463669550002e-06
110,122401.0,30600.0,345.3100000000314,8.025485847222235,-0.014055213819638916,2.0503725833333325e-08,8.025559972222236,267.4501499999834,5.296110944444435e-15,0.0019040397749999964,-8.130606175111104e-05,3.52181088875e-05,-8.130606175111104e-05,0.0009298870375000006,-4.580164735486111e-05,3.52181088875e-05,-4.580164735486111e-05,0.002673456569444443,-0.0006035551838065277,0.000146643487700764,2.7508727084722143e-05,-5.0422933440694605e-06,0.015303565652777799,0.015276333444444448,0.0006534184494625015,-3.375875634902742e-07,1.101822022791664e-06,-0.0002816552976083337,1.025525256125009e-06,8.546400362083439e-07,-6.828516309444437e-07,-0.0006544388467488046,-0.0006529996080169738,-0.007473143638888879,2.0907606005972173e-06,-9.682026770236125e-06,0.000371805656579167,3.627806885575e-06,4.4454928877458356e-06,-1.2737035451388342e-07,0.0002825538429827789,0.0002823831904627789,0.0003702800577083336,2.1021240441388886e-06,2.9198120762083313e-06,-0.021448729583333374,4.206776558265282e-05,3.864027032204171e-06
111,122401.0,30600.0,348.4399999999684,8.02486997222219,-0.014324377277777765,2.0591417083333304e-08,8.024947388888851,267.48242499998895,5.291375361111104e-15,0.00188399096805556,-6.464007136333349e-05,2.9344002577361128e-05,-6.464007136333349e-05,0.0009725079638888898,-4.603170381631943e-05,2.9344002577361128e-05,-4.603170381631943e-05,0.0025308727638888836,-0.0006045450534638896,0.0001414071467212502,2.3277733030833242e-05,-2.108983156333341e-06,0.015144391430555558,0.015116755166666686,0.0005202622151469455,4.806494192498591e-07,1.7224896592250021e-06,-0.00023568083203333271,1.817799919861134e-07,-2.476494502777958e-07,-3.16180936791643e-08,-0.0005198130000513884,-0.0005185712649680552,-0.007816377430555577,1.251764467750001e-06,-1.1368422727819444e-05,0.000372681039344445,2.750624544562497e-06,3.5172346658472267e-06,8.661963012736125e-07,0.00023672924877777703,0.00023629950420833346,0.0003716923035624993,1.7619104946944444e-06,2.5285176918750023e-06,-0.020304057777777815,4.0441902023888926e-05,3.7050725239569565e-06
112,122401.0,30600.0,351.56000000003183,8.024559416666616,-0.014569269833333318,2.0777156666666848e-08,8.024638777777776,267.51588888889916,5.3033983888888796e-15,0.0018381257013888902,-5.523168513638888e-05,2.7198177868055587e-05,-5.523168513638888e-05,0.0009958145486111103,-4.622371669111108e-05,2.7198177868055587e-05,-4.622371669111108e-05,0.002381154333333335,-0.0006030097578836408,0.0001388668116925,2.0338082392638997e-05,3.427002885832521e-08,0.01477771995833334,0.014749947222222228,0.0004463842744113882,2.2667912159722266e-06,3.274223832708338e-06,-0.0002194833830013877,-6.532973885958228e-07,-1.334644272749984e-06,-1.174406108666652e-07,-0.00044423468520000026,-0.00044322726376250145,-0.008004231055555533,6.478370333583351e-07,-1.2544768692805567e-05,0.00037284214674611213,1.4424125575972225e-06,2.1726719468638894e-06,1.7479960453194568e-06,0.0002205779437361114,0.00021989685323611056,0.0003725502913086109,1.1502798448472292e-06,1.8805376431944444e-06,-0.019102774166666652,3.869658396177772e-05,3.7509922262500227e-06
113,122401.0,30600.0,354.689999999968,8.024964277777759,-0.014655963982472283,2.0648111666666727e-08,8.025044083333336,267.54863472223803,5.325287874999979e-15,0.001801036891666667,-5.340019487652781e-05,2.855003188444447e-05,-5.340019487652781e-05,0.0009933436472222205,-4.448707006111113e-05,2.855003188444447e-05,-4.448707006111113e-05,0.0022252379027777784,-0.0006089628317984714,0.00015177945954013937,1.8494580920416676e-05,-5.04452295627774e-07,0.014480207055555538,0.014452282972222206,0.0004324478531944444,3.0989660078472218e-06,3.940797963769442e-06,-0.0002313827149458336,-1.6085703556944367e-06,-2.5136217503055645e-06,-7.819334961666615e-07,-0.0004301309948444452,-0.00042928932595979276,-0.007984741763888904,6.662321324319446e-07,-1.2591531666569453e-05,0.000357600206809722,2.0410537888750157e-07,8.448409824111101e-07,2.206684063561384e-06,0.00023198138975277742,0.00023107573817222212,0.00035804277859444465,6.463019447706922e-07,1.287037857958329e-06,-0.017853285736111137,3.6346394578305516e-05,3.7515902177555455e-06
