# z, u, v, w, u_mag
0.000000000000000000e+00 4.534744366302859930e+00 1.066494497308846379e+00 -1.817122405498508564e-02 4.658502675097357049e+00
1.041666700000000034e+01 6.609011942133196094e+00 1.541725816595816090e+00 1.744976656155474565e-02 6.786476393473294344e+00
2.083333299999999966e+01 7.559733618823064383e+00 1.742512710097247064e+00 -1.587236311318135362e-02 7.757974920320696022e+00
3.125000000000000000e+01 7.939827408203976589e+00 1.820887920185613185e+00 1.378858066100264144e-02 8.145961098292920255e+00
4.166666699999999679e+01 8.218140120206186339e+00 1.867646787722626822e+00 -1.178768260318704443e-02 8.427696631256630155e+00
5.208333300000000321e+01 8.416179960275947280e+00 1.896943380394396916e+00 1.031152563208449432e-02 8.627316247810405514e+00
6.250000000000000000e+01 8.578238102171116708e+00 1.918612018661567609e+00 -9.025414820666452162e-03 8.790183301490682055e+00
7.291666700000000390e+01 8.710252351207817156e+00 1.936833916381125231e+00 7.972203400388547592e-03 8.922997545522054708e+00
8.333333299999999610e+01 8.819377089282729898e+00 1.950602480766254310e+00 -7.068630925333956386e-03 9.032514170843006340e+00
9.375000000000000000e+01 8.916285125137392242e+00 1.961504318431178895e+00 6.282620284418382987e-03 9.129495007681866170e+00
1.041666670000000039e+02 8.996850419476537297e+00 1.973434449043478089e+00 -5.603471132593937191e-03 9.210743313869702575e+00
1.145833329999999961e+02 9.071296071221823354e+00 1.982691611478628602e+00 5.014038034128594223e-03 9.285445793206140053e+00
1.250000000000000000e+02 9.130437286061715341e+00 1.992760178642665858e+00 -4.511944154181423208e-03 9.345373107689709968e+00
1.354166669999999897e+02 9.186625080926949849e+00 2.000916426830884998e+00 4.076474253904197216e-03 9.402008484484584372e+00
1.458333330000000103e+02 9.233465546504458388e+00 2.011105815445414891e+00 -3.686620209267670294e-03 9.449944242722907006e+00
1.562500000000000000e+02 9.276712273806946740e+00 2.020752657965122268e+00 3.341713098450703814e-03 9.494253160871579666e+00
1.666666669999999897e+02 9.313866393631261786e+00 2.030672525466853173e+00 -3.038895399191690345e-03 9.532667377968508049e+00
1.770833330000000103e+02 9.346425440523436379e+00 2.039456059391508980e+00 2.762847246637838757e-03 9.566350253193606434e+00
1.875000000000000000e+02 9.376006543413817340e+00 2.048378626511250911e+00 -2.517128628966655655e-03 9.597153746586712941e+00
1.979166669999999897e+02 9.402496441176310782e+00 2.057102889973639659e+00 2.290009589990065885e-03 9.624895681014677962e+00
2.083333330000000103e+02 9.425555670718098966e+00 2.066454250273031867e+00 -2.078479372327427833e-03 9.649421598746428685e+00
2.187500000000000000e+02 9.446829975877847119e+00 2.074805078230571365e+00 1.880923253192002360e-03 9.671991327729150711e+00
2.291666669999999897e+02 9.466056294238278213e+00 2.083854454375035914e+00 -1.703252774622517974e-03 9.692712419842900218e+00
2.395833330000000103e+02 9.484125667422068418e+00 2.092428130114776685e+00 1.545881630767774852e-03 9.712203537040384305e+00
2.500000000000000000e+02 9.500448510878143793e+00 2.099956048950657905e+00 -1.403298341483997635e-03 9.729765633591460627e+00
