# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 9.654984616942634545e-01 1.486663946189558105e-01 -9.609109176497263038e-02 4.621874709591196062e-01 -1.965658103747005073e-02 9.295982919453443794e-02 7.603228809239587216e-01
1.041666700000000034e+01 1.068026261349113382e+00 1.698549713438109177e-01 -9.655985196298574880e-02 4.663169653211734489e-01 -1.867603095688487660e-02 7.353967069303772586e-02 8.039414486816622851e-01
2.083333299999999966e+01 1.033606412845386791e+00 1.535491143183711216e-01 -1.481330220170072598e-01 4.771181352386054120e-01 -2.723472036193906598e-02 1.410267976095984643e-01 8.258756728467953057e-01
3.125000000000000000e+01 8.732861553540482991e-01 1.273190658593827407e-01 -1.423669269153281791e-01 4.425715409455271421e-01 -2.422909655643838006e-02 1.664519998638436249e-01 7.411548480817095053e-01
4.166666699999999679e+01 7.901243140349676342e-01 1.102561504417811367e-01 -1.480441555220760874e-01 4.172081889504756780e-01 -2.357908562160800775e-02 1.711337250581247971e-01 6.892331140217841101e-01
5.208333300000000321e+01 7.266989783163204653e-01 9.586028885410827205e-02 -1.424283015697262456e-01 3.877170133274217556e-01 -2.096739573635637496e-02 1.707683366984474871e-01 6.425921641710947707e-01
6.250000000000000000e+01 6.818102936990968477e-01 8.476384621295569854e-02 -1.438794174499416212e-01 3.655760165816276386e-01 -1.963966395257984304e-02 1.687052345915378004e-01 6.080457724361312266e-01
7.291666700000000390e+01 6.450604980153453738e-01 7.745848055579857006e-02 -1.390760136029570437e-01 3.433667055006509594e-01 -1.757003703601563854e-02 1.641089512467134581e-01 5.762680773813548818e-01
8.333333299999999610e+01 6.144944809181113188e-01 7.280411144717104099e-02 -1.389522496851122724e-01 3.249420218960505369e-01 -1.646520469618228261e-02 1.619875900396728630e-01 5.507120464269172899e-01
9.375000000000000000e+01 5.908208498266829256e-01 6.755515260240632647e-02 -1.353811342495773173e-01 3.059944004867251044e-01 -1.467239554651278421e-02 1.582039704869332430e-01 5.275096104001706365e-01
1.041666670000000039e+02 5.647071088056075938e-01 6.441454110928319932e-02 -1.347487393847948411e-01 2.879212586042674826e-01 -1.355945871258293356e-02 1.563171516351573587e-01 5.044727595225162453e-01
1.145833329999999961e+02 5.459622552043837951e-01 6.043061450475561980e-02 -1.313854982354942802e-01 2.725947136483083955e-01 -1.222978603305347606e-02 1.525494288234668649e-01 4.855531988380795139e-01
1.250000000000000000e+02 5.248364622650133482e-01 5.699563083782568929e-02 -1.306783512013356130e-01 2.581492893357516527e-01 -1.111260389682733503e-02 1.512603315509991886e-01 4.671230415758820809e-01
1.354166669999999897e+02 5.107468399868184683e-01 5.341747031904935800e-02 -1.273867208648043481e-01 2.451956795347040585e-01 -9.862213029529810771e-03 1.471281360031115315e-01 4.515353277623170847e-01
1.458333330000000103e+02 4.927049032762011449e-01 4.913096937656574736e-02 -1.265712244650223084e-01 2.313356901243416308e-01 -8.962095095955040572e-03 1.461476996008238827e-01 4.350941465006832876e-01
1.562500000000000000e+02 4.787404032854677416e-01 4.482327658067934706e-02 -1.236694050985062271e-01 2.188253074913449059e-01 -7.962008560542681301e-03 1.427512928614056986e-01 4.201585018191091869e-01
1.666666669999999897e+02 4.665286554304576283e-01 4.097582934428212198e-02 -1.227474670168093307e-01 2.076079671947442251e-01 -7.214437389177969992e-03 1.422943445253639638e-01 4.082154835752829225e-01
1.770833330000000103e+02 4.565750130230362691e-01 3.639054085862451771e-02 -1.201465778136845686e-01 1.964928071791702535e-01 -6.222287214421555988e-03 1.396160509988726151e-01 3.963419356005395966e-01
1.875000000000000000e+02 4.474629383888646950e-01 3.238294551308336378e-02 -1.189725497269825821e-01 1.861790999488535658e-01 -5.635174044224917737e-03 1.391046694960479391e-01 3.863733539168830999e-01
1.979166669999999897e+02 4.397906667347933896e-01 2.843504582348781520e-02 -1.166397644334023487e-01 1.769137476301280709e-01 -4.703546671064266077e-03 1.369152451013042615e-01 3.768098297331128332e-01
2.083333330000000103e+02 4.314769890489423276e-01 2.489459114044900029e-02 -1.154062455504484969e-01 1.680541502461115611e-01 -4.171104069488475868e-03 1.360358416227611666e-01 3.677834904589075138e-01
2.187500000000000000e+02 4.242531510447334342e-01 2.181928216775010088e-02 -1.130864360087756731e-01 1.606115959880604349e-01 -3.415843353439648213e-03 1.341817730688254218e-01 3.595232600508096454e-01
2.291666669999999897e+02 4.174604197617702295e-01 1.890881976703146297e-02 -1.116349919687419506e-01 1.545461488694095109e-01 -2.728988691186972140e-03 1.331663824586360734e-01 3.525864755449079069e-01
2.395833330000000103e+02 4.109181702045463513e-01 1.480664887492843737e-02 -1.093562103350983611e-01 1.473314925609549852e-01 -2.114099393054482984e-03 1.311964294035967982e-01 3.447230460845490674e-01
2.500000000000000000e+02 4.044906187362087846e-01 1.089191797525766552e-02 -1.078068191840245021e-01 1.428384738470301618e-01 -1.485170229946065944e-03 1.302938252671972108e-01 3.388114589252180786e-01
2.604166670000000181e+02 3.988043987208327312e-01 6.154356663101384281e-03 -1.056234543970624440e-01 1.382011031729989681e-01 -8.941787108299530887e-04 1.284389866499569544e-01 3.327222442718943407e-01
2.708333329999999819e+02 3.933565270728283658e-01 2.485607130516202801e-03 -1.040379719104856798e-01 1.338255210986470656e-01 -3.580666802479634103e-04 1.277531235008611266e-01 3.274675858361682512e-01
2.812500000000000000e+02 3.897160827480912193e-01 -1.325375933015830775e-03 -1.017666557140061018e-01 1.302328143897254487e-01 1.710542514284365211e-04 1.257464936524583521e-01 3.228476953951375239e-01
2.916666670000000181e+02 3.859798977534788511e-01 -4.257901042232509724e-03 -1.001449041957332697e-01 1.266177685818010712e-01 5.692236454253438074e-04 1.250204087160733391e-01 3.188090375256766307e-01
3.020833329999999819e+02 3.819194627656354868e-01 -7.223854599550941918e-03 -9.794324529361131404e-02 1.228859543879476518e-01 9.562326053560273520e-04 1.232220412152823935e-01 3.140137291844327661e-01
3.125000000000000000e+02 3.776139063693912945e-01 -1.017518644762788367e-02 -9.628822605399056656e-02 1.199975900147954438e-01 1.226073142889864270e-03 1.223036254527729710e-01 3.099575609184798686e-01
3.229166670000000181e+02 3.739849780485964281e-01 -1.283800808614799123e-02 -9.410029393118755914e-02 1.177394135006701453e-01 1.518923609761048225e-03 1.205881230453032665e-01 3.061562572972849061e-01
3.333333329999999819e+02 3.695584528350879250e-01 -1.540467853030464372e-02 -9.246993734543031140e-02 1.154331747243784317e-01 1.743172587205899004e-03 1.197722272577685237e-01 3.023819274086174125e-01
3.437500000000000000e+02 3.658674872940331779e-01 -1.719256522025491146e-02 -9.030657196388022778e-02 1.142432086315222362e-01 1.992811205251042873e-03 1.181301049958792121e-01 2.991204004607173061e-01
3.541666670000000181e+02 3.617931122504584041e-01 -1.821846446331872385e-02 -8.857793545328299101e-02 1.125758072654832465e-01 2.208519743041930002e-03 1.170105110083708849e-01 2.956897152621562608e-01
3.645833329999999819e+02 3.583917410429490191e-01 -1.869338306307233993e-02 -8.643482472924902960e-02 1.114085756410679168e-01 2.361989294953309709e-03 1.148817716023763508e-01 2.923410441431966711e-01
3.750000000000000000e+02 3.539816167286211068e-01 -1.862337315196565396e-02 -8.473212826107297257e-02 1.099521097343071629e-01 2.631351949713297243e-03 1.135448103496907724e-01 2.887392684063095349e-01
3.854166670000000181e+02 3.498337279309425840e-01 -1.828768074483291123e-02 -8.265027424878929052e-02 1.088328548599568346e-01 2.815259625707742640e-03 1.116438263125015956e-01 2.851552045517005141e-01
