# z, u, v, w, u_mag
0.000000000000000000e+00 4.549758940691895681e+00 1.068442792661773000e+00 -1.822526366027105507e-02 4.673564868473766509e+00
1.041666700000000034e+01 6.635414549483694024e+00 1.551154559306349823e+00 1.749687776263309652e-02 6.814331430968720404e+00
2.083333299999999966e+01 7.595901307367309840e+00 1.760367124280610041e+00 -1.589990520994199671e-02 7.797234246224624243e+00
3.125000000000000000e+01 7.981775335019098527e+00 1.836799415612736741e+00 1.380008429568915090e-02 8.190406585404726769e+00
4.166666699999999679e+01 8.260524449950345627e+00 1.886622408220130387e+00 -1.177643259354065747e-02 8.473237101827756135e+00
5.208333300000000321e+01 8.453054555194917441e+00 1.912423028924420176e+00 1.026225786816816789e-02 8.666694783399179869e+00
6.250000000000000000e+01 8.608791585743574615e+00 1.929194400167342227e+00 -8.950057451171953074e-03 8.822310564922023701e+00
7.291666700000000390e+01 8.738423319942231871e+00 1.941460739846285311e+00 7.880188125271549854e-03 8.951501216010619544e+00
8.333333299999999610e+01 8.846023118110322159e+00 1.950888981143201750e+00 -6.962382491481061177e-03 9.058594885392446727e+00
9.375000000000000000e+01 8.937803347160190981e+00 1.957451408251577041e+00 6.172552259016941996e-03 9.149643861297301228e+00
1.041666670000000039e+02 9.015376785116627545e+00 1.961177128777724210e+00 -5.503786755929581179e-03 9.226226996976027550e+00
1.145833329999999961e+02 9.085457213580530933e+00 1.965464588813931712e+00 4.933863153695986631e-03 9.295623065329705170e+00
1.250000000000000000e+02 9.146450796405812156e+00 1.970093445124245335e+00 -4.443380559722959200e-03 9.356219861526600567e+00
1.354166669999999897e+02 9.200414997208696377e+00 1.974759727716625335e+00 4.014088494052261633e-03 9.409958991195475519e+00
1.458333330000000103e+02 9.247950736041245179e+00 1.978235174898737903e+00 -3.633592123513797439e-03 9.457167674649962663e+00
1.562500000000000000e+02 9.292588494642616936e+00 1.982888375855182295e+00 3.283832481918307327e-03 9.501792358572235031e+00
1.666666669999999897e+02 9.332301083022541022e+00 1.986572506380494429e+00 -2.983510942645891013e-03 9.541400459504259857e+00
1.770833330000000103e+02 9.368694029872418838e+00 1.992487032582996420e+00 2.726793239856848284e-03 9.578227384844227643e+00
1.875000000000000000e+02 9.401322395906630547e+00 1.998380153620948230e+00 -2.501872852648407645e-03 9.611367867766244188e+00
1.979166669999999897e+02 9.429891511216021982e+00 2.003939815607912234e+00 2.297899773129669174e-03 9.640468555948203289e+00
2.083333330000000103e+02 9.455793943502895260e+00 2.009355987895915518e+00 -2.110496690810598295e-03 9.666931004319597065e+00
2.187500000000000000e+02 9.479535494248874983e+00 2.015234302353236640e+00 1.939498612420026804e-03 9.691375869388219044e+00
2.291666669999999897e+02 9.499755381884893879e+00 2.020734959002084441e+00 -1.791198760096321743e-03 9.712297632310139761e+00
2.395833330000000103e+02 9.517717714885503000e+00 2.026661334649844548e+00 1.656796775491319474e-03 9.731100113069722113e+00
