# z uT vT wT
5.000000000000000000e+00 2.728999111291917920e-04 9.041976144894174963e-04 2.525359791128181869e-04
1.500000000000000000e+01 2.707587087601421682e-04 3.709036973570661779e-03 1.206667927048927884e-03
2.500000000000000000e+01 1.925913644888127075e-04 3.826950851200493307e-03 1.503707198372640540e-03
3.500000000000000000e+01 1.334119043184781744e-04 2.223305637875887166e-03 7.639678454022097703e-04
4.500000000000000000e+01 4.676212172904235022e-05 3.440318028993679354e-04 -1.685744221533180560e-04
5.500000000000000000e+01 -2.588043720025132773e-04 -1.294588609660695788e-03 -8.579580833371812593e-04
6.500000000000000000e+01 -8.373876564816342283e-04 -2.766753266834820566e-03 -9.460574420316406052e-04
7.500000000000000000e+01 -1.369288675243600590e-03 -3.380617022981773859e-03 -7.290190152293397289e-04
8.500000000000000000e+01 -1.103869888622019879e-03 -2.888255263774092575e-03 -9.562262020376456357e-04
9.500000000000000000e+01 -1.221322286840593758e-03 -7.584245090811386281e-04 -3.332415212106153743e-04
1.050000000000000000e+02 -3.071115070978318838e-03 4.251417913999652287e-04 -1.721222177070629177e-05
1.150000000000000000e+02 -4.107623104359124991e-03 1.341342157981550889e-04 -2.156523374356289057e-04
1.250000000000000000e+02 -4.537704525985983110e-03 6.618195508457916832e-05 -1.953114917335468264e-04
1.350000000000000000e+02 -3.512137332445599940e-03 3.303635603022534004e-04 -1.144691239915226067e-04
1.450000000000000000e+02 -1.499868613312999466e-03 5.878925641940388339e-04 -1.064781152666905941e-04
1.550000000000000000e+02 -1.748314281247366486e-03 1.033978657799663765e-03 -4.594644142050100574e-05
1.650000000000000000e+02 -3.310354884104840280e-03 1.629807538020976122e-03 2.162968164084822311e-06
1.750000000000000000e+02 -3.201958111513465103e-03 1.562054482822095676e-03 -7.372668536270024562e-05
1.850000000000000000e+02 -2.674675801210156002e-03 1.341870778869779651e-03 -1.010024588505150582e-04
1.950000000000000000e+02 -2.373561076965899526e-03 1.248842539081845794e-03 -8.302115841701221844e-05
2.050000000000000000e+02 -1.885033194355063228e-03 1.069550464179852816e-03 -7.787619313219382904e-05
2.150000000000000000e+02 -1.560620540733745733e-03 9.822081416508371497e-04 -1.050999173103829852e-05
2.250000000000000000e+02 -1.468425384319899021e-03 9.819671953673991642e-04 3.896054303614096298e-05
2.350000000000000000e+02 -1.333282840664081837e-03 8.707635157214393875e-04 4.044428655850409277e-05
2.450000000000000000e+02 -1.175317589848398148e-03 7.641963185497778911e-04 6.046581415640301212e-05
2.550000000000000000e+02 -9.577064757217733978e-04 5.917506515685911185e-04 7.061902748039265894e-05
2.650000000000000000e+02 -8.399968638387216632e-04 4.938305179228441588e-04 8.910799976047358505e-05
2.750000000000000000e+02 -7.004250978717329245e-04 4.820771206315281219e-04 1.180842290859794510e-04
2.850000000000000000e+02 -6.448061623453522689e-04 4.574553972273005353e-04 1.215669488380836997e-04
2.950000000000000000e+02 -5.159077691215916295e-04 3.665009075695189046e-04 7.465301978897551701e-05
3.050000000000000000e+02 -4.655221401286228499e-04 3.257448418724331386e-04 1.973634877082796531e-05
3.150000000000000000e+02 -3.833553547900014598e-04 2.890493415856130836e-04 3.409855191349449137e-05
3.250000000000000000e+02 -2.932439002133342123e-04 2.362096645273352327e-04 5.205998991938342809e-05
3.350000000000000000e+02 -2.149262991283561674e-04 1.847970052417299011e-04 3.786552266776261721e-05
3.450000000000000000e+02 -2.349216090627144027e-04 1.530636377676067598e-04 1.704167246064170399e-05
3.550000000000000000e+02 -2.353351343768504223e-04 1.901426136888573237e-04 -6.751066272842320146e-06
3.650000000000000000e+02 -2.163943381101963233e-04 1.827507335470351772e-04 -1.991505756027316592e-05
