# z uT vT wT
5.000000000000000000e+00 8.012625822042081973e-04 -5.081154281273372701e-03 2.330752867989201085e-03
1.500000000000000000e+01 1.886550747427136535e-03 -3.079063443486245496e-03 9.507303739646659826e-03
2.500000000000000000e+01 2.377720517952426442e-03 -1.078605762993330251e-03 1.426100221138387573e-02
3.500000000000000000e+01 3.352847273170574214e-03 7.784615098329168096e-04 1.718257273553750950e-02
4.500000000000000000e+01 4.526408239569876084e-03 1.235698592533236804e-03 2.007803195920130832e-02
5.500000000000000000e+01 5.490283065740105516e-03 1.250990982791648628e-03 2.208661211259534476e-02
6.500000000000000000e+01 6.164107479069960184e-03 9.828432402954603506e-04 2.300233923263061281e-02
7.500000000000000000e+01 6.488728904421388506e-03 6.306899209349253570e-04 2.349523438554726451e-02
8.500000000000000000e+01 6.267664971743574544e-03 4.067554074215275228e-04 2.392505833497773210e-02
9.500000000000000000e+01 5.590166131217565171e-03 1.821748438901101702e-04 2.391866614734229277e-02
1.050000000000000000e+02 4.890452106297375409e-03 3.018376742939345027e-06 2.347988477029970197e-02
1.150000000000000000e+02 4.450926790477469086e-03 -3.762039488930531920e-05 2.286017380618843992e-02
1.250000000000000000e+02 4.183901254481582795e-03 1.440277712289450851e-05 2.229017039630303010e-02
1.350000000000000000e+02 4.066265332444733531e-03 1.629819907959331217e-04 2.186734832877118562e-02
1.450000000000000000e+02 3.956052063495117850e-03 4.181517517101112735e-04 2.150742868231265634e-02
1.550000000000000000e+02 3.882112616718061231e-03 6.615697664225440085e-04 2.080367719113451058e-02
1.650000000000000000e+02 3.978875510869514867e-03 7.912490325239566720e-04 1.971899854014770581e-02
1.750000000000000000e+02 4.156314320661664251e-03 8.567416265622747763e-04 1.863668316333987746e-02
1.850000000000000000e+02 4.336246376039225997e-03 9.197022878952872517e-04 1.773344601215159910e-02
1.950000000000000000e+02 4.585698299762639221e-03 1.022649568423792668e-03 1.691435445261556605e-02
2.050000000000000000e+02 4.841115536918705678e-03 1.102666346338884631e-03 1.613816275727028571e-02
2.150000000000000000e+02 5.094073757679768930e-03 1.151426640474517704e-03 1.547214991497974403e-02
2.250000000000000000e+02 5.281767987019542199e-03 1.215847733027368991e-03 1.490248464708862283e-02
2.350000000000000000e+02 5.252249896771229824e-03 1.215692108887134323e-03 1.425776842940984675e-02
2.450000000000000000e+02 5.025142169079320660e-03 1.148266005526097809e-03 1.348975861797583470e-02
2.550000000000000000e+02 4.682315997285158363e-03 1.046089773153518684e-03 1.278132499610884834e-02
2.650000000000000000e+02 4.278642179149042858e-03 9.120497583223673111e-04 1.217119325897381317e-02
2.750000000000000000e+02 3.888237102385708101e-03 7.613479348486107412e-04 1.138502344718527251e-02
2.850000000000000000e+02 3.497928756184556787e-03 5.744184311798780857e-04 1.036754947784608930e-02
2.950000000000000000e+02 3.179850859304460178e-03 3.566711101142967777e-04 9.398523791286994902e-03
3.050000000000000000e+02 2.931353311412923917e-03 1.687695027566808606e-04 8.591414779393465040e-03
3.150000000000000000e+02 2.645503438563165388e-03 2.956793858695638263e-05 7.839595077397527173e-03
3.250000000000000000e+02 2.314792438091119349e-03 -6.945409074009419297e-05 7.084744096966179468e-03
3.350000000000000000e+02 1.919676858026230296e-03 -1.464454368265353504e-04 6.322925128974006895e-03
3.450000000000000000e+02 1.431461727579187628e-03 -2.141104439071829524e-04 5.406822817073356387e-03
3.550000000000000000e+02 7.874540652079599487e-04 -2.627020891793966891e-04 4.244413391728406489e-03
3.650000000000000000e+02 2.547199941359127901e-04 -2.598094795175976183e-04 3.191878358054317955e-03
3.750000000000000000e+02 -1.045614017440890089e-04 -2.047850686548656452e-04 2.346408884515357573e-03
3.850000000000000000e+02 -4.559478872765312225e-04 -1.573051122526291745e-04 1.524390227068683117e-03
3.950000000000000000e+02 -9.097686900735060768e-04 -1.409335438831678465e-04 4.555074099764641962e-04
4.050000000000000000e+02 -1.590569078997037871e-03 -1.594780442838946463e-04 -9.951976166252753282e-04
4.150000000000000000e+02 -2.274679100276260756e-03 -4.176579213482013080e-05 -2.154413656414595410e-03
4.250000000000000000e+02 -2.679242365634993284e-03 2.063200079201655168e-04 -2.728560649643855304e-03
4.350000000000000000e+02 -2.813026484123488848e-03 6.825034033908168379e-04 -2.953193836021078111e-03
4.450000000000000000e+02 -3.040170511006325387e-03 1.464988710635700860e-03 -3.462087939180370170e-03
4.550000000000000000e+02 -3.646600887956990764e-03 2.727388939946042302e-03 -4.630627127262644874e-03
4.650000000000000000e+02 -3.959343742221533950e-03 3.673045498661849876e-03 -4.964609561938520058e-03
4.750000000000000000e+02 -3.919572266191100919e-03 3.824970111270820268e-03 -4.059701947978182693e-03
4.850000000000000000e+02 -4.117534343514148501e-03 4.023493573999395272e-03 -2.752190658052798295e-03
4.950000000000000000e+02 -4.684609801701909021e-03 5.491081463960162910e-03 -2.675485788881542138e-03
5.050000000000000000e+02 -7.278660485639963304e-03 9.650077433759811016e-03 -3.698870198063223310e-03
5.150000000000000000e+02 -1.036679423473541028e-02 1.353864909832961858e-02 -2.756473454303053246e-03
5.250000000000000000e+02 -1.128693848240201400e-02 1.480455459548450821e-02 -7.498401638560917709e-04
5.350000000000000000e+02 -1.019586829650357199e-02 1.258269821553649644e-02 5.712748848713660192e-05
5.450000000000000000e+02 -8.267789886926892387e-03 9.467862344857537124e-03 7.407073181360425017e-05
5.550000000000000000e+02 -6.625532212894228237e-03 7.726740916079731340e-03 -1.911375705337619950e-04
5.650000000000000000e+02 -5.136237924347119774e-03 6.588379476366966817e-03 -1.916755469386473775e-04
5.750000000000000000e+02 -3.344583028579874943e-03 5.643366452584112035e-03 -5.142001048302433932e-05
5.850000000000000000e+02 -1.817456150316750863e-03 5.032135977916253264e-03 -1.910009522893491975e-05
5.950000000000000000e+02 -1.034398248138736947e-03 4.652468974078212936e-03 -5.247848404540504392e-05
6.050000000000000000e+02 -6.853427058409615512e-04 4.288173137228472667e-03 -1.218853099979586344e-04
6.150000000000000000e+02 -6.858611411392582244e-04 3.827454688203087499e-03 -8.865586506538694243e-05
6.250000000000000000e+02 -6.007872909511676515e-04 3.278557289215695749e-03 -3.032757275060401030e-05
6.350000000000000000e+02 -3.981770207054566020e-04 2.752106100731106439e-03 -4.157546879073973500e-05
6.450000000000000000e+02 -2.122522690164018605e-04 2.237520259828221225e-03 -4.105168875166188158e-05
6.550000000000000000e+02 -1.612864041288300103e-05 1.747275242134728457e-03 -2.531731012632750988e-05
6.650000000000000000e+02 9.463668893606765194e-05 1.410505389502717021e-03 -1.526364461008878652e-05
6.750000000000000000e+02 1.201899012032384020e-04 1.189804025251313012e-03 -1.849235704666717694e-05
6.850000000000000000e+02 1.045891441018579395e-04 1.026895713855777333e-03 -2.517302053938322425e-05
6.950000000000000000e+02 1.513161095378430965e-04 8.389999645057888162e-04 -2.442894568483767336e-05
7.050000000000000000e+02 2.608050830789219641e-04 6.354739136493109440e-04 -1.975449019506548203e-05
7.150000000000000000e+02 2.696103508299803981e-04 5.339646909270879486e-04 -1.439089265861380834e-05
7.250000000000000000e+02 2.206988923218972467e-04 4.899364322817630719e-04 -1.237700190611197539e-05
7.350000000000000000e+02 1.778351690464206273e-04 4.415945401689334144e-04 -1.069520059411501007e-05
7.450000000000000000e+02 1.568302729032148115e-04 4.095646650877434077e-04 -8.065520835698571352e-06
7.550000000000000000e+02 1.620049496428131871e-04 3.950735621342910098e-04 -6.292225939925269830e-06
7.650000000000000000e+02 1.406430721148773039e-04 3.727750587786996211e-04 -3.759536000038220988e-06
7.750000000000000000e+02 1.021930194891521970e-04 3.475075679639973310e-04 -3.693468886690018748e-06
7.850000000000000000e+02 6.441154258424294701e-05 3.282980827145307338e-04 -2.728256044002599540e-06
7.950000000000000000e+02 6.150092276455991686e-05 3.290889007382819800e-04 -1.281860016609780471e-06
8.050000000000000000e+02 1.154806833576334994e-04 3.524447954251665313e-04 -3.085877651133865402e-06
8.150000000000000000e+02 1.287338516534523934e-04 3.556329835696832591e-04 -3.364564868410329418e-06
8.250000000000000000e+02 1.079153677834376423e-04 3.439911384894778408e-04 -1.349023916726452364e-06
8.350000000000000000e+02 9.795627514193551617e-05 3.402314696225685643e-04 -5.929018009043594357e-07
8.450000000000000000e+02 9.011972690881057859e-05 3.379132756630571751e-04 -2.977009920204359644e-07
8.550000000000000000e+02 8.437164768303041340e-05 3.358738270913505823e-04 -5.948518599919441676e-07
8.650000000000000000e+02 8.156905605422283209e-05 3.337468628816067694e-04 -1.086437739124184013e-06
8.750000000000000000e+02 8.125438691994704178e-05 3.308874916454251957e-04 -1.290548647105404715e-06
8.850000000000000000e+02 8.359477042345677398e-05 3.339311958005597241e-04 -2.335637916803124909e-06
8.950000000000000000e+02 8.365898463626709699e-05 3.083911339342377601e-04 -3.205447083499946857e-06
9.050000000000000000e+02 7.760362406722467749e-05 2.515758609565424170e-04 -3.076108552881741998e-06
9.150000000000000000e+02 7.292493712833925232e-05 2.288885883493184371e-04 -4.475314541002205963e-06
