# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 2.771707113311878135e-01 8.441553093987001419e-03 6.766694470788785524e-04 1.884199254859445505e-01 5.909664827311799165e-03 9.879287079420548748e-03 2.377349619482764520e-01
1.500000000000000000e+01 2.732432307319262454e-01 1.773914748818283121e-02 3.712582282703089098e-03 3.303704912962588391e-01 4.799223639540220465e-02 6.036855131842983752e-02 3.319911366733074853e-01
2.500000000000000000e+01 2.687125919562698417e-01 2.355810207964329980e-02 7.184450863365077558e-03 3.834192934453703461e-01 8.474801533899524453e-02 1.081408167507503931e-01 3.801363510761953113e-01
3.500000000000000000e+01 2.698268607773040006e-01 2.890993143639088853e-02 1.109816083505931958e-02 4.120681324886726338e-01 1.073071136074662396e-01 1.423921518893884464e-01 4.121435725776825265e-01
4.500000000000000000e+01 2.696217849182037107e-01 3.129548028536608545e-02 1.485923081663554149e-02 4.196813756059072920e-01 1.208093648396721120e-01 1.654131847793032239e-01 4.273581726517071133e-01
5.500000000000000000e+01 2.675706322858776298e-01 3.370539643438700411e-02 1.789075254847841134e-02 4.213989193650766740e-01 1.299073225169210255e-01 1.803807715730521843e-01 4.346751616120032580e-01
6.500000000000000000e+01 2.634335592702089501e-01 3.655322908021203104e-02 2.027627937672169325e-02 4.233074660198862804e-01 1.365157439324941602e-01 1.897437366407557224e-01 4.382423809654254487e-01
7.500000000000000000e+01 2.571846097680839383e-01 3.931618253364367599e-02 2.187138003029793012e-02 4.237651764983942360e-01 1.397640954357804444e-01 1.952389060185007741e-01 4.380943461424894880e-01
8.500000000000000000e+01 2.496749540323809635e-01 4.115642805622173050e-02 2.237407620531468161e-02 4.211490241437187976e-01 1.402715157698914417e-01 1.980087817755766533e-01 4.344163799758382072e-01
9.500000000000000000e+01 2.417173242995051263e-01 4.063062839375630036e-02 2.219701075567358933e-02 4.155664190725942286e-01 1.384461294452852820e-01 1.986933091780234140e-01 4.279885262750613983e-01
1.050000000000000000e+02 2.337310312939684387e-01 3.861143040539323501e-02 2.159457047403739310e-02 4.113764664827496698e-01 1.352556656360715259e-01 1.974484760016363971e-01 4.212779868891772805e-01
