# z uT vT wT
5.000000000000000000e+00 -9.917082028283281340e-04 -9.310177101179035195e-04 1.104081033505867381e-03
1.500000000000000000e+01 -7.460449200605694673e-04 5.146188305026187793e-03 4.292625226058699103e-03
2.500000000000000000e+01 -3.129380302927561690e-04 8.039305272574851641e-03 6.154766904917557437e-03
3.500000000000000000e+01 -2.034409919837452791e-05 8.561539132126948226e-03 6.069763430109995084e-03
4.500000000000000000e+01 -2.779179392802674721e-04 7.630588853111253296e-03 4.959035882709560486e-03
5.500000000000000000e+01 -4.055173661210973476e-04 6.990244981965427866e-03 4.377727527626366737e-03
6.500000000000000000e+01 -4.632535883544173822e-04 6.776471514849511171e-03 4.514978278603132104e-03
7.500000000000000000e+01 -5.801279034194590850e-04 6.184275388646440913e-03 3.914543609361253659e-03
8.500000000000000000e+01 -6.181775318200531926e-04 4.879044731645376144e-03 2.512800909259049059e-03
9.500000000000000000e+01 -6.071075622992697140e-04 3.482662117922889853e-03 1.042970825696009230e-03
1.050000000000000000e+02 -6.444166842605174739e-04 2.230584048243385714e-03 -1.727946904711309131e-04
1.150000000000000000e+02 -5.860049048807237319e-04 1.469428686362566662e-03 -5.170714402914299663e-04
1.250000000000000000e+02 -4.510383852135732390e-04 1.443825979688649792e-03 -7.746821385504922670e-05
1.350000000000000000e+02 -2.563751947888410739e-04 1.483137307705080206e-03 1.762059854428451070e-04
1.450000000000000000e+02 -1.443291689503958895e-04 1.200934379355286840e-03 4.743654105446529364e-05
1.550000000000000000e+02 -5.172471936319709068e-05 7.797196691577050563e-04 -4.587157680914763285e-04
1.650000000000000000e+02 6.132524894093459788e-05 2.275724732912260578e-04 -1.307495206194494086e-03
1.750000000000000000e+02 1.988804376815469230e-04 -1.000756935053754882e-05 -1.665536356886851465e-03
1.850000000000000000e+02 2.434319291665410791e-04 2.031217484563142687e-04 -1.358872519308541599e-03
1.950000000000000000e+02 1.932832797978978085e-04 1.042154354487338379e-04 -1.505505824195797412e-03
2.050000000000000000e+02 1.581653735889013113e-04 -7.598702205836177243e-04 -2.291911308079363878e-03
2.150000000000000000e+02 2.566267096173819782e-04 -1.673630416936768266e-03 -3.072176637231143100e-03
2.250000000000000000e+02 2.602018418469732061e-04 -2.193385015666915634e-03 -3.840923943084746574e-03
2.350000000000000000e+02 -1.842970970683510928e-04 -2.294063320118573841e-03 -4.688961052963456708e-03
2.450000000000000000e+02 -7.115013588915241553e-04 -2.670158667595180259e-03 -5.488476832250349310e-03
2.550000000000000000e+02 -1.460327687198328169e-03 -3.120135970619191800e-03 -5.818632428739524583e-03
2.650000000000000000e+02 -2.582356033331082313e-03 -4.000762812826691092e-03 -5.594510633216744251e-03
2.750000000000000000e+02 -4.081770536549896716e-03 -5.004887117076142582e-03 -5.595034042102654294e-03
2.850000000000000000e+02 -6.176453377123015259e-03 -6.046061221577550722e-03 -5.895052326924490535e-03
2.950000000000000000e+02 -8.453509607642869725e-03 -7.469298374767634544e-03 -6.090909109378372065e-03
3.050000000000000000e+02 -1.116704032966480895e-02 -9.247451390680146502e-03 -5.870466107791802793e-03
3.150000000000000000e+02 -1.391644924826088668e-02 -1.105721027770127998e-02 -4.342159535091175311e-03
3.250000000000000000e+02 -1.561147308149457048e-02 -1.235122480166522298e-02 -1.988976924827076838e-03
3.350000000000000000e+02 -1.678758084845241930e-02 -1.215452048677629834e-02 3.441696624641049662e-05
3.450000000000000000e+02 -1.673180503735691854e-02 -1.137732156461527047e-02 5.507752810231634913e-04
3.550000000000000000e+02 -1.488167367471323818e-02 -9.480826563698269843e-03 -1.286117452819527079e-04
3.650000000000000000e+02 -1.322934795707530510e-02 -6.772073336524538252e-03 -1.407285706745981381e-04
3.750000000000000000e+02 -1.334095285479711991e-02 -4.653296418760799816e-03 9.156999571144246782e-04
3.850000000000000000e+02 -1.554400641327658740e-02 -3.707999776867297072e-03 1.768700165799484605e-03
3.950000000000000000e+02 -1.722188174118235299e-02 -3.177961104716650696e-03 1.562557766892483987e-03
