# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 1.153552508465503362e-01 2.137219639111046302e-03 3.295856271123350661e-04 9.095485066858320644e-02 2.229416585630522064e-03 4.924558723756100077e-03 1.056173301194448244e-01
1.500000000000000000e+01 1.083258514699108610e-01 6.837111823837683719e-03 2.158968609052319687e-03 1.553957963596641900e-01 1.793000673684843824e-02 2.983768609883818285e-02 1.467796669642066343e-01
2.500000000000000000e+01 1.010238876807824648e-01 6.695662039932999410e-03 3.498342400133106975e-03 1.758363623723799285e-01 3.295115927220028385e-02 5.233825680855689472e-02 1.645992534308596544e-01
3.500000000000000000e+01 1.005302543953457972e-01 6.125843689962604151e-03 4.173269289982010910e-03 1.916275520605021099e-01 4.243054805648030503e-02 6.701580117243148560e-02 1.795868038141396894e-01
4.500000000000000000e+01 1.023756598657576677e-01 6.154489621992761082e-03 4.777612772081933634e-03 1.963006876846188353e-01 4.636247515403667252e-02 7.552423742828862085e-02 1.871002924893325758e-01
5.500000000000000000e+01 1.055095570427573154e-01 7.227303251865139881e-03 5.480838933112382530e-03 2.008693627567888773e-01 4.896373751270344937e-02 7.998144604920777445e-02 1.931801829243769697e-01
6.500000000000000000e+01 1.086862902888605237e-01 8.720289469998129817e-03 6.246531535197235967e-03 2.065585113427657882e-01 5.159833002073118541e-02 8.191363337280380130e-02 1.985792175022150774e-01
7.500000000000000000e+01 1.114145371006100005e-01 1.029461135225882666e-02 7.201809741613315018e-03 2.128901507044217434e-01 5.372385780959269136e-02 8.211926557973962815e-02 2.032119766923856929e-01
8.500000000000000000e+01 1.138486164762713831e-01 1.249239627760312388e-02 8.436844518184164615e-03 2.201392285258007009e-01 5.531292402427641364e-02 8.098801713743684905e-02 2.074879310697544665e-01
9.500000000000000000e+01 1.147353147025925030e-01 1.518647123392400169e-02 9.691233023270538760e-03 2.257279312915605463e-01 5.531148109623426623e-02 7.874932522700686666e-02 2.096062856105799788e-01
1.050000000000000000e+02 1.141637899741672763e-01 1.836709179775988451e-02 1.079846950199506855e-02 2.285966230769739260e-01 5.352712118068950198e-02 7.575555667882304112e-02 2.092579848649821217e-01
1.150000000000000000e+02 1.112499347176509334e-01 2.155377419897859179e-02 1.149542447408992765e-02 2.285230235677888078e-01 5.024163401246960203e-02 7.235722297054469898e-02 2.060650906279922201e-01
1.250000000000000000e+02 1.071005389226703797e-01 2.378254703128979825e-02 1.145811850478985899e-02 2.261503489950377199e-01 4.584855653148297433e-02 6.859061563751364665e-02 2.009207517776108731e-01
1.350000000000000000e+02 1.028154138103372223e-01 2.461080196394387076e-02 1.070291906072056050e-02 2.216782625586084798e-01 4.086411771061132514e-02 6.452828394326343142e-02 1.945109801561045737e-01
1.450000000000000000e+02 9.814947344964210230e-02 2.434210876580072611e-02 9.651963618318871313e-03 2.156526872992059474e-01 3.555173934880486580e-02 6.040944989051841296e-02 1.871058053196832383e-01
1.550000000000000000e+02 9.245676490994939045e-02 2.292529408352966466e-02 8.136619315442890008e-03 2.079077891820553525e-01 3.028326279218461828e-02 5.646379826566852445e-02 1.784141761788366476e-01
