# z u v w uhoriz
5.000000000000000000e+00 1.092553620108736509e-02 -4.765686871561078064e+00 -3.719531814844667182e-08 4.765699395168655705e+00
1.500000000000000000e+01 1.137688719534727354e-02 -4.730311362158635902e+00 -5.912700376856615259e-08 4.730325043432992871e+00
2.500000000000000000e+01 1.133492311491445317e-02 -4.707001784315022697e+00 -7.192905921264702322e-08 4.707015432099923125e+00
3.500000000000000000e+01 1.048398228658274124e-02 -4.736720257045757165e+00 -7.830991205037655944e-08 4.736731859351150931e+00
4.500000000000000000e+01 9.618611525475211088e-03 -4.763611428959526606e+00 -8.090770006715166953e-08 4.763621139826455853e+00
5.500000000000000000e+01 8.526738476493754895e-03 -4.788300669174970103e+00 -8.092888100219574900e-08 4.788308261138845445e+00
6.500000000000000000e+01 7.043259526995191040e-03 -4.810463509916909075e+00 -7.968161680159401875e-08 4.810468666122550196e+00
7.500000000000000000e+01 5.906675993331859595e-03 -4.830217728577393288e+00 -7.774614806718010973e-08 4.830221340092464288e+00
8.500000000000000000e+01 4.921476071591108191e-03 -4.847849416639371967e+00 -7.585440878884671693e-08 4.847851914749193192e+00
9.500000000000000000e+01 3.609891050233816727e-03 -4.863317731085985862e+00 -7.394759846445289344e-08 4.863319070841304992e+00
1.050000000000000000e+02 2.274260004917475018e-03 -4.878661680585404170e+00 -7.206226078637633938e-08 4.878662210675275723e+00
1.150000000000000000e+02 6.146676051591925616e-04 -4.893840420017935067e+00 -7.006987159932295287e-08 4.893840458619139078e+00
1.250000000000000000e+02 -1.510605210028838873e-03 -4.908940090720969707e+00 -6.842393661336126390e-08 4.908940323146707918e+00
1.350000000000000000e+02 -3.781613155179244963e-03 -4.923850086468910092e+00 -6.815687426820621871e-08 4.923851538645123149e+00
1.450000000000000000e+02 -6.182057493378519814e-03 -4.936004399536267684e+00 -6.597796150305951235e-08 4.936008270867892733e+00
1.550000000000000000e+02 -8.620990719013153086e-03 -4.945285324732127563e+00 -6.334426236017168255e-08 4.945292839103860416e+00
1.650000000000000000e+02 -1.091138674551087907e-02 -4.954927477762160137e+00 -5.821311706601106507e-08 4.954939491885162361e+00
1.750000000000000000e+02 -1.359154749000230158e-02 -4.965042210236491727e+00 -5.692496926829396231e-08 4.965060813282475394e+00
1.850000000000000000e+02 -1.664245946845355553e-02 -4.972754319299086845e+00 -5.535187322189966384e-08 4.972782168119259438e+00
1.950000000000000000e+02 -1.992566791528880416e-02 -4.977825962455201037e+00 -5.407814230272423028e-08 4.977865842380137629e+00
2.050000000000000000e+02 -2.322571563629324473e-02 -4.982717965181550746e+00 -5.301158772594988112e-08 4.982772095371188925e+00
2.150000000000000000e+02 -2.615297338076560257e-02 -4.987908523626087387e+00 -5.201069580070688271e-08 4.987977086763573986e+00
2.250000000000000000e+02 -2.858409044446791336e-02 -4.995340842417189009e+00 -5.115076589790046578e-08 4.995422622976740001e+00
2.350000000000000000e+02 -3.107075431081312428e-02 -5.004665590114189655e+00 -5.037443190740453901e-08 5.004762038363707255e+00
2.450000000000000000e+02 -3.388270991325787601e-02 -5.009485300531725471e+00 -4.983281628439390064e-08 5.009599885647006090e+00
2.550000000000000000e+02 -3.659712000485015188e-02 -5.010000150305804922e+00 -4.928731745703490575e-08 5.010133816102802840e+00
2.650000000000000000e+02 -3.961690151269550708e-02 -5.012525479831819730e+00 -4.864271204458453380e-08 5.012682035083482646e+00
2.750000000000000000e+02 -4.279577699763299770e-02 -5.017070693519231739e+00 -4.777373808131230159e-08 5.017253214887442248e+00
2.850000000000000000e+02 -4.636422572350724219e-02 -5.019311301821098859e+00 -4.692849565595541429e-08 5.019525434342967607e+00
2.950000000000000000e+02 -5.028268734148115537e-02 -5.019198146153977191e+00 -4.677393321272926840e-08 5.019450007620536169e+00
3.050000000000000000e+02 -5.500904764078553416e-02 -5.020587985845790691e+00 -4.531551069629491391e-08 5.020889335460545944e+00
3.150000000000000000e+02 -6.028773051667298682e-02 -5.023656010652734594e+00 -4.358125999352757817e-08 5.024017747163936676e+00
3.250000000000000000e+02 -6.528703887251878502e-02 -5.027123717933352331e+00 -4.028900213578698319e-08 5.027547640038112498e+00
3.350000000000000000e+02 -7.023485043401093975e-02 -5.030982530409583653e+00 -3.941225879462196837e-08 5.031472762074928440e+00
3.450000000000000000e+02 -7.511136413342825446e-02 -5.035013907478274930e+00 -3.851744476103188819e-08 5.035574124717223654e+00
3.550000000000000000e+02 -8.134769369728231392e-02 -5.037071463102175350e+00 -3.792426906683473008e-08 5.037728294744383994e+00
3.650000000000000000e+02 -8.893091445121611982e-02 -5.037350864683658891e+00 -3.752944499838678372e-08 5.038135810145885074e+00
3.750000000000000000e+02 -9.628586915446771255e-02 -5.037497315562856848e+00 -3.725946378192388207e-08 5.038417427417246408e+00
3.850000000000000000e+02 -1.035357669827119825e-01 -5.037101304386463418e+00 -3.713022450873432190e-08 5.038165261848455145e+00
3.950000000000000000e+02 -1.112730236506096204e-01 -5.036514445833237374e+00 -3.709339160143723536e-08 5.037743487800786291e+00
4.050000000000000000e+02 -1.248997761264007272e-01 -5.033178547903132127e+00 -3.726386569669407067e-08 5.034728021368056972e+00
4.150000000000000000e+02 -1.441603618144196852e-01 -5.026854887456108756e+00 -3.742164218153987408e-08 5.028921581160301635e+00
4.250000000000000000e+02 -1.630365123450163156e-01 -5.020428719101242443e+00 -3.746897991128289717e-08 5.023075295865488954e+00
4.350000000000000000e+02 -1.817242271764209494e-01 -5.013888715771058990e+00 -3.727626564655438103e-08 5.017180856704213099e+00
4.450000000000000000e+02 -2.010581472152947469e-01 -5.007463131363473430e+00 -3.708044414218667061e-08 5.011497918838850651e+00
4.550000000000000000e+02 -2.437443919837714024e-01 -4.990944648083642576e+00 -3.739707045531063263e-08 4.996893015550592843e+00
4.650000000000000000e+02 -3.092782108484847248e-01 -4.963972901929619042e+00 -3.681246018569835506e-08 4.973598293267883719e+00
4.750000000000000000e+02 -3.751694803707864012e-01 -4.936983429591329298e+00 -3.590898970841490754e-08 4.951217781825098641e+00
4.850000000000000000e+02 -4.413678793013660062e-01 -4.910128562031058408e+00 -3.430269974625133882e-08 4.929925770288248188e+00
4.950000000000000000e+02 -5.080602338116072536e-01 -4.882508727987070252e+00 -3.411609499494967167e-08 4.908871222597983142e+00
5.050000000000000000e+02 -6.205659441784200370e-01 -4.765370639939502162e+00 -3.368458405551811273e-08 4.805607082052326007e+00
5.150000000000000000e+02 -7.789295181058878415e-01 -4.559167036527775885e+00 -3.313916376972148290e-08 4.625228130712920382e+00
5.250000000000000000e+02 -9.374600069574796635e-01 -4.352407223214971310e+00 -3.267227259178321185e-08 4.452221906120422901e+00
5.350000000000000000e+02 -1.096031196910870253e+00 -4.145096289746552642e+00 -3.190775778575034732e-08 4.287552639428757750e+00
5.450000000000000000e+02 -1.254785909950028255e+00 -3.937505507888449330e+00 -3.132265277822315727e-08 4.132606599285854720e+00
5.550000000000000000e+02 -1.420500693089669975e+00 -3.707295310339230987e+00 -3.054002198982967663e-08 3.970120997794838846e+00
5.650000000000000000e+02 -1.593096661976867168e+00 -3.454233445503473554e+00 -3.044285321377425413e-08 3.803904003840874459e+00
5.750000000000000000e+02 -1.765728282041961306e+00 -3.200951910605099648e+00 -2.980683818250195519e-08 3.655665397709327191e+00
5.850000000000000000e+02 -1.938386498958888371e+00 -2.947765115468926833e+00 -2.830057609155250929e-08 3.527982624010729484e+00
5.950000000000000000e+02 -2.110981571408250268e+00 -2.694593684603745487e+00 -2.534584660857122054e-08 3.423021811197181741e+00
6.050000000000000000e+02 -2.242063273252899780e+00 -2.472752227571827000e+00 -2.221607827397278389e-08 3.337866279561082283e+00
6.150000000000000000e+02 -2.331542162206751811e+00 -2.282522823302912229e+00 -2.214236732689362725e-08 3.262820757112844028e+00
6.250000000000000000e+02 -2.420930784752302944e+00 -2.092471776363911129e+00 -1.602563777921227727e-08 3.199897498270990237e+00
6.350000000000000000e+02 -2.510364363477071148e+00 -1.902403739043522890e+00 -8.457658344201003810e-09 3.149772884469992817e+00
6.450000000000000000e+02 -2.599780566122800174e+00 -1.712301141716271902e+00 5.884902347169044395e-09 3.113010470896723003e+00
6.550000000000000000e+02 -2.682829511635129727e+00 -1.530719616239872405e+00 9.218244146827611271e-09 3.088798590397556332e+00
6.650000000000000000e+02 -2.759478111551848745e+00 -1.357735892394193566e+00 1.271133391014984959e-08 3.075413175758537676e+00
6.750000000000000000e+02 -2.836112781777246905e+00 -1.184814745164208594e+00 1.473306159686135590e-08 3.073649571977716821e+00
6.850000000000000000e+02 -2.912758933274269602e+00 -1.011880305663903856e+00 1.589196373233728698e-08 3.083515259628130334e+00
6.950000000000000000e+02 -2.989373733417424628e+00 -8.389508562881697884e-01 1.647834019814493793e-08 3.104866157713192631e+00
