# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 2.826983487834279773e-01 5.953578127965541110e-03 6.662413512234318280e-05 1.595423877076989072e-01 4.578014383020607460e-03 9.719508583163843571e-03 5.273329936372430499e-02
1.500000000000000000e+01 2.843092483685951133e-01 1.275681009620249773e-02 4.955505524869688099e-04 2.541442627499140849e-01 3.996421941154211510e-02 5.888431702520015992e-02 7.444420889406856701e-02
2.500000000000000000e+01 2.673871787856493265e-01 1.599891415701014397e-02 3.100579327881688389e-03 3.082405706572362569e-01 7.474575250375566082e-02 1.026924693778968611e-01 8.852694802248887995e-02
3.500000000000000000e+01 2.583154119453306974e-01 2.082454526899477076e-02 5.837020171426206619e-03 3.504886013419128976e-01 9.954701154388105599e-02 1.331422191282754519e-01 1.036479811167489717e-01
4.500000000000000000e+01 2.490933230212316329e-01 2.397427083707691017e-02 8.596145705910053850e-03 3.797457017920701228e-01 1.154330468545520932e-01 1.553164462821237102e-01 1.151887400445096576e-01
5.500000000000000000e+01 2.462226717772913465e-01 2.790624079933652288e-02 1.284599005877379817e-02 4.000157277896142505e-01 1.275192281209335809e-01 1.714171710206660593e-01 1.250110165484653868e-01
6.500000000000000000e+01 2.421376926685621933e-01 3.081891380448659179e-02 1.578651119429618638e-02 4.135829295627825308e-01 1.373559774028179914e-01 1.827375024007445725e-01 1.315372483101253653e-01
7.500000000000000000e+01 2.307087339723022656e-01 2.869839569042238053e-02 1.728796033498252241e-02 4.202366569449592082e-01 1.443899211595781051e-01 1.894994712044711371e-01 1.328677086790760187e-01
8.500000000000000000e+01 2.183776289386754610e-01 2.094410625759475161e-02 1.674689678788027214e-02 4.098963354730520980e-01 1.475658973107066285e-01 1.929892044282257024e-01 1.264743138404770817e-01
9.500000000000000000e+01 2.107053352468615803e-01 1.107751008053141015e-02 1.414080359612611935e-02 3.942043917128644770e-01 1.451939101771363705e-01 1.957970755460247125e-01 1.190651677697887600e-01
1.050000000000000000e+02 2.091810468631863651e-01 2.892864378549753809e-03 1.167016139574386831e-02 3.777060765302192591e-01 1.397229576349622027e-01 1.983378760048176148e-01 1.128782518363664056e-01
1.150000000000000000e+02 2.081857567950917698e-01 1.000648525436648433e-03 1.055122003866571130e-02 3.612051269502669082e-01 1.323003485743366459e-01 1.988199201863231624e-01 1.066699068651997262e-01
1.250000000000000000e+02 2.066122003533548968e-01 3.540248015432490101e-03 9.436430684428783605e-03 3.410638699561544529e-01 1.238053255590251533e-01 1.957886434410986698e-01 9.867317881241458033e-02
1.350000000000000000e+02 2.017285397906941891e-01 6.071048395734622918e-03 7.249412836134229779e-03 3.198324077292798440e-01 1.153336787527532159e-01 1.887438786817840775e-01 8.930571226991901312e-02
1.450000000000000000e+02 1.933083213518093368e-01 6.537164438666601129e-03 6.372684233962368563e-03 3.048881206270110944e-01 1.095876740383934234e-01 1.789920957862219941e-01 8.118152177863466323e-02
1.550000000000000000e+02 1.824088498014124760e-01 3.766891641258232788e-03 7.182861779415759818e-03 2.996435901643176303e-01 1.051356873702399969e-01 1.695937630820245900e-01 7.591065704437884032e-02
1.650000000000000000e+02 1.708331087194884246e-01 -4.835548679836829469e-04 8.058196103249409131e-03 2.962534150988179737e-01 9.978508874024159814e-02 1.620905272000798814e-01 7.161168800023846870e-02
1.750000000000000000e+02 1.625045071545517528e-01 -2.099920631204381643e-03 9.845274461866245982e-03 2.939765117143608442e-01 9.345097775406155383e-02 1.554530941090186968e-01 6.849778437667745912e-02
1.850000000000000000e+02 1.565877186830975931e-01 -1.795997886915141829e-04 1.164680890345612396e-02 2.919471949294601965e-01 8.795111406094706374e-02 1.489344269680532018e-01 6.596717090292975039e-02
1.950000000000000000e+02 1.505312611942558887e-01 3.294918187497525297e-03 1.396071710913840760e-02 2.866010437691312029e-01 8.205985678467937749e-02 1.426176713652034522e-01 6.256980953596096018e-02
2.050000000000000000e+02 1.484892056008437211e-01 5.938000325456730712e-03 1.614960188605425728e-02 2.826648472468787920e-01 7.622420500795018539e-02 1.353647630528618806e-01 6.013603956271419693e-02
2.150000000000000000e+02 1.478890101017100167e-01 9.440942353713257379e-03 1.734869433892014673e-02 2.785753475218062380e-01 7.068241199473991598e-02 1.273162526793045202e-01 5.784240587602965805e-02
2.250000000000000000e+02 1.469718585162318736e-01 1.125404406453430102e-02 1.745070155351666902e-02 2.711215772908109334e-01 6.434013707237105917e-02 1.195537382325193854e-01 5.470036659687110142e-02
2.350000000000000000e+02 1.472430354757532922e-01 1.028751337269645343e-02 1.676594817692232328e-02 2.590701931834506477e-01 5.716563859494714489e-02 1.120393786876950626e-01 5.067534943447456197e-02
2.450000000000000000e+02 1.461718935236522021e-01 7.218767327321191918e-03 1.509250360739257911e-02 2.471769273613792228e-01 5.045605585543268268e-02 1.050905292957594189e-01 4.675333761188266157e-02
2.550000000000000000e+02 1.436187387895279943e-01 4.930689924192703522e-03 1.299516840124422500e-02 2.337393848471880364e-01 4.450424878897035752e-02 9.828602537402615635e-02 4.246029247203012696e-02
2.650000000000000000e+02 1.433065926342387553e-01 4.048025317182047354e-03 1.107575122906109995e-02 2.220341970406346233e-01 3.883573373485745689e-02 9.088531735730395744e-02 3.904805252952643635e-02
2.750000000000000000e+02 1.415927829267225602e-01 4.416311855452484912e-03 1.010686283583214426e-02 2.149132859624262593e-01 3.400553548910512092e-02 8.354455628304398307e-02 3.660796477231614832e-02
2.850000000000000000e+02 1.367241460526100738e-01 4.306725616243260377e-03 9.788201111970804003e-03 2.049936267983625826e-01 2.862558610606449894e-02 7.678935399480224522e-02 3.330624201435043036e-02
2.950000000000000000e+02 1.319279866121035871e-01 2.019992877413141676e-03 1.030287324173962890e-02 1.945034016986744163e-01 2.324480733331190166e-02 7.011660833824889805e-02 3.007645284436934185e-02
3.050000000000000000e+02 1.281395735184810702e-01 -1.306974568718922026e-03 1.106045605926401013e-02 1.823308975290627854e-01 1.851345212081264083e-02 6.307012196269259907e-02 2.682107338982036085e-02
