# z u v w uhoriz
5.000000000000000000e+00 1.041534710517273976e-01 -3.701967733480768796e+00 -3.834805763106623582e-08 3.703432603040706539e+00
1.500000000000000000e+01 9.644999356867214879e-02 -3.655007424623357704e+00 -6.100514003392425282e-08 3.656279786246023455e+00
2.500000000000000000e+01 8.611736738154812665e-02 -3.614336825649603568e+00 -7.430087153021614857e-08 3.615362622229142620e+00
3.500000000000000000e+01 7.995030681822412610e-02 -3.629290376241528726e+00 -8.102034394956173970e-08 3.630170889454062966e+00
4.500000000000000000e+01 7.318867084073255036e-02 -3.642299610897662632e+00 -8.385531979728537670e-08 3.643034866300993269e+00
5.500000000000000000e+01 6.563921203324646347e-02 -3.653671625605824591e+00 -8.404433043304110833e-08 3.654261191255142371e+00
6.500000000000000000e+01 5.737490773646871517e-02 -3.663724315998431624e+00 -8.291348507369326446e-08 3.664173541697492098e+00
7.500000000000000000e+01 4.839582743231361783e-02 -3.672490342198209579e+00 -8.105727581201741334e-08 3.672809206813223426e+00
8.500000000000000000e+01 3.875348488456795831e-02 -3.680655841380136906e+00 -7.921109197072815261e-08 3.680859852707845548e+00
9.500000000000000000e+01 2.830036610812963760e-02 -3.688360773482514343e+00 -7.733542550062290567e-08 3.688469344604396127e+00
1.050000000000000000e+02 1.704343782162078338e-02 -3.695615451334104851e+00 -7.548029985640910991e-08 3.695654751584914965e+00
1.150000000000000000e+02 5.314114324529795388e-03 -3.702281229773704219e+00 -7.352647042189624884e-08 3.702285043611005744e+00
1.250000000000000000e+02 -6.671867918956933714e-03 -3.707373359399527502e+00 -7.191769484868416940e-08 3.707379362812344592e+00
1.350000000000000000e+02 -1.898024291165943678e-02 -3.710806689341916709e+00 -7.165357979464297585e-08 3.710855229631802921e+00
1.450000000000000000e+02 -3.157760987412106674e-02 -3.714462066052744316e+00 -6.954081507361390403e-08 3.714596288372423505e+00
1.550000000000000000e+02 -4.444070891137351376e-02 -3.718367532719067281e+00 -6.698773985220989042e-08 3.718633093622955244e+00
1.650000000000000000e+02 -5.732931339021801742e-02 -3.721536638037989064e+00 -6.199882997351348181e-08 3.721978183497707260e+00
1.750000000000000000e+02 -7.038837491322398610e-02 -3.723983379535768634e+00 -6.073682935006582459e-08 3.724648538369971895e+00
1.850000000000000000e+02 -8.352384743574189918e-02 -3.725660051603075118e+00 -5.918653130317161264e-08 3.726596175224986318e+00
1.950000000000000000e+02 -9.661082978284868394e-02 -3.726524122382185666e+00 -5.792453624799746467e-08 3.727776238875886161e+00
2.050000000000000000e+02 -1.094599985803893366e-01 -3.727526520176781766e+00 -5.686236023659927678e-08 3.729133337641662660e+00
2.150000000000000000e+02 -1.220883332833428148e-01 -3.728768940840641477e+00 -5.586729635093571093e-08 3.730767129599721343e+00
2.250000000000000000e+02 -1.344681522312605459e-01 -3.729434064736163457e+00 -5.501101653599650047e-08 3.731857463405990227e+00
2.350000000000000000e+02 -1.466990943726691754e-01 -3.729518265144333267e+00 -5.424115886573820729e-08 3.732402324821770812e+00
2.450000000000000000e+02 -1.584954715206831899e-01 -3.729123134938072237e+00 -5.369329140281451183e-08 3.732489808428539835e+00
2.550000000000000000e+02 -1.698526106426823945e-01 -3.728257922671697866e+00 -5.314513036241977423e-08 3.732125004244421174e+00
2.650000000000000000e+02 -1.813742004115083684e-01 -3.727033945571730733e+00 -5.250703871686581468e-08 3.731444577106686200e+00
2.750000000000000000e+02 -1.930264833295445293e-01 -3.725451165660236708e+00 -5.166124380478498520e-08 3.730448446364831749e+00
2.850000000000000000e+02 -2.052070924219891457e-01 -3.723951415656153507e+00 -5.083955702239547671e-08 3.729601064047971093e+00
2.950000000000000000e+02 -2.178663346903530751e-01 -3.722641915315778149e+00 -5.066518222082457556e-08 3.729011741662572987e+00
3.050000000000000000e+02 -2.317393800932663617e-01 -3.720264588242488291e+00 -4.926073777410422351e-08 3.727475250999939593e+00
3.150000000000000000e+02 -2.470042778334775591e-01 -3.716650037288396380e+00 -4.760501304955077489e-08 3.724848804038074945e+00
3.250000000000000000e+02 -2.624149591631013689e-01 -3.712956593140193551e+00 -4.445114196079607040e-08 3.722218192601799203e+00
3.350000000000000000e+02 -2.779048690683590395e-01 -3.709282900703645414e+00 -4.357778169545239897e-08 3.719678850882741639e+00
3.450000000000000000e+02 -2.933873158709324747e-01 -3.705577083940414074e+00 -4.268573741514887477e-08 3.717173340340519161e+00
3.550000000000000000e+02 -3.102699855891113967e-01 -3.700835246130559142e+00 -4.206454400690432440e-08 3.713818652406132514e+00
3.650000000000000000e+02 -3.286947258824297058e-01 -3.695138768937334284e+00 -4.162353861681264896e-08 3.709729200969613228e+00
