# z uT vT wT
5.000000000000000000e+00 8.575690103607497218e-05 -1.705591907975481756e-04 5.189084959839887967e-04
1.500000000000000000e+01 6.814889582645556557e-04 1.932294824406509621e-03 2.020691555155594045e-03
2.500000000000000000e+01 6.436852879985433765e-04 2.425670220747333169e-03 2.363983711713884064e-03
3.500000000000000000e+01 3.520439727216832749e-04 1.924483241894130430e-03 1.783468328359360177e-03
4.500000000000000000e+01 7.001018106439953279e-05 1.175513457186827451e-03 1.148102674791042725e-03
5.500000000000000000e+01 -3.445216589548137057e-04 3.292007485838265241e-04 4.737176329286109616e-04
6.500000000000000000e+01 -9.334972922234961983e-04 -4.958628470811939429e-04 -1.125503110440782687e-04
7.500000000000000000e+01 -1.748986728800688752e-03 -1.360256474305133155e-03 -6.237960221729345247e-04
8.500000000000000000e+01 -2.805219992406107234e-03 -2.260597303324687023e-03 -9.993878882663699819e-04
9.500000000000000000e+01 -3.978394186188265874e-03 -2.965924944570340338e-03 -1.239733968931522714e-03
1.050000000000000000e+02 -5.089528219559211371e-03 -3.369074338803198284e-03 -1.381104940417937936e-03
1.150000000000000000e+02 -5.825743134664184732e-03 -3.178238847489023734e-03 -1.219867033625122131e-03
1.250000000000000000e+02 -6.026188645103774250e-03 -2.256028489287909868e-03 -9.858372868908010875e-04
1.350000000000000000e+02 -6.093525159988281981e-03 -1.249837514077247304e-03 -7.069788824939411296e-04
1.450000000000000000e+02 -6.069989140065885566e-03 -7.042545050340910141e-04 -3.405863010778017769e-04
1.550000000000000000e+02 -5.975382551277550087e-03 -4.399950405472246944e-04 -3.067191159692326998e-04
1.650000000000000000e+02 -5.311819336463819222e-03 3.064123830042361074e-05 -4.139703108528644407e-04
1.750000000000000000e+02 -3.494802616867166700e-03 6.914538955804734642e-04 -4.574140467971448353e-05
1.850000000000000000e+02 -1.897103708911340248e-03 1.023223425409015060e-03 1.286610167522903307e-04
1.950000000000000000e+02 -2.037162877842821785e-03 1.171089557055214180e-03 6.365719163712400667e-05
2.050000000000000000e+02 -3.261171320641692659e-03 1.307969974013859773e-03 5.083020331048105999e-05
2.150000000000000000e+02 -3.430620206036575498e-03 1.208032661627874609e-03 5.127204954197437223e-06
2.250000000000000000e+02 -2.826831460659444319e-03 1.043591109038102946e-03 1.854519097188491214e-06
2.350000000000000000e+02 -2.356717023103403232e-03 9.853087509228430647e-04 1.191238019422213737e-05
2.450000000000000000e+02 -2.201204369002618833e-03 1.039498739150221526e-03 3.262263558611187032e-06
2.550000000000000000e+02 -2.033175766800942100e-03 9.617701812133499107e-04 1.757158766428055316e-06
2.650000000000000000e+02 -1.663409643741888162e-03 7.818411539854576561e-04 3.199959787866774522e-06
2.750000000000000000e+02 -1.436535522393961274e-03 7.437031405254341350e-04 3.235464552753417950e-06
2.850000000000000000e+02 -1.556349626501564876e-03 8.228303198024163002e-04 5.083367883085608740e-06
2.950000000000000000e+02 -1.552907732966508957e-03 8.439225133871449585e-04 1.135790850261396744e-05
3.050000000000000000e+02 -1.342458996581537061e-03 7.906955515173036192e-04 1.349436445033367627e-05
3.150000000000000000e+02 -1.163854611402897902e-03 7.395334561484990816e-04 1.049078490640346264e-05
3.250000000000000000e+02 -1.085897015399316535e-03 7.049855051550366026e-04 4.451099228272397953e-06
3.350000000000000000e+02 -1.129432304898110974e-03 6.539133686114879029e-04 4.995351188732863098e-06
3.450000000000000000e+02 -1.112250595971896574e-03 6.078237991272222515e-04 1.121673074802260969e-05
3.550000000000000000e+02 -9.811874758010243492e-04 6.117357573848558648e-04 1.455142969715334406e-05
3.650000000000000000e+02 -8.785777789618729383e-04 6.110647455799358193e-04 1.606860993030736031e-05
3.750000000000000000e+02 -6.889897245259911634e-04 5.532267116756083968e-04 1.244897691687061547e-05
3.850000000000000000e+02 -5.095373219216888612e-04 5.113850398861613739e-04 6.814153500441121423e-06
3.950000000000000000e+02 -4.877585416731117750e-04 5.112148696049335960e-04 7.032841644947389944e-06
4.050000000000000000e+02 -5.669760650353661583e-04 5.065928153254767741e-04 1.465029602914808258e-05
4.150000000000000000e+02 -7.274606098571477237e-04 5.500045610494338957e-04 1.966878463737771709e-05
4.250000000000000000e+02 -7.497399171060188661e-04 5.574729297908895091e-04 1.871750851119567308e-05
4.350000000000000000e+02 -7.151842505289259487e-04 5.227038699770227264e-04 1.464421838316781903e-05
4.450000000000000000e+02 -6.770449240439731925e-04 5.123579462538453136e-04 1.003120228384068328e-05
4.550000000000000000e+02 -6.444025616701743201e-04 5.275271510807909639e-04 8.058518283590684723e-06
4.650000000000000000e+02 -6.715188052673414865e-04 5.135798569034987979e-04 9.270714010837291034e-06
4.750000000000000000e+02 -6.715627375790080749e-04 5.044879938301230927e-04 1.170244310026598786e-05
4.850000000000000000e+02 -6.695110838114099816e-04 5.027333781803004428e-04 1.234597463983236154e-05
4.950000000000000000e+02 -6.660828262789805906e-04 5.118940041321565736e-04 1.170712745733943837e-05
5.050000000000000000e+02 -5.942069148641868038e-04 5.100648038811086667e-04 1.280780583242370916e-05
5.150000000000000000e+02 -5.477065907262164413e-04 4.832205568964780679e-04 1.108900152924398613e-05
5.250000000000000000e+02 -5.668408473175847893e-04 4.759059771285316159e-04 7.052754574121143726e-06
5.350000000000000000e+02 -6.184322115782091940e-04 4.936868769024511678e-04 6.034344030154479145e-06
5.450000000000000000e+02 -6.243799781095877828e-04 4.945938491719511663e-04 7.845343201055863931e-06
5.550000000000000000e+02 -5.976627577464378597e-04 4.855711372001613509e-04 8.475992087479058566e-06
5.650000000000000000e+02 -5.574441010558845106e-04 4.822381240576516432e-04 7.267874338468622027e-06
5.750000000000000000e+02 -5.076468687835174014e-04 4.427216377268213075e-04 5.894105413848665259e-06
5.850000000000000000e+02 -4.784957770127239163e-04 4.117408706833280735e-04 5.166369022755131419e-06
5.950000000000000000e+02 -4.072780705789429308e-04 3.576020887407271647e-04 7.812952278636634505e-06
6.050000000000000000e+02 -2.987560038047430981e-04 2.880751871020739555e-04 1.086168877409082380e-05
6.150000000000000000e+02 -2.934198680300433557e-04 2.940154971442881485e-04 1.093992995101751831e-05
