# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 1.420861213996748029e-01 -1.309130003901677088e-02 8.327209068368774097e-04 4.082483473113655004e-01 -4.616897166556732722e-04 8.683280755798366418e-03 9.346528917077422116e-02
1.500000000000000000e+01 1.819930988705812935e-01 -7.566880702752251664e-02 8.856314310727475547e-03 3.968300921071238330e-01 3.661549592811864321e-03 5.689617252632563765e-02 9.691639224320548751e-02
2.500000000000000000e+01 1.976839273103982719e-01 -6.837200487818750894e-02 2.859700280004165429e-02 3.139951554754426555e-01 2.339670169959634852e-02 1.230289401168617180e-01 7.640400644259429108e-02
3.500000000000000000e+01 2.265119899570039175e-01 -4.771259813862026994e-02 6.389263220118138187e-02 2.761633903961195902e-01 5.198621070226919910e-02 1.976875516354531237e-01 8.332713393049066830e-02
4.500000000000000000e+01 2.439785657695969778e-01 -8.955133478692298143e-03 1.042290614973267332e-01 2.313165517415988748e-01 6.707625710063321034e-02 2.695525294296342578e-01 9.284572689326359152e-02
5.500000000000000000e+01 2.618867848991250913e-01 2.304359167427355581e-02 1.462363680935956645e-01 1.899912976273178677e-01 6.803272639687385492e-02 3.336835480390201725e-01 1.080130457554108886e-01
6.500000000000000000e+01 2.828032027253955527e-01 4.412075984790238270e-02 1.853158803725429571e-01 1.617993437987389205e-01 6.093194314842655113e-02 3.843021565489020963e-01 1.269224133267902732e-01
7.500000000000000000e+01 2.867794509420770188e-01 4.466684376365062659e-02 2.015838958157401828e-01 1.579870815860118793e-01 5.240916043062345681e-02 4.151885594385933409e-01 1.397919556596993462e-01
8.500000000000000000e+01 2.786720443380704682e-01 2.296408471082127950e-02 1.951072558832798731e-01 1.735206172435594107e-01 4.030152037570793738e-02 4.253716076828356618e-01 1.443542587634127905e-01
9.500000000000000000e+01 2.824087085834928734e-01 -7.357583015615135058e-03 1.793788704595378480e-01 1.925802651254303610e-01 2.344138427879617972e-02 4.244523760729676520e-01 1.485008283767826065e-01
1.050000000000000000e+02 2.900643794004969522e-01 -2.585285875058958641e-02 1.607355088541308485e-01 1.931153461232448798e-01 2.695052108550801458e-03 4.241551968386005345e-01 1.506692560552440330e-01
1.150000000000000000e+02 2.778749625718220373e-01 -2.782933403939687883e-02 1.394584242262398299e-01 1.790423549528005753e-01 -1.197594369183751194e-02 4.275499942785309093e-01 1.460348286494539960e-01
1.250000000000000000e+02 2.598727086017041943e-01 -1.993535326897132379e-02 1.191780140417929984e-01 1.624783253824958751e-01 -1.533862286674306241e-02 4.325942312435060444e-01 1.405353999001232312e-01
1.350000000000000000e+02 2.500558677864609392e-01 -1.068372325693775146e-02 1.044611876223974500e-01 1.509657656651899049e-01 -1.714502583526541363e-02 4.378441403846982105e-01 1.385130453432661946e-01
1.450000000000000000e+02 2.487340976251042890e-01 -1.352987554205443629e-02 9.740107434615299931e-02 1.516977880410320945e-01 -2.963605755957276003e-02 4.408232008711975292e-01 1.396029823221224819e-01
1.550000000000000000e+02 2.502650334001240706e-01 -2.858015045341142854e-02 9.545888479039688068e-02 1.630875192160269049e-01 -6.198346686901858027e-02 4.376235111458008364e-01 1.403722316871910125e-01
1.650000000000000000e+02 2.537665838085841896e-01 -4.195336994171503658e-02 9.653668451616584378e-02 1.686994959390623328e-01 -9.619168447832812663e-02 4.247676698684796359e-01 1.366422861767352948e-01
