# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 7.131370011921566165e-01 1.445553027131146751e-01 -7.429263043043805859e-02 3.440344067666512018e-01 -2.137110067538091143e-02 7.532707766524807114e-02 5.662492428120280419e-01
1.041666700000000034e+01 7.080754898662905417e-01 1.514649321513903135e-01 -7.212381984911674093e-02 3.210438305550806226e-01 -2.143368291420515159e-02 6.088683621086168896e-02 5.450030783161163850e-01
2.083333299999999966e+01 6.692810125263799481e-01 1.288103242093576184e-01 -1.066984014808346898e-01 3.219687136651143144e-01 -2.871307907247756114e-02 1.128721765934194571e-01 5.520609513924569223e-01
3.125000000000000000e+01 5.517298570246838008e-01 9.970498198795411937e-02 -1.040849650409280819e-01 2.862102879357622531e-01 -2.559295264934282818e-02 1.378290072228081364e-01 4.878845760916270535e-01
4.166666699999999679e+01 4.975830056837906024e-01 8.242945316564795344e-02 -1.052423662039493751e-01 2.649728705448988753e-01 -2.333961598230925583e-02 1.427246080843103948e-01 4.526402421564999501e-01
5.208333300000000321e+01 4.483862373062555418e-01 6.673454648855618732e-02 -1.018484577178788986e-01 2.465365826432342755e-01 -2.051322210192208298e-02 1.441016157750699134e-01 4.195122178622798792e-01
6.250000000000000000e+01 4.201142085391896264e-01 5.505916638683180930e-02 -1.004700984679380571e-01 2.325729437078116468e-01 -1.776359965365611332e-02 1.422157054466428039e-01 3.974514288468220524e-01
7.291666700000000390e+01 3.934045307895429056e-01 4.551343500207603865e-02 -9.730307469119536812e-02 2.190645420553073985e-01 -1.525022734551611733e-02 1.389223003820771185e-01 3.756956866134636974e-01
8.333333299999999610e+01 3.708919749240269792e-01 3.699102153791450354e-02 -9.511634918024743091e-02 2.068337978816929823e-01 -1.291589436200014755e-02 1.365177903691407735e-01 3.571217815874303536e-01
9.375000000000000000e+01 3.538270408003544865e-01 3.085317411287569200e-02 -9.189363371822009685e-02 1.976462375326348830e-01 -1.036516486095627292e-02 1.329930526006500857e-01 3.422331654668197554e-01
1.041666670000000039e+02 3.388466426861632685e-01 2.466244334662313215e-02 -8.946315220976927551e-02 1.884975342808367926e-01 -8.308854731598180540e-03 1.302785363222068726e-01 3.288113566446034808e-01
1.145833329999999961e+02 3.245689431558164695e-01 2.036918842791430456e-02 -8.658562457680309132e-02 1.813699560660930188e-01 -6.248364827798087197e-03 1.266972238318973820e-01 3.163180615269034490e-01
1.250000000000000000e+02 3.124630335505568235e-01 1.636851945542932077e-02 -8.387322588646282939e-02 1.750671839747256764e-01 -4.351163367524263532e-03 1.238800915217133508e-01 3.057051545234978907e-01
1.354166669999999897e+02 3.000300592030462621e-01 1.221898984368305005e-02 -8.102304691522768665e-02 1.690526493436408095e-01 -2.601369829358706788e-03 1.203740457653487556e-01 2.947283771560179066e-01
1.458333330000000103e+02 2.884926476476226131e-01 9.023897177504491482e-03 -7.838611328372069309e-02 1.633808429346762792e-01 -8.890522487215666561e-04 1.178796386826838211e-01 2.848765646324913359e-01
1.562500000000000000e+02 2.769675656037176581e-01 5.394831243517020890e-03 -7.549281786151730567e-02 1.582292633054686593e-01 7.836127787688861208e-04 1.146467158774277101e-01 2.749217723933070068e-01
1.666666669999999897e+02 2.655118094104474968e-01 2.051370377770515667e-03 -7.295315968301807619e-02 1.539638074346515451e-01 2.260887902751879813e-03 1.119075312911513298e-01 2.656915740681251581e-01
1.770833330000000103e+02 2.553467145486539303e-01 2.555189416696425331e-04 -6.998844679563952231e-02 1.489829634902326005e-01 3.695254455620666442e-03 1.083498857451855590e-01 2.563397818920360449e-01
1.875000000000000000e+02 2.439861256701856829e-01 -1.043686347723251934e-03 -6.750176892595734224e-02 1.432338928792498411e-01 4.894634853127812456e-03 1.057003746523817317e-01 2.464601966009086487e-01
1.979166669999999897e+02 2.350123882438554246e-01 -3.655615215468353742e-03 -6.455849128094330591e-02 1.398120174436258134e-01 6.110447721225165281e-03 1.019817448956838735e-01 2.384030752915825557e-01
2.083333330000000103e+02 2.260877199055215947e-01 -5.538732406918525121e-03 -6.199416321951788794e-02 1.360825183163622831e-01 7.111263470660330634e-03 9.894744864312009225e-02 2.305588434325019920e-01
2.187500000000000000e+02 2.180598258972485382e-01 -7.325619929950625414e-03 -5.933096772336531738e-02 1.329050615892644338e-01 8.030514486392768825e-03 9.558882864223962328e-02 2.232768580643763046e-01
2.291666669999999897e+02 2.093474177616817533e-01 -9.019727197189889370e-03 -5.674589236555389882e-02 1.300740087974531500e-01 8.816940310295149491e-03 9.242552058741763943e-02 2.159234735732762644e-01
2.395833330000000103e+02 2.003018637715833772e-01 -9.641604861240658450e-03 -5.414814530858600566e-02 1.256974898254481776e-01 9.596170262800591405e-03 8.909809190023058878e-02 2.075487227486310926e-01
2.500000000000000000e+02 1.923563760384595367e-01 -1.117951782871537576e-02 -5.169831245919134788e-02 1.215696448566638277e-01 1.026397726509759196e-02 8.611386586608139881e-02 2.000199433806023608e-01
2.604166670000000181e+02 1.851356166488735966e-01 -1.267842430069282544e-02 -4.908868756201741762e-02 1.181696865065730434e-01 1.079605860675230712e-02 8.288741245336771202e-02 1.930963578044071760e-01
2.708333329999999819e+02 1.783302899482187287e-01 -1.372431409827185554e-02 -4.687131795931814143e-02 1.137841385830658802e-01 1.134887279022150225e-02 8.019869369752205546e-02 1.861565611144033183e-01
2.812500000000000000e+02 1.711977914186252336e-01 -1.533768118372687631e-02 -4.436997870208001654e-02 1.101122411134610041e-01 1.165828179143895034e-02 7.661422045568191952e-02 1.789621264938840994e-01
2.916666670000000181e+02 1.649749132637375049e-01 -1.651034499676212394e-02 -4.225163009388488433e-02 1.068297048708180819e-01 1.204205718433445579e-02 7.343450881576001066e-02 1.726195634751578056e-01
3.020833329999999819e+02 1.583248606191458852e-01 -1.753211301061679064e-02 -3.993310841946508261e-02 1.030269226807976474e-01 1.222059708075977531e-02 7.007168629491948575e-02 1.657117347974315091e-01
3.125000000000000000e+02 1.513843523126942592e-01 -1.720667686162755811e-02 -3.774738769118462373e-02 9.996459805964337531e-02 1.244360062245644834e-02 6.688930114827972007e-02 1.591191257603086773e-01
3.229166670000000181e+02 1.451734126490538956e-01 -1.660632622220336793e-02 -3.548672876510852725e-02 9.625723384070795918e-02 1.254126719236382283e-02 6.378518863760070101e-02 1.526079175636812779e-01
3.333333329999999819e+02 1.382454830371012411e-01 -1.631126593776069736e-02 -3.354045692827388458e-02 9.307822200801854629e-02 1.242258100991492850e-02 6.075860073166008263e-02 1.460411528883899246e-01
3.437500000000000000e+02 1.316939604466629554e-01 -1.616405800224997649e-02 -3.140390740620096349e-02 9.002448215451895608e-02 1.259525026807316143e-02 5.789483167701785921e-02 1.398066371390998819e-01
3.541666670000000181e+02 1.244326742358565357e-01 -1.492450270110867207e-02 -2.927134530872719381e-02 8.658161472459303953e-02 1.244107356984526166e-02 5.472224220779329379e-02 1.328682655841214311e-01
3.645833329999999819e+02 1.179675697836061882e-01 -1.495536760547700600e-02 -2.728439787399463551e-02 8.278788071174152108e-02 1.239873253830852708e-02 5.160799828996196631e-02 1.261817243926548482e-01
3.750000000000000000e+02 1.103207115794676840e-01 -1.488409015190450199e-02 -2.531787431304000080e-02 7.937558204314541788e-02 1.216474211525734109e-02 4.887608832291012728e-02 1.192861909727616077e-01
3.854166670000000181e+02 1.042721180965232863e-01 -1.510844792207443991e-02 -2.326100948900614029e-02 7.740210903543390253e-02 1.207206663292366075e-02 4.599292746570854407e-02 1.138335772988328665e-01
3.958333329999999819e+02 9.822370148529328826e-02 -1.527941789304516039e-02 -2.124189399572260634e-02 7.426867359054026285e-02 1.179539114945802290e-02 4.303433566194542897e-02 1.077633553688894796e-01
4.062500000000000000e+02 9.289885253850681257e-02 -1.585556119535861883e-02 -1.937583520353014163e-02 7.138003657415890879e-02 1.146199167060254001e-02 3.998964160242865495e-02 1.021342653575471882e-01
4.166666670000000181e+02 8.696437244841197234e-02 -1.578296510353089516e-02 -1.729983490805522828e-02 6.862161270944970581e-02 1.101347559765127569e-02 3.714448299107952350e-02 9.636523407447060430e-02
4.270833329999999819e+02 8.118849477205282439e-02 -1.546426848447946326e-02 -1.557469632726164385e-02 6.668904269338540858e-02 1.062021218193345308e-02 3.431088111634954946e-02 9.109420929089390162e-02
4.375000000000000000e+02 7.561594228991101729e-02 -1.509752068706159307e-02 -1.361432712584239972e-02 6.429791726701983290e-02 1.004400812793556676e-02 3.137284423181396081e-02 8.564335189437241591e-02
4.479166670000000181e+02 6.914341832528841936e-02 -1.467232230471276870e-02 -1.192742491199372257e-02 6.138015301697531678e-02 9.495216287890613158e-03 2.877163448934323686e-02 7.964760291580347262e-02
4.583333329999999819e+02 6.303978034290035060e-02 -1.441182263688834016e-02 -1.015334727309239946e-02 5.930669675669056340e-02 8.835679009349032761e-03 2.632499112713721987e-02 7.433573411336406866e-02
4.687500000000000000e+02 5.738016434660193205e-02 -1.438198207128638106e-02 -8.678180880377219658e-03 5.663719728015182558e-02 8.097969395730665251e-03 2.414203279585776241e-02 6.907969721130576002e-02
4.791666670000000181e+02 5.084755110014018559e-02 -1.356666132592860945e-02 -7.071340374644563380e-03 5.474395553207260512e-02 7.288672067409650290e-03 2.213625813902021441e-02 6.386388238561649389e-02
4.895833329999999819e+02 4.409873018870819755e-02 -1.242256272957956674e-02 -5.626910123230972026e-03 5.419084798665756847e-02 6.425180908277808821e-03 2.060419902858787872e-02 5.944688860197681890e-02
5.000000000000000000e+02 3.768017652350879459e-02 -1.090204885304013951e-02 -4.397353317617059935e-03 5.496768738468144067e-02 5.433917329392857522e-03 1.951913079339876941e-02 5.608349735079450754e-02
5.104166670000000181e+02 3.085824388489495293e-02 -7.318473814660806515e-03 -3.259819774931708818e-03 5.694769035070789548e-02 4.443608459775406916e-03 1.915646590189268306e-02 5.348120006874776400e-02
5.208333330000000387e+02 2.550260947034104983e-02 1.551215078760626107e-04 -2.395144983400522565e-03 5.924937072447209602e-02 3.413506989428144196e-03 1.953036165250295400e-02 5.214117092365804645e-02
5.312500000000000000e+02 2.563145647210197248e-02 1.148311707364207263e-02 -1.808959653652625040e-03 6.021966457254571831e-02 2.518406433120294347e-03 2.039033344336805414e-02 5.312072724400787593e-02
5.416666669999999613e+02 3.541880990052402589e-02 2.410726089487457563e-02 -1.414033279832460892e-03 5.465629073687152534e-02 1.669917483172584337e-03 2.144250448151014191e-02 5.575880255945284136e-02
5.520833330000000387e+02 4.689398092252920758e-02 2.752616734363794518e-02 -1.303497051626407392e-03 3.793753118823914305e-02 1.166859564453037821e-03 2.173651590045752591e-02 5.328401400561293827e-02
5.625000000000000000e+02 4.326579605477337553e-02 1.796731255296437832e-02 -9.660333141842106968e-04 2.018306472267316493e-02 8.206297706303855881e-04 2.097232031735793423e-02 4.221059054740224081e-02
5.729166669999999613e+02 3.056222882779143293e-02 6.997133879597619566e-03 -8.138795954307769410e-04 9.982590297586729083e-03 5.425464527395283546e-04 1.965728410976838592e-02 3.010105161757327397e-02
5.833333330000000387e+02 1.936765721044755514e-02 3.172345394570479397e-04 -7.237191594651235611e-04 5.994763238931875328e-03 3.646237862142189001e-04 1.806844992814785403e-02 2.171543518876364182e-02
5.937500000000000000e+02 1.178193413945933209e-02 -2.573710208306455739e-03 -5.662751802463445241e-04 5.179400750000352424e-03 2.998728628036632232e-04 1.633426431807717683e-02 1.664779960376842893e-02
6.041666669999999613e+02 7.776464577669808982e-03 -3.128358164241559942e-03 -4.460418233803315749e-04 5.378437443663148555e-03 2.596471204325685972e-04 1.464116971275053296e-02 1.389803586704174525e-02
6.145833330000000387e+02 6.186631536473660362e-03 -2.846432590495239813e-03 -3.749275175565116420e-04 5.519677957507043015e-03 2.331103728172815453e-04 1.309474473447686839e-02 1.240052711422878588e-02
6.250000000000000000e+02 5.630748118060387511e-03 -2.556101266389125028e-03 -3.443577507679964332e-04 5.359563702908557228e-03 2.129673475432301117e-04 1.173610584610213295e-02 1.136320883353553884e-02
6.354166669999999613e+02 5.375876837055811736e-03 -2.456582178308991827e-03 -3.327819527415743113e-04 5.038545678340631238e-03 1.987171252412538657e-04 1.055336504017013836e-02 1.048389377778329024e-02
6.458333330000000387e+02 5.183494726770425387e-03 -2.468025410131791369e-03 -3.331782944542580147e-04 4.717119042382923212e-03 1.855370396463999283e-04 9.521934714475096401e-03 9.711274241814222066e-03
6.562500000000000000e+02 5.004663438847242740e-03 -2.494845465671172071e-03 -3.397775235560949450e-04 4.453011609034661887e-03 1.768954042944674446e-04 8.622830873045940828e-03 9.040252960463922294e-03
