# z u v w uhoriz
5.000000000000000000e+00 2.173015955220045203e+00 -5.334357772280513998e+00 3.445461653915743152e-08 5.759980137494435048e+00
1.500000000000000000e+01 2.281165473695520696e+00 -6.192375150109013404e+00 5.547521391300664665e-08 6.599183731194952607e+00
2.500000000000000000e+01 2.385116565845184944e+00 -7.219678570568822451e+00 6.887256847123447703e-08 7.603455773199433665e+00
3.500000000000000000e+01 2.382402082148920908e+00 -7.589941023364348283e+00 7.699409744534995445e-08 7.955064073857391449e+00
4.500000000000000000e+01 2.291152806101622641e+00 -7.919540697325144762e+00 8.184009700248404797e-08 8.244301428107574381e+00
5.500000000000000000e+01 2.111626869654300354e+00 -8.212245437252473579e+00 8.440086621655900067e-08 8.479383418522839833e+00
6.500000000000000000e+01 1.830984323319914564e+00 -8.491681897696221171e+00 8.553748396737632983e-08 8.686838610444249653e+00
7.500000000000000000e+01 1.449539536080155955e+00 -8.757797610761310025e+00 8.575564158677623609e-08 8.876946764384474164e+00
8.500000000000000000e+01 1.084218533390552519e+00 -8.948771788834871899e+00 8.538605161992449560e-08 9.014213573950554448e+00
9.500000000000000000e+01 7.352575145067963280e-01 -9.064555858972614288e+00 8.479271381694607375e-08 9.094326612403660803e+00
1.050000000000000000e+02 4.128408830474105673e-01 -9.139220820046693561e+00 8.423074262121622549e-08 9.148540582644333341e+00
1.150000000000000000e+02 1.169973105143324865e-01 -9.172871419828446449e+00 8.382906927042974862e-08 9.173617522840872951e+00
1.250000000000000000e+02 -1.959022240904021162e-01 -9.188224259780128023e+00 8.361485121722697280e-08 9.190312439161990810e+00
1.350000000000000000e+02 -5.259238682332172399e-01 -9.185251804226329142e+00 8.342125430595132927e-08 9.200296007315223790e+00
1.450000000000000000e+02 -8.430317628649912631e-01 -9.172307283062036021e+00 8.356555625911382336e-08 9.210967563080011189e+00
1.550000000000000000e+02 -1.147261228174050185e+00 -9.149373491680689696e+00 8.381002984428038800e-08 9.221021831442582695e+00
1.650000000000000000e+02 -1.444295386639416146e+00 -9.125362825848199577e+00 8.401220370498165080e-08 9.238952097897257687e+00
1.750000000000000000e+02 -1.734181556522472523e+00 -9.100246822901414845e+00 8.378488804204706907e-08 9.264009818038298150e+00
1.850000000000000000e+02 -2.005779186802192804e+00 -9.075907533366070368e+00 8.331528564615482560e-08 9.294904394366831468e+00
1.950000000000000000e+02 -2.259089627712931758e+00 -9.052343400142060403e+00 8.261695086295536192e-08 9.329973578747994267e+00
2.050000000000000000e+02 -2.506919193866004480e+00 -9.031309953349564879e+00 8.180766741044481977e-08 9.372790583281197740e+00
2.150000000000000000e+02 -2.749282751057974483e+00 -9.012811118396905741e+00 8.095325197372552563e-08 9.422808493287114118e+00
2.250000000000000000e+02 -2.980372625857873992e+00 -9.000193324101356751e+00 8.011283898466274372e-08 9.480828068273446263e+00
2.350000000000000000e+02 -3.200168623624644049e+00 -8.993449468293110982e+00 7.936237230545422126e-08 9.545847922441112132e+00
2.450000000000000000e+02 -3.407183695918425403e+00 -8.984405826842303711e+00 7.864583434725429397e-08 9.608769369650323355e+00
2.550000000000000000e+02 -3.601424210271914284e+00 -8.973071017726621079e+00 7.803373645040248162e-08 9.668829289603687371e+00
2.650000000000000000e+02 -3.764844254030371928e+00 -8.963514905852029813e+00 7.752966209369040514e-08 9.722070341472386801e+00
2.750000000000000000e+02 -3.897447933126419795e+00 -8.955727425047404822e+00 7.713990938859531890e-08 9.767044286946671150e+00
2.850000000000000000e+02 -4.029682167229390544e+00 -8.946382257853574771e+00 7.683044548650088405e-08 9.812038211937608168e+00
2.950000000000000000e+02 -4.161542443896992793e+00 -8.935476449683452671e+00 7.652807955192726811e-08 9.857036821236073720e+00
3.050000000000000000e+02 -4.247551704356705926e+00 -8.901166002909896235e+00 7.622493115957385758e-08 9.862679741963766844e+00
3.150000000000000000e+02 -4.287705580184331566e+00 -8.843453670438432113e+00 7.600852764550219055e-08 9.828076717422124631e+00
3.250000000000000000e+02 -4.327854420704161598e+00 -8.785739449030277370e+00 7.549571762108569987e-08 9.793852232551572001e+00
3.350000000000000000e+02 -4.368006218746228519e+00 -8.728031038980148537e+00 7.501078787137859726e-08 9.760020704097231103e+00
3.450000000000000000e+02 -4.408159467931868747e+00 -8.670319435630956306e+00 7.449841109733168754e-08 9.726577456155752088e+00
3.550000000000000000e+02 -4.427589378972410117e+00 -8.585216755526527521e+00 7.385519964422095579e-08 9.659683972478743996e+00
3.650000000000000000e+02 -4.426309560371801233e+00 -8.472732564350282658e+00 7.318226196520267943e-08 9.559257995850961365e+00
3.750000000000000000e+02 -4.425026642222392503e+00 -8.360244018594899629e+00 7.247524890510220924e-08 9.459098309819481187e+00
3.850000000000000000e+02 -4.423744389961086654e+00 -8.247767867086404081e+00 7.181708608037960984e-08 9.359230161560041950e+00
3.950000000000000000e+02 -4.422462339010915677e+00 -8.135273858051991880e+00 7.121396652645450906e-08 9.259635731791723501e+00
4.050000000000000000e+02 -4.423207344420152509e+00 -8.018409237882911711e+00 7.073321890239809002e-08 9.157491464254738034e+00
4.150000000000000000e+02 -4.425976936186956756e+00 -7.897154586597004311e+00 7.030239436834243125e-08 9.052862663504233964e+00
4.250000000000000000e+02 -4.428749394297216035e+00 -7.775889364426895156e+00 6.988497482782651993e-08 8.948646635402207394e+00
4.350000000000000000e+02 -4.431517192861909038e+00 -7.654632593705551713e+00 6.943376394493282881e-08 8.844871099979359386e+00
4.450000000000000000e+02 -4.434289775855584814e+00 -7.533374623246841040e+00 6.902993616750722015e-08 8.741547862388951984e+00
4.550000000000000000e+02 -4.437953295386990682e+00 -7.419650484285258862e+00 6.892332456095532352e-08 8.645614076570311113e+00
4.650000000000000000e+02 -4.442510187782132469e+00 -7.313439785425399187e+00 6.829916704111638741e-08 8.557002878554566649e+00
4.750000000000000000e+02 -4.447066981393274610e+00 -7.207220207272717616e+00 6.757428186048673588e-08 8.468791404510945142e+00
4.850000000000000000e+02 -4.451623012970662430e+00 -7.101012045298761954e+00 6.617875288625732273e-08 8.381009456926301837e+00
4.950000000000000000e+02 -4.456180406007296924e+00 -6.994800826666700111e+00 6.580102551306453816e-08 8.293659169246135221e+00
5.050000000000000000e+02 -4.461087927675844611e+00 -6.901531381689833822e+00 6.543512970020344667e-08 8.217812416385807950e+00
5.150000000000000000e+02 -4.466349070094300266e+00 -6.821208123912319010e+00 6.523032914186009674e-08 8.153352334203376017e+00
5.250000000000000000e+02 -4.471609626426583439e+00 -6.740884552358693327e+00 6.509501065432711329e-08 8.089179018873235094e+00
5.350000000000000000e+02 -4.476870347048920173e+00 -6.660560395344947260e+00 6.505953602776763184e-08 8.025299551064966508e+00
5.450000000000000000e+02 -4.482130713302622027e+00 -6.580236359792005274e+00 6.502891782258671233e-08 7.961721314003612271e+00
5.550000000000000000e+02 -4.465487061313178963e+00 -6.520527002538176298e+00 6.505685061786570512e-08 7.903027716361933130e+00
5.650000000000000000e+02 -4.426938878696303092e+00 -6.481432188761347746e+00 6.498600964209749790e-08 7.848996818270765452e+00
5.750000000000000000e+02 -4.388390438566308838e+00 -6.442337516356774429e+00 6.501213063844308532e-08 7.794978083096717469e+00
5.850000000000000000e+02 -4.349842194057434774e+00 -6.403242723468001607e+00 6.518137221301023681e-08 7.740971805196574351e+00
5.950000000000000000e+02 -4.311293855353467208e+00 -6.364147991962574302e+00 6.558972684525017355e-08 7.686978234053341907e+00
6.050000000000000000e+02 -4.266447089049541397e+00 -6.330351513473801539e+00 6.602374080845891395e-08 7.633866716664586605e+00
6.150000000000000000e+02 -4.215301863393503545e+00 -6.301853273480743312e+00 6.595995026783079252e-08 7.581696675547545894e+00
6.250000000000000000e+02 -4.164156577998745945e+00 -6.273355077537048352e+00 6.685918039587648606e-08 7.529620437641600716e+00
6.350000000000000000e+02 -4.113011413527475568e+00 -6.244856836819590029e+00 6.801364492678682508e-08 7.477639988671536564e+00
6.450000000000000000e+02 -4.061866069936747259e+00 -6.216358668068574289e+00 7.019211315275436881e-08 7.425757271832597262e+00
6.550000000000000000e+02 -3.988719065069686653e+00 -6.198452926637008531e+00 7.063853208247057988e-08 7.370936064285545264e+00
6.650000000000000000e+02 -3.893570389832011980e+00 -6.191139587828941693e+00 7.114489496485232393e-08 7.313692622510145291e+00
6.750000000000000000e+02 -3.798421560768274308e+00 -6.183826304221673453e+00 7.143051861111951262e-08 7.257252518280810527e+00
6.850000000000000000e+02 -3.703272806558126184e+00 -6.176513000577829260e+00 7.158714633425991817e-08 7.201634698184839145e+00
6.950000000000000000e+02 -3.608124056919117972e+00 -6.169199694646450460e+00 7.166466013258044006e-08 7.146858336538113754e+00
7.050000000000000000e+02 -3.516099838539266109e+00 -6.160111254244694301e+00 7.167865317818579616e-08 7.092949227172572257e+00
7.150000000000000000e+02 -3.427200155406437965e+00 -6.149247676347991742e+00 7.166112949851320788e-08 7.039811637415385626e+00
