# z uT vT wT
5.000000000000000000e+00 3.620358336382985547e-04 -4.690146280749149695e-03 -1.144840954690584016e-03
1.500000000000000000e+01 3.392431934056985843e-03 -4.836178102129047585e-02 -1.672144954672318690e-02
2.500000000000000000e+01 3.006124615218365610e-03 -4.033878398498024626e-02 -1.115185415003146219e-02
3.500000000000000000e+01 9.182852157360022177e-04 -2.482387451034002296e-02 -1.499370751272188643e-03
4.500000000000000000e+01 -2.987425327312233023e-03 -1.070708543494436685e-02 8.768101759747277393e-04
5.500000000000000000e+01 -4.767549364793607046e-03 -4.456765891656029946e-03 4.481334168268497970e-05
6.500000000000000000e+01 -6.034346281870300865e-03 -4.427274657651047475e-03 -1.809180068133168834e-04
7.500000000000000000e+01 -5.580640394617008768e-03 -3.530251620304071438e-03 -2.212717867131361402e-04
8.500000000000000000e+01 -3.940033419737599615e-03 -2.136069575414235779e-03 1.631724847236882598e-05
9.500000000000000000e+01 -2.393214244494064596e-03 -7.161105694705537745e-04 1.102373804490612336e-04
1.050000000000000000e+02 -1.113535485358175658e-03 -9.309132910519050800e-05 5.257769279835913529e-05
1.150000000000000000e+02 -9.934888888782425487e-04 -1.403530008225860478e-04 4.960444849739457235e-05
1.250000000000000000e+02 -2.274844150028194120e-03 3.811086322441183848e-05 2.943158435389426930e-05
1.350000000000000000e+02 -3.276315583977360522e-03 3.494584921744651107e-04 -7.790587241267193691e-05
1.450000000000000000e+02 -1.879915384385297912e-03 4.034799519906607856e-05 -5.610574331746283068e-05
1.550000000000000000e+02 -8.762790414563421471e-04 1.041613763482295929e-04 -4.315211165506522851e-05
1.650000000000000000e+02 -4.019228349074077276e-04 5.818258510346085955e-05 3.373459033543884428e-06
1.750000000000000000e+02 -5.493821445817650235e-04 9.697344034490919880e-05 -2.309737194907742635e-05
1.850000000000000000e+02 -2.500762984987639102e-04 7.689397620271376846e-05 -1.520352993478819693e-05
1.950000000000000000e+02 -1.189622055585009430e-04 3.771689285131806944e-05 -6.654784421624365277e-06
2.050000000000000000e+02 -1.486527929129349216e-04 -1.388703755298640210e-05 5.822585099864107653e-06
2.150000000000000000e+02 -1.505374460525106409e-04 -3.266454720240380210e-05 2.597807446520787581e-05
2.250000000000000000e+02 -8.496017447939311859e-05 -1.852133789833817628e-06 2.728576364172632764e-05
2.350000000000000000e+02 -5.427914798216680354e-05 2.280808803084318000e-06 1.094039741468330025e-05
2.450000000000000000e+02 -7.989000533380254143e-05 3.040393325435223622e-05 3.235464128184728825e-05
2.550000000000000000e+02 -7.697166079296715701e-05 -7.506218680504054292e-06 3.958592436851790156e-05
2.650000000000000000e+02 -4.386884857268699922e-05 -9.869107458255018577e-06 -2.725781654357480896e-06
2.750000000000000000e+02 -9.798107409579102207e-05 1.047912833020344129e-04 -3.676606733532472110e-05
2.850000000000000000e+02 -1.808533250569867507e-04 1.150636659988469928e-04 -4.808773339043529083e-05
2.950000000000000000e+02 -1.242458411457052670e-04 -1.450242464597956797e-05 -3.724301459134746726e-05
3.050000000000000000e+02 -1.496463024573067621e-05 -1.711305017681808072e-05 -1.276694265378328455e-05
3.150000000000000000e+02 -2.437008371191625219e-06 1.637839119454177815e-05 2.479118342342253351e-06
3.250000000000000000e+02 -9.516938815943210337e-06 3.212851411237360537e-05 1.300426457692696785e-05
3.350000000000000000e+02 -1.899856399040968921e-05 3.123051453429026699e-05 3.054700181355355005e-05
3.450000000000000000e+02 -1.220398080145194850e-05 3.233038741068911079e-05 3.609588472974068060e-05
3.550000000000000000e+02 1.892420226687645090e-07 2.230808449538008073e-05 1.938199990799399896e-05
3.650000000000000000e+02 6.694379478398648334e-07 1.125963151104708255e-05 9.038388404971146579e-06
3.750000000000000000e+02 1.349465055897707257e-06 9.113998675453591929e-06 5.870671331908616315e-06
3.850000000000000000e+02 -3.676652322697812890e-07 2.703775393866656423e-06 1.354433492946512616e-05
3.950000000000000000e+02 1.413471132934266112e-06 4.675162784830641245e-05 1.738465695628416081e-05
4.050000000000000000e+02 -1.747176493190075612e-06 8.154484631224001532e-06 -5.528315462471270123e-06
4.150000000000000000e+02 -2.008795280051644920e-05 1.042359112892232481e-04 1.431182073675153990e-05
4.250000000000000000e+02 2.775607073863979410e-06 2.247352505969521204e-05 -9.296858800257581373e-06
4.350000000000000000e+02 -3.294552934332942737e-05 1.006802518303461592e-04 -7.330925041369149741e-07
4.450000000000000000e+02 1.020694632739462045e-05 3.942615535047111930e-05 5.369524921071631973e-06
4.550000000000000000e+02 4.378674790000822818e-06 4.130872326896275191e-05 -7.963093560290211673e-06
4.650000000000000000e+02 7.025736994648372877e-06 6.318009191841760820e-05 -7.423955230802577907e-07
4.750000000000000000e+02 7.605273214355295890e-06 1.753264230280216984e-05 -4.393975193921581901e-06
4.850000000000000000e+02 1.708056558289204965e-06 3.463090964033239028e-05 7.656139165141225314e-07
4.950000000000000000e+02 6.547618111930100568e-06 1.364288163907043191e-05 2.866607346232786649e-06
5.050000000000000000e+02 -7.847345118793938593e-07 -1.898934901497392743e-07 -2.496650531507325698e-07
5.150000000000000000e+02 2.349141841582298026e-06 3.983884552806768347e-06 -2.417393163046822084e-06
5.250000000000000000e+02 2.118968041651641891e-06 1.417181552552537121e-06 -1.418610961346488370e-07
5.350000000000000000e+02 1.148292106397320323e-07 -6.539558438429315566e-08 -2.448549063070374602e-07
5.450000000000000000e+02 2.766684476012978166e-07 3.769143564120212608e-07 1.641280294743044484e-08
5.550000000000000000e+02 5.164698892882233812e-07 1.633155420904240338e-07 -2.630781323181164027e-07
5.650000000000000000e+02 8.389628734986322113e-08 -2.254870584414433086e-08 -1.192783784205286038e-08
5.750000000000000000e+02 7.518740360305678290e-08 2.301312761123231199e-08 -4.222954728802005361e-08
5.850000000000000000e+02 5.613317788006234583e-08 1.521285604704043040e-08 1.810096801756661751e-09
5.950000000000000000e+02 3.201399629404355362e-08 1.653784789026100219e-08 -2.318457028151379626e-08
6.050000000000000000e+02 3.409914139711789286e-08 1.381626704299851436e-08 -1.419636599308047311e-08
6.150000000000000000e+02 4.350875356768605395e-08 1.491426699243815587e-08 -2.078715207089271859e-08
6.250000000000000000e+02 9.486969466970951496e-08 2.346024225091620999e-08 -4.560068301182806142e-08
6.350000000000000000e+02 8.601664853818679035e-08 3.129525515596560780e-08 -2.503219442375016312e-08
6.450000000000000000e+02 5.510771517312964138e-08 2.030960802654326831e-08 -4.803614853294791090e-09
6.550000000000000000e+02 5.928358135901848029e-08 1.244536694492079037e-08 3.047254085654128739e-10
