# z uT vT wT
5.000000000000000000e+00 2.054884005250777121e-04 -9.979091453023336555e-03 -1.585298362669533903e-03
1.500000000000000000e+01 3.372631669286142633e-03 -5.867178442806804395e-02 -1.873104929429104254e-02
2.500000000000000000e+01 3.957239908963259244e-03 -5.149591469189709891e-02 -1.413637648330939509e-02
3.500000000000000000e+01 2.019010004577564792e-03 -3.502221243814018087e-02 -4.371612593580399657e-03
4.500000000000000000e+01 -2.025081158640406557e-03 -2.646903020706345769e-02 -9.180918135562052620e-04
5.500000000000000000e+01 -4.806219074451755120e-03 -1.702602918206997176e-02 -4.449595257976980581e-04
6.500000000000000000e+01 -5.562144946878029746e-03 -1.120256699219973964e-02 -3.431665545878565958e-04
7.500000000000000000e+01 -4.322598409696931307e-03 -6.085155017980672584e-03 -8.925550671595327992e-05
8.500000000000000000e+01 -2.525975261843379192e-03 -2.280366856938913309e-03 -5.010169863376503137e-06
9.500000000000000000e+01 -1.868290178294858142e-03 -1.069696396023911552e-03 -1.584122012167300800e-05
1.050000000000000000e+02 -1.745900978441768244e-03 -7.595702736998740648e-04 -1.419885899717692563e-05
1.150000000000000000e+02 -1.492663107422068829e-03 -3.677899291359778308e-04 -1.357246528027655998e-05
1.250000000000000000e+02 -1.190139719791678732e-03 3.814435852601162630e-05 -1.048382154166264870e-05
1.350000000000000000e+02 -9.543620812549556123e-04 2.637197866210296937e-04 -1.032692314297664980e-05
1.450000000000000000e+02 -7.436283744660132948e-04 3.603231810795107194e-04 -6.624574442618967103e-06
1.550000000000000000e+02 -6.147264921674925340e-04 4.005917480022706920e-04 -4.662881649368932500e-06
1.650000000000000000e+02 -5.199385245104874058e-04 3.660613477785353985e-04 -5.083811385720463819e-06
1.750000000000000000e+02 -3.884074620313622355e-04 3.178594150319420078e-04 -4.766274260917389004e-06
1.850000000000000000e+02 -2.352647774691831112e-04 2.804385406104177472e-04 -2.012941406739760766e-06
1.950000000000000000e+02 -1.734031574367297837e-04 2.522174741947808821e-04 -1.803822037227359518e-06
2.050000000000000000e+02 -1.585223183381185045e-04 2.185679365223452389e-04 2.300021162658725788e-08
2.150000000000000000e+02 -1.354713202468106690e-04 1.832956329291601859e-04 -1.662924877843110470e-06
2.250000000000000000e+02 -8.103384794326522623e-05 1.386311721350343975e-04 -2.860290240667828008e-06
