# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 1.171450605717178906e-01 -4.619104618454711667e-03 -7.422141371399537365e-05 1.583611636570853853e-01 4.473946842367735807e-03 1.405156228421880482e-02 1.447788932565110542e-01
1.500000000000000000e+01 1.822691722283761306e-01 1.429062630511505547e-02 4.219124091185958401e-03 4.653325990781983501e-01 9.885792616666490285e-02 5.466797933817124644e-02 3.511348753223728636e-01
2.500000000000000000e+01 1.182037024925036289e-01 1.286752723868835047e-02 2.962006580661268301e-03 3.533604261556690385e-01 5.217809336745434651e-02 5.979663118713472725e-02 2.656803799176536973e-01
3.500000000000000000e+01 6.985242191470905637e-02 9.049999027118314082e-03 2.104635374130026104e-03 2.238016903539056524e-01 9.720858673719154006e-03 4.344734309688199486e-02 1.685507276827483414e-01
4.500000000000000000e+01 4.810483886885192489e-02 1.963744400623304576e-02 2.088208344406663596e-03 1.517700645074942234e-01 8.933915689235851290e-03 2.814340461890725911e-02 1.140091539976267054e-01
5.500000000000000000e+01 2.884661380063168259e-02 1.913069973136430693e-02 8.913019583400470184e-04 8.975951053577929661e-02 6.169928643131030073e-03 1.858161887377299606e-02 6.859387160509199111e-02
6.500000000000000000e+01 1.551430092453777443e-02 9.441680807557284102e-03 -2.388059696109531339e-04 3.967548845488999554e-02 8.198689217483324642e-04 1.265096660057791686e-02 3.392037799000284515e-02
7.500000000000000000e+01 8.672897088207873889e-03 4.424116125707691291e-03 -2.622927238448212288e-04 1.846611787378178368e-02 -1.478340225813351455e-05 8.394467791491520836e-03 1.776674137674058920e-02
8.500000000000000000e+01 5.927441678849067544e-03 3.355736361055272707e-03 -2.554874726479333669e-04 1.202526942017026132e-02 3.984386999034901814e-04 5.650110776407177120e-03 1.180141093771325429e-02
9.500000000000000000e+01 3.609485160366490003e-03 1.806067932820917474e-03 -2.209620457250711933e-04 7.210992214025706282e-03 2.603224449801946243e-04 4.034749150285626626e-03 7.427613262338911455e-03
1.050000000000000000e+02 1.999905543521209549e-03 4.292334685710044273e-04 -2.224623012143880257e-04 3.432084838734825259e-03 2.403828909662331475e-05 2.999631449293689925e-03 4.215810915774862583e-03
1.150000000000000000e+02 1.431155972441224694e-03 3.146172467336319522e-04 -1.828017540746588489e-04 2.466831204817784319e-03 2.641011793248675005e-05 2.267590705235523075e-03 3.082788941247266261e-03
1.250000000000000000e+02 1.244369953065962466e-03 5.144218676495619386e-04 -1.599394014334399846e-04 2.620800619233836903e-03 2.917073149551179729e-05 1.748117313961448189e-03 2.806643943130623670e-03
1.350000000000000000e+02 1.051902930054094028e-03 4.640406554480969300e-04 -1.532358097438122778e-04 2.276717394988781850e-03 -1.807648537612755634e-05 1.388782010319353525e-03 2.358701167681114593e-03
1.450000000000000000e+02 8.681415127039015861e-04 3.027758370422012043e-04 -1.604980385673866370e-04 1.382814666799502988e-03 -2.513064212964694538e-05 1.129078296226936366e-03 1.690017237865170524e-03
1.550000000000000000e+02 6.405053379621983550e-04 1.622725162655898020e-04 -1.304810722832265503e-04 9.420689358494115356e-04 -1.163802949169143357e-05 9.280874860330375672e-04 1.255330879922323620e-03
1.650000000000000000e+02 4.749478304154400028e-04 1.162311372180932034e-04 -9.252632697730501523e-05 8.105881695816974245e-04 1.533741228841972558e-05 7.748325238098842859e-04 1.030184261903510775e-03
1.750000000000000000e+02 4.819489876420486032e-04 1.290989739027026948e-04 -9.161390110408827042e-05 6.471403128405023514e-04 4.656001308658925457e-05 6.482043355495270640e-04 8.886468180160390093e-04
1.850000000000000000e+02 5.153502547034487929e-04 1.063394293996679490e-04 -8.380127347741644580e-05 4.524631351190256767e-04 5.974626132268716323e-05 5.311550726016938144e-04 7.494842312120841149e-04
1.950000000000000000e+02 4.410007379617112561e-04 7.462138409791334922e-05 -6.314633020177818723e-05 3.917547604517640221e-04 3.517724089729789693e-05 4.333992626858147799e-04 6.330773805496450832e-04
