# z u v w uhoriz
5.000000000000000000e+00 9.876941464895450107e-01 -4.611600085319333076e+00 3.355188040262266203e-08 4.716184376583149707e+00
1.500000000000000000e+01 1.032966265935999717e+00 -5.650166585520972617e+00 5.397410849491304498e-08 5.743814216241633019e+00
2.500000000000000000e+01 1.077960242298631854e+00 -6.871356987907916825e+00 6.691939847853445948e-08 6.955396835497416497e+00
3.500000000000000000e+01 1.079469076505279457e+00 -7.273084328171497859e+00 7.468074754180068163e-08 7.352755206847635172e+00
4.500000000000000000e+01 1.028200250825457074e+00 -7.712707810753612669e+00 7.924154294861081452e-08 7.780941943611796141e+00
5.500000000000000000e+01 9.242252235315349118e-01 -8.195224146109254093e+00 8.156429251308488946e-08 8.247174732524106489e+00
6.500000000000000000e+01 8.102200313752968563e-01 -8.570128159501990694e+00 8.252095218359232616e-08 8.608342068571088745e+00
7.500000000000000000e+01 6.864333319482460727e-01 -8.836548132050126014e+00 8.259566717073258343e-08 8.863169501326719768e+00
8.500000000000000000e+01 5.387240644763916508e-01 -9.051219195674931939e+00 8.215999107585256436e-08 9.067237316062723096e+00
9.500000000000000000e+01 3.670954532411869753e-01 -9.214388036379082436e+00 8.151055122796223543e-08 9.221697563722003110e+00
1.050000000000000000e+02 2.069051275178516447e-01 -9.318796211701860344e+00 8.087080993253617725e-08 9.321092884797476330e+00
1.150000000000000000e+02 5.820696921348235409e-02 -9.364464018772432397e+00 8.033769060300824920e-08 9.364644916394244234e+00
1.250000000000000000e+02 -8.231096567252027540e-02 -9.365917330638016125e+00 7.999383765256199031e-08 9.366279012468904597e+00
1.350000000000000000e+02 -2.146248539422404844e-01 -9.323207609647006677e+00 7.982547665246417999e-08 9.325677667628747614e+00
1.450000000000000000e+02 -3.243483914975053839e-01 -9.275393767902182063e+00 7.972389609899321667e-08 9.281063054882542573e+00
1.550000000000000000e+02 -4.114742993456440012e-01 -9.222522086680912778e+00 7.964725425418346355e-08 9.231696742112971421e+00
1.650000000000000000e+02 -4.867489641868738004e-01 -9.167265801138420045e+00 7.927362682551847473e-08 9.180179019107363558e+00
1.750000000000000000e+02 -5.501731322571457028e-01 -9.109631650418874571e+00 7.897223043271816431e-08 9.126230288666342005e+00
1.850000000000000000e+02 -5.928543766094429568e-01 -9.055439985653242374e+00 7.842912074892557344e-08 9.074826149609290127e+00
1.950000000000000000e+02 -6.148000820730108451e-01 -9.004691696313189553e+00 7.772621987706069302e-08 9.025655194309646134e+00
2.050000000000000000e+02 -6.297575165841889921e-01 -8.954178007428076569e+00 7.695357586854949880e-08 8.976296470059516253e+00
2.150000000000000000e+02 -6.377292212045878594e-01 -8.903897779220928399e+00 7.614366113018459440e-08 8.926706796035903224e+00
2.250000000000000000e+02 -6.318684135837832061e-01 -8.854587173972003455e+00 7.536245911007638588e-08 8.877103790851743170e+00
2.350000000000000000e+02 -6.121764898670247756e-01 -8.806248737220345291e+00 7.465929665664304429e-08 8.827501168311496116e+00
2.450000000000000000e+02 -5.888349385087016108e-01 -8.762179089398500764e+00 7.402118450124866467e-08 8.781942209984126890e+00
2.550000000000000000e+02 -5.618487111833279091e-01 -8.722382989144371379e+00 7.345893849255909163e-08 8.740459883986281042e+00
2.650000000000000000e+02 -5.263850447695581636e-01 -8.690286371984788261e+00 7.295901140306917627e-08 8.706213783411337559e+00
2.750000000000000000e+02 -4.824466668513048839e-01 -8.665886667422359579e+00 7.250401382624137819e-08 8.679305647283344527e+00
2.850000000000000000e+02 -4.384281404634385315e-01 -8.641899931561638937e+00 7.211087913588894065e-08 8.653014137367122771e+00
2.950000000000000000e+02 -3.943331246390165412e-01 -8.618333112143746533e+00 7.184232271846851877e-08 8.627349781077667146e+00
3.050000000000000000e+02 -3.475305149441538788e-01 -8.613671697110207859e+00 7.133888518313374518e-08 8.620679646316455447e+00
3.150000000000000000e+02 -2.980203484353103893e-01 -8.627914759744356843e+00 7.085574224357440878e-08 8.633060247067433579e+00
3.250000000000000000e+02 -2.485090678442330447e-01 -8.642165542776512055e+00 6.985600480893765527e-08 8.645737795327502084e+00
3.350000000000000000e+02 -1.989972483881566334e-01 -8.656411101672873087e+00 6.931740786534343578e-08 8.658698116116037014e+00
3.450000000000000000e+02 -1.494875794212961739e-01 -8.670662377050419423e+00 6.876105569600377365e-08 8.671950910446787120e+00
3.550000000000000000e+02 -1.059854484023421833e-01 -8.700573214323675586e+00 6.815583033457189671e-08 8.701218717690048621e+00
3.650000000000000000e+02 -6.849121007516262294e-02 -8.746147302495868914e+00 6.755850843931321953e-08 8.746415476228722952e+00
