# z u v w uhoriz
5.000000000000000000e+00 1.175977393948466343e+00 -4.681652608027568441e+00 3.417116971073453280e-08 4.827089596571537022e+00
1.500000000000000000e+01 1.167257966349628528e+00 -5.854373555749823765e+00 5.487613272904922203e-08 5.969604751595326775e+00
2.500000000000000000e+01 1.137388032253080494e+00 -7.241361380781365042e+00 6.785696677130695024e-08 7.330140938821322116e+00
3.500000000000000000e+01 1.094666853258359662e+00 -7.714719151689974019e+00 7.546438591801303796e-08 7.791995066032487927e+00
4.500000000000000000e+01 9.643749151977740741e-01 -8.260432452963200944e+00 7.978114699006461659e-08 8.316535533924589885e+00
5.500000000000000000e+01 7.466433755852811549e-01 -8.884402286720979092e+00 8.179817937879743845e-08 8.915720964823783845e+00
6.500000000000000000e+01 5.733199693425807819e-01 -9.353609550616614143e+00 8.245573110373028607e-08 9.371163610386561871e+00
7.500000000000000000e+01 4.451773299045771459e-01 -9.666561645284328819e+00 8.224814514475907510e-08 9.676807164408259609e+00
8.500000000000000000e+01 3.125129804662611921e-01 -9.986923938067238993e+00 8.161880206663922615e-08 9.991812353507262046e+00
9.500000000000000000e+01 1.751936102109432070e-01 -1.031521570737871585e+01 8.079898298953290844e-08 1.031670334413136736e+01
1.050000000000000000e+02 7.810483589703795526e-02 -1.056206308837148278e+01 7.997941838097501009e-08 1.056235187106213758e+01
1.150000000000000000e+02 2.125156263040150345e-02 -1.072737785227875484e+01 7.921999513939179073e-08 1.072739890255205353e+01
1.250000000000000000e+02 -3.218386171436677518e-02 -1.090984259326562800e+01 7.867634614812249808e-08 1.090989006410182505e+01
1.350000000000000000e+02 -8.223204189590725688e-02 -1.110954246625603403e+01 7.852721263845231525e-08 1.110984679994555790e+01
1.450000000000000000e+02 -1.234433968237283324e-01 -1.127673281926255022e+01 7.810396351059388977e-08 1.127740845004970538e+01
1.550000000000000000e+02 -1.558155216113235320e-01 -1.141138525960178285e+01 7.761096093516657297e-08 1.141244899308784966e+01
1.650000000000000000e+02 -1.850282299261089836e-01 -1.153099663002726416e+01 7.648783623369472626e-08 1.153248103087838317e+01
1.750000000000000000e+02 -2.110980985844273516e-01 -1.163557368224502753e+01 7.607849955132124993e-08 1.163748844563031426e+01
