# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 9.158528051602374265e-02 1.148404349542636810e-03 2.258110021029268518e-04 1.195382087083995126e-01 3.642786828589409612e-03 1.082030233166985170e-02 1.109718957780465587e-01
1.500000000000000000e+01 1.422340374263228180e-01 9.844544573362943272e-04 2.019652000756012259e-03 3.635154776018207912e-01 7.784517161225570914e-02 4.293513087926124905e-02 2.743423229537024222e-01
2.500000000000000000e+01 9.161303277266832912e-02 1.677733605100127385e-03 1.903950887262865349e-03 2.859949277959191183e-01 4.425508991121542002e-02 4.854731672995386826e-02 2.130776386492706787e-01
3.500000000000000000e+01 5.671765911996699133e-02 4.313184425727582816e-03 -2.123861629496812098e-04 1.746631798659758483e-01 9.348710049821776571e-03 3.487543167912802999e-02 1.331281353325354244e-01
4.500000000000000000e+01 3.547161894852503272e-02 1.121790606526721842e-02 3.642035201396818774e-04 1.195039887254033817e-01 6.014130959397944245e-03 2.211326033284536502e-02 8.854443400338689318e-02
5.500000000000000000e+01 2.107922640675990306e-02 1.031876134362978009e-02 2.002227972224560006e-04 7.138494464790116900e-02 3.128058336038081009e-03 1.487442865931735449e-02 5.366929985698921241e-02
6.500000000000000000e+01 1.104483500917756780e-02 5.759576794333163240e-03 -3.115651217816897429e-04 3.270514947231455832e-02 2.873329294897835956e-04 1.033387374095379348e-02 2.704192911122296067e-02
7.500000000000000000e+01 5.878962515727292198e-03 2.887765822743713906e-03 -1.690692555235993942e-04 1.505699352549232962e-02 8.656919367935524557e-05 7.112466689929704093e-03 1.402421136557466426e-02
8.500000000000000000e+01 3.908890551859784367e-03 2.284186099017481830e-03 -4.715527754666134499e-05 9.755669788209608492e-03 1.677570638915220236e-04 5.075016540778931086e-03 9.369788440424161105e-03
9.500000000000000000e+01 2.573124942935736854e-03 1.526559199933328172e-03 -5.192134469525409678e-07 5.700784593020902756e-03 2.217862867203799896e-04 3.824507770456518022e-03 6.049208653206578599e-03
1.050000000000000000e+02 1.542994368176177052e-03 4.440989012054985486e-04 -7.731718495033094811e-05 2.074580744934223162e-03 1.809258461204293835e-04 2.902743259366407421e-03 3.260159186238403492e-03
1.150000000000000000e+02 1.147800417340758775e-03 1.543692271375260580e-04 -1.301210065407350995e-04 1.224256903912350090e-03 1.646544181544616040e-04 2.189101875829439509e-03 2.280579598541274296e-03
1.250000000000000000e+02 9.570627964338961069e-04 1.050309219529667180e-04 -1.293798679682499494e-04 9.641203678724740789e-04 9.182612638690594380e-05 1.696186491302473232e-03 1.808684827804421654e-03
1.350000000000000000e+02 8.394364675839175935e-04 4.837800588773339230e-05 -1.160075133658638460e-04 6.705164556041477405e-04 2.450959120716996977e-05 1.364329566341127920e-03 1.437141244764596464e-03
1.450000000000000000e+02 7.687655548076886445e-04 -1.495557179544211803e-06 -7.058460123189388828e-05 4.653247517694292928e-04 9.617458824275961174e-06 1.118435624525860803e-03 1.176262965551489424e-03
1.550000000000000000e+02 6.632781204097652761e-04 -2.773968037952330353e-05 -1.340625291759286130e-05 3.751239305527731766e-04 2.044619480575659917e-07 9.244519573959403746e-04 9.814270041792394136e-04
1.650000000000000000e+02 5.567133053356663856e-04 -4.411842733298354730e-05 9.885832029833584926e-06 3.208514895562580892e-04 4.172556938706250082e-06 7.864827104180416913e-04 8.320237526549831373e-04
1.750000000000000000e+02 5.191426292237390824e-04 -9.607275127066477593e-05 5.848800268167008145e-06 2.893664541514997125e-04 -1.290809207531740132e-05 6.827158173570171094e-04 7.456124503661279521e-04
1.850000000000000000e+02 4.022901330197177711e-04 -1.480058388745132192e-04 -1.557709027737510737e-05 3.240137804041606762e-04 -3.570201589941320627e-05 5.976194067090083483e-04 6.619616600664433165e-04
1.950000000000000000e+02 3.094065486608809680e-04 -1.832310448373788265e-04 -2.071687965497986879e-05 3.752138084489526943e-04 -1.016749314582029092e-05 5.293618504553385335e-04 6.069911037825861250e-04
2.050000000000000000e+02 2.161981487999726343e-04 -1.270278464139273250e-04 1.845211019392066799e-05 3.162042829675761253e-04 -9.939078443539713401e-06 4.792822718987552839e-04 5.058423518331520759e-04
2.150000000000000000e+02 1.610766894268081373e-04 -6.820214782740904110e-05 1.449687662131081436e-05 2.749393851823653105e-04 -2.192719305371933086e-05 4.419316579772926130e-04 4.389738662932330575e-04
2.250000000000000000e+02 1.364603589674847294e-04 -4.595475832312549274e-05 1.306051922102389129e-05 2.748169139141331662e-04 -5.294071104900707281e-05 4.115052161977240009e-04 4.113912445396709482e-04
2.350000000000000000e+02 1.451459398718621483e-04 -6.608067040725644666e-05 1.328829098583994171e-05 2.736988432269623294e-04 -4.624364489400698138e-05 3.923996716508979660e-04 4.056222273748612489e-04
2.450000000000000000e+02 1.584884554676344785e-04 -7.200935438111812721e-05 -4.063603546515667190e-06 2.631197195858304559e-04 -2.653326189020380985e-05 3.861525428318571674e-04 4.038803589426610916e-04
2.550000000000000000e+02 1.818180908625340628e-04 -9.693327151951576222e-05 -2.090658386433858002e-05 3.090267584399468111e-04 -3.987089445790274679e-05 3.871582649562742826e-04 4.390015571293775240e-04
2.650000000000000000e+02 2.124597861160452722e-04 -1.152965737152499107e-04 -2.794675658837268126e-05 3.195039591953556914e-04 -4.063210626750056356e-05 4.030358992677509147e-04 4.674998222895759663e-04
2.750000000000000000e+02 2.090111054748969592e-04 -6.259875643850954029e-05 -3.377356454261171110e-05 2.269221872109942453e-04 -4.334394035652925882e-05 4.371761388437765401e-04 4.365547157648338723e-04
2.850000000000000000e+02 1.546670620290271935e-04 -1.854765774195300208e-05 -2.772318714005917150e-05 1.900141202825955569e-04 -8.643034892928352204e-05 4.765160786061093225e-04 4.105986304588660229e-04
2.950000000000000000e+02 1.618736732986041397e-04 -4.014116249497994937e-05 -6.037599366573608213e-06 2.425548409953834903e-04 -7.527742288292456449e-05 5.245428780347425896e-04 4.644856961643651369e-04
3.050000000000000000e+02 2.158923854842524008e-04 -8.413930321351553623e-05 2.194930019120497733e-06 2.778407995034613831e-04 -4.378094714022255185e-05 5.954037664770298402e-04 5.445684757323718391e-04
3.150000000000000000e+02 2.352163451678284073e-04 -1.335434892742024709e-04 -1.904369025361886725e-05 2.971446853043896788e-04 -4.283984678923779052e-05 6.782681600118487062e-04 6.053145952420334232e-04
3.250000000000000000e+02 2.069594848607586612e-04 -1.130332111806335680e-04 -6.259747382482929085e-05 2.869307042561317295e-04 -2.949348448315343188e-05 7.479114865026426171e-04 6.209008378097665174e-04
3.350000000000000000e+02 1.862012684903041691e-04 -9.860262559185986586e-05 -4.219185908257161726e-05 3.225977366020152653e-04 -2.886974526275513155e-05 7.869806850903142892e-04 6.478898450913168211e-04
3.450000000000000000e+02 1.822351334474854763e-04 -1.152885828400935283e-04 7.156864667842533382e-06 3.874282053293784910e-04 -1.410230567182929056e-05 8.081119740840220222e-04 6.888876564304429947e-04
3.550000000000000000e+02 1.766231910863648230e-04 -1.096490944119302120e-04 2.364140716358055741e-05 4.107653271137982898e-04 2.501856490935273515e-06 8.252369194887453682e-04 7.063127188444541862e-04
3.650000000000000000e+02 2.242616805386842839e-04 -1.584146450830196940e-04 3.828874965073307416e-05 4.765801177528544989e-04 -2.341648355960446848e-05 8.238374862815214588e-04 7.623396422865300667e-04
3.750000000000000000e+02 2.871985096110607179e-04 -2.366791530904150211e-04 4.587127671097554596e-05 5.684845666872128485e-04 -4.950112224750272865e-05 7.966718929181151963e-04 8.261774846081943813e-04
3.850000000000000000e+02 3.278615953391717701e-04 -2.662882585713968200e-04 3.124049673512985508e-05 5.616953389164506443e-04 -4.696548207978147794e-05 7.605846179411123635e-04 8.250707760983674432e-04
3.950000000000000000e+02 3.285923608860936334e-04 -2.771688804858177192e-04 7.220199842350722446e-06 5.393554987918065119e-04 -1.644802352149161114e-05 7.417787692139898251e-04 8.048633144459450394e-04
4.050000000000000000e+02 3.454858372230280774e-04 -2.921337527177906884e-04 -8.256643268030353113e-06 5.001703417706987410e-04 2.831579168793436885e-05 7.618064946462053608e-04 8.037313368199660354e-04
4.150000000000000000e+02 3.370545988724210976e-04 -2.707354541469161749e-04 -1.878594923375979932e-06 4.423749277737098443e-04 5.526410982717713593e-05 7.997927975299031367e-04 7.896111620880170122e-04
4.250000000000000000e+02 2.810243401298433965e-04 -2.086807054495115111e-04 9.492246127293154371e-06 4.010533907882502945e-04 7.879582673779048443e-05 8.095106025435890723e-04 7.457941667308414088e-04
4.350000000000000000e+02 2.212954798956672192e-04 -1.544702162529499852e-04 8.441245400203697139e-06 3.781806601164207143e-04 8.740732390159803254e-05 7.766555538380698169e-04 6.880658469250788617e-04
4.450000000000000000e+02 1.720886641342606440e-04 -1.140287354727685025e-04 5.793830499227421680e-06 3.319303294139960554e-04 8.049952684212193334e-05 7.176441147198370663e-04 6.108315541340468557e-04
4.550000000000000000e+02 1.325147962690376028e-04 -8.178178755419104635e-05 6.842186670155369172e-06 2.719031920405019787e-04 8.448630550158021404e-05 6.593813506944354134e-04 5.318996695019874432e-04
4.650000000000000000e+02 1.063355951892039570e-04 -4.393863630747904992e-05 9.686933428618357009e-06 2.339449923638911295e-04 7.202250191690908582e-05 6.077792496935699885e-04 4.740299186233325104e-04
4.750000000000000000e+02 9.406203939318070182e-05 -2.619044696565990305e-05 1.029012610646725344e-05 2.370162469970518487e-04 6.970958194012430984e-05 5.503787515720978728e-04 4.407285189811652117e-04
4.850000000000000000e+02 8.464988333201656375e-05 -2.711050371660338754e-05 4.929924079546460562e-06 2.326464003651811476e-04 7.516599425054134307e-05 4.868614316196422619e-04 4.020788576584199731e-04
4.950000000000000000e+02 8.464420462020357796e-05 -2.204116262637058257e-05 -2.528615473102706487e-06 2.054584891625176447e-04 7.286268327758167165e-05 4.264242886065271404e-04 3.582634911946241951e-04
5.050000000000000000e+02 9.451642525156742699e-05 2.222430390866962376e-06 1.731749339634359508e-06 1.772445762891132308e-04 6.302771522442252527e-05 3.769973750330451556e-04 3.243791882868628999e-04
5.150000000000000000e+02 9.773214698723861605e-05 1.056867026971560961e-05 3.254199788024001296e-06 1.629531339000515249e-04 5.430440957117340435e-05 3.372943905472484310e-04 2.989898357172693063e-04
5.250000000000000000e+02 8.748598357289181376e-05 4.978489360847065566e-07 2.635500271937164703e-06 1.558684521447775706e-04 4.656031502003349110e-05 3.030444118907789515e-04 2.731994238042241476e-04
