# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 1.033332782998743621e-01 -2.832013578315157893e-04 -9.536750367888074530e-05 1.396563433646379471e-01 4.059646899641181951e-03 1.156516475005416565e-02 1.272773932072832348e-01
1.500000000000000000e+01 1.476796454105924472e-01 -1.003259917541616912e-02 -2.505323322514648073e-03 3.978144392794187856e-01 8.263590410242308004e-02 4.547407586017788994e-02 2.954840802750945961e-01
2.500000000000000000e+01 9.303889344051459453e-02 -1.344937295305265353e-02 -2.320531658287358027e-03 2.994220835054264840e-01 4.584990169129942589e-02 5.094530584329301504e-02 2.217031413946170537e-01
3.500000000000000000e+01 5.590736693212993574e-02 -4.632744400850535328e-03 -9.384839797025808271e-04 1.757987113437306237e-01 8.716443315085866186e-03 3.689417966538013210e-02 1.343001289706203527e-01
4.500000000000000000e+01 3.307589031312796468e-02 4.581146145863780605e-03 -2.523095035571570042e-04 1.068712028724468216e-01 4.543898732667545765e-03 2.356238748838876407e-02 8.175474033698178211e-02
5.500000000000000000e+01 1.957038414816132318e-02 8.002740296396641112e-03 -5.300875577172037409e-04 5.924628140542102100e-02 2.360667754878369769e-03 1.596533368825124935e-02 4.739099962091679330e-02
6.500000000000000000e+01 1.142236214698561653e-02 5.171237107728245998e-03 -8.867665931010343091e-04 2.632012142425206938e-02 4.436970400479753026e-04 1.120975745452074471e-02 2.447612051287921531e-02
7.500000000000000000e+01 7.240230558088448128e-03 2.427210331493690962e-03 -8.144197371453552100e-04 1.044214969117179641e-02 4.062539879141209803e-04 7.951236119162321050e-03 1.281680818421128409e-02
8.500000000000000000e+01 5.787583495367417882e-03 1.756218190168334350e-03 -6.451735097880145070e-04 5.652792005846846678e-03 4.750311564378492733e-04 5.726802844561862740e-03 8.583589172888064084e-03
9.500000000000000000e+01 4.539273663608663599e-03 1.028458048296220211e-03 -5.052913918748864336e-04 3.438872459790311663e-03 4.111183729187131383e-04 4.259863075780266628e-03 6.119004599589620945e-03
1.050000000000000000e+02 3.157139535992161024e-03 2.122926701307514201e-04 -3.906035779985111956e-04 2.013230714804121243e-03 3.513223894579019582e-04 3.272763880194160327e-03 4.221567065495221080e-03
