# z uT vT wT
5.000000000000000000e+00 5.179298067467891448e-04 -9.877925097143861605e-03 -1.742186959491092866e-03
1.500000000000000000e+01 1.569607703021364421e-03 -6.258336853070738115e-02 -2.044915811520584339e-02
2.500000000000000000e+01 1.502205653707447928e-03 -5.159487944688365135e-02 -1.411304966490492876e-02
3.500000000000000000e+01 3.728175143407537495e-04 -3.307703915099584335e-02 -3.986244428642413129e-03
4.500000000000000000e+01 -1.997560371132270536e-03 -2.616605112547126799e-02 -9.630116536192911232e-04
5.500000000000000000e+01 -3.195078216947215034e-03 -1.689212641206938592e-02 -5.001834190917306844e-04
6.500000000000000000e+01 -2.958700477972843468e-03 -9.102518402396396133e-03 -2.131586090331536289e-04
7.500000000000000000e+01 -2.312814963085159208e-03 -4.418987233893422080e-03 -4.641639369353541786e-05
8.500000000000000000e+01 -1.954998276451869969e-03 -2.552813168716856155e-03 -3.346330383663688175e-05
9.500000000000000000e+01 -1.588856184436825874e-03 -1.550799173976629601e-03 -2.334976336256846871e-05
1.050000000000000000e+02 -1.162205012567619827e-03 -7.947237597380780050e-04 -1.342601610690556679e-05
1.150000000000000000e+02 -8.662370198183319331e-04 -3.536911923337414344e-04 -1.429766240188873556e-05
1.250000000000000000e+02 -6.333635431787020638e-04 -4.521038542661372987e-05 -8.529444587766240489e-06
1.350000000000000000e+02 -4.595490066445652834e-04 9.483015765427507693e-05 -9.662331427186122342e-06
1.450000000000000000e+02 -3.358530787833080003e-04 1.832257799926549863e-04 -8.671334739954039689e-06
1.550000000000000000e+02 -2.552300801756583293e-04 2.207034189760264168e-04 -7.024535020669761467e-06
1.650000000000000000e+02 -2.151474869955546194e-04 2.215643198392516766e-04 -5.206951515647246527e-06
1.750000000000000000e+02 -1.530598001663073309e-04 2.214861734880611431e-04 -4.442755931209602078e-06
1.850000000000000000e+02 -4.998610472383683314e-05 2.325467863639338816e-04 -5.033938161581756664e-06
1.950000000000000000e+02 2.500599693633486501e-06 2.198094868239615233e-04 -4.973501346955503476e-06
2.050000000000000000e+02 1.957860445706476204e-05 1.976243818955570654e-04 -4.115789360644046576e-06
2.150000000000000000e+02 4.997548684686188510e-05 1.711721110735472582e-04 -4.547452141913532667e-06
2.250000000000000000e+02 9.282961131218865636e-05 1.483479887796566843e-04 -4.780014219759683512e-06
2.350000000000000000e+02 1.212674482946187691e-04 1.236658889310240212e-04 -4.772785098916075672e-06
2.450000000000000000e+02 1.237641088044878020e-04 1.193989620934255954e-04 -6.032297685564728517e-06
2.550000000000000000e+02 1.216850696439927056e-04 9.684236134723551851e-05 -5.775270476288295761e-06
2.650000000000000000e+02 1.373149670416106956e-04 1.792541845626547322e-05 -4.940443542161948396e-06
2.750000000000000000e+02 1.376493483173779750e-04 3.985265895810559115e-06 -4.144625164111993323e-06
2.850000000000000000e+02 1.364469883622784416e-04 1.332633162889083954e-05 -3.601390027502500895e-06
2.950000000000000000e+02 1.287454662069827832e-04 -8.775881011178053055e-06 -1.525594400581321958e-06
3.050000000000000000e+02 9.799062263479937939e-05 -6.949387925232214803e-05 1.140651079623254926e-06
3.150000000000000000e+02 7.427417493795008586e-05 -7.899999656877451789e-05 6.457094714553321592e-07
3.250000000000000000e+02 7.094393781122486462e-05 -6.137217454757553866e-05 -2.782587278705039054e-07
3.350000000000000000e+02 6.704639560628630410e-05 -4.640267302892079639e-05 -8.812604085529094274e-07
3.450000000000000000e+02 5.967556248231639399e-05 -3.296076225339282739e-05 -9.558803975695140019e-07
3.550000000000000000e+02 5.187621713949301406e-05 -3.390582874767430858e-05 -1.911907051690445852e-07
3.650000000000000000e+02 4.854593045454194970e-05 -3.810488950834602871e-05 -7.540031169822265815e-07
3.750000000000000000e+02 4.703057052812185902e-05 -3.766139737538494795e-05 -7.255119457119093852e-07
3.850000000000000000e+02 4.353871470419117657e-05 -4.028055831305759070e-05 -6.235783770192045313e-07
3.950000000000000000e+02 4.648032084313959508e-05 -2.589765349176384519e-05 -4.655959581225410924e-07
4.050000000000000000e+02 5.153199033321765205e-05 2.779440987491810562e-07 3.133273374348918502e-07
4.150000000000000000e+02 5.110841636714595382e-05 5.151342822239196846e-06 1.740634239646066136e-07
4.250000000000000000e+02 4.995081244133617901e-05 1.351233569396823487e-06 2.278247541451049937e-08
4.350000000000000000e+02 4.912021986561662960e-05 -2.049037276661281059e-06 2.592382011698440187e-08
4.450000000000000000e+02 4.785826539405392988e-05 3.910902330199232197e-06 3.221323218895888242e-08
4.550000000000000000e+02 4.501722557735459237e-05 1.756747135703794465e-05 3.025857113749772681e-07
4.650000000000000000e+02 4.367568227633202059e-05 1.903865489117228003e-05 2.798667484029704584e-07
4.750000000000000000e+02 4.477004730175938570e-05 1.708475744869518716e-05 2.402168700142459737e-07
4.850000000000000000e+02 4.609477280595040727e-05 1.449717387771952302e-05 1.365220337531704706e-07
4.950000000000000000e+02 4.529824078474789956e-05 1.643298555074216639e-05 7.987588197229885830e-09
5.050000000000000000e+02 4.058797388191845776e-05 2.437334831540113796e-05 2.667250238178747432e-07
5.150000000000000000e+02 3.907250659613852766e-05 2.587380691525754389e-05 3.174424259211580423e-07
5.250000000000000000e+02 3.931780194895981767e-05 2.451741605856990293e-05 1.440991202058885208e-07
5.350000000000000000e+02 4.115497765552146629e-05 2.202298711696106746e-05 1.393295492979243271e-07
5.450000000000000000e+02 3.673070710181133044e-05 2.232097003234934684e-05 1.432722461636304929e-07
5.550000000000000000e+02 2.404203610795230576e-05 2.772395928268733454e-05 3.026351194034775713e-07
5.650000000000000000e+02 2.009570390708023395e-05 2.863603498318981869e-05 1.759228851487780941e-07
5.750000000000000000e+02 2.190083778706960449e-05 2.712561812961261485e-05 2.337405168803592928e-07
5.850000000000000000e+02 2.416284896186604393e-05 2.492430884732591538e-05 4.530257121149518839e-07
5.950000000000000000e+02 2.903730958165579888e-05 3.107222434798442753e-05 4.234202636571147835e-07
6.050000000000000000e+02 3.052430670332894057e-05 4.344125382225933255e-05 9.684486848423257838e-08
6.150000000000000000e+02 3.428227409671533079e-05 4.385831960398304180e-05 6.077368969465193270e-07
6.250000000000000000e+02 3.783375557930847256e-05 5.238280994538361033e-05 3.486971625928120696e-07
6.350000000000000000e+02 3.507648842707040282e-05 4.576427409367241186e-05 8.080637238066747422e-08
6.450000000000000000e+02 2.189159244383419233e-05 3.734504079685489010e-05 6.127316662565599963e-07
6.550000000000000000e+02 1.594363313225209694e-05 5.323359998297014310e-05 7.013603273208005436e-07
6.650000000000000000e+02 1.455312449538365348e-05 5.417101516678029394e-05 -1.772296288118275117e-07
6.750000000000000000e+02 8.325066578954086710e-06 3.927185694353028689e-05 3.889794003213184813e-07
6.850000000000000000e+02 7.764992221953012684e-06 4.313399782131930633e-05 9.055086728726897475e-07
6.950000000000000000e+02 9.375351574759655508e-06 5.060244598783912194e-05 3.256639722337970561e-07
7.050000000000000000e+02 8.431806729383510739e-06 5.676638823794590667e-05 -1.365584221312587598e-07
7.150000000000000000e+02 8.792397915533429207e-06 4.359564169781119221e-05 -4.632495675580541444e-07
7.250000000000000000e+02 4.582253390222342610e-06 4.096530517059900783e-05 -3.311041367994917029e-07
7.350000000000000000e+02 5.842388400905419371e-06 3.390597496662583994e-05 -7.078857835478461107e-07
7.450000000000000000e+02 2.655113567101597769e-06 2.624387383789954418e-05 -1.829468841613334454e-07
7.550000000000000000e+02 -7.305472753717858229e-06 3.302617242256763655e-05 4.032170436603664738e-07
7.650000000000000000e+02 -8.547827189373883710e-06 4.198445979066187339e-05 4.150176707143010166e-07
7.750000000000000000e+02 -8.315023769893811341e-06 4.460412221251563563e-05 -5.439379263523624035e-08
