# z uT vT wT
5.000000000000000000e+00 2.064368935382331234e-04 2.877592690724658456e-03 1.973477829971012013e-03
1.500000000000000000e+01 8.872093356453804357e-04 1.482309631919063488e-02 7.481831063586168867e-03
2.500000000000000000e+01 1.117361525050940101e-03 1.798807531850553712e-02 1.030131255193528390e-02
3.500000000000000000e+01 1.114889517629378581e-03 1.723568428857808268e-02 9.973912792539710651e-03
4.500000000000000000e+01 1.183281322680984583e-03 1.570785794184561407e-02 9.317063651726553361e-03
5.500000000000000000e+01 1.253809536551490347e-03 1.417704863556097303e-02 8.281859087868293293e-03
6.500000000000000000e+01 1.274635576425589643e-03 1.288226202946623350e-02 7.500872705964802684e-03
7.500000000000000000e+01 1.262991908147632382e-03 1.173270824639355975e-02 6.832423906830174115e-03
8.500000000000000000e+01 1.231367249651454162e-03 1.090456681393991122e-02 6.459098266459290319e-03
9.500000000000000000e+01 1.170994974883872702e-03 1.003347554730005774e-02 5.945790994649229576e-03
1.050000000000000000e+02 1.038233137655689966e-03 8.957004813845689806e-03 5.260846047301198126e-03
1.150000000000000000e+02 8.659720804154056803e-04 7.876337234853439395e-03 4.542753264423941145e-03
1.250000000000000000e+02 6.570153168469378439e-04 6.903579761261256255e-03 3.805012123633738641e-03
1.350000000000000000e+02 4.557107009922491776e-04 5.954971885403353808e-03 3.127362080487750429e-03
1.450000000000000000e+02 2.586060173032392827e-04 5.137615987532455006e-03 2.556238353551489907e-03
1.550000000000000000e+02 5.945771127688811297e-05 4.349834100193084203e-03 2.044901604484894442e-03
1.650000000000000000e+02 -1.446934305191685923e-04 3.640968823669957395e-03 1.614257830259033851e-03
1.750000000000000000e+02 -3.767041428825363726e-04 2.870460149674367977e-03 1.139928538381072701e-03
1.850000000000000000e+02 -6.423244872499281203e-04 2.008607112448982344e-03 5.952704402714587874e-04
1.950000000000000000e+02 -9.102872267062317706e-04 1.131293107161350986e-03 4.184599924001357823e-05
