# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 5.317482524831710494e-02 -3.276980198007548809e-03 5.676868902695743953e-04 3.993243727231608753e-02 1.061037675068618761e-03 3.734537756768686358e-03 4.842090013870094245e-02
1.500000000000000000e+01 5.382508124858451787e-02 3.362053348351311168e-03 4.832910173989762859e-03 6.054746607900522715e-02 9.017887443638728656e-03 2.101432155847344704e-02 6.769343444303159429e-02
2.500000000000000000e+01 5.313679400768357708e-02 5.914438165803008636e-03 7.171602587918398004e-03 7.088697623876114018e-02 1.773354734084850448e-02 3.402767835786904560e-02 7.902572430215687449e-02
3.500000000000000000e+01 5.890294108361360248e-02 8.664722170567591003e-03 8.466685380840511740e-03 8.253935992978579661e-02 2.272901211609511946e-02 4.053598975482834710e-02 9.098914538411387309e-02
4.500000000000000000e+01 6.369820992594632525e-02 8.603661602074711562e-03 9.861159151239601989e-03 8.600225494910780644e-02 2.333760449204097878e-02 4.356728509604934629e-02 9.663387498555173205e-02
5.500000000000000000e+01 7.094854529467070625e-02 1.055862772850848542e-02 1.220438076104198716e-02 9.145948557079733310e-02 2.341169310645470347e-02 4.408712670534827016e-02 1.032475787854081617e-01
6.500000000000000000e+01 7.571741666655210090e-02 1.426493540635161497e-02 1.454668059620624863e-02 9.753647165502905836e-02 2.372750030393862980e-02 4.351185422360392269e-02 1.083828712725925514e-01
7.500000000000000000e+01 8.237272726044732318e-02 1.828313359521237941e-02 1.729109168657504136e-02 9.773390524108732658e-02 2.343488336918139736e-02 4.280953741007267888e-02 1.114580849558036574e-01
8.500000000000000000e+01 9.043671361463963276e-02 1.981200816418532060e-02 2.033751464330412623e-02 9.923719493803648262e-02 2.248430039265684674e-02 4.152017605594505306e-02 1.155970423043105877e-01
9.500000000000000000e+01 9.468823843318853462e-02 2.436888645959220043e-02 2.138518989058428230e-02 1.022789643628774642e-01 2.250084991538671766e-02 3.920604109843097568e-02 1.180866219472484907e-01
1.050000000000000000e+02 9.631669955986420228e-02 2.769401195830458601e-02 2.267161681880348542e-02 9.504648131406492895e-02 2.031345053309888127e-02 3.701709212164045609e-02 1.141901364977847833e-01
1.150000000000000000e+02 9.713076091863021011e-02 3.166994704691050710e-02 2.246650256248737196e-02 8.980517716275904228e-02 1.670850075352814726e-02 3.537443212977711693e-02 1.111551851055831847e-01
1.250000000000000000e+02 9.231014524251081321e-02 2.800931308817454848e-02 2.046851921878882138e-02 7.701328759418017700e-02 1.213032842817745628e-02 3.368517242600739536e-02 1.015043026313491858e-01
1.350000000000000000e+02 9.156806140227921609e-02 2.288729267630339875e-02 1.746442400299753200e-02 6.160834997549254760e-02 6.989392265880772781e-03 3.215061747001989045e-02 9.266351442389583748e-02
1.450000000000000000e+02 8.992851284858835448e-02 2.106994944605004513e-02 1.570649490845334520e-02 5.175124173726962373e-02 3.858693147480751848e-03 3.097312989476930234e-02 8.632644224031363334e-02
1.550000000000000000e+02 7.483960070101729201e-02 1.502939581233072100e-02 9.610430331110307242e-03 4.220532938502737086e-02 1.689796989476913518e-03 2.923138013666911478e-02 7.313815511135689229e-02
1.650000000000000000e+02 6.100929536307403422e-02 1.173180124155744422e-02 3.672248902201577687e-03 3.366145095476588689e-02 5.162047867302193074e-04 2.716776456468123629e-02 6.091925544126057523e-02
1.750000000000000000e+02 4.621690614053066554e-02 7.921122994743639081e-03 1.633971087366768563e-04 2.725699207170663094e-02 1.101935721625828387e-03 2.452808936757020636e-02 4.900099378990374621e-02
1.850000000000000000e+02 3.359928204998909734e-02 3.103689799733473208e-03 -1.518438316104146106e-03 2.417942592215406583e-02 1.203221189782006277e-03 2.115274647275937336e-02 3.946572722245127174e-02
1.950000000000000000e+02 2.481846498766372006e-02 9.137553836484882310e-04 -3.324156273187647186e-04 1.853425522968187716e-02 4.150424779620922287e-04 1.704948154478848690e-02 3.020110088106704033e-02
2.050000000000000000e+02 2.438040428632983966e-02 -1.724924529262790137e-03 1.365105232377537055e-03 1.686565270429889532e-02 4.371836743220692168e-04 1.323911072779287643e-02 2.724258385921080744e-02
2.150000000000000000e+02 2.658844341546572412e-02 -2.503597151804598606e-03 1.972653816503374020e-03 1.463986191160657549e-02 2.274782671479793630e-04 1.064285012356161117e-02 2.593557772531695366e-02
2.250000000000000000e+02 2.401531951097390233e-02 -2.679710575188202701e-03 1.514952265907899614e-03 1.370339754948203537e-02 1.689206368121318918e-04 9.086050551829517874e-03 2.340238380614272778e-02
2.350000000000000000e+02 2.248637562471616710e-02 -2.901673359893004300e-03 1.597833978800669531e-03 1.249400548834163696e-02 1.468723046198490791e-04 7.868409322506108444e-03 2.142439521778195799e-02
2.450000000000000000e+02 1.965038854696839199e-02 -3.419072580469190072e-03 1.086292510019575171e-03 1.157154048452655078e-02 -7.738306604410729065e-05 6.886741119309930034e-03 1.905433507540243640e-02
2.550000000000000000e+02 1.833734418715215336e-02 -2.675595299161104539e-03 7.853632527844115353e-04 1.050761740498418542e-02 1.636544370172507721e-05 6.195801812820182601e-03 1.752038170247826113e-02
2.650000000000000000e+02 1.795812791082792778e-02 -3.037805203534427352e-03 6.680194690170824980e-04 1.043888128573682017e-02 -1.541603147136361206e-04 5.553193566241968783e-03 1.697510138140335967e-02
2.750000000000000000e+02 1.634383840797248161e-02 -2.008822887666039149e-03 1.969741379164846443e-04 9.945498897440920721e-03 -1.647397332472947057e-04 4.938942303850347645e-03 1.561413980463187412e-02
2.850000000000000000e+02 1.584939024618223571e-02 -2.745295394520313147e-03 -1.480374667009556650e-04 1.038891348609987351e-02 -1.573859223583525218e-04 4.473334516009977620e-03 1.535581912414604212e-02
2.950000000000000000e+02 1.564043862741282959e-02 -3.426331921228184356e-03 -7.238207573599931253e-05 9.916844294528541492e-03 -4.002097981939148298e-04 4.050805852627647509e-03 1.480404438728450886e-02
3.050000000000000000e+02 1.409828991509333961e-02 -2.816642414842320495e-03 2.099618261985148943e-04 9.234943457192846747e-03 -1.617288716917146128e-04 3.669930153275370761e-03 1.350158176278077812e-02
3.150000000000000000e+02 1.409788140504498674e-02 -2.672392576218501296e-03 -1.343411688652579924e-04 8.616979154685462661e-03 -5.339106185601106462e-04 3.398435510105191158e-03 1.305664803491782093e-02
3.250000000000000000e+02 1.353770361926145104e-02 -3.364646984341215091e-03 -2.407834843140268188e-04 7.826903802097894686e-03 -6.872232493046909760e-05 3.117135057395118217e-03 1.224087123937723023e-02
3.350000000000000000e+02 1.266497166141532585e-02 -2.793293829549763161e-03 -4.122816639721604614e-05 7.352517121331355807e-03 -1.353724490422319234e-04 2.889332950524245783e-03 1.145341086663546198e-02
3.450000000000000000e+02 1.313338024199241574e-02 -2.169469562128694545e-03 -2.823412952933707825e-04 8.776283018346205805e-03 -1.976619511754523566e-04 2.733705573447895408e-03 1.232168441689325891e-02
3.550000000000000000e+02 1.324955252772544965e-02 -3.301337693538598621e-03 1.821439291912854390e-05 8.153275239928767584e-03 -4.016489753639092145e-04 2.655233312987945356e-03 1.202903054032108086e-02
3.650000000000000000e+02 1.177127733588791830e-02 -2.841509894102854129e-03 -7.259698789105257946e-05 8.544786398372916647e-03 1.028849470216873605e-04 2.584055780623731487e-03 1.145005975744228278e-02
3.750000000000000000e+02 1.190471480690854199e-02 -3.573510700840464016e-03 -2.217067618735227877e-05 8.337561782343025710e-03 4.660526378522369061e-05 2.524050005715341299e-03 1.138316329748345450e-02
3.850000000000000000e+02 1.150994412311672974e-02 -3.529103194698632231e-03 2.943187672165861160e-04 7.098600624454389288e-03 3.327654392206977384e-04 2.449634964815852658e-03 1.052908985619348606e-02
