# z uT vT wT
5.000000000000000000e+00 3.192462614950479857e-05 4.441144061391105258e-04 2.824187298636284568e-04
1.500000000000000000e+01 2.385469664798646342e-04 2.570840809374852747e-03 1.161098050138259811e-03
2.500000000000000000e+01 1.826179847423899973e-04 2.322902330271907432e-03 1.208710771323426346e-03
3.500000000000000000e+01 3.212177659988940916e-06 9.384066205245271885e-04 4.463706177811154591e-04
4.500000000000000000e+01 -1.537105809132071764e-04 -2.066538423297054723e-04 -1.089621189364507129e-04
5.500000000000000000e+01 -4.876552580658812517e-04 -1.366761615018403800e-03 -7.253639315939164030e-04
6.500000000000000000e+01 -1.072878395209040173e-03 -2.616234372206998563e-03 -9.220045768153278462e-04
7.500000000000000000e+01 -1.706148103739999009e-03 -3.086031827049347774e-03 -8.877378977984805124e-04
8.500000000000000000e+01 -1.712314374938422260e-03 -2.625176909114061707e-03 -7.354874025644573014e-04
9.500000000000000000e+01 -2.041449918293347047e-03 -6.827430525999734004e-04 -2.499723639338972850e-04
1.050000000000000000e+02 -3.699971981157350494e-03 2.294330725771594756e-04 -1.130823069722603408e-04
1.150000000000000000e+02 -4.551692247100302437e-03 2.018969843033018897e-04 -1.227164999874858842e-04
1.250000000000000000e+02 -4.691066019354516066e-03 2.561515038719554792e-04 -9.954977446967992077e-05
1.350000000000000000e+02 -3.778944364946950924e-03 3.911748628100259460e-04 -8.882261618631529432e-05
1.450000000000000000e+02 -1.655922858704609365e-03 4.412673552625112107e-04 -8.573479031518955584e-05
1.550000000000000000e+02 -1.493686658073777040e-03 8.965645841107403296e-04 -6.702014078488248243e-05
1.650000000000000000e+02 -3.346602427194985286e-03 1.871457367898737931e-03 -7.050768437975743572e-05
1.750000000000000000e+02 -4.420223139470205384e-03 2.532569592428241586e-03 -1.297334650238075870e-04
1.850000000000000000e+02 -5.076510559912912265e-03 2.964136578883032683e-03 -2.273011463254927765e-04
1.950000000000000000e+02 -4.756482313282396797e-03 3.045380459815808568e-03 -2.067588015869596522e-04
2.050000000000000000e+02 -3.636402265937829434e-03 2.503908311687473142e-03 -1.156304514137850031e-04
2.150000000000000000e+02 -3.041997790412796256e-03 2.139317932912576138e-03 -6.714336917199397706e-05
2.250000000000000000e+02 -2.947072636672749910e-03 1.925329894349026407e-03 -5.569178893285515368e-05
2.350000000000000000e+02 -2.702312825840542335e-03 1.872332558346675741e-03 -3.956231600663092231e-05
2.450000000000000000e+02 -2.468222696491791709e-03 1.765177937343894278e-03 -2.469844708311397542e-05
2.550000000000000000e+02 -2.336103920346571921e-03 1.646604806925534500e-03 -2.653752503264118000e-05
2.650000000000000000e+02 -2.261590601595741493e-03 1.503532905247213693e-03 -2.346423673772577798e-05
2.750000000000000000e+02 -2.043926864220984435e-03 1.364196276389333974e-03 -1.666250989684051379e-05
2.850000000000000000e+02 -1.735035329136430139e-03 1.305027289006887052e-03 -1.248771360783471011e-05
2.950000000000000000e+02 -1.623209455875782676e-03 1.198092428840598876e-03 -1.075103557897867474e-05
3.050000000000000000e+02 -1.619112625655479707e-03 1.247566740022822401e-03 -1.112848048863372443e-05
3.150000000000000000e+02 -1.580910983012078896e-03 1.176230618007119552e-03 -1.022224827618521936e-05
3.250000000000000000e+02 -1.640002879071627553e-03 1.227113510593202212e-03 -1.003456478505607536e-05
3.350000000000000000e+02 -1.517689012638868051e-03 1.189768453209341919e-03 -1.082126346446498347e-05
3.450000000000000000e+02 -1.492780079598748791e-03 1.195585376283347890e-03 -1.339600390082818086e-05
3.550000000000000000e+02 -1.423115443045245643e-03 1.373558974737685515e-03 -1.138059003748113685e-05
3.650000000000000000e+02 -1.451218429106687462e-03 1.260480025399344541e-03 -9.886890893553114257e-06
3.750000000000000000e+02 -1.521465004266690357e-03 1.299239927159240868e-03 -1.040633794971981889e-05
3.850000000000000000e+02 -1.637977089371851595e-03 1.318262173373218943e-03 -1.293138100578663696e-05
3.950000000000000000e+02 -1.492086283712574374e-03 1.294664867041115611e-03 -1.161533268265480915e-05
