# z uT vT wT
5.000000000000000000e+00 1.082407301467954407e-03 2.689389231154012527e-03 2.708226526200787580e-03
1.500000000000000000e+01 1.482714467617748987e-03 1.632973605630072197e-02 1.005465644144990997e-02
2.500000000000000000e+01 1.962128397122483818e-03 2.090070381477566325e-02 1.387345559915739886e-02
3.500000000000000000e+01 2.305689990675889502e-03 2.107623808165481546e-02 1.404022291309884804e-02
4.500000000000000000e+01 2.754599461528042716e-03 2.039307005186322477e-02 1.423589191667429081e-02
5.500000000000000000e+01 3.132933121381165607e-03 1.963139556853749426e-02 1.384026122666106445e-02
6.500000000000000000e+01 3.602743616761641589e-03 1.889624574020167674e-02 1.367816369498726752e-02
7.500000000000000000e+01 3.966936725809951103e-03 1.798353937261764832e-02 1.320256928538929286e-02
8.500000000000000000e+01 4.165922622915619981e-03 1.671106320939473935e-02 1.260541219267275782e-02
9.500000000000000000e+01 4.224708175773886527e-03 1.557089272281444482e-02 1.199658641590735896e-02
1.050000000000000000e+02 4.310722616511577371e-03 1.458238921093948925e-02 1.154196981402650334e-02
1.150000000000000000e+02 4.309570722924674531e-03 1.357709624864840946e-02 1.097795709087683209e-02
1.250000000000000000e+02 4.287346520165719564e-03 1.258789858331411417e-02 1.032713381275830733e-02
1.350000000000000000e+02 4.199751710430107803e-03 1.174654934429066218e-02 9.772893307502170807e-03
1.450000000000000000e+02 4.169782628749924003e-03 1.102539787741553708e-02 9.351642773778486017e-03
1.550000000000000000e+02 4.046448076464268309e-03 1.035269022730349840e-02 8.869141374616869300e-03
1.650000000000000000e+02 3.858721067343166486e-03 9.632807437858994029e-03 8.301201383427551234e-03
1.750000000000000000e+02 3.578958521221698320e-03 9.037859031340222601e-03 7.780542355838638603e-03
1.850000000000000000e+02 3.259576895176657767e-03 8.591020442051138309e-03 7.368851880124974683e-03
1.950000000000000000e+02 2.912959858275621702e-03 8.232350426797629614e-03 6.955410565900621046e-03
2.050000000000000000e+02 2.595563663619082813e-03 7.889156928139230002e-03 6.515925881040869269e-03
2.150000000000000000e+02 2.319748573197364955e-03 7.617565041260626613e-03 6.143846809755495846e-03
